ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,646145,357541,249331,35105850
Valysar,CentralSouth,60216080,10867487,7734883,5393921,759464147
Valysar,CentralNorth,33448917,6172053,4415904,3079431,433583914
Valysar,NorthHorst,3419970,490195,234140,143821,28174464
Valysar,CentralRamp,13747335,2107476,1387285,967423,136213214
Valysar,CentralHorst,83922348,14363123,10985525,7660757,1078634616
Valysar,EastLowland,288978,73184,32485,22653,3189595
Therys,WestLowland,2193689,407994,196130,136771,19257370
Therys,CentralSouth,8161744,1709235,987616,688714,96970992
Therys,CentralNorth,17509119,3186253,1824953,1272631,179186431
Therys,NorthHorst,5787753,865913,332631,204319,40026077
Therys,CentralRamp,6771661,1463693,1130059,788047,110957023
Therys,CentralHorst,27386985,6967867,5369264,3744257,527191356
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,41026,14734,10275,1446722
Volon,CentralSouth,26355251,4647384,3114993,2172241,305851525
Volon,CentralNorth,4002051,605271,349280,243570,34294695
Volon,NorthHorst,4515127,808812,584407,358972,70322688
Volon,CentralRamp,11681284,2236017,1618653,1128768,158930488
Volon,CentralHorst,77822507,13604806,9843847,6864608,966536790
Volon,EastLowland,0,0,0,0,0
