CONIPOS,DRAWDOWN,WELLMODEL,PRESSURE,WELL,CONIDX,DEPTH,CONBPRES,SGAS,SWAT,CONKPOS,DATE,CONJPOS
22,0,STANDARD,303.02569580078125,R_A2,20,1676.1676025390625,303.02569580078125,0.0,1.0,27,2018-01-01,29
22,0,STANDARD,303.47802734375,R_A2,21,1677.9368896484375,303.47802734375,0.0,1.0,28,2018-01-01,29
22,0,STANDARD,303.64569091796875,R_A2,22,1679.7061767578125,303.64569091796875,0.0,1.0,29,2018-01-01,29
22,0,STANDARD,303.8133544921875,R_A2,23,1681.4754638671875,303.8133544921875,0.0,1.0,30,2018-01-01,29
22,0,STANDARD,303.98101806640625,R_A2,24,1683.2447509765625,303.98101806640625,0.0,1.0,31,2018-01-01,29
28,0,STANDARD,298.53814697265625,R_A3,1,1609.243408203125,298.53814697265625,0.0,0.6481541991233826,1,2018-01-01,41
28,0,STANDARD,298.676513671875,R_A3,2,1611.3077392578125,298.676513671875,0.0,0.1989089697599411,2,2018-01-01,41
28,0,STANDARD,298.8148498535156,R_A3,3,1613.3720703125,298.8148498535156,0.0,0.19339895248413086,3,2018-01-01,41
28,0,STANDARD,298.9532165527344,R_A3,4,1615.4365234375,298.9532165527344,0.0,0.3768196403980255,4,2018-01-01,41
28,0,STANDARD,299.0915832519531,R_A3,5,1617.5008544921875,299.0915832519531,0.0,0.6481541991233826,5,2018-01-01,41
28,0,STANDARD,299.2299499511719,R_A3,6,1619.565185546875,299.2299499511719,0.0,0.11064504086971283,6,2018-01-01,41
29,0,STANDARD,298.54638671875,R_A3,7,1609.3663330078125,298.54638671875,0.0,0.2853010296821594,6,2018-01-01,41
29,0,STANDARD,298.68377685546875,R_A3,8,1611.4163818359375,298.68377685546875,0.0,0.1971457451581955,7,2018-01-01,41
29,0,STANDARD,298.8211669921875,R_A3,9,1613.46630859375,298.8211669921875,0.0,0.19843679666519165,8,2018-01-01,41
29,0,STANDARD,298.95855712890625,R_A3,10,1615.516357421875,298.95855712890625,0.0,0.6858067512512207,9,2018-01-01,41
29,0,STANDARD,299.095947265625,R_A3,11,1617.5662841796875,299.095947265625,0.0,0.6481541991233826,10,2018-01-01,41
29,0,STANDARD,299.24237060546875,R_A3,12,1619.750732421875,299.24237060546875,0.0,0.0510573647916317,11,2018-01-01,41
29,0,STANDARD,299.3978271484375,R_A3,13,1622.0697021484375,299.3978271484375,0.0,0.054299186915159225,12,2018-01-01,41
29,0,STANDARD,299.5532531738281,R_A3,14,1624.388671875,299.5532531738281,0.0,0.37318161129951477,13,2018-01-01,41
29,0,STANDARD,299.7087097167969,R_A3,15,1626.707763671875,299.7087097167969,0.0,0.35039278864860535,14,2018-01-01,41
29,0,STANDARD,299.8641662597656,R_A3,16,1629.026611328125,299.8641662597656,0.0,0.4955688714981079,15,2018-01-01,41
29,0,STANDARD,299.992919921875,R_A3,17,1630.9468994140625,299.992919921875,0.0,0.8111844658851624,16,2018-01-01,41
29,0,STANDARD,300.16583251953125,R_A3,18,1633.5262451171875,300.16583251953125,0.0,0.7162989377975464,27,2018-01-01,41
29,0,STANDARD,300.40966796875,R_A3,19,1637.1630859375,300.40966796875,0.0,0.043079812079668045,28,2018-01-01,41
29,0,STANDARD,300.6535339355469,R_A3,20,1640.8001708984375,300.6535339355469,0.0,0.11963227391242981,29,2018-01-01,41
29,0,STANDARD,300.89739990234375,R_A3,21,1644.4371337890625,300.89739990234375,0.0,0.6481541991233826,30,2018-01-01,41
29,0,STANDARD,301.14129638671875,R_A3,22,1648.0740966796875,301.14129638671875,0.0,0.06493213027715683,31,2018-01-01,41
30,0,STANDARD,300.009033203125,R_A4,1,1631.1873779296875,300.009033203125,0.0,0.05092088505625725,1,2018-01-01,52
31,0,STANDARD,299.7571105957031,R_A4,2,1627.4293212890625,299.7571105957031,0.0,0.04962099716067314,1,2018-01-01,52
31,0,STANDARD,299.89520263671875,R_A4,3,1629.4896240234375,299.89520263671875,0.0,0.051607757806777954,2,2018-01-01,52
31,0,STANDARD,300.0333251953125,R_A4,4,1631.5498046875,300.0333251953125,0.0,0.054534994065761566,3,2018-01-01,52
31,0,STANDARD,300.17144775390625,R_A4,5,1633.610107421875,300.17144775390625,0.0,0.056367576122283936,4,2018-01-01,52
32,0,STANDARD,300.0901184082031,R_A4,6,1632.3968505859375,300.0901184082031,0.0,0.05706184357404709,4,2018-01-01,52
32,0,STANDARD,300.3236999511719,R_A4,7,1635.880615234375,300.3236999511719,0.0,0.11242767423391342,4,2018-01-01,51
33,0,STANDARD,300.4202575683594,R_A4,8,1637.321044921875,300.4202575683594,0.0,0.1584090143442154,4,2018-01-01,51
33,0,STANDARD,300.29644775390625,R_A4,9,1635.474609375,300.29644775390625,0.0,0.19343797862529755,3,2018-01-01,51
33,0,STANDARD,300.74395751953125,R_A4,10,1642.1485595703125,300.74395751953125,0.0,0.06403730064630508,4,2018-01-01,50
34,0,STANDARD,300.67578125,R_A4,11,1641.132080078125,300.67578125,0.0,0.062113311141729355,4,2018-01-01,50
34,0,STANDARD,300.5467224121094,R_A4,12,1639.20703125,300.5467224121094,0.0,0.6481541991233826,3,2018-01-01,50
35,0,STANDARD,300.66064453125,R_A4,13,1640.9061279296875,300.66064453125,0.0,0.2713562548160553,3,2018-01-01,50
35,0,STANDARD,300.53570556640625,R_A4,14,1639.0426025390625,300.53570556640625,0.0,0.23927634954452515,2,2018-01-01,50
35,0,STANDARD,300.72943115234375,R_A4,15,1641.93212890625,300.72943115234375,0.0,0.24014364182949066,2,2018-01-01,49
36,0,STANDARD,300.7579650878906,R_A4,16,1642.357421875,300.7579650878906,0.0,0.24251782894134521,30,2018-01-01,49
36,0,STANDARD,300.5735168457031,R_A4,17,1639.6068115234375,300.5735168457031,0.0,0.21051277220249176,30,2018-01-01,48
37,0,STANDARD,301.0526123046875,R_A4,18,1646.7513427734375,301.0526123046875,0.0,0.6481541991233826,30,2018-01-01,48
38,0,STANDARD,301.5025939941406,R_A4,19,1653.461669921875,301.5025939941406,0.0,0.6481541991233826,30,2018-01-01,48
38,0,STANDARD,301.7947998046875,R_A4,20,1657.8184814453125,301.7947998046875,0.0,0.6481541991233826,30,2018-01-01,47
31,0,STANDARD,303.8440856933594,R_A5,1,1685.026611328125,303.8440856933594,0.0,1.0,1,2018-01-01,20
31,0,STANDARD,304.0601806640625,R_A5,2,1687.3070068359375,304.0601806640625,0.0,1.0,2,2018-01-01,20
31,0,STANDARD,304.27630615234375,R_A5,3,1689.5875244140625,304.27630615234375,0.0,1.0,3,2018-01-01,20
31,0,STANDARD,304.4924011230469,R_A5,4,1691.8680419921875,304.4924011230469,0.0,1.0,4,2018-01-01,20
31,0,STANDARD,304.7085266113281,R_A5,5,1694.1485595703125,304.7085266113281,0.0,1.0,5,2018-01-01,20
31,0,STANDARD,304.9246520996094,R_A5,6,1696.4290771484375,304.9246520996094,0.0,1.0,6,2018-01-01,20
31,0,STANDARD,305.446533203125,R_A5,7,1698.70947265625,305.446533203125,0.0,1.0,7,2018-01-01,20
31,0,STANDARD,305.988037109375,R_A5,8,1707.6488037109375,305.988037109375,0.0,1.0,11,2018-01-01,20
31,0,STANDARD,306.1695251464844,R_A5,9,1709.5638427734375,306.1695251464844,0.0,1.0,12,2018-01-01,20
31,0,STANDARD,305.4322814941406,R_A5,10,1701.7845458984375,305.4322814941406,0.0,1.0,12,2018-01-01,21
31,0,STANDARD,305.6291198730469,R_A5,11,1703.735107421875,305.6291198730469,0.0,1.0,13,2018-01-01,21
31,0,STANDARD,305.81396484375,R_A5,12,1705.6856689453125,305.81396484375,0.0,1.0,14,2018-01-01,21
31,0,STANDARD,305.9988098144531,R_A5,13,1707.63623046875,305.9988098144531,0.0,1.0,15,2018-01-01,21
31,0,STANDARD,306.3287048339844,R_A5,14,1709.5867919921875,306.3287048339844,0.0,1.0,16,2018-01-01,21
31,0,STANDARD,306.5135498046875,R_A5,15,1711.537353515625,306.5135498046875,0.0,1.0,17,2018-01-01,21
31,0,STANDARD,306.6856994628906,R_A5,16,1713.35400390625,306.6856994628906,0.0,1.0,18,2018-01-01,21
31,0,STANDARD,306.7843933105469,R_A5,17,1714.3951416015625,306.7843933105469,0.0,1.0,19,2018-01-01,21
31,0,STANDARD,306.75689697265625,R_A5,18,1715.7628173828125,306.75689697265625,0.0,1.0,27,2018-01-01,21
31,0,STANDARD,306.978271484375,R_A5,19,1718.098388671875,306.978271484375,0.0,1.0,28,2018-01-01,21
31,0,STANDARD,307.5054016113281,R_A5,20,1720.43408203125,307.5054016113281,0.0,1.0,29,2018-01-01,21
31,0,STANDARD,307.7267761230469,R_A5,21,1722.7696533203125,307.7267761230469,0.0,1.0,30,2018-01-01,21
31,0,STANDARD,307.9481506347656,R_A5,22,1725.105224609375,307.9481506347656,0.0,1.0,31,2018-01-01,21
17,0,STANDARD,305.11419677734375,R_A6,1,1695.20263671875,305.11419677734375,0.0,1.0,1,2018-01-01,42
17,0,STANDARD,305.2609558105469,R_A6,2,1696.7510986328125,305.2609558105469,0.0,1.0,2,2018-01-01,42
17,0,STANDARD,305.4076843261719,R_A6,3,1698.299560546875,305.4076843261719,0.0,1.0,3,2018-01-01,42
17,0,STANDARD,305.554443359375,R_A6,4,1699.84814453125,305.554443359375,0.0,1.0,4,2018-01-01,42
17,0,STANDARD,305.7012023925781,R_A6,5,1701.3966064453125,305.7012023925781,0.0,1.0,5,2018-01-01,42
17,0,STANDARD,305.84796142578125,R_A6,6,1702.9451904296875,305.84796142578125,0.0,1.0,6,2018-01-01,42
17,0,STANDARD,305.6956481933594,R_A6,7,1704.49365234375,305.6956481933594,0.0,1.0,7,2018-01-01,42
17,0,STANDARD,305.8424072265625,R_A6,8,1706.042236328125,305.8424072265625,0.0,1.0,8,2018-01-01,42
17,0,STANDARD,306.2882080078125,R_A6,9,1707.5906982421875,306.2882080078125,0.0,1.0,9,2018-01-01,42
17,0,STANDARD,306.1291809082031,R_A6,10,1709.1392822265625,306.1291809082031,0.0,1.0,10,2018-01-01,42
17,0,STANDARD,306.3109130859375,R_A6,11,1711.055419921875,306.3109130859375,0.0,1.0,11,2018-01-01,42
17,0,STANDARD,306.52734375,R_A6,12,1713.3392333984375,306.52734375,0.0,1.0,12,2018-01-01,42
17,0,STANDARD,306.7557678222656,R_A6,13,1715.623046875,306.7557678222656,0.0,1.0,13,2018-01-01,42
17,0,STANDARD,306.9721984863281,R_A6,14,1717.9068603515625,306.9721984863281,0.0,1.0,14,2018-01-01,42
17,0,STANDARD,307.18865966796875,R_A6,15,1720.190673828125,307.18865966796875,0.0,1.0,15,2018-01-01,42
17,0,STANDARD,307.55010986328125,R_A6,16,1722.474365234375,307.55010986328125,0.0,1.0,16,2018-01-01,42
17,0,STANDARD,307.7665710449219,R_A6,17,1724.7581787109375,307.7665710449219,0.0,1.0,17,2018-01-01,42
17,0,STANDARD,307.921630859375,R_A6,18,1726.394287109375,307.921630859375,0.0,1.0,18,2018-01-01,42
17,0,STANDARD,307.8930969238281,R_A6,19,1727.7508544921875,307.8930969238281,0.0,1.0,27,2018-01-01,42
17,0,STANDARD,308.3623352050781,R_A6,20,1729.4755859375,308.3623352050781,0.0,1.0,28,2018-01-01,42
17,0,STANDARD,308.52581787109375,R_A6,21,1731.2001953125,308.52581787109375,0.0,1.0,29,2018-01-01,42
17,0,STANDARD,308.68927001953125,R_A6,22,1732.9249267578125,308.68927001953125,0.0,1.0,30,2018-01-01,42
17,0,STANDARD,308.5469665527344,R_A6,23,1734.649658203125,308.5469665527344,0.0,1.0,31,2018-01-01,42
22,0,STANDARD,297.53436279296875,R_A2,1,1641.094970703125,297.53436279296875,0.0,0.05661580711603165,1,2018-03-01,30
22,0,STANDARD,297.6545715332031,R_A2,2,1642.8890380859375,297.6545715332031,0.0,0.05791454762220383,2,2018-03-01,30
22,0,STANDARD,297.7747497558594,R_A2,3,1644.68310546875,297.7747497558594,0.0,0.06065744906663895,3,2018-03-01,30
22,0,STANDARD,297.89495849609375,R_A2,4,1646.4771728515625,297.89495849609375,0.0,0.06538569182157516,4,2018-03-01,30
22,0,STANDARD,298.0151672363281,R_A2,5,1648.2713623046875,298.0151672363281,0.0,0.0693187415599823,5,2018-03-01,30
22,0,STANDARD,298.1567077636719,R_A2,6,1650.0654296875,298.1567077636719,0.0,0.30873891711235046,6,2018-03-01,30
22,0,STANDARD,298.2948303222656,R_A2,7,1651.859619140625,298.2948303222656,0.0,0.8965826034545898,7,2018-03-01,30
22,0,STANDARD,298.4312438964844,R_A2,8,1653.6536865234375,298.4312438964844,0.0,0.8799746036529541,8,2018-03-01,30
22,0,STANDARD,298.5642395019531,R_A2,9,1655.44775390625,298.5642395019531,0.0,0.9072203040122986,9,2018-03-01,30
22,0,STANDARD,298.99810791015625,R_A2,10,1657.2418212890625,298.99810791015625,0.0,0.9074744582176208,10,2018-03-01,30
22,0,STANDARD,299.2314758300781,R_A2,11,1659.1368408203125,299.2314758300781,0.0,0.07644008100032806,11,2018-03-01,30
22,0,STANDARD,299.36541748046875,R_A2,12,1661.132568359375,299.36541748046875,0.0,0.08246839046478271,12,2018-03-01,30
22,0,STANDARD,299.91278076171875,R_A2,13,1663.12841796875,299.91278076171875,0.0,0.4750332832336426,13,2018-03-01,30
22,0,STANDARD,300.139892578125,R_A2,14,1665.1241455078125,300.139892578125,0.0,0.5129204392433167,14,2018-03-01,30
22,0,STANDARD,300.2724914550781,R_A2,15,1667.1199951171875,300.2724914550781,0.0,0.6794209480285645,15,2018-03-01,30
22,0,STANDARD,300.40264892578125,R_A2,16,1669.11572265625,300.40264892578125,0.0,0.9704879522323608,16,2018-03-01,30
22,0,STANDARD,300.53570556640625,R_A2,17,1671.111572265625,300.53570556640625,0.0,0.9568837285041809,17,2018-03-01,30
22,0,STANDARD,300.66119384765625,R_A2,18,1672.9881591796875,300.66119384765625,0.0,0.9819042086601257,18,2018-03-01,30
22,0,STANDARD,300.6851806640625,R_A2,19,1674.229736328125,300.6851806640625,0.0,0.9946450591087341,18,2018-03-01,29
22,0,STANDARD,302.9758605957031,R_A2,20,1676.1676025390625,302.9758605957031,-8.807603433760885e-17,1.0,27,2018-03-01,29
22,0,STANDARD,303.425537109375,R_A2,21,1677.9368896484375,303.425537109375,-2.8953983926952624e-19,1.0,28,2018-03-01,29
22,0,STANDARD,303.5921630859375,R_A2,22,1679.7061767578125,303.5921630859375,-5.484632683760214e-20,1.0,29,2018-03-01,29
22,0,STANDARD,303.7585754394531,R_A2,23,1681.4754638671875,303.7585754394531,-1.8575593833506254e-18,1.0,30,2018-03-01,29
22,0,STANDARD,302.6582946777344,R_A2,24,1683.2447509765625,302.6582946777344,-1.0264118249997747e-14,1.0,31,2018-03-01,29
31,0,STANDARD,282.1958923339844,R_A5,1,1685.026611328125,282.1958923339844,-1.8177523559721048e-14,1.0,1,2018-04-28,20
31,0,STANDARD,282.4117431640625,R_A5,2,1687.3070068359375,282.4117431640625,-1.1303317191418716e-16,1.0,2,2018-04-28,20
31,0,STANDARD,282.6277160644531,R_A5,3,1689.5875244140625,282.6277160644531,-4.331998898054329e-13,1.0,3,2018-04-28,20
31,0,STANDARD,282.84368896484375,R_A5,4,1691.8680419921875,282.84368896484375,-5.432542436734078e-13,1.0,4,2018-04-28,20
31,0,STANDARD,283.0596618652344,R_A5,5,1694.1485595703125,283.0596618652344,-5.250241430845848e-13,1.0,5,2018-04-28,20
31,0,STANDARD,283.2756042480469,R_A5,6,1696.4290771484375,283.2756042480469,-3.9930932909174044e-13,1.0,6,2018-04-28,20
31,0,STANDARD,283.8119812011719,R_A5,7,1698.70947265625,283.8119812011719,-8.739381017908859e-14,1.0,7,2018-04-28,20
31,0,STANDARD,284.70166015625,R_A5,8,1707.6488037109375,284.70166015625,-1.493894764836856e-11,1.0,11,2018-04-28,20
31,0,STANDARD,284.92529296875,R_A5,9,1709.5638427734375,284.92529296875,-1.2141731196846361e-11,1.0,12,2018-04-28,20
31,0,STANDARD,283.46826171875,R_A5,10,1701.7845458984375,283.46826171875,-8.554180280784252e-11,1.0,12,2018-04-28,21
31,0,STANDARD,283.67144775390625,R_A5,11,1703.735107421875,283.67144775390625,-8.94704015735881e-12,1.0,13,2018-04-28,21
31,0,STANDARD,283.86328125,R_A5,12,1705.6856689453125,283.86328125,-1.3780961614917597e-11,1.0,14,2018-04-28,21
31,0,STANDARD,284.0876770019531,R_A5,13,1707.63623046875,284.0876770019531,-1.0825089089006035e-11,1.0,15,2018-04-28,21
31,0,STANDARD,284.50128173828125,R_A5,14,1709.5867919921875,284.50128173828125,-6.142898689720511e-12,1.0,16,2018-04-28,21
31,0,STANDARD,284.83941650390625,R_A5,15,1711.537353515625,284.83941650390625,-1.78197636768046e-12,1.0,17,2018-04-28,21
31,0,STANDARD,285.1720886230469,R_A5,16,1713.35400390625,285.1720886230469,-4.342108703841996e-12,1.0,18,2018-04-28,21
31,0,STANDARD,285.3341369628906,R_A5,17,1714.3951416015625,285.3341369628906,0.0,1.0,19,2018-04-28,21
31,0,STANDARD,285.3465270996094,R_A5,18,1715.7628173828125,285.3465270996094,-9.810856987924055e-12,1.0,27,2018-04-28,21
31,0,STANDARD,285.6091003417969,R_A5,19,1718.098388671875,285.6091003417969,-8.196348114108964e-12,1.0,28,2018-04-28,21
31,0,STANDARD,296.5753173828125,R_A5,20,1720.43408203125,296.5753173828125,-2.918485106989194e-18,1.0,29,2018-04-28,21
31,0,STANDARD,303.89837646484375,R_A5,21,1722.7696533203125,303.89837646484375,-8.129804417514211e-20,1.0,30,2018-04-28,21
31,0,STANDARD,306.45916748046875,R_A5,22,1725.105224609375,306.45916748046875,-3.3330693483198727e-20,1.0,31,2018-04-28,21
28,0,STANDARD,277.5321044921875,R_A3,1,1609.243408203125,277.5321044921875,0.0,0.6496965885162354,1,2018-07-03,41
28,0,STANDARD,277.7001037597656,R_A3,2,1611.3077392578125,277.7001037597656,0.0,0.2003829926252365,2,2018-07-03,41
28,0,STANDARD,277.8381042480469,R_A3,3,1613.3720703125,277.8381042480469,0.0,0.19502513110637665,3,2018-07-03,41
28,0,STANDARD,278.08245849609375,R_A3,4,1615.4365234375,278.08245849609375,0.0,0.37372729182243347,4,2018-07-03,41
28,0,STANDARD,278.3291931152344,R_A3,5,1617.5008544921875,278.3291931152344,0.0,0.6497470736503601,5,2018-07-03,41
28,0,STANDARD,278.5625305175781,R_A3,6,1619.565185546875,278.5625305175781,0.0,0.111141137778759,6,2018-07-03,41
29,0,STANDARD,277.68524169921875,R_A3,7,1609.3663330078125,277.68524169921875,0.0,0.2848132252693176,6,2018-07-03,41
29,0,STANDARD,277.8199157714844,R_A3,8,1611.4163818359375,277.8199157714844,0.0,0.19735218584537506,7,2018-07-03,41
29,0,STANDARD,277.9564208984375,R_A3,9,1613.46630859375,277.9564208984375,0.0,0.19892114400863647,8,2018-07-03,41
29,0,STANDARD,278.1277160644531,R_A3,10,1615.516357421875,278.1277160644531,0.0,0.6875087022781372,9,2018-07-03,41
29,0,STANDARD,278.93463134765625,R_A3,11,1617.5662841796875,278.93463134765625,0.0,0.6502604484558105,10,2018-07-03,41
29,0,STANDARD,279.943359375,R_A3,12,1619.750732421875,279.943359375,0.0,0.0511891171336174,11,2018-07-03,41
29,0,STANDARD,280.09808349609375,R_A3,13,1622.0697021484375,280.09808349609375,0.0,0.05444861575961113,12,2018-07-03,41
29,0,STANDARD,280.2527770996094,R_A3,14,1624.388671875,280.2527770996094,0.0,0.3738346993923187,13,2018-07-03,41
29,0,STANDARD,280.7562561035156,R_A3,15,1626.707763671875,280.7562561035156,0.0,0.3510119915008545,14,2018-07-03,41
29,0,STANDARD,280.9302673339844,R_A3,16,1629.026611328125,280.9302673339844,0.0,0.4962717592716217,15,2018-07-03,41
29,0,STANDARD,281.087646484375,R_A3,17,1630.9468994140625,281.087646484375,0.0,0.8095303773880005,16,2018-07-03,41
29,0,STANDARD,285.4088439941406,R_A3,18,1633.5262451171875,285.4088439941406,0.0,0.7171750664710999,27,2018-07-03,41
29,0,STANDARD,282.4039001464844,R_A3,19,1637.1630859375,282.4039001464844,0.0,0.043577004224061966,28,2018-07-03,41
29,0,STANDARD,282.6467590332031,R_A3,20,1640.8001708984375,282.6467590332031,0.0,0.12041433155536652,29,2018-07-03,41
29,0,STANDARD,282.9131774902344,R_A3,21,1644.4371337890625,282.9131774902344,0.0,0.6497436761856079,30,2018-07-03,41
29,0,STANDARD,283.1730651855469,R_A3,22,1648.0740966796875,283.1730651855469,0.0,0.06507820636034012,31,2018-07-03,41
30,0,STANDARD,275.23602294921875,R_A4,1,1631.1873779296875,275.23602294921875,0.0,0.05104567110538483,1,2018-09-12,52
31,0,STANDARD,275.2759704589844,R_A4,2,1627.4293212890625,275.2759704589844,0.0,0.049741681665182114,1,2018-09-12,52
31,0,STANDARD,275.41326904296875,R_A4,3,1629.4896240234375,275.41326904296875,0.0,0.05173508822917938,2,2018-09-12,52
31,0,STANDARD,275.55059814453125,R_A4,4,1631.5498046875,275.55059814453125,0.0,0.0546625554561615,3,2018-09-12,52
31,0,STANDARD,275.68792724609375,R_A4,5,1633.610107421875,275.68792724609375,0.0,0.05649978294968605,4,2018-09-12,52
32,0,STANDARD,275.8633728027344,R_A4,6,1632.3968505859375,275.8633728027344,0.0,0.057206932455301285,4,2018-09-12,52
32,0,STANDARD,275.6921691894531,R_A4,7,1635.880615234375,275.6921691894531,0.0,0.11249624192714691,4,2018-09-12,51
33,0,STANDARD,275.9096374511719,R_A4,8,1637.321044921875,275.9096374511719,0.0,0.15757213532924652,4,2018-09-12,51
33,0,STANDARD,275.793701171875,R_A4,9,1635.474609375,275.793701171875,0.0,0.19201774895191193,3,2018-09-12,51
33,0,STANDARD,275.3452453613281,R_A4,10,1642.1485595703125,275.3452453613281,0.0,0.06598334014415741,4,2018-09-12,50
34,0,STANDARD,275.4876403808594,R_A4,11,1641.132080078125,275.4876403808594,0.0,0.06277746707201004,4,2018-09-12,50
34,0,STANDARD,275.3835144042969,R_A4,12,1639.20703125,275.3835144042969,0.0,0.6527860164642334,3,2018-09-12,50
35,0,STANDARD,275.7919616699219,R_A4,13,1640.9061279296875,275.7919616699219,0.0,0.2716115713119507,3,2018-09-12,50
35,0,STANDARD,275.7581481933594,R_A4,14,1639.0426025390625,275.7581481933594,0.0,0.24025356769561768,2,2018-09-12,50
35,0,STANDARD,275.4850769042969,R_A4,15,1641.93212890625,275.4850769042969,0.0,0.2390470951795578,2,2018-09-12,49
36,0,STANDARD,276.5263671875,R_A4,16,1642.357421875,276.5263671875,0.0,0.23292268812656403,30,2018-09-12,49
36,0,STANDARD,276.0790710449219,R_A4,17,1639.6068115234375,276.0790710449219,0.0,0.21147941052913666,30,2018-09-12,48
37,0,STANDARD,276.8770446777344,R_A4,18,1646.7513427734375,276.8770446777344,0.0,0.6619859933853149,30,2018-09-12,48
38,0,STANDARD,277.82647705078125,R_A4,19,1653.461669921875,277.82647705078125,0.0,0.6508833765983582,30,2018-09-12,48
38,0,STANDARD,277.8207702636719,R_A4,20,1657.8184814453125,277.8207702636719,0.0,0.6509313583374023,30,2018-09-12,47
17,0,STANDARD,271.38519287109375,R_A6,1,1695.20263671875,271.38519287109375,-3.722192318991437e-17,1.0,1,2018-11-07,42
17,0,STANDARD,271.5301208496094,R_A6,2,1696.7510986328125,271.5301208496094,-2.4720118898218596e-17,1.0,2,2018-11-07,42
17,0,STANDARD,271.6719055175781,R_A6,3,1698.299560546875,271.6719055175781,-3.1740835853958345e-17,1.0,3,2018-11-07,42
17,0,STANDARD,271.8096008300781,R_A6,4,1699.84814453125,271.8096008300781,-2.482602944948866e-17,1.0,4,2018-11-07,42
17,0,STANDARD,271.9449768066406,R_A6,5,1701.3966064453125,271.9449768066406,-1.9885307774850253e-17,1.0,5,2018-11-07,42
17,0,STANDARD,272.0838623046875,R_A6,6,1702.9451904296875,272.0838623046875,-6.597847205002717e-16,1.0,6,2018-11-07,42
17,0,STANDARD,271.92938232421875,R_A6,7,1704.49365234375,271.92938232421875,-1.3760152930890964e-15,1.0,7,2018-11-07,42
17,0,STANDARD,272.07623291015625,R_A6,8,1706.042236328125,272.07623291015625,-7.627235757889028e-16,1.0,8,2018-11-07,42
17,0,STANDARD,272.5229187011719,R_A6,9,1707.5906982421875,272.5229187011719,-5.859660770797452e-17,1.0,9,2018-11-07,42
17,0,STANDARD,272.95294189453125,R_A6,10,1709.1392822265625,272.95294189453125,0.0,1.0,10,2018-11-07,42
17,0,STANDARD,273.5517578125,R_A6,11,1711.055419921875,273.5517578125,-6.313371719062952e-16,1.0,11,2018-11-07,42
17,0,STANDARD,273.76495361328125,R_A6,12,1713.3392333984375,273.76495361328125,-2.5837683911786324e-16,1.0,12,2018-11-07,42
17,0,STANDARD,273.98114013671875,R_A6,13,1715.623046875,273.98114013671875,-2.063698995853434e-17,1.0,13,2018-11-07,42
17,0,STANDARD,274.1971435546875,R_A6,14,1717.9068603515625,274.1971435546875,-1.2233791155783691e-17,1.0,14,2018-11-07,42
17,0,STANDARD,274.4118957519531,R_A6,15,1720.190673828125,274.4118957519531,-1.9674530574243166e-17,1.0,15,2018-11-07,42
