FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,989948.0,0.0,989948.0,78220353.0,0.0,139404416.0,139404416.0,82306622.0,1419781.0,80886841.0,0.0,1419781.0,WestLowland,Valysar
2,5918045.0,0.0,5918045.0,13746490.0,0.0,833379131.0,833379131.0,22701279.0,8485237.0,14216041.0,0.0,8485237.0,CentralSouth,Valysar
3,2554567.0,0.0,2554567.0,11683652.0,0.0,359734170.0,359734170.0,15744623.0,3662669.0,12081954.0,0.0,3662669.0,CentralNorth,Valysar
4,74625.0,53345.0,127970.0,3422591.0,348063469.0,14621252.0,362684721.0,5159665.0,121515.0,3539774.0,1498376.0,1619891.0,NorthHorst,Valysar
5,996820.0,0.0,996820.0,722749.0,0.0,140372188.0,140372188.0,2177488.0,1429844.0,747644.0,0.0,1429844.0,CentralRamp,Valysar
6,6731998.0,0.0,6731998.0,7746799.0,-0.0,947999976.0,947999976.0,17670851.0,9658226.0,8012625.0,0.0,9658226.0,CentralHorst,Valysar
7,362582.0,0.0,362582.0,36266541.0,0.0,51058793.0,51058793.0,38010632.0,519924.0,37490708.0,0.0,519924.0,EastLowland,Valysar
8,276912.0,0.0,276912.0,114339019.0,0.0,38994791.0,38994791.0,118632264.0,397149.0,118235115.0,0.0,397149.0,WestLowland,Therys
9,1628878.0,0.0,1628878.0,4486378.0,0.0,229378650.0,229378650.0,6974977.0,2335047.0,4639931.0,0.0,2335047.0,CentralSouth,Therys
10,1210403.0,0.0,1210403.0,12980925.0,0.0,170449018.0,170449018.0,15158084.0,1735258.0,13422827.0,0.0,1735258.0,CentralNorth,Therys
11,203270.0,65396.0,268666.0,4462216.0,425015357.0,39826656.0,464842013.0,6774242.0,330992.0,4614811.0,1828439.0,2159431.0,NorthHorst,Therys
12,886349.0,0.0,886349.0,346916.0,0.0,124815674.0,124815674.0,1629947.0,1271097.0,358850.0,0.0,1271097.0,CentralRamp,Therys
13,3247402.0,0.0,3247402.0,6163331.0,0.0,457299127.0,457299127.0,11032911.0,4658668.0,6374243.0,0.0,4658668.0,CentralHorst,Therys
14,0.0,0.0,0.0,18362903.0,0.0,0.0,0.0,18978528.0,0.0,18978528.0,0.0,0.0,EastLowland,Therys
15,47744.0,0.0,47744.0,79891171.0,0.0,6723305.0,6723305.0,82671646.0,68465.0,82603180.0,0.0,68465.0,WestLowland,Volon
16,2980255.0,0.0,2980255.0,34002500.0,-0.0,419679496.0,419679496.0,39432773.0,4271999.0,35160774.0,0.0,4271999.0,CentralSouth,Volon
17,266448.0,0.0,266448.0,6056493.0,0.0,37521220.0,37521220.0,6644471.0,381960.0,6262511.0,0.0,381960.0,CentralNorth,Volon
18,260870.0,25181.0,286051.0,1573222.0,162962201.0,51112283.0,214074484.0,2752253.0,424796.0,1626880.0,700578.0,1125373.0,NorthHorst,Volon
19,1000136.0,0.0,1000136.0,1003950.0,0.0,140839142.0,140839142.0,2472266.0,1433895.0,1038371.0,0.0,1433895.0,CentralRamp,Volon
20,6800123.0,0.0,6800123.0,9414705.0,0.0,957593283.0,957593283.0,19489150.0,9752270.0,9736880.0,0.0,9752270.0,CentralHorst,Volon
21,0.0,0.0,0.0,31432355.0,0.0,0.0,0.0,32494390.0,0.0,32494390.0,0.0,0.0,EastLowland,Volon
