ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,15713426,2542139,1431677,998380,140571919
Valysar,CentralSouth,65713781,11719989,8571543,5977366,841613216
Valysar,CentralNorth,31250388,5331206,3711023,2587882,364373828
Valysar,NorthHorst,3328959,357562,126603,77766,15234298
Valysar,CentralRamp,13587564,2175072,1479097,1031449,145227974
Valysar,CentralHorst,77019360,13205829,9792874,6829062,961531885
Valysar,EastLowland,4312155,824790,504436,351769,49529014
Therys,WestLowland,4510842,831163,390694,272450,38360994
Therys,CentralSouth,16119531,3531644,2304352,1606940,226257202
Therys,CentralNorth,15404107,3046606,1715093,1196021,168399693
Therys,NorthHorst,5689048,882121,342797,210563,41249312
Therys,CentralRamp,7019216,1628063,1269760,885467,124673746
Therys,CentralHorst,23343703,5866845,4661326,3250576,457681145
Therys,EastLowland,3005,451,0,0,0
Volon,WestLowland,753871,131197,72098,50278,7079087
Volon,CentralSouth,34627169,6208590,4235552,2953663,415875737
Volon,CentralNorth,4046423,633248,404274,281921,39694415
Volon,NorthHorst,3205323,584017,433103,266034,52116046
Volon,CentralRamp,11190815,2003206,1464915,1021559,143835467
Volon,CentralHorst,73457630,13121799,10031289,6995320,984941062
Volon,EastLowland,0,0,0,0,0
