Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:53:30
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       282598382.15         48527304.02         37461486.48         23560682.91
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  282598382.15         48527304.02         37461486.48         23560682.91
MidReek    1                       214597519.23         42729852.65         34879802.90         21936982.60
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  214597519.23         42729852.65         34879802.90         21936982.60
LowerReek  1                       124066012.07         25610932.39         21029333.11         13225995.43
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  124066012.07         25610932.39         21029333.11         13225995.43
Totals     1                       621261913.45        116868089.05         93370622.49         58723660.95
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  621261913.45        116868089.05         93370622.49         58723660.95
