CONBPRES,CONKPOS,SWAT,PRESSURE,SGAS,WELLMODEL,CONJPOS,DEPTH,CONIDX,WELL,DATE,CONIPOS,DRAWDOWN
300.6257019042969,2,0.22760070860385895,300.6257019042969,0.0,STANDARD,50,1640.14990234375,18,R_A4,2018-01-01,35,0
300.90234375,2,0.2431933432817459,300.90234375,0.0,STANDARD,49,1644.2755126953125,19,R_A4,2018-01-01,35,0
300.786865234375,1,0.23755371570587158,300.786865234375,0.0,STANDARD,49,1642.5537109375,20,R_A4,2018-01-01,35,0
300.9996337890625,29,0.18381375074386597,300.9996337890625,0.0,STANDARD,49,1645.7264404296875,21,R_A4,2018-01-01,36,0
300.84844970703125,29,0.0951174944639206,300.84844970703125,0.0,STANDARD,48,1643.4720458984375,22,R_A4,2018-01-01,36,0
301.3584289550781,29,0.2747727632522583,301.3584289550781,0.0,STANDARD,48,1651.0770263671875,23,R_A4,2018-01-01,37,0
300.9709167480469,28,0.8389666676521301,300.9709167480469,0.0,STANDARD,48,1645.298095703125,24,R_A4,2018-01-01,37,0
301.3573303222656,28,0.8332706093788147,301.3573303222656,0.0,STANDARD,48,1651.060546875,25,R_A4,2018-01-01,38,0
301.760986328125,28,0.6481541991233826,301.760986328125,0.0,STANDARD,47,1657.078857421875,26,R_A4,2018-01-01,38,0
303.72479248046875,1,1.0,303.72479248046875,0.0,STANDARD,20,1683.767822265625,1,R_A5,2018-01-01,31,0
303.9344177246094,2,1.0,303.9344177246094,0.0,STANDARD,20,1685.97998046875,2,R_A5,2018-01-01,31,0
304.1440734863281,3,1.0,304.1440734863281,0.0,STANDARD,20,1688.192138671875,3,R_A5,2018-01-01,31,0
304.35369873046875,4,1.0,304.35369873046875,0.0,STANDARD,20,1690.404296875,4,R_A5,2018-01-01,31,0
304.5633544921875,5,1.0,304.5633544921875,0.0,STANDARD,20,1692.6165771484375,5,R_A5,2018-01-01,31,0
304.7729797363281,6,1.0,304.7729797363281,0.0,STANDARD,20,1694.8287353515625,6,R_A5,2018-01-01,31,0
305.2884216308594,7,1.0,305.2884216308594,0.0,STANDARD,20,1697.041015625,7,R_A5,2018-01-01,31,0
305.2507019042969,11,1.0,305.2507019042969,0.0,STANDARD,21,1699.8685302734375,8,R_A5,2018-01-01,31,0
305.4468688964844,12,1.0,305.4468688964844,0.0,STANDARD,21,1701.9384765625,9,R_A5,2018-01-01,31,0
305.655029296875,13,1.0,305.655029296875,0.0,STANDARD,21,1704.008544921875,10,R_A5,2018-01-01,31,0
305.8511962890625,14,1.0,305.8511962890625,0.0,STANDARD,21,1706.0784912109375,11,R_A5,2018-01-01,31,0
306.04736328125,15,1.0,306.04736328125,0.0,STANDARD,21,1708.1483154296875,12,R_A5,2018-01-01,31,0
306.3885498046875,16,1.0,306.3885498046875,0.0,STANDARD,21,1710.21826171875,13,R_A5,2018-01-01,31,0
306.584716796875,17,1.0,306.584716796875,0.0,STANDARD,21,1712.2882080078125,14,R_A5,2018-01-01,31,0
306.7669677734375,18,1.0,306.7669677734375,0.0,STANDARD,21,1714.211181640625,15,R_A5,2018-01-01,31,0
306.8813171386719,19,1.0,306.8813171386719,0.0,STANDARD,21,1715.417724609375,16,R_A5,2018-01-01,31,0
306.8699645996094,26,1.0,306.8699645996094,0.0,STANDARD,21,1716.95556640625,17,R_A5,2018-01-01,31,0
307.10107421875,27,1.0,307.10107421875,0.0,STANDARD,21,1719.39404296875,18,R_A5,2018-01-01,31,0
307.6379699707031,28,1.0,307.6379699707031,0.0,STANDARD,21,1721.83251953125,19,R_A5,2018-01-01,31,0
307.86907958984375,29,1.0,307.86907958984375,0.0,STANDARD,21,1724.2711181640625,20,R_A5,2018-01-01,31,0
308.1001892089844,30,1.0,308.1001892089844,0.0,STANDARD,21,1726.7095947265625,21,R_A5,2018-01-01,31,0
305.0754089355469,1,1.0,305.0754089355469,0.0,STANDARD,42,1694.7933349609375,1,R_A6,2018-01-01,17,0
305.2211608886719,2,1.0,305.2211608886719,0.0,STANDARD,42,1696.3311767578125,2,R_A6,2018-01-01,17,0
305.36688232421875,3,1.0,305.36688232421875,0.0,STANDARD,42,1697.869140625,3,R_A6,2018-01-01,17,0
305.51263427734375,4,1.0,305.51263427734375,0.0,STANDARD,42,1699.406982421875,4,R_A6,2018-01-01,17,0
305.65838623046875,5,1.0,305.65838623046875,0.0,STANDARD,42,1700.94482421875,5,R_A6,2018-01-01,17,0
305.8041076660156,6,1.0,305.8041076660156,0.0,STANDARD,42,1702.482666015625,6,R_A6,2018-01-01,17,0
305.65081787109375,7,1.0,305.65081787109375,0.0,STANDARD,42,1704.0205078125,7,R_A6,2018-01-01,17,0
305.7965393066406,8,1.0,305.7965393066406,0.0,STANDARD,42,1705.558349609375,8,R_A6,2018-01-01,17,0
306.2413330078125,9,1.0,306.2413330078125,0.0,STANDARD,42,1707.09619140625,9,R_A6,2018-01-01,17,0
306.081298828125,10,1.0,306.081298828125,0.0,STANDARD,42,1708.634033203125,10,R_A6,2018-01-01,17,0
306.2637634277344,11,1.0,306.2637634277344,0.0,STANDARD,42,1710.5582275390625,11,R_A6,2018-01-01,17,0
306.4827575683594,12,1.0,306.4827575683594,0.0,STANDARD,42,1712.86865234375,12,R_A6,2018-01-01,17,0
306.71368408203125,13,1.0,306.71368408203125,0.0,STANDARD,42,1715.1790771484375,13,R_A6,2018-01-01,17,0
306.9326477050781,14,1.0,306.9326477050781,0.0,STANDARD,42,1717.489501953125,14,R_A6,2018-01-01,17,0
307.151611328125,15,1.0,307.151611328125,0.0,STANDARD,42,1719.800048828125,15,R_A6,2018-01-01,17,0
307.515625,16,1.0,307.515625,0.0,STANDARD,42,1722.1104736328125,16,R_A6,2018-01-01,17,0
307.7345886230469,17,1.0,307.7345886230469,0.0,STANDARD,42,1724.4208984375,17,R_A6,2018-01-01,17,0
307.87591552734375,18,1.0,307.87591552734375,0.0,STANDARD,42,1725.912109375,18,R_A6,2018-01-01,17,0
307.8318176269531,26,1.0,307.8318176269531,0.0,STANDARD,42,1727.1043701171875,19,R_A6,2018-01-01,17,0
308.2998962402344,27,1.0,308.2998962402344,0.0,STANDARD,42,1728.8167724609375,20,R_A6,2018-01-01,17,0
308.46221923828125,28,1.0,308.46221923828125,0.0,STANDARD,42,1730.529052734375,21,R_A6,2018-01-01,17,0
308.62451171875,29,1.0,308.62451171875,0.0,STANDARD,42,1732.241455078125,22,R_A6,2018-01-01,17,0
308.48101806640625,30,1.0,308.48101806640625,0.0,STANDARD,42,1733.953857421875,23,R_A6,2018-01-01,17,0
298.1798400878906,1,0.05552895367145538,298.1798400878906,0.0,STANDARD,30,1638.9219970703125,1,R_A2,2018-03-01,22,0
298.2988586425781,2,0.05740134045481682,298.2988586425781,0.0,STANDARD,30,1640.6981201171875,2,R_A2,2018-03-01,22,0
298.41790771484375,3,0.0597231388092041,298.41790771484375,0.0,STANDARD,30,1642.4742431640625,3,R_A2,2018-03-01,22,0
298.5369567871094,4,0.0641118586063385,298.5369567871094,0.0,STANDARD,30,1644.2503662109375,4,R_A2,2018-03-01,22,0
298.6559753417969,5,0.06861288845539093,298.6559753417969,0.0,STANDARD,30,1646.0264892578125,5,R_A2,2018-03-01,22,0
298.80853271484375,6,0.308979868888855,298.80853271484375,0.0,STANDARD,30,1647.802490234375,6,R_A2,2018-03-01,22,0
298.94256591796875,7,0.8821819424629211,298.94256591796875,0.0,STANDARD,30,1649.57861328125,7,R_A2,2018-03-01,22,0
299.07342529296875,8,0.8674893379211426,299.07342529296875,0.0,STANDARD,30,1651.354736328125,8,R_A2,2018-03-01,22,0
299.2020263671875,9,0.8845870494842529,299.2020263671875,0.0,STANDARD,30,1653.130859375,9,R_A2,2018-03-01,22,0
299.57696533203125,10,0.8972308039665222,299.57696533203125,0.0,STANDARD,30,1654.906982421875,10,R_A2,2018-03-01,22,0
299.77587890625,11,0.07271414995193481,299.77587890625,0.0,STANDARD,30,1656.81591796875,11,R_A2,2018-03-01,22,0
300.4092102050781,13,0.4380151331424713,300.4092102050781,0.0,STANDARD,30,1660.899658203125,12,R_A2,2018-03-01,22,0
300.54608154296875,14,0.4867231249809265,300.54608154296875,0.0,STANDARD,30,1662.94140625,13,R_A2,2018-03-01,22,0
300.6814880371094,15,0.9293728470802307,300.6814880371094,0.0,STANDARD,30,1664.9832763671875,14,R_A2,2018-03-01,22,0
300.8166809082031,16,0.9598304629325867,300.8166809082031,0.0,STANDARD,30,1667.025146484375,15,R_A2,2018-03-01,22,0
300.9525451660156,17,0.9149329662322998,300.9525451660156,0.0,STANDARD,30,1669.06689453125,16,R_A2,2018-03-01,22,0
301.1304016113281,17,0.9521492719650269,301.1304016113281,0.0,STANDARD,29,1672.6494140625,17,R_A2,2018-03-01,22,0
301.24932861328125,18,0.9865859746932983,301.24932861328125,0.0,STANDARD,29,1674.4248046875,18,R_A2,2018-03-01,22,0
302.5119323730469,26,1.0,302.5119323730469,-7.590930488354797e-12,STANDARD,29,1676.1002197265625,19,R_A2,2018-03-01,22,0
303.22186279296875,27,1.0,303.22186279296875,-3.4716778249784452e-15,STANDARD,29,1677.82958984375,20,R_A2,2018-03-01,22,0
303.50811767578125,28,1.0,303.50811767578125,-1.200704672237637e-15,STANDARD,29,1679.5589599609375,21,R_A2,2018-03-01,22,0
303.72637939453125,29,1.0,303.72637939453125,-4.086291085729923e-17,STANDARD,29,1681.288330078125,22,R_A2,2018-03-01,22,0
303.912109375,30,1.0,303.912109375,1.3493186046104864e-17,STANDARD,29,1683.0177001953125,23,R_A2,2018-03-01,22,0
283.0576477050781,1,1.0,283.0576477050781,-5.445432299522324e-12,STANDARD,20,1683.767822265625,1,R_A5,2018-04-28,31,0
283.2671203613281,2,1.0,283.2671203613281,-5.783803991299408e-12,STANDARD,20,1685.97998046875,2,R_A5,2018-04-28,31,0
283.4765930175781,3,1.0,283.4765930175781,-5.578482988044531e-12,STANDARD,20,1688.192138671875,3,R_A5,2018-04-28,31,0
283.68603515625,4,1.0,283.68603515625,-6.065282390915749e-12,STANDARD,20,1690.404296875,4,R_A5,2018-04-28,31,0
283.89544677734375,5,1.0,283.89544677734375,-5.372534882253088e-12,STANDARD,20,1692.6165771484375,5,R_A5,2018-04-28,31,0
284.1048583984375,6,1.0,284.1048583984375,-4.4460255789469105e-12,STANDARD,20,1694.8287353515625,6,R_A5,2018-04-28,31,0
284.6298522949219,7,1.0,284.6298522949219,-3.990437266645358e-14,STANDARD,20,1697.041015625,7,R_A5,2018-04-28,31,0
276.8956298828125,11,1.0,276.8956298828125,-7.782292171798488e-12,STANDARD,21,1699.8685302734375,8,R_A5,2018-04-28,31,0
277.0508117675781,12,1.0,277.0508117675781,-9.186671388883294e-12,STANDARD,21,1701.9384765625,9,R_A5,2018-04-28,31,0
277.354736328125,13,1.0,277.354736328125,-5.08701262537381e-13,STANDARD,21,1704.008544921875,10,R_A5,2018-04-28,31,0
277.55609130859375,14,1.0,277.55609130859375,-1.5561358625293398e-12,STANDARD,21,1706.0784912109375,11,R_A5,2018-04-28,31,0
277.75897216796875,15,1.0,277.75897216796875,-5.858244119839873e-13,STANDARD,21,1708.1483154296875,12,R_A5,2018-04-28,31,0
278.11602783203125,16,1.0,278.11602783203125,-3.626123652646779e-13,STANDARD,21,1710.21826171875,13,R_A5,2018-04-28,31,0
278.3384704589844,17,1.0,278.3384704589844,-6.262918243911397e-14,STANDARD,21,1712.2882080078125,14,R_A5,2018-04-28,31,0
278.54058837890625,18,1.0,278.54058837890625,-1.243550753907488e-13,STANDARD,21,1714.211181640625,15,R_A5,2018-04-28,31,0
278.6584167480469,19,1.0,278.6584167480469,0.0,STANDARD,21,1715.417724609375,16,R_A5,2018-04-28,31,0
286.9908447265625,26,1.0,286.9908447265625,-4.9194497894798975e-14,STANDARD,21,1716.95556640625,17,R_A5,2018-04-28,31,0
287.2361755371094,27,1.0,287.2361755371094,-5.538261228744609e-14,STANDARD,21,1719.39404296875,18,R_A5,2018-04-28,31,0
293.19207763671875,28,1.0,293.19207763671875,-2.5268491047480266e-19,STANDARD,21,1721.83251953125,19,R_A5,2018-04-28,31,0
288.1974182128906,29,1.0,288.1974182128906,3.0206797485424555e-14,STANDARD,21,1724.2711181640625,20,R_A5,2018-04-28,31,0
297.01263427734375,30,1.0,297.01263427734375,-3.929343139113576e-20,STANDARD,21,1726.7095947265625,21,R_A5,2018-04-28,31,0
292.7747497558594,1,0.17180103063583374,292.7747497558594,0.0,STANDARD,41,1599.591064453125,1,R_A3,2018-07-03,29,0
292.9203796386719,2,0.11833081394433975,292.9203796386719,0.0,STANDARD,41,1601.765869140625,2,R_A3,2018-07-03,29,0
293.0660095214844,3,0.12752024829387665,293.0660095214844,0.0,STANDARD,41,1603.9407958984375,3,R_A3,2018-07-03,29,0
293.2116394042969,4,0.10091377049684525,293.2116394042969,0.0,STANDARD,41,1606.11572265625,4,R_A3,2018-07-03,29,0
293.3611755371094,5,0.6485508680343628,293.3611755371094,0.0,STANDARD,41,1608.29052734375,5,R_A3,2018-07-03,29,0
293.5172424316406,6,0.6485657095909119,293.5172424316406,0.0,STANDARD,41,1610.46533203125,6,R_A3,2018-07-03,29,0
293.6800537109375,7,0.20012825727462769,293.6800537109375,0.0,STANDARD,41,1612.64013671875,7,R_A3,2018-07-03,29,0
293.8265686035156,8,0.2827014923095703,293.8265686035156,0.0,STANDARD,41,1614.81494140625,8,R_A3,2018-07-03,29,0
294.01708984375,9,0.7979907989501953,294.01708984375,0.0,STANDARD,41,1616.9898681640625,9,R_A3,2018-07-03,29,0
296.42962646484375,10,0.8030462265014648,296.42962646484375,0.0,STANDARD,41,1619.1646728515625,10,R_A3,2018-07-03,29,0
297.6360778808594,11,0.050671178847551346,297.6360778808594,0.0,STANDARD,41,1621.386474609375,11,R_A3,2018-07-03,29,0
297.7881164550781,12,0.05634518712759018,297.7881164550781,0.0,STANDARD,41,1623.6553955078125,12,R_A3,2018-07-03,29,0
297.9403991699219,13,0.3761899769306183,297.9403991699219,0.0,STANDARD,41,1625.92431640625,13,R_A3,2018-07-03,29,0
298.405517578125,15,0.49931418895721436,298.405517578125,0.0,STANDARD,41,1630.4620361328125,14,R_A3,2018-07-03,29,0
298.5332946777344,16,0.8116204142570496,298.5332946777344,0.0,STANDARD,41,1632.373046875,15,R_A3,2018-07-03,29,0
290.3939514160156,26,1.0,290.3939514160156,2.660990189046891e-13,STANDARD,41,1635.02001953125,16,R_A3,2018-07-03,29,0
286.5934753417969,27,0.0825616791844368,286.5934753417969,0.0,STANDARD,41,1638.605712890625,17,R_A3,2018-07-03,29,0
286.8336181640625,28,0.053251296281814575,286.8336181640625,0.0,STANDARD,41,1642.19140625,18,R_A3,2018-07-03,29,0
288.8119201660156,29,0.9999998211860657,288.8119201660156,-1.0269374683957722e-08,STANDARD,41,1645.7769775390625,19,R_A3,2018-07-03,29,0
286.42864990234375,30,0.1180451288819313,286.42864990234375,0.0,STANDARD,41,1649.3626708984375,20,R_A3,2018-07-03,29,0
278.9429016113281,1,0.08124387264251709,278.9429016113281,0.0,STANDARD,52,1626.594970703125,1,R_A4,2018-09-12,30,0
279.0169372558594,1,0.11853715777397156,279.0169372558594,0.0,STANDARD,52,1624.4920654296875,2,R_A4,2018-09-12,31,0
279.1524963378906,2,0.049885500222444534,279.1524963378906,0.0,STANDARD,52,1626.522705078125,3,R_A4,2018-09-12,31,0
279.287841796875,3,0.05105198547244072,279.287841796875,0.0,STANDARD,52,1628.553466796875,4,R_A4,2018-09-12,31,0
279.4231872558594,4,0.053193312138319016,279.4231872558594,0.0,STANDARD,52,1630.5841064453125,5,R_A4,2018-09-12,31,0
279.5585021972656,5,0.05461747944355011,279.5585021972656,0.0,STANDARD,52,1632.6148681640625,6,R_A4,2018-09-12,31,0
279.8384094238281,5,0.05637350305914879,279.8384094238281,0.0,STANDARD,52,1633.8662109375,7,R_A4,2018-09-12,32,0
279.9617614746094,6,0.058129116892814636,279.9617614746094,0.0,STANDARD,52,1635.71630859375,8,R_A4,2018-09-12,32,0
279.6658630371094,6,0.05893462151288986,279.6658630371094,0.0,STANDARD,51,1635.0765380859375,9,R_A4,2018-09-12,32,0
279.5473327636719,5,0.05551862716674805,279.5473327636719,0.0,STANDARD,51,1633.2958984375,10,R_A4,2018-09-12,32,0
280.0528259277344,5,0.05976173281669617,280.0528259277344,0.0,STANDARD,51,1637.6611328125,11,R_A4,2018-09-12,33,0
279.9322204589844,4,0.13247056305408478,279.9322204589844,0.0,STANDARD,51,1635.855712890625,12,R_A4,2018-09-12,33,0
280.20306396484375,5,0.06443416327238083,280.20306396484375,0.0,STANDARD,50,1643.178955078125,13,R_A4,2018-09-12,33,0
280.39544677734375,5,0.06564901769161224,280.39544677734375,0.0,STANDARD,50,1642.1727294921875,14,R_A4,2018-09-12,34,0
280.27362060546875,4,0.06437945365905762,280.27362060546875,0.0,STANDARD,50,1640.34716796875,15,R_A4,2018-09-12,34,0
280.1521301269531,3,0.18287551403045654,280.1521301269531,0.0,STANDARD,50,1638.521728515625,16,R_A4,2018-09-12,34,0
280.5811462402344,3,0.1668749451637268,280.5811462402344,0.0,STANDARD,50,1641.8701171875,17,R_A4,2018-09-12,35,0
280.4669189453125,2,0.22798354923725128,280.4669189453125,0.0,STANDARD,50,1640.14990234375,18,R_A4,2018-09-12,35,0
280.6009826660156,2,0.24183225631713867,280.6009826660156,0.0,STANDARD,49,1644.2755126953125,19,R_A4,2018-09-12,35,0
280.4859619140625,1,0.23655693233013153,280.4859619140625,0.0,STANDARD,49,1642.5537109375,20,R_A4,2018-09-12,35,0
280.5539245605469,29,0.17636436223983765,280.5539245605469,0.0,STANDARD,49,1645.7264404296875,21,R_A4,2018-09-12,36,0
280.1280517578125,29,0.10724174231290817,280.1280517578125,0.0,STANDARD,48,1643.4720458984375,22,R_A4,2018-09-12,36,0
281.2093200683594,29,0.2349524348974228,281.2093200683594,0.0,STANDARD,48,1651.0770263671875,23,R_A4,2018-09-12,37,0
284.7322692871094,28,0.8381680846214294,284.7322692871094,0.0,STANDARD,48,1645.298095703125,24,R_A4,2018-09-12,37,0
284.869140625,28,0.8324328064918518,284.869140625,0.0,STANDARD,48,1651.060546875,25,R_A4,2018-09-12,38,0
281.5274353027344,28,0.6715123057365417,281.5274353027344,0.0,STANDARD,47,1657.078857421875,26,R_A4,2018-09-12,38,0
278.7970886230469,1,1.0,278.7970886230469,-2.414255590148934e-13,STANDARD,42,1694.7933349609375,1,R_A6,2018-11-07,17,0
278.9427185058594,2,1.0,278.9427185058594,-1.5178567495770234e-13,STANDARD,42,1696.3311767578125,2,R_A6,2018-11-07,17,0
279.0879821777344,3,1.0,279.0879821777344,-1.1042378220572219e-13,STANDARD,42,1697.869140625,3,R_A6,2018-11-07,17,0
279.23211669921875,4,1.0,279.23211669921875,-9.168304272244923e-14,STANDARD,42,1699.406982421875,4,R_A6,2018-11-07,17,0
279.3750915527344,5,1.0,279.3750915527344,-1.334018887109295e-13,STANDARD,42,1700.94482421875,5,R_A6,2018-11-07,17,0
279.5188903808594,6,1.0,279.5188903808594,-6.224045584479754e-12,STANDARD,42,1702.482666015625,6,R_A6,2018-11-07,17,0
279.3766174316406,7,1.0,279.3766174316406,-1.1026712529171867e-11,STANDARD,42,1704.0205078125,7,R_A6,2018-11-07,17,0
279.5232849121094,8,1.0,279.5232849121094,-1.0977913023069164e-11,STANDARD,42,1705.558349609375,8,R_A6,2018-11-07,17,0
280.0419006347656,9,1.0,280.0419006347656,-9.314011150882151e-13,STANDARD,42,1707.09619140625,9,R_A6,2018-11-07,17,0
280.1685791015625,10,1.0,280.1685791015625,-8.429102684934242e-14,STANDARD,42,1708.634033203125,10,R_A6,2018-11-07,17,0
280.5040588378906,11,1.0,280.5040588378906,2.355905401318914e-12,STANDARD,42,1710.5582275390625,11,R_A6,2018-11-07,17,0
