Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:20:23
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       252558612.97         39414252.87         29353077.12         18461054.48
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  252558612.97         39414252.87         29353077.12         18461054.48
MidReek    1                       196830263.37         38008013.62         30549704.96         19213650.60
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  196830263.37         38008013.62         30549704.96         19213650.60
LowerReek  1                       114636605.95         24604712.73         20365858.28         12808715.69
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  114636605.95         24604712.73         20365858.28         12808715.69
Totals     1                       564025482.29        102026979.22         80268640.36         50483420.77
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  564025482.29        102026979.22         80268640.36         50483420.77
