ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,10702724,1767584,961021,670168,94359676,0,0,0,0,0
Valysar,CentralSouth,65357335,13017601,10377112,7236480,1018896357,0,0,0,0,0
Valysar,CentralNorth,33430031,5788346,4508215,3143804,442647656,0,0,0,0,0
Valysar,NorthHorst,4035157,618392,353057,216865,42483948,20690558,3174951,2416295,561928979,85975
Valysar,CentralRamp,13614111,2675849,2091001,1458159,205308858,0,0,0,0,0
Valysar,CentralHorst,86324228,15343843,12201999,8509065,1198076350,0,0,0,0,0
Valysar,EastLowland,0,0,0,0,0,0,0,0,0,0
Therys,WestLowland,2256753,384684,199181,138899,19556970,0,0,0,0,0
Therys,CentralSouth,18573879,4641270,3130709,2183200,307394577,0,0,0,0,0
Therys,CentralNorth,20421116,3972082,2386130,1663968,234286671,0,0,0,0,0
Therys,NorthHorst,5175384,767523,290859,178660,34999526,14341160,2499364,1600289,372160190,56941
Therys,CentralRamp,6883265,1471005,1140251,795154,111957683,0,0,0,0,0
Therys,CentralHorst,30543564,7308332,5623510,3921555,552154951,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,263403,31575,15394,10735,1511452,0,0,0,0,0
Volon,CentralSouth,31376669,5414650,3955161,2758132,388344982,0,0,0,0,0
Volon,CentralNorth,6743663,972703,540974,377248,53116552,0,0,0,0,0
Volon,NorthHorst,3353181,602202,436326,268013,52503824,2738170,483199,394939,91846173,14052
Volon,CentralRamp,12019107,2212896,1672153,1166076,164183470,0,0,0,0,0
Volon,CentralHorst,79050603,13664140,10428722,7272470,1023963806,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
