CONJPOS,CONIDX,WELLMODEL,SGAS,CONBPRES,DEPTH,SWAT,CONKPOS,DATE,WELL,CONIPOS,DRAWDOWN,PRESSURE
29,19,STANDARD,0.0,303.19305419921875,1677.111572265625,0.997561514377594,18,2018-01-01,R_A2,22,0,303.19305419921875
29,20,STANDARD,0.0,303.28570556640625,1678.4927978515625,1.0,27,2018-01-01,R_A2,22,0,303.28570556640625
29,21,STANDARD,0.0,303.4014892578125,1680.21826171875,0.8232550024986267,28,2018-01-01,R_A2,22,0,303.4014892578125
29,22,STANDARD,0.0,303.8577575683594,1681.94384765625,1.0,29,2018-01-01,R_A2,22,0,303.8577575683594
29,23,STANDARD,0.0,304.0212707519531,1683.66943359375,1.0,30,2018-01-01,R_A2,22,0,304.0212707519531
29,24,STANDARD,0.0,304.1847839355469,1685.39501953125,1.0,31,2018-01-01,R_A2,22,0,304.1847839355469
41,1,STANDARD,0.0,298.7113037109375,1610.2769775390625,0.6481541991233826,1,2018-01-01,R_A3,28,0,298.7113037109375
41,2,STANDARD,0.0,298.846923828125,1612.30029296875,0.09326913207769394,2,2018-01-01,R_A3,28,0,298.846923828125
41,3,STANDARD,0.0,298.1193542480469,1601.4437255859375,0.11823459714651108,2,2018-01-01,R_A3,29,0,298.1193542480469
41,4,STANDARD,0.0,298.2591247558594,1603.529296875,0.11823459714651108,3,2018-01-01,R_A3,29,0,298.2591247558594
41,5,STANDARD,0.0,298.3988952636719,1605.6148681640625,0.15310484170913696,4,2018-01-01,R_A3,29,0,298.3988952636719
41,6,STANDARD,0.0,298.53863525390625,1607.700439453125,0.8061239719390869,5,2018-01-01,R_A3,29,0,298.53863525390625
41,7,STANDARD,0.0,298.67840576171875,1609.7860107421875,0.6481541991233826,6,2018-01-01,R_A3,29,0,298.67840576171875
41,8,STANDARD,0.0,298.8182067871094,1611.87158203125,0.1944759488105774,7,2018-01-01,R_A3,29,0,298.8182067871094
41,9,STANDARD,0.0,298.9579772949219,1613.957275390625,0.19706912338733673,8,2018-01-01,R_A3,29,0,298.9579772949219
41,10,STANDARD,0.0,299.0977478027344,1616.0428466796875,0.792669415473938,9,2018-01-01,R_A3,29,0,299.0977478027344
41,11,STANDARD,0.0,299.237548828125,1618.12841796875,0.8013834953308105,10,2018-01-01,R_A3,29,0,299.237548828125
41,12,STANDARD,0.0,299.3827209472656,1620.2939453125,0.04784608632326126,11,2018-01-01,R_A3,29,0,299.3827209472656
41,13,STANDARD,0.0,299.5332336425781,1622.5394287109375,0.05357273295521736,12,2018-01-01,R_A3,29,0,299.5332336425781
41,14,STANDARD,0.0,299.6837463378906,1624.784912109375,0.36977076530456543,13,2018-01-01,R_A3,29,0,299.6837463378906
41,15,STANDARD,0.0,299.98480224609375,1629.27587890625,0.49157410860061646,15,2018-01-01,R_A3,29,0,299.98480224609375
41,16,STANDARD,0.0,300.1186218261719,1631.2718505859375,0.8114268779754639,16,2018-01-01,R_A3,29,0,300.1186218261719
41,17,STANDARD,0.0,300.1842346191406,1632.2506103515625,0.7758882641792297,17,2018-01-01,R_A3,29,0,300.1842346191406
41,18,STANDARD,0.0,300.3135986328125,1634.1796875,0.6481541991233826,27,2018-01-01,R_A3,29,0,300.3135986328125
41,19,STANDARD,0.0,300.55816650390625,1637.827392578125,0.04392732307314873,28,2018-01-01,R_A3,29,0,300.55816650390625
41,20,STANDARD,0.0,300.802734375,1641.4749755859375,0.05155668780207634,29,2018-01-01,R_A3,29,0,300.802734375
41,21,STANDARD,0.0,301.0473327636719,1645.12255859375,0.8078064322471619,30,2018-01-01,R_A3,29,0,301.0473327636719
41,22,STANDARD,0.0,301.29193115234375,1648.7701416015625,0.06077371537685394,31,2018-01-01,R_A3,29,0,301.29193115234375
52,1,STANDARD,0.0,300.14483642578125,1631.6624755859375,0.04954829812049866,1,2018-01-01,R_A4,30,0,300.14483642578125
52,2,STANDARD,0.0,299.7433166503906,1625.67333984375,0.04762989282608032,1,2018-01-01,R_A4,31,0,299.7433166503906
52,3,STANDARD,0.0,299.8809814453125,1627.72705078125,0.049656860530376434,2,2018-01-01,R_A4,31,0,299.8809814453125
52,4,STANDARD,0.0,300.0186462402344,1629.7806396484375,0.049954961985349655,3,2018-01-01,R_A4,31,0,300.0186462402344
52,5,STANDARD,0.0,300.1563415527344,1631.834228515625,0.051320090889930725,4,2018-01-01,R_A4,31,0,300.1563415527344
52,6,STANDARD,0.0,300.2940368652344,1633.887939453125,0.053167011588811874,5,2018-01-01,R_A4,31,0,300.2940368652344
52,7,STANDARD,0.0,300.1282043457031,1631.41455078125,0.051683004945516586,5,2018-01-01,R_A4,32,0,300.1282043457031
51,8,STANDARD,0.0,300.5127258300781,1637.149658203125,0.057829052209854126,5,2018-01-01,R_A4,32,0,300.5127258300781
51,9,STANDARD,0.0,300.3940734863281,1635.38037109375,0.055537912994623184,4,2018-01-01,R_A4,32,0,300.3940734863281
51,10,STANDARD,0.0,300.4538879394531,1636.2724609375,0.057403143495321274,4,2018-01-01,R_A4,33,0,300.4538879394531
50,11,STANDARD,0.0,301.0703430175781,1645.465576171875,0.06316131353378296,4,2018-01-01,R_A4,33,0,301.0703430175781
50,12,STANDARD,0.0,300.847900390625,1642.1485595703125,0.06101031228899956,4,2018-01-01,R_A4,34,0,300.847900390625
50,13,STANDARD,0.0,300.72686767578125,1640.3436279296875,0.06041741743683815,3,2018-01-01,R_A4,34,0,300.72686767578125
50,14,STANDARD,0.0,300.7109680175781,1640.1064453125,0.06203253194689751,3,2018-01-01,R_A4,35,0,300.7109680175781
50,15,STANDARD,0.0,300.5960998535156,1638.3931884765625,0.2225661724805832,2,2018-01-01,R_A4,35,0,300.5960998535156
50,16,STANDARD,0.0,300.4812316894531,1636.6800537109375,0.33487313985824585,1,2018-01-01,R_A4,35,0,300.4812316894531
49,17,STANDARD,0.0,300.9052429199219,1643.003662109375,0.05389399081468582,30,2018-01-01,R_A4,35,0,300.9052429199219
49,18,STANDARD,0.0,300.5146179199219,1637.1778564453125,0.05057747662067413,29,2018-01-01,R_A4,35,0,300.5146179199219
49,19,STANDARD,0.0,300.7521667480469,1640.7208251953125,0.05530880391597748,29,2018-01-01,R_A4,36,0,300.7521667480469
48,20,STANDARD,0.0,300.8843994140625,1642.6929931640625,0.052766766399145126,29,2018-01-01,R_A4,36,0,300.8843994140625
48,21,STANDARD,0.0,301.2319030761719,1647.874755859375,0.6481541991233826,29,2018-01-01,R_A4,37,0,301.2319030761719
48,22,STANDARD,0.0,301.52642822265625,1652.2666015625,0.10752381384372711,29,2018-01-01,R_A4,38,0,301.52642822265625
47,23,STANDARD,0.0,302.0103454589844,1659.4818115234375,0.06846582144498825,29,2018-01-01,R_A4,38,0,302.0103454589844
20,1,STANDARD,0.0,303.8598937988281,1685.1932373046875,1.0,1,2018-01-01,R_A5,31,0,303.8598937988281
20,2,STANDARD,0.0,304.055908203125,1687.2618408203125,1.0,2,2018-01-01,R_A5,31,0,304.055908203125
20,3,STANDARD,0.0,304.251953125,1689.3304443359375,1.0,3,2018-01-01,R_A5,31,0,304.251953125
20,4,STANDARD,0.0,304.4479675292969,1691.3990478515625,1.0,4,2018-01-01,R_A5,31,0,304.4479675292969
20,5,STANDARD,0.0,304.6440124511719,1693.4676513671875,1.0,5,2018-01-01,R_A5,31,0,304.6440124511719
20,6,STANDARD,0.0,304.84002685546875,1695.5362548828125,1.0,6,2018-01-01,R_A5,31,0,304.84002685546875
20,7,STANDARD,0.0,305.34185791015625,1697.6048583984375,1.0,7,2018-01-01,R_A5,31,0,305.34185791015625
21,8,STANDARD,0.0,304.3751525878906,1690.630859375,1.0,7,2018-01-01,R_A5,31,0,304.3751525878906
21,9,STANDARD,0.0,305.26629638671875,1700.032958984375,1.0,11,2018-01-01,R_A5,31,0,305.26629638671875
21,10,STANDARD,0.0,305.4656677246094,1702.13671875,1.0,12,2018-01-01,R_A5,31,0,305.4656677246094
21,11,STANDARD,0.0,305.677001953125,1704.240478515625,1.0,13,2018-01-01,R_A5,31,0,305.677001953125
21,12,STANDARD,0.0,305.8763732910156,1706.3443603515625,1.0,14,2018-01-01,R_A5,31,0,305.8763732910156
21,13,STANDARD,0.0,306.0757751464844,1708.4481201171875,1.0,15,2018-01-01,R_A5,31,0,306.0757751464844
21,14,STANDARD,0.0,306.420166015625,1710.552001953125,1.0,16,2018-01-01,R_A5,31,0,306.420166015625
21,15,STANDARD,0.0,306.61566162109375,1712.6148681640625,1.0,17,2018-01-01,R_A5,31,0,306.61566162109375
21,16,STANDARD,0.0,306.7507019042969,1714.0396728515625,1.0,18,2018-01-01,R_A5,31,0,306.7507019042969
21,17,STANDARD,0.0,306.81463623046875,1714.714111328125,1.0,19,2018-01-01,R_A5,31,0,306.81463623046875
21,18,STANDARD,0.0,306.798583984375,1716.202392578125,1.0,27,2018-01-01,R_A5,31,0,306.798583984375
21,19,STANDARD,0.0,307.0166320800781,1718.5032958984375,1.0,28,2018-01-01,R_A5,31,0,307.0166320800781
21,20,STANDARD,0.0,307.2347106933594,1720.80419921875,1.0,29,2018-01-01,R_A5,31,0,307.2347106933594
21,21,STANDARD,0.0,307.7585754394531,1723.105224609375,1.0,30,2018-01-01,R_A5,31,0,307.7585754394531
21,22,STANDARD,0.0,307.9766540527344,1725.406005859375,1.0,31,2018-01-01,R_A5,31,0,307.9766540527344
42,1,STANDARD,0.0,305.09759521484375,1695.0274658203125,1.0,1,2018-01-01,R_A6,17,0,305.09759521484375
42,2,STANDARD,0.0,305.2441711425781,1696.57421875,1.0,2,2018-01-01,R_A6,17,0,305.2441711425781
42,3,STANDARD,0.0,305.3907775878906,1698.1209716796875,1.0,3,2018-01-01,R_A6,17,0,305.3907775878906
42,4,STANDARD,0.0,305.537353515625,1699.667724609375,1.0,4,2018-01-01,R_A6,17,0,305.537353515625
42,5,STANDARD,0.0,305.6839294433594,1701.21435546875,1.0,5,2018-01-01,R_A6,17,0,305.6839294433594
42,6,STANDARD,0.0,305.83050537109375,1702.7611083984375,1.0,6,2018-01-01,R_A6,17,0,305.83050537109375
42,7,STANDARD,0.0,305.67803955078125,1704.307861328125,1.0,7,2018-01-01,R_A6,17,0,305.67803955078125
42,8,STANDARD,0.0,305.8246154785156,1705.8544921875,1.0,8,2018-01-01,R_A6,17,0,305.8246154785156
42,9,STANDARD,0.0,306.270263671875,1707.4012451171875,1.0,9,2018-01-01,R_A6,17,0,306.270263671875
42,10,STANDARD,0.0,306.1110534667969,1708.9478759765625,1.0,10,2018-01-01,R_A6,17,0,306.1110534667969
42,11,STANDARD,0.0,306.2932434082031,1710.8692626953125,1.0,11,2018-01-01,R_A6,17,0,306.2932434082031
42,12,STANDARD,0.0,306.5108642578125,1713.1654052734375,1.0,12,2018-01-01,R_A6,17,0,306.5108642578125
42,13,STANDARD,0.0,306.7404479980469,1715.4615478515625,1.0,13,2018-01-01,R_A6,17,0,306.7404479980469
42,14,STANDARD,0.0,306.95806884765625,1717.7576904296875,1.0,14,2018-01-01,R_A6,17,0,306.95806884765625
42,15,STANDARD,0.0,307.1756896972656,1720.0538330078125,1.0,15,2018-01-01,R_A6,17,0,307.1756896972656
42,16,STANDARD,0.0,307.5382995605469,1722.349853515625,1.0,16,2018-01-01,R_A6,17,0,307.5382995605469
42,17,STANDARD,0.0,307.75592041015625,1724.64599609375,1.0,17,2018-01-01,R_A6,17,0,307.75592041015625
42,18,STANDARD,0.0,307.9057922363281,1726.2271728515625,1.0,18,2018-01-01,R_A6,17,0,307.9057922363281
42,19,STANDARD,0.0,307.871337890625,1727.521240234375,1.0,27,2018-01-01,R_A6,17,0,307.871337890625
42,20,STANDARD,0.0,308.0345458984375,1729.2431640625,1.0,28,2018-01-01,R_A6,17,0,308.0345458984375
42,21,STANDARD,0.0,308.5035095214844,1730.9649658203125,1.0,29,2018-01-01,R_A6,17,0,308.5035095214844
42,22,STANDARD,0.0,308.6667175292969,1732.6868896484375,1.0,30,2018-01-01,R_A6,17,0,308.6667175292969
42,23,STANDARD,0.0,308.5241394042969,1734.4088134765625,1.0,31,2018-01-01,R_A6,17,0,308.5241394042969
30,1,STANDARD,0.0,298.0484313964844,1639.4302978515625,0.05255904793739319,1,2018-03-01,R_A2,22,0,298.0484313964844
30,2,STANDARD,0.0,298.1622314453125,1641.12890625,0.05420556291937828,2,2018-03-01,R_A2,22,0,298.1622314453125
30,3,STANDARD,0.0,298.27606201171875,1642.827392578125,0.05671992525458336,3,2018-03-01,R_A2,22,0,298.27606201171875
30,4,STANDARD,0.0,298.3899230957031,1644.5260009765625,0.06302995979785919,4,2018-03-01,R_A2,22,0,298.3899230957031
30,5,STANDARD,0.0,298.5037536621094,1646.2244873046875,0.06707155704498291,5,2018-03-01,R_A2,22,0,298.5037536621094
30,6,STANDARD,0.0,298.68377685546875,1647.923095703125,0.322904497385025,6,2018-03-01,R_A2,22,0,298.68377685546875
30,7,STANDARD,0.0,298.880859375,1649.62158203125,0.8714134097099304,7,2018-03-01,R_A2,22,0,298.880859375
30,8,STANDARD,0.0,299.13360595703125,1651.3201904296875,0.8511587977409363,8,2018-03-01,R_A2,22,0,299.13360595703125
30,9,STANDARD,0.0,299.27362060546875,1653.018798828125,0.6484143137931824,9,2018-03-01,R_A2,22,0,299.27362060546875
30,10,STANDARD,0.0,299.5122375488281,1654.71728515625,0.8742916584014893,10,2018-03-01,R_A2,22,0,299.5122375488281
30,11,STANDARD,0.0,299.8356628417969,1656.5709228515625,0.0678420290350914,11,2018-03-01,R_A2,22,0,299.8356628417969
30,12,STANDARD,0.0,300.0259704589844,1658.57958984375,0.2232128381729126,12,2018-03-01,R_A2,22,0,300.0259704589844
30,13,STANDARD,0.0,300.3448181152344,1660.58837890625,0.4241836965084076,13,2018-03-01,R_A2,22,0,300.3448181152344
30,14,STANDARD,0.0,300.4797668457031,1662.5970458984375,0.46591827273368835,14,2018-03-01,R_A2,22,0,300.4797668457031
30,15,STANDARD,0.0,300.6151123046875,1664.605712890625,0.8860114812850952,15,2018-03-01,R_A2,22,0,300.6151123046875
29,16,STANDARD,0.0,301.2142028808594,1671.1815185546875,0.9513375163078308,15,2018-03-01,R_A2,22,0,301.2142028808594
29,17,STANDARD,0.0,301.35711669921875,1673.34619140625,0.9643353819847107,16,2018-03-01,R_A2,22,0,301.35711669921875
29,18,STANDARD,0.0,301.5018615722656,1675.5107421875,0.960878849029541,17,2018-03-01,R_A2,22,0,301.5018615722656
29,19,STANDARD,0.0,301.6091613769531,1677.111572265625,0.9975603222846985,18,2018-03-01,R_A2,22,0,301.6091613769531
29,20,STANDARD,-2.8009972813380912e-12,302.6969299316406,1678.4927978515625,1.0,27,2018-03-01,R_A2,22,0,302.6969299316406
29,21,STANDARD,0.0,302.54302978515625,1680.21826171875,0.8232088088989258,28,2018-03-01,R_A2,22,0,302.54302978515625
29,22,STANDARD,-1.7593979606544963e-08,302.819091796875,1681.94384765625,0.9999998211860657,29,2018-03-01,R_A2,22,0,302.819091796875
29,23,STANDARD,-1.4439293402439268e-13,303.1172180175781,1683.66943359375,1.0,30,2018-03-01,R_A2,22,0,303.1172180175781
29,24,STANDARD,-3.2274414252242423e-09,303.0806884765625,1685.39501953125,0.9999999403953552,31,2018-03-01,R_A2,22,0,303.0806884765625
20,1,STANDARD,2.3493851308842295e-10,282.3731689453125,1685.1932373046875,1.0,1,2018-04-28,R_A5,31,0,282.3731689453125
20,2,STANDARD,2.1343331269019217e-10,282.5689697265625,1687.2618408203125,1.0,2,2018-04-28,R_A5,31,0,282.5689697265625
20,3,STANDARD,2.1175818043506212e-10,282.7646789550781,1689.3304443359375,1.0,3,2018-04-28,R_A5,31,0,282.7646789550781
20,4,STANDARD,2.408433452671943e-10,282.96026611328125,1691.3990478515625,1.0,4,2018-04-28,R_A5,31,0,282.96026611328125
20,5,STANDARD,2.0088629371084465e-10,283.1557922363281,1693.4676513671875,1.0,5,2018-04-28,R_A5,31,0,283.1557922363281
20,6,STANDARD,1.6584765505367471e-10,283.3511962890625,1695.5362548828125,1.0,6,2018-04-28,R_A5,31,0,283.3511962890625
20,7,STANDARD,7.915024430142636e-13,283.8503723144531,1697.6048583984375,1.0,7,2018-04-28,R_A5,31,0,283.8503723144531
21,8,STANDARD,-7.174276173138594e-10,282.8941650390625,1690.630859375,1.000000238418579,7,2018-04-28,R_A5,31,0,282.8941650390625
21,9,STANDARD,-1.511180347524288e-10,276.6522216796875,1700.032958984375,1.0,11,2018-04-28,R_A5,31,0,276.6522216796875
21,10,STANDARD,-2.0171724013362535e-10,276.851318359375,1702.13671875,1.0,12,2018-04-28,R_A5,31,0,276.851318359375
21,11,STANDARD,-8.383938508715882e-12,277.06256103515625,1704.240478515625,1.0,13,2018-04-28,R_A5,31,0,277.06256103515625
21,12,STANDARD,-6.0200937117282916e-12,277.2615966796875,1706.3443603515625,1.0,14,2018-04-28,R_A5,31,0,277.2615966796875
21,13,STANDARD,-2.3963396371395884e-12,277.4614562988281,1708.4481201171875,1.0,15,2018-04-28,R_A5,31,0,277.4614562988281
21,14,STANDARD,-3.583662771915186e-13,277.81060791015625,1710.552001953125,1.0,16,2018-04-28,R_A5,31,0,277.81060791015625
21,15,STANDARD,-4.2457267627853124e-13,278.0097961425781,1712.6148681640625,1.0,17,2018-04-28,R_A5,31,0,278.0097961425781
21,16,STANDARD,-1.2770744206060114e-13,278.1439514160156,1714.0396728515625,1.0,18,2018-04-28,R_A5,31,0,278.1439514160156
21,17,STANDARD,0.0,278.2076110839844,1714.714111328125,1.0,19,2018-04-28,R_A5,31,0,278.2076110839844
21,18,STANDARD,-7.165002911726365e-14,285.09869384765625,1716.202392578125,1.0,27,2018-04-28,R_A5,31,0,285.09869384765625
21,19,STANDARD,-4.1418715110213764e-14,285.3181457519531,1718.5032958984375,1.0,28,2018-04-28,R_A5,31,0,285.3181457519531
21,20,STANDARD,-1.8639895128704648e-14,285.53564453125,1720.80419921875,1.0,29,2018-04-28,R_A5,31,0,285.53564453125
21,21,STANDARD,-6.4033701443051916e-18,286.05902099609375,1723.105224609375,1.0,30,2018-04-28,R_A5,31,0,286.05902099609375
21,22,STANDARD,5.959980454109166e-23,286.3723449707031,1725.406005859375,1.0,31,2018-04-28,R_A5,31,0,286.3723449707031
41,1,STANDARD,0.0,282.1289978027344,1610.2769775390625,0.6494966149330139,1,2018-07-03,R_A3,28,0,282.1289978027344
41,2,STANDARD,0.0,282.26141357421875,1612.30029296875,0.09355555474758148,2,2018-07-03,R_A3,28,0,282.26141357421875
41,3,STANDARD,0.0,281.5252990722656,1601.4437255859375,0.11843779683113098,2,2018-07-03,R_A3,29,0,281.5252990722656
41,4,STANDARD,0.0,281.6644592285156,1603.529296875,0.1193721741437912,3,2018-07-03,R_A3,29,0,281.6644592285156
41,5,STANDARD,0.0,281.8035583496094,1605.6148681640625,0.15437157452106476,4,2018-07-03,R_A3,29,0,281.8035583496094
41,6,STANDARD,0.0,282.0855712890625,1607.700439453125,0.8032962679862976,5,2018-07-03,R_A3,29,0,282.0855712890625
41,7,STANDARD,0.0,282.19244384765625,1609.7860107421875,0.6492360830307007,6,2018-07-03,R_A3,29,0,282.19244384765625
41,8,STANDARD,0.0,282.3586730957031,1611.87158203125,0.19573239982128143,7,2018-07-03,R_A3,29,0,282.3586730957031
41,9,STANDARD,0.0,282.49822998046875,1613.957275390625,0.19922804832458496,8,2018-07-03,R_A3,29,0,282.49822998046875
41,10,STANDARD,0.0,282.7582092285156,1616.0428466796875,0.7918477654457092,9,2018-07-03,R_A3,29,0,282.7582092285156
41,11,STANDARD,0.0,283.0330810546875,1618.12841796875,0.7997763752937317,10,2018-07-03,R_A3,29,0,283.0330810546875
41,12,STANDARD,0.0,293.7255859375,1620.2939453125,0.047886185348033905,11,2018-07-03,R_A3,29,0,293.7255859375
41,13,STANDARD,0.0,293.8758850097656,1622.5394287109375,0.05361473560333252,12,2018-07-03,R_A3,29,0,293.8758850097656
41,14,STANDARD,0.0,294.0265808105469,1624.784912109375,0.36994999647140503,13,2018-07-03,R_A3,29,0,294.0265808105469
41,15,STANDARD,0.0,295.7820739746094,1629.27587890625,0.49146151542663574,15,2018-07-03,R_A3,29,0,295.7820739746094
41,16,STANDARD,0.0,295.91522216796875,1631.2718505859375,0.8110608458518982,16,2018-07-03,R_A3,29,0,295.91522216796875
41,17,STANDARD,0.0,295.9749755859375,1632.2506103515625,0.775855541229248,17,2018-07-03,R_A3,29,0,295.9749755859375
41,18,STANDARD,0.0,287.1561584472656,1634.1796875,0.6493980884552002,27,2018-07-03,R_A3,29,0,287.1561584472656
41,19,STANDARD,0.0,287.4093933105469,1637.827392578125,0.04433503374457359,28,2018-07-03,R_A3,29,0,287.4093933105469
41,20,STANDARD,0.0,287.6531066894531,1641.4749755859375,0.05187318101525307,29,2018-07-03,R_A3,29,0,287.6531066894531
41,21,STANDARD,0.0,291.97662353515625,1645.12255859375,0.8072831630706787,30,2018-07-03,R_A3,29,0,291.97662353515625
41,22,STANDARD,0.0,287.6079406738281,1648.7701416015625,0.06210436671972275,31,2018-07-03,R_A3,29,0,287.6079406738281
52,1,STANDARD,0.0,278.6025695800781,1631.6624755859375,0.04964993894100189,1,2018-09-12,R_A4,30,0,278.6025695800781
52,2,STANDARD,0.0,278.27288818359375,1625.67333984375,0.04772394523024559,1,2018-09-12,R_A4,31,0,278.27288818359375
52,3,STANDARD,0.0,278.4098205566406,1627.72705078125,0.04975567385554314,2,2018-09-12,R_A4,31,0,278.4098205566406
52,4,STANDARD,0.0,278.5467529296875,1629.7806396484375,0.0500645637512207,3,2018-09-12,R_A4,31,0,278.5467529296875
52,5,STANDARD,0.0,278.6837158203125,1631.834228515625,0.051436278969049454,4,2018-09-12,R_A4,31,0,278.6837158203125
52,6,STANDARD,0.0,278.8206787109375,1633.887939453125,0.05328751355409622,5,2018-09-12,R_A4,31,0,278.8206787109375
52,7,STANDARD,0.0,278.720703125,1631.41455078125,0.05194608494639397,5,2018-09-12,R_A4,32,0,278.720703125
51,8,STANDARD,0.0,279.0167236328125,1637.149658203125,0.057940371334552765,5,2018-09-12,R_A4,32,0,279.0167236328125
51,9,STANDARD,0.0,278.8988037109375,1635.38037109375,0.05564853176474571,4,2018-09-12,R_A4,32,0,278.8988037109375
51,10,STANDARD,0.0,279.0125732421875,1636.2724609375,0.05759961158037186,4,2018-09-12,R_A4,33,0,279.0125732421875
50,11,STANDARD,0.0,279.52557373046875,1645.465576171875,0.06333357840776443,4,2018-09-12,R_A4,33,0,279.52557373046875
50,12,STANDARD,0.0,279.3807373046875,1642.1485595703125,0.061687540262937546,4,2018-09-12,R_A4,34,0,279.3807373046875
50,13,STANDARD,0.0,279.26031494140625,1640.3436279296875,0.06066768616437912,3,2018-09-12,R_A4,34,0,279.26031494140625
50,14,STANDARD,0.0,279.34246826171875,1640.1064453125,0.06213269382715225,3,2018-09-12,R_A4,35,0,279.34246826171875
50,15,STANDARD,0.0,279.2283630371094,1638.3931884765625,0.22269362211227417,2,2018-09-12,R_A4,35,0,279.2283630371094
50,16,STANDARD,0.0,279.1148681640625,1636.6800537109375,0.3347603976726532,1,2018-09-12,R_A4,35,0,279.1148681640625
49,17,STANDARD,0.0,278.5467224121094,1643.003662109375,0.0553169883787632,30,2018-09-12,R_A4,35,0,278.5467224121094
49,18,STANDARD,0.0,278.1601257324219,1637.1778564453125,0.05136463791131973,29,2018-09-12,R_A4,35,0,278.1601257324219
49,19,STANDARD,0.0,278.5145263671875,1640.7208251953125,0.05839404836297035,29,2018-09-12,R_A4,36,0,278.5145263671875
48,20,STANDARD,0.0,278.51910400390625,1642.6929931640625,0.05700095370411873,29,2018-09-12,R_A4,36,0,278.51910400390625
48,21,STANDARD,0.0,279.197265625,1647.874755859375,0.6567617058753967,29,2018-09-12,R_A4,37,0,279.197265625
48,22,STANDARD,0.0,279.7468566894531,1652.2666015625,0.11106864362955093,29,2018-09-12,R_A4,38,0,279.7468566894531
47,23,STANDARD,0.0,280.1219177246094,1659.4818115234375,0.06774809211492538,29,2018-09-12,R_A4,38,0,280.1219177246094
42,1,STANDARD,3.2999314392156975e-10,275.2381896972656,1695.0274658203125,1.0,1,2018-11-07,R_A6,17,0,275.2381896972656
42,2,STANDARD,4.0975599649439864e-12,275.3836364746094,1696.57421875,1.0,2,2018-11-07,R_A6,17,0,275.3836364746094
42,3,STANDARD,3.4276657033538438e-12,275.5267639160156,1698.1209716796875,1.0,3,2018-11-07,R_A6,17,0,275.5267639160156
42,4,STANDARD,2.050826956173646e-12,275.6664733886719,1699.667724609375,1.0,4,2018-11-07,R_A6,17,0,275.6664733886719
42,5,STANDARD,1.818336171736934e-12,275.80419921875,1701.21435546875,1.0,5,2018-11-07,R_A6,17,0,275.80419921875
42,6,STANDARD,2.8431385717953006e-11,275.9448547363281,1702.7611083984375,1.0,6,2018-11-07,R_A6,17,0,275.9448547363281
42,7,STANDARD,2.5800259498276468e-11,275.78863525390625,1704.307861328125,1.0,7,2018-11-07,R_A6,17,0,275.78863525390625
42,8,STANDARD,2.3216624803201746e-11,275.9349365234375,1705.8544921875,1.0,8,2018-11-07,R_A6,17,0,275.9349365234375
42,9,STANDARD,2.141417468695672e-12,276.37567138671875,1707.4012451171875,1.0,9,2018-11-07,R_A6,17,0,276.37567138671875
