ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,257816002.03,42498480.68,32538443.84,20464429.75
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,189483786.81,38472671.02,31509528.19,19817313.0
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,122296083.79,27939295.67,23871351.17,15013428.16
LowerReek,2,0.0,0.0,0.0,0.0
