CONBPRES,CONIDX,CONIPOS,CONJPOS,CONKPOS,DATE,DEPTH,Drawdown,PRESSURE,SGAS,SWAT,WELL,WELLMODEL
303.5943298339844,1,27,30,5,2000-02-01,1609.908203125,0,303.5943298339844,0.0,0.03177012503147125,OP_1,MULTISEG
303.7691650390625,2,27,30,6,2000-02-01,1612.830078125,0,303.7691650390625,0.0,0.03256290405988693,OP_1,MULTISEG
303.95953369140625,3,27,30,7,2000-02-01,1615.814208984375,0,303.95953369140625,0.0,0.032458916306495667,OP_1,MULTISEG
304.1498718261719,4,27,30,8,2000-02-01,1618.7982177734375,0,304.1498718261719,0.0,0.029703309759497643,OP_1,MULTISEG
304.3402404785156,5,27,30,9,2000-02-01,1621.7822265625,0,304.3402404785156,0.0,0.033954404294490814,OP_1,MULTISEG
304.5306396484375,6,27,30,10,2000-02-01,1624.7664794921875,0,304.5306396484375,0.0,0.033591367304325104,OP_1,MULTISEG
306.0833740234375,1,20,13,6,2000-02-01,1652.5579833984375,0,306.0833740234375,0.0,0.0850183367729187,OP_2,MULTISEG
306.2330322265625,2,20,13,7,2000-02-01,1654.905029296875,0,306.2330322265625,0.0,0.045544423162937164,OP_2,MULTISEG
306.3828125,3,20,13,8,2000-02-01,1657.2518310546875,0,306.3828125,0.0,0.05030709132552147,OP_2,MULTISEG
306.53265380859375,4,20,13,9,2000-02-01,1659.598876953125,0,306.53265380859375,0.0,0.049355097115039825,OP_2,MULTISEG
306.6826477050781,5,20,13,10,2000-02-01,1661.94580078125,0,306.6826477050781,0.0,0.12681490182876587,OP_2,MULTISEG
306.8601989746094,6,20,13,11,2000-02-01,1664.7288818359375,0,306.8601989746094,0.0,0.27642345428466797,OP_2,MULTISEG
306.6604309082031,1,28,47,8,2000-02-01,1659.153564453125,0,306.6604309082031,0.0,0.12053260952234268,OP_3,MULTISEG
306.86175537109375,2,28,47,9,2000-02-01,1662.3072509765625,0,306.86175537109375,0.0,0.1499890685081482,OP_3,MULTISEG
307.0630798339844,3,28,47,10,2000-02-01,1665.460693359375,0,307.0630798339844,0.0,0.05757046490907669,OP_3,MULTISEG
307.26141357421875,4,28,47,11,2000-02-01,1668.56689453125,0,307.26141357421875,0.0,0.07836252450942993,OP_3,MULTISEG
307.4566955566406,5,28,47,12,2000-02-01,1671.6258544921875,0,307.4566955566406,0.0,0.09555406123399734,OP_3,MULTISEG
307.65203857421875,6,28,47,13,2000-02-01,1674.684814453125,0,307.65203857421875,0.0,0.07498092949390411,OP_3,MULTISEG
307.8473815917969,7,28,47,14,2000-02-01,1677.7440185546875,0,307.8473815917969,0.0,0.10407381504774094,OP_3,MULTISEG
309.3198547363281,1,14,38,2,2000-02-01,1701.2923583984375,0,309.3198547363281,-7.760662334987956e-09,0.9999999403953552,WI_1,MULTISEG
309.55084228515625,2,14,38,3,2000-02-01,1703.6602783203125,0,309.55084228515625,-1.1610451267074495e-08,0.9999999403953552,WI_1,MULTISEG
309.7818298339844,3,14,38,4,2000-02-01,1706.0281982421875,0,309.7818298339844,-4.212817650284251e-09,1.0,WI_1,MULTISEG
310.0128479003906,4,14,38,5,2000-02-01,1708.39599609375,0,310.0128479003906,-3.1002593825490976e-09,1.0,WI_1,MULTISEG
267.80987548828125,1,28,20,7,2000-06-01,1693.3946533203125,0,267.80987548828125,0.0,0.21700841188430786,WI_2,MULTISEG
267.9952697753906,2,28,20,8,2000-06-01,1696.326904296875,0,267.9952697753906,0.0,0.2739003896713257,WI_2,MULTISEG
268.2582702636719,3,28,20,9,2000-06-01,1699.259521484375,0,268.2582702636719,0.0,0.706626832485199,WI_2,MULTISEG
278.0641784667969,1,18,29,2,2001-01-01,1649.5045166015625,0,278.0641784667969,0.0,0.0364530049264431,OP_4,MULTISEG
278.2038269042969,2,18,29,3,2001-01-01,1651.709228515625,0,278.2038269042969,0.0,0.04444088041782379,OP_4,MULTISEG
278.3435363769531,3,18,29,4,2001-01-01,1653.9139404296875,0,278.3435363769531,0.0,0.04878350347280502,OP_4,MULTISEG
278.4831848144531,4,18,29,5,2001-01-01,1656.1187744140625,0,278.4831848144531,0.0,0.040212154388427734,OP_4,MULTISEG
277.6388854980469,5,18,29,6,2001-01-01,1658.443115234375,0,277.6388854980469,0.0,0.12900395691394806,OP_4,MULTISEG
278.42132568359375,6,18,29,11,2001-01-01,1670.7325439453125,0,278.42132568359375,0.0,0.12244635820388794,OP_4,MULTISEG
278.5854797363281,7,18,29,12,2001-01-01,1673.316162109375,0,278.5854797363281,0.0,0.06025834009051323,OP_4,MULTISEG
278.7491760253906,8,18,29,13,2001-01-01,1675.89990234375,0,278.7491760253906,0.0,0.06530803442001343,OP_4,MULTISEG
278.912841796875,9,18,29,14,2001-01-01,1678.483642578125,0,278.912841796875,0.0,0.08733422309160233,OP_4,MULTISEG
273.53271484375,1,24,37,1,2001-01-01,1610.4595947265625,0,273.53271484375,0.0,0.03330020606517792,OP_5,MULTISEG
273.73223876953125,2,24,37,2,2001-01-01,1613.614013671875,0,273.73223876953125,0.0,0.02893652953207493,OP_5,MULTISEG
273.9317932128906,3,24,37,3,2001-01-01,1616.7686767578125,0,273.9317932128906,0.0,0.0326041504740715,OP_5,MULTISEG
