CONBPRES,WELLMODEL,WELL,CONJPOS,CONIPOS,CONKPOS,DATE,SGAS,DEPTH,SWAT,CONIDX,DRAWDOWN,PRESSURE
300.72991943359375,STANDARD,R_A2,30,22,1,2018-01-01,0.0,1640.0137939453125,0.05176246538758278,1,0,300.72991943359375
300.8456115722656,STANDARD,R_A2,30,22,2,2018-01-01,0.0,1641.739013671875,0.05478782206773758,2,0,300.8456115722656
300.9612731933594,STANDARD,R_A2,30,22,3,2018-01-01,0.0,1643.464111328125,0.05748714134097099,3,0,300.9612731933594
301.07696533203125,STANDARD,R_A2,30,22,4,2018-01-01,0.0,1645.1893310546875,0.06180700659751892,4,0,301.07696533203125
301.1926574707031,STANDARD,R_A2,30,22,5,2018-01-01,0.0,1646.91455078125,0.0633377805352211,5,0,301.1926574707031
301.308349609375,STANDARD,R_A2,30,22,6,2018-01-01,0.0,1648.6397705078125,0.676150381565094,6,0,301.308349609375
301.424072265625,STANDARD,R_A2,30,22,7,2018-01-01,0.0,1650.364990234375,0.8681007623672485,7,0,301.424072265625
301.5397644042969,STANDARD,R_A2,30,22,8,2018-01-01,0.0,1652.0902099609375,0.8505591750144958,8,0,301.5397644042969
301.65545654296875,STANDARD,R_A2,30,22,9,2018-01-01,0.0,1653.8154296875,0.6481541991233826,9,0,301.65545654296875
301.77117919921875,STANDARD,R_A2,30,22,10,2018-01-01,0.0,1655.5406494140625,0.6481541991233826,10,0,301.77117919921875
301.89752197265625,STANDARD,R_A2,30,22,11,2018-01-01,0.0,1657.424560546875,0.06603945046663284,11,0,301.89752197265625
302.0345458984375,STANDARD,R_A2,30,22,12,2018-01-01,0.0,1659.467041015625,0.11859643459320068,12,0,302.0345458984375
302.1715393066406,STANDARD,R_A2,30,22,13,2018-01-01,0.0,1661.509521484375,0.42328569293022156,13,0,302.1715393066406
302.30853271484375,STANDARD,R_A2,30,22,14,2018-01-01,0.0,1663.552001953125,0.46526145935058594,14,0,302.30853271484375
302.445556640625,STANDARD,R_A2,30,22,15,2018-01-01,0.0,1665.594482421875,0.8968406915664673,15,0,302.445556640625
302.58258056640625,STANDARD,R_A2,30,22,16,2018-01-01,0.0,1667.636962890625,0.9036155939102173,16,0,302.58258056640625
302.8779602050781,STANDARD,R_A2,29,22,16,2018-01-01,0.0,1672.0399169921875,0.933961033821106,17,0,302.8779602050781
303.01873779296875,STANDARD,R_A2,29,22,17,2018-01-01,0.0,1674.1383056640625,0.9258100390434265,18,0,303.01873779296875
303.14166259765625,STANDARD,R_A2,29,22,18,2018-01-01,0.0,1675.970458984375,0.980599582195282,19,0,303.14166259765625
303.2532958984375,STANDARD,R_A2,29,22,26,2018-01-01,0.0,1677.6346435546875,0.6481541991233826,20,0,303.2532958984375
303.3715515136719,STANDARD,R_A2,29,22,27,2018-01-01,0.0,1679.39697265625,1.0,21,0,303.3715515136719
303.48980712890625,STANDARD,R_A2,29,22,28,2018-01-01,0.0,1681.159423828125,1.0,22,0,303.48980712890625
303.9504089355469,STANDARD,R_A2,29,22,29,2018-01-01,0.0,1682.9217529296875,1.0,23,0,303.9504089355469
304.117431640625,STANDARD,R_A2,29,22,30,2018-01-01,0.0,1684.68408203125,1.0,24,0,304.117431640625
298.5426940917969,STANDARD,R_A3,41,28,1,2018-01-01,0.0,1607.3858642578125,0.6481541991233826,1,0,298.5426940917969
298.6737976074219,STANDARD,R_A3,41,28,2,2018-01-01,0.0,1609.3419189453125,0.1528085619211197,2,0,298.6737976074219
298.3019104003906,STANDARD,R_A3,41,29,2,2018-01-01,0.0,1603.7926025390625,0.1873280555009842,3,0,298.3019104003906
298.43829345703125,STANDARD,R_A3,41,29,3,2018-01-01,0.0,1605.8280029296875,0.11823459714651108,4,0,298.43829345703125
298.57470703125,STANDARD,R_A3,41,29,4,2018-01-01,0.0,1607.86328125,0.11883354187011719,5,0,298.57470703125
298.71112060546875,STANDARD,R_A3,41,29,5,2018-01-01,0.0,1609.898681640625,0.8066075444221497,6,0,298.71112060546875
298.8475036621094,STANDARD,R_A3,41,29,6,2018-01-01,0.0,1611.9339599609375,0.6481541991233826,7,0,298.8475036621094
298.9839172363281,STANDARD,R_A3,41,29,7,2018-01-01,0.0,1613.96923828125,0.1967184841632843,8,0,298.9839172363281
299.1203308105469,STANDARD,R_A3,41,29,8,2018-01-01,0.0,1616.004638671875,0.24300071597099304,9,0,299.1203308105469
