ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,241341940.98,39103495.61,28395025.29,17858506.18
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,175870731.95,33587100.78,25220888.21,15862193.59
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,97811697.25,20634636.81,16476945.56,10362858.68
LowerReek,Region_2,0.0,0.0,0.0,0.0
