ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,241382049.26,39098935.18,28531532.06,17944359.48
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,175847540.38,33566327.61,25452322.55,16007749.77
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,97800116.59,20652511.6,16672734.04,10485996.07
LowerReek,Region_2,0.0,0.0,0.0,0.0
