ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4926419,1064714,818028,570452,80319613,0,0,0,0,0
Valysar,CentralSouth,67824469,12320829,9292135,6479871,912365858,0,0,0,0,0
Valysar,CentralNorth,36376771,5600328,3928853,2739786,385761880,0,0,0,0,0
Valysar,NorthHorst,4782341,834575,540194,331815,65002476,24618365,3407520,2295859,533920659,81690
Valysar,CentralRamp,13746446,2202425,1521742,1061187,149415083,0,0,0,0,0
Valysar,CentralHorst,86371295,11941537,8376278,5841198,822440673,0,0,0,0,0
Valysar,EastLowland,291997,54580,18993,13244,1864815,0,0,0,0,0
Therys,WestLowland,2204974,367275,188821,131674,18539729,0,0,0,0,0
Therys,CentralSouth,12476404,2850623,1824586,1272375,179150401,0,0,0,0,0
Therys,CentralNorth,20648668,4038496,2455118,1712077,241060417,0,0,0,0,0
Therys,NorthHorst,8151091,1206252,543487,333837,65398754,17244197,2782945,1786069,415364945,63551
Therys,CentralRamp,6770890,1467495,1114509,777203,109430172,0,0,0,0,0
Therys,CentralHorst,29243345,7051890,5385247,3755403,528760709,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,254401,35508,19025,13267,1868050,0,0,0,0,0
Volon,CentralSouth,35017667,6419875,4791416,3341295,470454290,0,0,0,0,0
Volon,CentralNorth,6832817,891580,420957,293555,41332498,0,0,0,0,0
Volon,NorthHorst,5572991,1029637,771973,474185,92892803,2936745,537238,435866,101364207,15509
Volon,CentralRamp,12639541,2314728,1805920,1259358,177317666,0,0,0,0,0
Volon,CentralHorst,80611071,14146282,11131966,7762877,1093013133,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
