SGAS,CONKPOS,CONIPOS,DRAWDOWN,SWAT,CONIDX,DEPTH,CONJPOS,CONBPRES,PRESSURE,WELL,WELLMODEL,DATE
0.0,1,22,0,0.05982018634676933,1,1642.622802734375,30,300.7057800292969,300.7057800292969,R_A2,STANDARD,2018-01-01
0.0,2,22,0,0.062120337039232254,2,1644.421875,30,300.826416015625,300.826416015625,R_A2,STANDARD,2018-01-01
0.0,3,22,0,0.06584976613521576,3,1646.220947265625,30,300.9470520019531,300.9470520019531,R_A2,STANDARD,2018-01-01
0.0,4,22,0,0.07225219905376434,4,1648.0201416015625,30,301.0677185058594,301.0677185058594,R_A2,STANDARD,2018-01-01
0.0,5,22,0,0.07602337747812271,5,1649.8192138671875,30,301.1883544921875,301.1883544921875,R_A2,STANDARD,2018-01-01
0.0,6,22,0,0.3288135230541229,6,1651.618408203125,30,301.30902099609375,301.30902099609375,R_A2,STANDARD,2018-01-01
0.0,7,22,0,0.9166083931922913,7,1653.41748046875,30,301.4296569824219,301.4296569824219,R_A2,STANDARD,2018-01-01
0.0,8,22,0,0.7430669069290161,8,1655.216552734375,30,301.5503234863281,301.5503234863281,R_A2,STANDARD,2018-01-01
0.0,9,22,0,0.9231493473052979,9,1657.0157470703125,30,301.6709899902344,301.6709899902344,R_A2,STANDARD,2018-01-01
0.0,10,22,0,0.9517642259597778,10,1658.81494140625,30,301.7916564941406,301.7916564941406,R_A2,STANDARD,2018-01-01
0.0,11,22,0,0.08621296286582947,11,1660.78955078125,30,301.9241027832031,301.9241027832031,R_A2,STANDARD,2018-01-01
0.0,12,22,0,0.09466671198606491,12,1662.939453125,30,302.06829833984375,302.06829833984375,R_A2,STANDARD,2018-01-01
0.0,13,22,0,0.505475640296936,13,1665.0894775390625,30,302.2125244140625,302.2125244140625,R_A2,STANDARD,2018-01-01
0.0,14,22,0,0.5776804089546204,14,1667.239501953125,30,302.35675048828125,302.35675048828125,R_A2,STANDARD,2018-01-01
0.0,15,22,0,0.9983474016189575,15,1669.3896484375,30,302.5009765625,302.5009765625,R_A2,STANDARD,2018-01-01
0.0,16,22,0,1.0,16,1671.5396728515625,30,302.64520263671875,302.64520263671875,R_A2,STANDARD,2018-01-01
0.0,17,22,0,0.9998272657394409,17,1673.689697265625,30,302.7894592285156,302.7894592285156,R_A2,STANDARD,2018-01-01
0.0,18,22,0,1.0,18,1675.4439697265625,30,303.0931091308594,303.0931091308594,R_A2,STANDARD,2018-01-01
0.0,24,22,0,1.0,19,1677.259765625,30,303.41387939453125,303.41387939453125,R_A2,STANDARD,2018-01-01
0.0,25,22,0,1.0,20,1679.0975341796875,30,303.5880432128906,303.5880432128906,R_A2,STANDARD,2018-01-01
0.0,25,22,0,1.0,21,1677.5318603515625,29,303.4396667480469,303.4396667480469,R_A2,STANDARD,2018-01-01
0.0,26,22,0,1.0,22,1679.4771728515625,29,303.6239929199219,303.6239929199219,R_A2,STANDARD,2018-01-01
0.0,27,22,0,1.0,23,1681.422607421875,29,303.808349609375,303.808349609375,R_A2,STANDARD,2018-01-01
0.0,28,22,0,1.0,24,1683.3677978515625,29,303.99267578125,303.99267578125,R_A2,STANDARD,2018-01-01
0.0,1,28,0,0.6481541991233826,1,1608.078857421875,41,298.39019775390625,298.39019775390625,R_A3,STANDARD,2018-01-01
0.0,2,28,0,0.1944752335548401,2,1610.049072265625,41,298.522216796875,298.522216796875,R_A3,STANDARD,2018-01-01
0.0,3,28,0,0.195347860455513,3,1612.019287109375,41,298.6542663574219,298.6542663574219,R_A3,STANDARD,2018-01-01
0.0,4,28,0,0.2605685889720917,4,1613.989501953125,41,298.78631591796875,298.78631591796875,R_A3,STANDARD,2018-01-01
0.0,5,28,0,0.6481541991233826,5,1615.9598388671875,41,298.9183654785156,298.9183654785156,R_A3,STANDARD,2018-01-01
0.0,6,28,0,0.18430612981319427,6,1617.9300537109375,41,299.0504150390625,299.0504150390625,R_A3,STANDARD,2018-01-01
0.0,6,29,0,0.19981566071510315,7,1611.9117431640625,41,298.6470642089844,298.6470642089844,R_A3,STANDARD,2018-01-01
0.0,7,29,0,0.20366743206977844,8,1613.759521484375,41,298.7708740234375,298.7708740234375,R_A3,STANDARD,2018-01-01
0.0,8,29,0,0.17536401748657227,9,1615.607177734375,41,298.89471435546875,298.89471435546875,R_A3,STANDARD,2018-01-01
0.0,9,29,0,0.6481541991233826,10,1617.454833984375,41,299.0185546875,299.0185546875,R_A3,STANDARD,2018-01-01
0.0,10,29,0,0.8104986548423767,11,1619.302490234375,41,299.14239501953125,299.14239501953125,R_A3,STANDARD,2018-01-01
0.0,11,29,0,0.05033578351140022,12,1621.438720703125,41,299.28558349609375,299.28558349609375,R_A3,STANDARD,2018-01-01
0.0,12,29,0,0.05845164135098457,13,1623.8636474609375,41,299.4481201171875,299.4481201171875,R_A3,STANDARD,2018-01-01
0.0,13,29,0,0.38140952587127686,14,1626.2884521484375,41,299.6106872558594,299.6106872558594,R_A3,STANDARD,2018-01-01
0.0,14,29,0,0.35959482192993164,15,1628.71337890625,41,299.7732238769531,299.7732238769531,R_A3,STANDARD,2018-01-01
0.0,15,29,0,0.8169907927513123,16,1631.0986328125,41,299.9331359863281,299.9331359863281,R_A3,STANDARD,2018-01-01
0.0,16,29,0,0.7563021183013916,17,1632.4805908203125,41,300.0257873535156,300.0257873535156,R_A3,STANDARD,2018-01-01
0.0,24,29,0,0.6481541991233826,18,1634.3895263671875,41,300.15374755859375,300.15374755859375,R_A3,STANDARD,2018-01-01
0.0,25,29,0,0.04748668149113655,19,1637.7891845703125,41,300.3816833496094,300.3816833496094,R_A3,STANDARD,2018-01-01
0.0,26,29,0,0.0541158989071846,20,1641.1888427734375,41,300.609619140625,300.609619140625,R_A3,STANDARD,2018-01-01
0.0,27,29,0,0.6481541991233826,21,1644.58837890625,41,300.83758544921875,300.83758544921875,R_A3,STANDARD,2018-01-01
0.0,28,29,0,0.06374767422676086,22,1647.988037109375,41,301.0655517578125,301.0655517578125,R_A3,STANDARD,2018-01-01
0.0,1,30,0,0.05079568549990654,1,1626.55859375,52,299.6287841796875,299.6287841796875,R_A4,STANDARD,2018-01-01
0.0,1,31,0,0.05194910988211632,2,1627.321533203125,52,299.679931640625,299.679931640625,R_A4,STANDARD,2018-01-01
0.0,2,31,0,0.05379653722047806,3,1629.37109375,52,299.81732177734375,299.81732177734375,R_A4,STANDARD,2018-01-01
0.0,3,31,0,0.10357411950826645,4,1631.4207763671875,52,299.9547424316406,299.9547424316406,R_A4,STANDARD,2018-01-01
0.0,4,31,0,0.8489652872085571,5,1633.470458984375,52,300.0921325683594,300.0921325683594,R_A4,STANDARD,2018-01-01
0.0,4,32,0,0.6481541991233826,6,1635.555908203125,52,300.2319641113281,300.2319641113281,R_A4,STANDARD,2018-01-01
0.0,4,32,0,0.845874011516571,7,1634.70263671875,51,300.17474365234375,300.17474365234375,R_A4,STANDARD,2018-01-01
0.0,3,32,0,0.058051254600286484,8,1632.902099609375,51,300.0540466308594,300.0540466308594,R_A4,STANDARD,2018-01-01
0.0,2,32,0,0.055119942873716354,9,1631.1016845703125,51,299.933349609375,299.933349609375,R_A4,STANDARD,2018-01-01
0.0,2,33,0,0.06088760495185852,10,1636.7012939453125,51,300.3087463378906,300.3087463378906,R_A4,STANDARD,2018-01-01
0.0,3,33,0,0.06556089967489243,11,1638.4990234375,51,300.4292907714844,300.4292907714844,R_A4,STANDARD,2018-01-01
0.0,3,33,0,0.1536133736371994,12,1637.29833984375,50,300.3487854003906,300.3487854003906,R_A4,STANDARD,2018-01-01
0.0,3,34,0,0.11856355518102646,13,1639.111572265625,50,300.4703674316406,300.4703674316406,R_A4,STANDARD,2018-01-01
0.0,3,35,0,0.21573485434055328,14,1644.3834228515625,50,300.8238525390625,300.8238525390625,R_A4,STANDARD,2018-01-01
0.0,2,35,0,0.23887063562870026,15,1642.53662109375,50,300.70001220703125,300.70001220703125,R_A4,STANDARD,2018-01-01
0.0,2,35,0,0.2447994500398636,16,1640.3846435546875,49,300.55572509765625,300.55572509765625,R_A4,STANDARD,2018-01-01
0.0,1,35,0,0.24023708701133728,17,1638.5325927734375,49,300.4315490722656,300.4315490722656,R_A4,STANDARD,2018-01-01
0.0,27,36,0,0.06360623240470886,18,1648.247802734375,49,301.0829772949219,301.0829772949219,R_A4,STANDARD,2018-01-01
0.0,26,36,0,0.05471176654100418,19,1641.767333984375,49,300.6484375,300.6484375,R_A4,STANDARD,2018-01-01
0.0,26,36,0,0.08890405297279358,20,1632.87353515625,48,300.0521240234375,300.0521240234375,R_A4,STANDARD,2018-01-01
0.0,26,37,0,0.05948201194405556,21,1642.389404296875,48,300.69012451171875,300.69012451171875,R_A4,STANDARD,2018-01-01
0.0,27,37,0,0.37965065240859985,22,1648.4810791015625,48,301.0986328125,301.0986328125,R_A4,STANDARD,2018-01-01
0.0,27,38,0,0.15568161010742188,23,1654.474609375,48,301.50054931640625,301.50054931640625,R_A4,STANDARD,2018-01-01
0.0,27,38,0,0.267272025346756,24,1653.9912109375,47,301.4681396484375,301.4681396484375,R_A4,STANDARD,2018-01-01
0.0,1,31,0,1.0,1,1686.429931640625,20,303.9770812988281,303.9770812988281,R_A5,STANDARD,2018-01-01
0.0,2,31,0,1.0,2,1688.890625,20,304.21026611328125,304.21026611328125,R_A5,STANDARD,2018-01-01
0.0,3,31,0,1.0,3,1691.351318359375,20,304.7492370605469,304.7492370605469,R_A5,STANDARD,2018-01-01
0.0,4,31,0,1.0,4,1693.8118896484375,20,304.6766357421875,304.6766357421875,R_A5,STANDARD,2018-01-01
0.0,5,31,0,1.0,5,1696.2725830078125,20,304.9098205566406,304.9098205566406,R_A5,STANDARD,2018-01-01
0.0,6,31,0,1.0,6,1698.733154296875,20,305.14300537109375,305.14300537109375,R_A5,STANDARD,2018-01-01
0.0,7,31,0,1.0,7,1701.19384765625,20,305.6819763183594,305.6819763183594,R_A5,STANDARD,2018-01-01
0.0,11,31,0,1.0,8,1710.74853515625,20,306.28179931640625,306.28179931640625,R_A5,STANDARD,2018-01-01
