ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,13599550,2723207,1916030,1336143,188128986
Valysar,CentralSouth,55420509,11133996,8901362,6207365,873997075
Valysar,CentralNorth,32988789,6182047,4625561,3225635,454169474
Valysar,NorthHorst,5214502,865100,541574,332662,65168539
Valysar,CentralRamp,13759411,2157194,1450465,1011482,142416691
Valysar,CentralHorst,82470475,13788620,10604833,7395281,1041255592
Valysar,EastLowland,2263983,476647,304938,212649,29940933
Therys,WestLowland,7357899,2069573,1568853,1094040,154040780
Therys,CentralSouth,8155846,2017056,1379865,962249,135484678
Therys,CentralNorth,16803528,3102765,1703346,1187829,167246279
Therys,NorthHorst,7946603,1221535,493307,303014,59360463
Therys,CentralRamp,6693287,1465069,1127084,785972,110664877
Therys,CentralHorst,27118760,6580204,5086128,3546812,499391086
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,48560,8510,2081,1451,204335
Volon,CentralSouth,29826412,4990695,3363099,2345258,330212264
Volon,CentralNorth,3115892,348451,118972,82965,11681496
Volon,NorthHorst,4062912,773457,587185,360679,70656939
Volon,CentralRamp,12631609,2137015,1491399,1040027,146435835
Volon,CentralHorst,74152519,13234224,10330718,7204127,1014341148
Volon,EastLowland,0,0,0,0,0
