DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,9513661440.0,0.0,0.0,0.0,0.0,51704680.0,0.0,0.0,0.0,0.0,0.0,0.0,316378144.0,0.0,0.0,0.0
2000-02-01,9513638912.0,0.0,0.0,0.0,0.0,51704552.0,0.0,0.0,0.0,0.0,0.0,0.0,316378336.0,0.0,0.0,0.08487337082624435
2000-03-01,9452058624.0,2123453.5,2123621.5,61580128.0,61585024.0,51369876.0,11540.5078125,11540.0,334674.59375,334674.59375,334660.0,0.0,316518336.0,0.7299371361732483,0.0,0.1642710417509079
2000-04-01,9393007616.0,1904869.875,1887736.75,120631488.0,120104864.0,51048948.0,10352.5537109375,10257.2578125,655605.9375,655605.9375,652635.0,0.0,316673312.0,1.182942509651184,4548.0009765625,0.24914442002773285
2000-05-01,9339626496.0,1779320.5,1695579.625,174012688.0,170972256.0,50758832.0,9670.2197265625,9213.5673828125,945721.125,945721.125,929042.0,0.0,316823328.0,1.6157174110412598,25817.001953125,0.3312799334526062
2000-06-01,9285869568.0,1734032.125,1638625.75,227769568.0,221769648.0,50466672.0,9424.087890625,8903.451171875,1237878.125,1237878.125,1205049.0,0.0,316978304.0,2.184631824493408,50901.0,0.41615331172943115
2000-07-01,9237632000.0,1607887.625,1509394.625,276006560.0,267051488.0,50204516.0,8738.51953125,8201.7001953125,1500035.625,1500035.625,1451100.0,0.0,317273312.0,2.9903693199157715,75951.0,0.4982888400554657
2000-08-01,9190843392.0,1509286.875,1398302.75,322795008.0,310398880.0,49950228.0,8202.6455078125,7597.41943359375,1754320.625,1754320.625,1686620.0,0.0,317583296.0,4.585222244262695,105138.0,0.5831621885299683
2000-09-01,9146011648.0,1446175.75,1325874.25,367627104.0,351500960.0,49706576.0,7859.65087890625,7203.8388671875,1997973.375,1997973.375,1909939.0,0.0,317893312.0,7.895592212677002,136780.015625,0.6680355668067932
2000-10-01,9104061440.0,1398332.125,1270949.375,409577760.0,389629472.0,49478584.0,7599.63134765625,6905.7666015625,2225966.0,2225966.0,2117112.0,0.0,318193312.0,14.465387344360352,169202.0,0.7501711249351501
2000-11-01,9061894144.0,1360194.375,1227013.0,451744672.0,427666848.0,49249416.0,7392.36083984375,6666.935546875,2455134.0,2455134.0,2323787.0,0.0,318503296.0,27.702726364135742,204244.0,0.8350445032119751
2000-12-01,9021984768.0,1330267.125,1191768.75,491653856.0,463419936.0,49032520.0,7229.712890625,6475.7666015625,2672031.75,2672031.75,2518060.0,0.0,318803264.0,51.74033737182617,239515.0,0.9171800017356873
2001-01-01,8981481472.0,1306522.25,1163525.625,532157888.0,499489216.0,48812388.0,7100.66455078125,6321.87109375,2892162.5,2892162.5,2714038.0,0.0,319113216.0,97.28399658203125,277189.0,1.0020533800125122
2001-02-01,8919025664.0,2014550.875,1873729.0,594613312.0,557574848.0,48472956.0,10948.6455078125,10180.322265625,3231594.0,3231594.0,3029628.0,0.0,319423136.0,175.8752899169922,314403.0,1.086926817893982
2001-03-01,8876253184.0,1527482.875,1401034.0,637385536.0,596803776.0,48240500.0,8301.537109375,7610.60693359375,3464052.0,3464052.0,3242725.0,0.0,319703040.0,277.873291015625,344655.0,1.1635866165161133
2001-04-01,8827703296.0,1564720.5,1301814.625,685935552.0,637160000.0,47976640.0,8503.916015625,7072.09716796875,3727910.75,3727910.75,3461960.0,0.0,320162400.0,879.18701171875,414866.03125,1.2484599351882935
2001-05-01,8778500096.0,1632885.375,1283700.25,735137856.0,675671040.0,47709236.0,8874.376953125,6973.00048828125,3995314.25,3995314.25,3671150.0,0.0,320609472.0,3808.3818359375,508601.0,1.3305954933166504
2001-06-01,8727298048.0,1638332.125,1268368.5,786339648.0,714990464.0,47430960.0,8903.9794921875,6890.2255859375,4273585.0,4273585.0,3884747.0,0.0,321064832.0,13456.2001953125,619142.0,1.4154688119888306
2001-07-01,8678523904.0,1611392.875,1244567.125,835113216.0,752327488.0,47165884.0,8757.5703125,6761.6005859375,4538658.5,4538658.5,4087595.0,0.0,321496768.0,31539.173828125,734308.0,1.4976043701171875
2001-08-01,8629471232.0,1566247.125,1216663.5,884166016.0,790044032.0,46899296.0,8512.212890625,6611.193359375,4805250.0,4805250.0,4292542.0,0.0,321933312.0,59999.22265625,858961.0,1.5824778079986572
2001-09-01,8581455872.0,1533557.0,1204614.875,932181120.0,827387072.0,46638340.0,8334.548828125,6543.677734375,5066201.5,5066201.5,4495396.0,0.0,322359424.0,98866.0,988430.0,1.6673511266708374
2001-10-01,8536017408.0,1501693.875,1190271.0,977619648.0,863095232.0,46391392.0,8161.3798828125,6465.900390625,5313150.0,5313150.0,4689373.0,0.0,322762752.0,145565.625,1117730.0,1.7494866847991943
2001-11-01,8490182656.0,1466326.25,1170988.625,1023454016.0,899395904.0,46142288.0,7969.1640625,6361.3232421875,5562250.0,5562250.0,4886574.0,0.0,323170944.0,202366.53125,1255454.0,1.8343600034713745
2001-12-01,8446602240.0,1442127.25,1160353.625,1067033920.0,934206464.0,45905440.0,7837.64794921875,6303.49951171875,5799097.5,5799097.5,5075679.0,0.0,323558336.0,264967.0625,1392488.0,1.9164955615997314
2002-01-01,8402143744.0,1424429.125,1155516.25,1111492480.0,970027520.0,45663816.0,7741.46240234375,6277.677734375,6040720.0,6040720.0,5270287.0,0.0,323951616.0,336676.25,1537496.0,2.001368999481201
2002-02-01,8358241792.0,1406733.25,1151288.125,1155394048.0,1005717440.0,45425220.0,7645.28955078125,6253.58056640625,6279315.5,6279315.5,5464148.0,0.0,324338400.0,414902.09375,1685432.125,2.086242198944092
2002-03-01,8319115264.0,1389055.0,1146238.0,1194520448.0,1037812096.0,45212576.0,7549.2119140625,6226.14306640625,6491959.0,6491959.0,5638480.0,0.0,324682240.0,491071.78125,1821296.125,2.1629021167755127
2002-04-01,8276376576.0,1369347.375,1141515.25,1237259136.0,1073199040.0,44980300.0,7442.10498046875,6201.193359375,6724234.5,6724234.5,5830717.0,0.0,325056864.0,581450.625,1974069.125,2.2477755546569824
2002-05-01,8235735552.0,1346006.375,1132282.75,1277900032.0,1107167488.0,44759424.0,7315.25244140625,6150.76611328125,6945109.0,6945109.0,6015240.0,0.0,325413408.0,674893.0,2124148.0,2.32991099357605
2002-06-01,8194383872.0,1325068.0,1124983.75,1319251456.0,1142041984.0,44534688.0,7201.45654296875,6111.38720703125,7169845.0,7169845.0,6204693.0,0.0,325775744.0,777553.25,2281780.0,2.4147844314575195
2002-07-01,8154869248.0,1308854.75,1110101.25,1358766208.0,1175345024.0,44319932.0,7113.34130859375,6030.50048828125,7384598.5,7384598.5,6385608.0,0.0,326120736.0,882577.625,2439522.0,2.496919870376587
2002-08-01,8114610688.0,1290526.625,1084009.5,1399024256.0,1208949376.0,44101140.0,7013.73193359375,5889.28955078125,7603392.5,7603392.5,6568176.0,0.0,326471680.0,996638.5625,2610034.0,2.5817933082580566
2002-09-01,8075089408.0,1267523.75,1054247.5,1438545280.0,1241631104.0,43886348.0,6888.7158203125,5727.16064453125,7818181.0,7818181.0,6745718.0,0.0,326817440.0,1115872.5,2787297.0,2.6666667461395264
2002-10-01,8037702656.0,1239896.5,1020194.9375,1475931648.0,1272236928.0,43683160.0,6738.56787109375,5542.36669921875,8021367.5,8021367.5,6911989.0,0.0,327147488.0,1235835.875,2964779.0,2.7488021850585938
2002-11-01,8000086016.0,1207705.0,985624.5625,1513547648.0,1302791296.0,43478720.0,6563.61376953125,5354.00048828125,8225802.0,8225802.0,7077963.0,0.0,327484064.0,1364267.0,3153119.0,2.8336756229400635
2002-12-01,7964176896.0,1192008.375,967026.125,1549456000.0,1331801984.0,43283564.0,6478.30615234375,5253.33349609375,8420957.0,8420957.0,7235563.0,0.0,327805760.0,1492573.125,3339928.0,2.915811061859131
2003-01-01,7928310272.0,1152797.75,929821.5,1585322368.0,1360626560.0,43088636.0,6265.205078125,5050.837890625,8615883.0,8615883.0,7392139.0,0.0,328123840.0,1624469.625,3531553.0,3.0006844997406006
2003-02-01,7927155712.0,0.0,0.0,1586477056.0,1361556352.0,43082360.0,0.0,0.0,8622158.0,8622158.0,7397190.0,0.0,328119584.0,1628743.875,3537734.5,3.003422260284424
