SWAT,DATE,CONIDX,PRESSURE,DEPTH,DRAWDOWN,WELL,CONIPOS,WELLMODEL,CONKPOS,SGAS,CONJPOS,CONBPRES
0.10821601003408432,2018-01-01,1,300.6733093261719,1641.094970703125,0,R_A2,22,STANDARD,1,0.0,30,300.6733093261719
0.11058630049228668,2018-01-01,2,300.7936096191406,1642.8890380859375,0,R_A2,22,STANDARD,2,0.0,30,300.7936096191406
0.07774579524993896,2018-01-01,3,300.9139099121094,1644.68310546875,0,R_A2,22,STANDARD,3,0.0,30,300.9139099121094
0.06678543984889984,2018-01-01,4,301.0342102050781,1646.4771728515625,0,R_A2,22,STANDARD,4,0.0,30,301.0342102050781
0.07244458049535751,2018-01-01,5,301.1545104980469,1648.2713623046875,0,R_A2,22,STANDARD,5,0.0,30,301.1545104980469
0.1185254231095314,2018-01-01,6,301.27484130859375,1650.0654296875,0,R_A2,22,STANDARD,6,0.0,30,301.27484130859375
0.6481541991233826,2018-01-01,7,301.3951721191406,1651.859619140625,0,R_A2,22,STANDARD,7,0.0,30,301.3951721191406
0.6481541991233826,2018-01-01,8,301.5154724121094,1653.6536865234375,0,R_A2,22,STANDARD,8,0.0,30,301.5154724121094
0.1735297441482544,2018-01-01,9,301.63580322265625,1655.44775390625,0,R_A2,22,STANDARD,9,0.0,30,301.63580322265625
0.32667964696884155,2018-01-01,10,301.7561340332031,1657.2418212890625,0,R_A2,22,STANDARD,10,0.0,30,301.7561340332031
0.07769951224327087,2018-01-01,11,301.88323974609375,1659.1368408203125,0,R_A2,22,STANDARD,11,0.0,30,301.88323974609375
0.07633190602064133,2018-01-01,12,302.01708984375,1661.132568359375,0,R_A2,22,STANDARD,12,0.0,30,302.01708984375
0.4555773138999939,2018-01-01,13,302.1509704589844,1663.12841796875,0,R_A2,22,STANDARD,13,0.0,30,302.1509704589844
0.49689048528671265,2018-01-01,14,302.28485107421875,1665.1241455078125,0,R_A2,22,STANDARD,14,0.0,30,302.28485107421875
0.697963297367096,2018-01-01,15,302.4187316894531,1667.1199951171875,0,R_A2,22,STANDARD,15,0.0,30,302.4187316894531
0.9702016711235046,2018-01-01,16,302.5526123046875,1669.11572265625,0,R_A2,22,STANDARD,16,0.0,30,302.5526123046875
0.9523286819458008,2018-01-01,17,302.6864929199219,1671.111572265625,0,R_A2,22,STANDARD,17,0.0,30,302.6864929199219
0.9832528829574585,2018-01-01,18,302.8123779296875,1672.9881591796875,0,R_A2,22,STANDARD,18,0.0,30,302.8123779296875
0.9928692579269409,2018-01-01,19,302.89569091796875,1674.229736328125,0,R_A2,22,STANDARD,18,0.0,29,302.89569091796875
0.6481541991233826,2018-01-01,20,303.02569580078125,1676.1676025390625,0,R_A2,22,STANDARD,27,0.0,29,303.02569580078125
1.0,2018-01-01,21,303.47802734375,1677.9368896484375,0,R_A2,22,STANDARD,28,0.0,29,303.47802734375
