CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1610.0810546875,303.5505065917969,0.034664906561374664,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.5505065917969
27,30,6,1612.967041015625,303.73394775390625,0.02874453365802765,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.73394775390625
27,30,7,1616.1204833984375,303.9350891113281,0.031689077615737915,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.9350891113281
27,30,8,1619.2740478515625,304.1362609863281,0.03050883486866951,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.1362609863281
27,30,9,1622.4273681640625,304.3374328613281,0.03369233012199402,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.3374328613281
27,30,10,1625.580810546875,304.53839111328125,0.05758821219205856,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.53839111328125
20,13,6,1654.158935546875,305.9618835449219,0.11216780543327332,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.9618835449219
20,13,7,1656.9189453125,306.13983154296875,0.04451753571629524,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.13983154296875
20,13,8,1659.6790771484375,306.3160400390625,0.05356361344456673,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.3160400390625
20,13,9,1662.4390869140625,306.49224853515625,0.05868422985076904,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.49224853515625
20,13,10,1665.1988525390625,306.6684265136719,0.2509186267852783,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.6684265136719
28,47,9,1657.577392578125,306.585693359375,0.11542485654354095,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.585693359375
28,47,10,1660.5430908203125,306.7750244140625,0.10046940296888351,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.7750244140625
28,47,11,1663.4273681640625,306.95916748046875,0.0642407089471817,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.95916748046875
28,47,12,1666.230224609375,307.13812255859375,0.05888619273900986,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.13812255859375
28,47,13,1669.033203125,307.31707763671875,0.0672532394528389,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.31707763671875
28,47,14,1671.83642578125,307.4960632324219,0.06027372553944588,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.4960632324219
