ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,281010673.49,49265968.2,38214565.81,24034317.72
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,217141274.51,41936685.94,33485012.04,21059755.67
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,127906626.86,26745136.34,21507710.26,13526861.57
LowerReek,Region_2,0.0,0.0,0.0,0.0
