Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:51:03
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       308323450.41         46253195.42         35378082.78         22250366.13
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  308323450.41         46253195.42         35378082.78         22250366.13
MidReek    1                       215973178.72         36936374.52         28060704.55         17648241.56
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  215973178.72         36936374.52         28060704.55         17648241.56
LowerReek  1                       120238600.76         21497243.85         16271925.91         10233915.51
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  120238600.76         21497243.85         16271925.91         10233915.51
Totals     1                       644535229.90        104686813.80         79710713.24         50132523.20
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  644535229.90        104686813.80         79710713.24         50132523.20
