SGAS,CONIDX,CONKPOS,PRESSURE,CONIPOS,DEPTH,DRAWDOWN,WELL,CONJPOS,DATE,WELLMODEL,CONBPRES,SWAT
0.0,18,17,302.81463623046875,22,1671.360107421875,0,R_A2,29,2018-01-01,STANDARD,302.81463623046875,0.8840033411979675
0.0,19,18,302.94635009765625,22,1673.3232421875,0,R_A2,29,2018-01-01,STANDARD,302.94635009765625,0.947531521320343
0.0,20,25,303.0748291015625,22,1675.2381591796875,0,R_A2,29,2018-01-01,STANDARD,303.0748291015625,1.0
0.0,21,26,303.1965637207031,22,1677.052490234375,0,R_A2,29,2018-01-01,STANDARD,303.1965637207031,1.0
0.0,22,27,303.31829833984375,22,1678.866943359375,0,R_A2,29,2018-01-01,STANDARD,303.31829833984375,1.0
0.0,23,28,303.4400329589844,22,1680.681396484375,0,R_A2,29,2018-01-01,STANDARD,303.4400329589844,1.0
0.0,24,29,303.9100341796875,22,1682.4957275390625,0,R_A2,29,2018-01-01,STANDARD,303.9100341796875,1.0
0.0,1,1,298.77093505859375,28,1611.05517578125,0,R_A3,41,2018-01-01,STANDARD,298.77093505859375,0.6481541991233826
0.0,2,2,298.908935546875,28,1613.1142578125,0,R_A3,41,2018-01-01,STANDARD,298.908935546875,0.09985336661338806
0.0,3,2,297.99969482421875,29,1599.54638671875,0,R_A3,41,2018-01-01,STANDARD,297.99969482421875,0.11823459714651108
0.0,4,3,298.147705078125,29,1601.7552490234375,0,R_A3,41,2018-01-01,STANDARD,298.147705078125,0.16670724749565125
0.0,5,4,298.29571533203125,29,1603.9639892578125,0,R_A3,41,2018-01-01,STANDARD,298.29571533203125,0.35821378231048584
0.0,6,5,298.4437255859375,29,1606.1728515625,0,R_A3,41,2018-01-01,STANDARD,298.4437255859375,0.8093936443328857
0.0,7,6,298.5917663574219,29,1608.3817138671875,0,R_A3,41,2018-01-01,STANDARD,298.5917663574219,0.6481541991233826
0.0,8,7,298.73980712890625,29,1610.590576171875,0,R_A3,41,2018-01-01,STANDARD,298.73980712890625,0.19303806126117706
0.0,9,8,298.8878479003906,29,1612.7994384765625,0,R_A3,41,2018-01-01,STANDARD,298.8878479003906,0.19344134628772736
0.0,10,9,299.035888671875,29,1615.00830078125,0,R_A3,41,2018-01-01,STANDARD,299.035888671875,0.7877058386802673
0.0,11,10,299.1839294433594,29,1617.217041015625,0,R_A3,41,2018-01-01,STANDARD,299.1839294433594,0.8004978895187378
0.0,12,11,299.3331298828125,29,1619.443115234375,0,R_A3,41,2018-01-01,STANDARD,299.3331298828125,0.045155517756938934
0.0,13,12,299.4835205078125,29,1621.6864013671875,0,R_A3,41,2018-01-01,STANDARD,299.4835205078125,0.05100102722644806
0.0,14,13,299.6338806152344,29,1623.9296875,0,R_A3,41,2018-01-01,STANDARD,299.6338806152344,0.2230851948261261
0.0,15,14,299.7842712402344,29,1626.173095703125,0,R_A3,41,2018-01-01,STANDARD,299.7842712402344,0.3861681818962097
0.0,16,15,299.9346618652344,29,1628.4163818359375,0,R_A3,41,2018-01-01,STANDARD,299.9346618652344,0.35019347071647644
0.0,17,16,300.0817565917969,29,1630.6103515625,0,R_A3,41,2018-01-01,STANDARD,300.0817565917969,0.7923266887664795
0.0,18,17,300.1656799316406,29,1631.8624267578125,0,R_A3,41,2018-01-01,STANDARD,300.1656799316406,0.7799662351608276
0.0,19,25,300.3045654296875,29,1633.93359375,0,R_A3,41,2018-01-01,STANDARD,300.3045654296875,1.0
0.0,20,26,300.5581970214844,29,1637.716552734375,0,R_A3,41,2018-01-01,STANDARD,300.5581970214844,0.045418597757816315
0.0,21,27,300.8118591308594,29,1641.4996337890625,0,R_A3,41,2018-01-01,STANDARD,300.8118591308594,0.050424642860889435
0.0,22,28,301.0655212402344,29,1645.2825927734375,0,R_A3,41,2018-01-01,STANDARD,301.0655212402344,0.6481541991233826
0.0,23,29,301.3192138671875,29,1649.0655517578125,0,R_A3,41,2018-01-01,STANDARD,301.3192138671875,0.15993361175060272
0.0,1,1,300.0063171386719,30,1629.485107421875,0,R_A4,52,2018-01-01,STANDARD,300.0063171386719,0.04830525442957878
0.0,2,1,299.80120849609375,31,1626.42578125,0,R_A4,52,2018-01-01,STANDARD,299.80120849609375,0.048171572387218475
0.0,3,2,299.9370422363281,31,1628.4517822265625,0,R_A4,52,2018-01-01,STANDARD,299.9370422363281,0.049883659929037094
0.0,4,3,300.0728454589844,31,1630.477783203125,0,R_A4,52,2018-01-01,STANDARD,300.0728454589844,0.05137021839618683
0.0,5,4,300.20867919921875,31,1632.5037841796875,0,R_A4,52,2018-01-01,STANDARD,300.20867919921875,0.05322650820016861
0.0,6,4,300.0775146484375,32,1630.547119140625,0,R_A4,52,2018-01-01,STANDARD,300.0775146484375,0.0527050755918026
0.0,7,5,300.20086669921875,32,1632.38720703125,0,R_A4,52,2018-01-01,STANDARD,300.20086669921875,0.09512346237897873
0.0,8,5,300.47613525390625,32,1636.492919921875,0,R_A4,51,2018-01-01,STANDARD,300.47613525390625,0.09572631120681763
0.0,9,4,300.3541564941406,32,1634.673583984375,0,R_A4,51,2018-01-01,STANDARD,300.3541564941406,0.054265547543764114
0.0,10,4,300.4389953613281,33,1635.9388427734375,0,R_A4,51,2018-01-01,STANDARD,300.4389953613281,0.05576266348361969
0.0,11,4,300.8523864746094,33,1642.10400390625,0,R_A4,50,2018-01-01,STANDARD,300.8523864746094,0.059675950556993484
0.0,12,4,300.7667541503906,34,1640.8270263671875,0,R_A4,50,2018-01-01,STANDARD,300.7667541503906,0.09694313257932663
0.0,13,3,300.6405944824219,34,1638.9456787109375,0,R_A4,50,2018-01-01,STANDARD,300.6405944824219,0.07323979586362839
0.0,14,4,300.7126159667969,35,1640.0196533203125,0,R_A4,50,2018-01-01,STANDARD,300.7126159667969,0.11053476482629776
0.0,15,3,300.5900573730469,35,1638.1917724609375,0,R_A4,50,2018-01-01,STANDARD,300.5900573730469,0.1283908486366272
0.0,16,3,300.8703308105469,35,1642.37158203125,0,R_A4,49,2018-01-01,STANDARD,300.8703308105469,0.2234974056482315
0.0,17,28,300.8092956542969,36,1641.4615478515625,0,R_A4,49,2018-01-01,STANDARD,300.8092956542969,0.05427410453557968
0.0,18,28,300.72821044921875,36,1640.2523193359375,0,R_A4,48,2018-01-01,STANDARD,300.72821044921875,0.13024353981018066
0.0,19,28,301.0345764160156,37,1644.8209228515625,0,R_A4,48,2018-01-01,STANDARD,301.0345764160156,0.2316707968711853
0.0,20,29,301.4153747558594,37,1650.4991455078125,0,R_A4,48,2018-01-01,STANDARD,301.4153747558594,0.6481541991233826
0.0,21,28,301.14013671875,38,1646.3953857421875,0,R_A4,48,2018-01-01,STANDARD,301.14013671875,0.14516261219978333
0.0,22,29,301.51702880859375,38,1652.0150146484375,0,R_A4,48,2018-01-01,STANDARD,301.51702880859375,0.11839430034160614
0.0,23,29,301.75152587890625,38,1655.5115966796875,0,R_A4,47,2018-01-01,STANDARD,301.75152587890625,0.21192584931850433
0.0,1,1,303.747314453125,31,1684.00537109375,0,R_A5,20,2018-01-01,STANDARD,303.747314453125,1.0
0.0,2,2,303.9402770996094,31,1686.041748046875,0,R_A5,20,2018-01-01,STANDARD,303.9402770996094,1.0
0.0,3,3,304.1332702636719,31,1688.078125,0,R_A5,20,2018-01-01,STANDARD,304.1332702636719,1.0
0.0,4,4,304.32623291015625,31,1690.1146240234375,0,R_A5,20,2018-01-01,STANDARD,304.32623291015625,1.0
0.0,5,5,304.51922607421875,31,1692.1510009765625,0,R_A5,20,2018-01-01,STANDARD,304.51922607421875,1.0
0.0,6,6,304.71221923828125,31,1694.1875,0,R_A5,20,2018-01-01,STANDARD,304.71221923828125,1.0
0.0,7,7,305.2109680175781,31,1696.223876953125,0,R_A5,20,2018-01-01,STANDARD,305.2109680175781,1.0
0.0,8,8,305.4039611816406,31,1698.26025390625,0,R_A5,20,2018-01-01,STANDARD,305.4039611816406,1.0
0.0,9,8,304.91680908203125,31,1696.3463134765625,0,R_A5,21,2018-01-01,STANDARD,304.91680908203125,1.0
0.0,10,9,305.43365478515625,31,1698.5736083984375,0,R_A5,21,2018-01-01,STANDARD,305.43365478515625,1.0
0.0,11,11,305.5401611328125,31,1702.9227294921875,0,R_A5,21,2018-01-01,STANDARD,305.5401611328125,1.0
0.0,12,12,305.73126220703125,31,1704.9393310546875,0,R_A5,21,2018-01-01,STANDARD,305.73126220703125,1.0
0.0,13,13,305.934326171875,31,1706.955810546875,0,R_A5,21,2018-01-01,STANDARD,305.934326171875,1.0
0.0,14,14,306.1254577636719,31,1708.972412109375,0,R_A5,21,2018-01-01,STANDARD,306.1254577636719,1.0
0.0,15,15,306.4615783691406,31,1710.989013671875,0,R_A5,21,2018-01-01,STANDARD,306.4615783691406,1.0
0.0,16,16,306.6526794433594,31,1713.0054931640625,0,R_A5,21,2018-01-01,STANDARD,306.6526794433594,1.0
0.0,17,17,306.8270568847656,31,1714.84521484375,0,R_A5,21,2018-01-01,STANDARD,306.8270568847656,1.0
0.0,18,18,306.9306945800781,31,1715.9388427734375,0,R_A5,21,2018-01-01,STANDARD,306.9306945800781,1.0
0.0,19,25,306.9085998535156,31,1717.363525390625,0,R_A5,21,2018-01-01,STANDARD,306.9085998535156,1.0
0.0,20,26,307.1092834472656,31,1719.480712890625,0,R_A5,21,2018-01-01,STANDARD,307.1092834472656,1.0
0.0,21,27,307.61572265625,31,1721.5977783203125,0,R_A5,21,2018-01-01,STANDARD,307.61572265625,1.0
0.0,22,28,307.8163757324219,31,1723.7149658203125,0,R_A5,21,2018-01-01,STANDARD,307.8163757324219,1.0
0.0,23,29,308.01702880859375,31,1725.8321533203125,0,R_A5,21,2018-01-01,STANDARD,308.01702880859375,1.0
0.0,1,1,305.0981140136719,17,1695.032958984375,0,R_A6,42,2018-01-01,STANDARD,305.0981140136719,1.0
0.0,2,2,305.2441711425781,17,1696.573974609375,0,R_A6,42,2018-01-01,STANDARD,305.2441711425781,1.0
0.0,3,3,305.39019775390625,17,1698.114990234375,0,R_A6,42,2018-01-01,STANDARD,305.39019775390625,1.0
0.0,4,4,305.5362243652344,17,1699.656005859375,0,R_A6,42,2018-01-01,STANDARD,305.5362243652344,1.0
0.0,5,5,305.6822814941406,17,1701.197021484375,0,R_A6,42,2018-01-01,STANDARD,305.6822814941406,1.0
0.0,6,6,305.82830810546875,17,1702.7379150390625,0,R_A6,42,2018-01-01,STANDARD,305.82830810546875,1.0
0.0,7,7,305.67529296875,17,1704.2789306640625,0,R_A6,42,2018-01-01,STANDARD,305.67529296875,1.0
0.0,8,8,305.82135009765625,17,1705.8199462890625,0,R_A6,42,2018-01-01,STANDARD,305.82135009765625,1.0
0.0,9,9,306.26641845703125,17,1707.3609619140625,0,R_A6,42,2018-01-01,STANDARD,306.26641845703125,1.0
0.0,10,10,306.106689453125,17,1708.90185546875,0,R_A6,42,2018-01-01,STANDARD,306.106689453125,1.0
0.0,11,11,306.2859191894531,17,1710.7918701171875,0,R_A6,42,2018-01-01,STANDARD,306.2859191894531,1.0
0.0,12,12,306.49810791015625,17,1713.0308837890625,0,R_A6,42,2018-01-01,STANDARD,306.49810791015625,1.0
0.0,13,13,306.7222900390625,17,1715.2698974609375,0,R_A6,42,2018-01-01,STANDARD,306.7222900390625,1.0
0.0,14,14,306.9344787597656,17,1717.5089111328125,0,R_A6,42,2018-01-01,STANDARD,306.9344787597656,1.0
0.0,15,15,307.1466979980469,17,1719.7479248046875,0,R_A6,42,2018-01-01,STANDARD,307.1466979980469,1.0
0.0,16,16,307.50390625,17,1721.98681640625,0,R_A6,42,2018-01-01,STANDARD,307.50390625,1.0
0.0,17,17,307.7160949707031,17,1724.225830078125,0,R_A6,42,2018-01-01,STANDARD,307.7160949707031,1.0
0.0,18,18,307.87872314453125,17,1725.941650390625,0,R_A6,42,2018-01-01,STANDARD,307.87872314453125,1.0
0.0,19,25,307.8592834472656,17,1727.39404296875,0,R_A6,42,2018-01-01,STANDARD,307.8592834472656,1.0
0.0,20,26,308.32733154296875,17,1729.106201171875,0,R_A6,42,2018-01-01,STANDARD,308.32733154296875,1.0
0.0,21,27,308.4896240234375,17,1730.818359375,0,R_A6,42,2018-01-01,STANDARD,308.4896240234375,1.0
0.0,22,28,308.6518859863281,17,1732.530517578125,0,R_A6,42,2018-01-01,STANDARD,308.6518859863281,1.0
0.0,23,29,308.5083923339844,17,1734.24267578125,0,R_A6,42,2018-01-01,STANDARD,308.5083923339844,1.0
0.0,1,1,297.05975341796875,22,1640.05224609375,0,R_A2,30,2018-03-01,STANDARD,297.05975341796875,0.15448082983493805
0.0,2,2,297.1784362792969,22,1641.824462890625,0,R_A2,30,2018-03-01,STANDARD,297.1784362792969,0.05653566122055054
0.0,3,3,297.29718017578125,22,1643.5966796875,0,R_A2,30,2018-03-01,STANDARD,297.29718017578125,0.058418307453393936
0.0,4,4,297.41595458984375,22,1645.3687744140625,0,R_A2,30,2018-03-01,STANDARD,297.41595458984375,0.08436691761016846
0.0,5,5,297.5357360839844,22,1647.1409912109375,0,R_A2,30,2018-03-01,STANDARD,297.5357360839844,0.2515212893486023
0.0,6,6,297.7056579589844,22,1648.9130859375,0,R_A2,30,2018-03-01,STANDARD,297.7056579589844,0.6511626243591309
0.0,7,7,297.880126953125,22,1650.685302734375,0,R_A2,30,2018-03-01,STANDARD,297.880126953125,0.8714781403541565
0.0,8,8,298.010986328125,22,1652.45751953125,0,R_A2,30,2018-03-01,STANDARD,298.010986328125,0.8493969440460205
0.0,9,9,298.68902587890625,22,1654.229736328125,0,R_A2,30,2018-03-01,STANDARD,298.68902587890625,0.8758419752120972
0.0,10,10,299.1810302734375,22,1656.0018310546875,0,R_A2,30,2018-03-01,STANDARD,299.1810302734375,0.8816026449203491
0.0,11,11,298.91790771484375,22,1657.908935546875,0,R_A2,30,2018-03-01,STANDARD,298.91790771484375,0.06776919215917587
0.0,12,12,299.0547790527344,22,1659.95068359375,0,R_A2,30,2018-03-01,STANDARD,299.0547790527344,0.06994009017944336
0.0,13,13,299.19232177734375,22,1661.9925537109375,0,R_A2,30,2018-03-01,STANDARD,299.19232177734375,0.4297497570514679
0.0,14,14,299.3305358886719,22,1664.034423828125,0,R_A2,30,2018-03-01,STANDARD,299.3305358886719,0.46113866567611694
0.0,15,15,299.47552490234375,22,1666.076171875,0,R_A2,30,2018-03-01,STANDARD,299.47552490234375,0.8974336981773376
0.0,16,16,299.6163635253906,22,1668.1180419921875,0,R_A2,30,2018-03-01,STANDARD,299.6163635253906,0.9186872243881226
0.0,17,17,299.756103515625,22,1670.1597900390625,0,R_A2,30,2018-03-01,STANDARD,299.756103515625,0.8904684782028198
0.0,18,17,299.6618347167969,22,1671.360107421875,0,R_A2,29,2018-03-01,STANDARD,299.6618347167969,0.8838914036750793
0.0,19,18,299.7939453125,22,1673.3232421875,0,R_A2,29,2018-03-01,STANDARD,299.7939453125,0.9474809169769287
-5.445075068459017e-16,20,25,303.0145263671875,22,1675.2381591796875,0,R_A2,29,2018-03-01,STANDARD,303.0145263671875,1.0
-2.354160787886245e-16,21,26,303.1502990722656,22,1677.052490234375,0,R_A2,29,2018-03-01,STANDARD,303.1502990722656,1.0
-2.8893500005761075e-14,22,27,303.28326416015625,22,1678.866943359375,0,R_A2,29,2018-03-01,STANDARD,303.28326416015625,1.0
-4.087451084116298e-15,23,28,303.4082336425781,22,1680.681396484375,0,R_A2,29,2018-03-01,STANDARD,303.4082336425781,1.0
-1.5805414567198958e-15,24,29,303.87823486328125,22,1682.4957275390625,0,R_A2,29,2018-03-01,STANDARD,303.87823486328125,1.0
-3.1378866172104836e-09,1,1,273.5818786621094,31,1684.00537109375,0,R_A5,20,2018-04-28,STANDARD,273.5818786621094,0.9999998807907104
-3.762035127863328e-09,2,2,273.7747497558594,31,1686.041748046875,0,R_A5,20,2018-04-28,STANDARD,273.7747497558594,0.9999998807907104
-4.21954249318901e-09,3,3,273.9676208496094,31,1688.078125,0,R_A5,20,2018-04-28,STANDARD,273.9676208496094,0.9999998807907104
-4.314191670573564e-09,4,4,274.16033935546875,31,1690.1146240234375,0,R_A5,20,2018-04-28,STANDARD,274.16033935546875,0.9999998807907104
-3.4445752916667516e-09,5,5,274.3529357910156,31,1692.1510009765625,0,R_A5,20,2018-04-28,STANDARD,274.3529357910156,0.9999998807907104
-2.9371982623871418e-09,6,6,274.5455017089844,31,1694.1875,0,R_A5,20,2018-04-28,STANDARD,274.5455017089844,0.9999998807907104
-3.1759511687212694e-11,7,7,275.0191955566406,31,1696.223876953125,0,R_A5,20,2018-04-28,STANDARD,275.0191955566406,1.0
-5.586431664483804e-11,8,8,275.1583557128906,31,1698.26025390625,0,R_A5,20,2018-04-28,STANDARD,275.1583557128906,1.0
-1.303497421112354e-09,9,8,274.4983825683594,31,1696.3463134765625,0,R_A5,21,2018-04-28,STANDARD,274.4983825683594,0.9999999403953552
-1.1904624855341162e-11,10,9,275.232666015625,31,1698.5736083984375,0,R_A5,21,2018-04-28,STANDARD,275.232666015625,1.0
-8.268175033521175e-10,11,11,275.9765930175781,31,1702.9227294921875,0,R_A5,21,2018-04-28,STANDARD,275.9765930175781,1.0
-1.0001156569572345e-09,12,12,276.16802978515625,31,1704.9393310546875,0,R_A5,21,2018-04-28,STANDARD,276.16802978515625,1.0
-5.403404113035748e-11,13,13,276.3749694824219,31,1706.955810546875,0,R_A5,21,2018-04-28,STANDARD,276.3749694824219,1.0
-7.544879998544474e-11,14,14,276.572509765625,31,1708.972412109375,0,R_A5,21,2018-04-28,STANDARD,276.572509765625,1.0
-2.0083360321998533e-11,15,15,276.9186706542969,31,1710.989013671875,0,R_A5,21,2018-04-28,STANDARD,276.9186706542969,1.0
-5.475162424134483e-12,16,16,277.1210021972656,31,1713.0054931640625,0,R_A5,21,2018-04-28,STANDARD,277.1210021972656,1.0
-7.823560375930239e-12,17,17,277.30108642578125,31,1714.84521484375,0,R_A5,21,2018-04-28,STANDARD,277.30108642578125,1.0
-6.798958053621619e-20,18,18,277.4046325683594,31,1715.9388427734375,0,R_A5,21,2018-04-28,STANDARD,277.4046325683594,1.0
-1.2007185523632558e-10,19,25,282.47027587890625,31,1717.363525390625,0,R_A5,21,2018-04-28,STANDARD,282.47027587890625,1.0
-1.1709959391037472e-10,20,26,282.6648254394531,31,1719.480712890625,0,R_A5,21,2018-04-28,STANDARD,282.6648254394531,1.0
-9.540592824526377e-18,21,27,294.67449951171875,31,1721.5977783203125,0,R_A5,21,2018-04-28,STANDARD,294.67449951171875,1.0
-1.8533952269000628e-19,22,28,303.291015625,31,1723.7149658203125,0,R_A5,21,2018-04-28,STANDARD,303.291015625,1.0
-5.354114326753787e-21,23,29,306.28582763671875,31,1725.8321533203125,0,R_A5,21,2018-04-28,STANDARD,306.28582763671875,1.0
0.0,1,1,278.66265869140625,28,1611.05517578125,0,R_A3,41,2018-07-03,STANDARD,278.66265869140625,0.6498849391937256
0.0,2,2,278.8002624511719,28,1613.1142578125,0,R_A3,41,2018-07-03,STANDARD,278.8002624511719,0.10003731399774551
0.0,3,2,277.8785095214844,29,1599.54638671875,0,R_A3,41,2018-07-03,STANDARD,277.8785095214844,0.11853310465812683
0.0,4,3,278.02557373046875,29,1601.7552490234375,0,R_A3,41,2018-07-03,STANDARD,278.02557373046875,0.16721968352794647
0.0,5,4,278.189453125,29,1603.9639892578125,0,R_A3,41,2018-07-03,STANDARD,278.189453125,0.3587803244590759
0.0,6,5,278.40057373046875,29,1606.1728515625,0,R_A3,41,2018-07-03,STANDARD,278.40057373046875,0.8081478476524353
0.0,7,6,278.4706115722656,29,1608.3817138671875,0,R_A3,41,2018-07-03,STANDARD,278.4706115722656,0.6506621241569519
0.0,8,7,278.638671875,29,1610.590576171875,0,R_A3,41,2018-07-03,STANDARD,278.638671875,0.19393977522850037
0.0,9,8,278.78594970703125,29,1612.7994384765625,0,R_A3,41,2018-07-03,STANDARD,278.78594970703125,0.19517825543880463
0.0,10,9,279.05316162109375,29,1615.00830078125,0,R_A3,41,2018-07-03,STANDARD,279.05316162109375,0.786164402961731
0.0,11,10,279.3076477050781,29,1617.217041015625,0,R_A3,41,2018-07-03,STANDARD,279.3076477050781,0.798508882522583
0.0,12,11,293.524169921875,29,1619.443115234375,0,R_A3,41,2018-07-03,STANDARD,293.524169921875,0.045182421803474426
0.0,13,12,293.6743469238281,29,1621.6864013671875,0,R_A3,41,2018-07-03,STANDARD,293.6743469238281,0.051028188318014145
0.0,14,13,293.8245544433594,29,1623.9296875,0,R_A3,41,2018-07-03,STANDARD,293.8245544433594,0.22321297228336334
0.0,15,14,295.1932373046875,29,1626.173095703125,0,R_A3,41,2018-07-03,STANDARD,295.1932373046875,0.386316180229187
0.0,16,15,293.98968505859375,29,1628.4163818359375,0,R_A3,41,2018-07-03,STANDARD,293.98968505859375,0.35084372758865356
0.0,17,16,294.2408142089844,29,1630.6103515625,0,R_A3,41,2018-07-03,STANDARD,294.2408142089844,0.7919625043869019
0.0,18,17,294.3251953125,29,1631.8624267578125,0,R_A3,41,2018-07-03,STANDARD,294.3251953125,0.7796082496643066
0.0,19,25,291.5517272949219,29,1633.93359375,0,R_A3,41,2018-07-03,STANDARD,291.5517272949219,0.9999977350234985
0.0,20,26,287.3621520996094,29,1637.716552734375,0,R_A3,41,2018-07-03,STANDARD,287.3621520996094,0.04581116512417793
0.0,21,27,287.61492919921875,29,1641.4996337890625,0,R_A3,41,2018-07-03,STANDARD,287.61492919921875,0.05077439546585083
0.0,22,28,287.8985290527344,29,1645.2825927734375,0,R_A3,41,2018-07-03,STANDARD,287.8985290527344,0.6494315266609192
0.0,23,29,288.1199645996094,29,1649.0655517578125,0,R_A3,41,2018-07-03,STANDARD,288.1199645996094,0.15965266525745392
0.0,1,1,280.325439453125,30,1629.485107421875,0,R_A4,52,2018-09-12,STANDARD,280.325439453125,0.04839281365275383
0.0,2,1,280.17291259765625,31,1626.42578125,0,R_A4,52,2018-09-12,STANDARD,280.17291259765625,0.04832060635089874
0.0,3,2,280.30804443359375,31,1628.4517822265625,0,R_A4,52,2018-09-12,STANDARD,280.30804443359375,0.05005628243088722
0.0,4,3,280.44317626953125,31,1630.477783203125,0,R_A4,52,2018-09-12,STANDARD,280.44317626953125,0.05158521980047226
0.0,5,4,280.5783386230469,31,1632.5037841796875,0,R_A4,52,2018-09-12,STANDARD,280.5783386230469,0.053499169647693634
0.0,6,4,280.4938659667969,32,1630.547119140625,0,R_A4,52,2018-09-12,STANDARD,280.4938659667969,0.05281039699912071
0.0,7,5,280.61663818359375,32,1632.38720703125,0,R_A4,52,2018-09-12,STANDARD,280.61663818359375,0.09532243013381958
0.0,8,5,280.8373718261719,32,1636.492919921875,0,R_A4,51,2018-09-12,STANDARD,280.8373718261719,0.09662710130214691
0.0,9,4,280.71600341796875,32,1634.673583984375,0,R_A4,51,2018-09-12,STANDARD,280.71600341796875,0.05471830815076828
0.0,10,4,280.847412109375,33,1635.9388427734375,0,R_A4,51,2018-09-12,STANDARD,280.847412109375,0.0560099333524704
0.0,11,4,281.22198486328125,33,1642.10400390625,0,R_A4,50,2018-09-12,STANDARD,281.22198486328125,0.0598035603761673
0.0,12,4,281.17547607421875,34,1640.8270263671875,0,R_A4,50,2018-09-12,STANDARD,281.17547607421875,0.09714361280202866
0.0,13,3,281.0499267578125,34,1638.9456787109375,0,R_A4,50,2018-09-12,STANDARD,281.0499267578125,0.07339227199554443
0.0,14,4,281.1401672363281,35,1640.0196533203125,0,R_A4,50,2018-09-12,STANDARD,281.1401672363281,0.11071884632110596
0.0,15,3,281.0181579589844,35,1638.1917724609375,0,R_A4,50,2018-09-12,STANDARD,281.0181579589844,0.12858469784259796
0.0,16,3,281.24005126953125,35,1642.37158203125,0,R_A4,49,2018-09-12,STANDARD,281.24005126953125,0.22351285815238953
0.0,17,28,276.0123596191406,36,1641.4615478515625,0,R_A4,49,2018-09-12,STANDARD,276.0123596191406,0.05462256073951721
0.0,18,28,275.6611633300781,36,1640.2523193359375,0,R_A4,48,2018-09-12,STANDARD,275.6611633300781,0.13308659195899963
0.0,19,28,276.2644348144531,37,1644.8209228515625,0,R_A4,48,2018-09-12,STANDARD,276.2644348144531,0.2244398593902588
0.0,20,29,276.6964111328125,37,1650.4991455078125,0,R_A4,48,2018-09-12,STANDARD,276.6964111328125,0.6498650908470154
0.0,21,28,276.66766357421875,38,1646.3953857421875,0,R_A4,48,2018-09-12,STANDARD,276.66766357421875,0.14449696242809296
0.0,22,29,277.0443115234375,38,1652.0150146484375,0,R_A4,48,2018-09-12,STANDARD,277.0443115234375,0.1179489865899086
0.0,23,29,277.1062316894531,38,1655.5115966796875,0,R_A4,47,2018-09-12,STANDARD,277.1062316894531,0.20496885478496552
-8.429441498113144e-14,1,1,277.61822509765625,17,1695.032958984375,0,R_A6,42,2018-11-07,STANDARD,277.61822509765625,1.0
-5.4704596294486915e-14,2,2,277.7669982910156,17,1696.573974609375,0,R_A6,42,2018-11-07,STANDARD,277.7669982910156,1.0
-4.025734823623339e-14,3,3,277.9208679199219,17,1698.114990234375,0,R_A6,42,2018-11-07,STANDARD,277.9208679199219,1.0
-3.5207605467114586e-14,4,4,278.07794189453125,17,1699.656005859375,0,R_A6,42,2018-11-07,STANDARD,278.07794189453125,1.0
-4.846858388273846e-14,5,5,278.2333679199219,17,1701.197021484375,0,R_A6,42,2018-11-07,STANDARD,278.2333679199219,1.0
