SWAT,SGAS,CONJPOS,DATE,WELL,WELLMODEL,DRAWDOWN,CONIDX,CONBPRES,DEPTH,CONKPOS,CONIPOS,PRESSURE
0.7959827780723572,0.0,41,2018-01-01,R_A3,STANDARD,0,11,299.0457763671875,1616.93701171875,10,29,299.0457763671875
0.047001514583826065,0.0,41,2018-01-01,R_A3,STANDARD,0,12,299.1881103515625,1619.060546875,11,29,299.1881103515625
0.05375153198838234,0.0,41,2018-01-01,R_A3,STANDARD,0,13,299.3349304199219,1621.2509765625,12,29,299.3349304199219
0.37483444809913635,0.0,41,2018-01-01,R_A3,STANDARD,0,14,299.48175048828125,1623.44140625,13,29,299.48175048828125
0.39088115096092224,0.0,41,2018-01-01,R_A3,STANDARD,0,15,299.6285705566406,1625.6318359375,14,29,299.6285705566406
0.35732144117355347,0.0,41,2018-01-01,R_A3,STANDARD,0,16,299.7754211425781,1627.822265625,15,29,299.7754211425781
0.8097956776618958,0.0,41,2018-01-01,R_A3,STANDARD,0,17,299.91839599609375,1629.9552001953125,16,29,299.91839599609375
0.8115883469581604,0.0,41,2018-01-01,R_A3,STANDARD,0,18,299.99481201171875,1631.0948486328125,17,29,299.99481201171875
1.0,0.0,41,2018-01-01,R_A3,STANDARD,0,19,300.1245422363281,1633.030029296875,24,29,300.1245422363281
0.12513159215450287,0.0,41,2018-01-01,R_A3,STANDARD,0,20,300.3703918457031,1636.6968994140625,25,29,300.3703918457031
0.08448250591754913,0.0,41,2018-01-01,R_A3,STANDARD,0,21,300.61627197265625,1640.36376953125,26,29,300.61627197265625
0.31653621792793274,0.0,41,2018-01-01,R_A3,STANDARD,0,22,300.86212158203125,1644.0306396484375,27,29,300.86212158203125
0.0640735849738121,0.0,41,2018-01-01,R_A3,STANDARD,0,23,301.1080322265625,1647.697509765625,28,29,301.1080322265625
0.04951068386435509,0.0,52,2018-01-01,R_A4,STANDARD,0,1,299.8024597167969,1628.2255859375,1,30,299.8024597167969
0.04881751164793968,0.0,52,2018-01-01,R_A4,STANDARD,0,2,299.6855773925781,1626.4822998046875,1,31,299.6855773925781
0.0514451265335083,0.0,52,2018-01-01,R_A4,STANDARD,0,3,299.8238525390625,1628.5445556640625,2,31,299.8238525390625
0.05264224112033844,0.0,52,2018-01-01,R_A4,STANDARD,0,4,299.96209716796875,1630.60693359375,3,31,299.96209716796875
0.054621633142232895,0.0,52,2018-01-01,R_A4,STANDARD,0,5,300.1003723144531,1632.6693115234375,4,31,300.1003723144531
0.05515354126691818,0.0,52,2018-01-01,R_A4,STANDARD,0,6,299.97613525390625,1630.8162841796875,4,32,299.97613525390625
0.05765925347805023,0.0,51,2018-01-01,R_A4,STANDARD,0,7,300.28326416015625,1635.397216796875,4,32,300.28326416015625
0.05570312961935997,0.0,51,2018-01-01,R_A4,STANDARD,0,8,300.1634216308594,1633.60986328125,3,32,300.1634216308594
0.05893125385046005,0.0,51,2018-01-01,R_A4,STANDARD,0,9,300.3242492675781,1636.0086669921875,3,33,300.3242492675781
0.05762413144111633,0.0,51,2018-01-01,R_A4,STANDARD,0,10,300.2040710449219,1634.216064453125,2,33,300.2040710449219
0.1449243724346161,0.0,50,2018-01-01,R_A4,STANDARD,0,11,300.5804138183594,1639.8291015625,2,33,300.5804138183594
0.20138058066368103,0.0,50,2018-01-01,R_A4,STANDARD,0,12,300.42938232421875,1637.5765380859375,2,34,300.42938232421875
0.11770065873861313,0.0,50,2018-01-01,R_A4,STANDARD,0,13,300.5588073730469,1639.5072021484375,3,34,300.5588073730469
0.25293558835983276,0.0,50,2018-01-01,R_A4,STANDARD,0,14,300.6882629394531,1641.437744140625,4,34,300.6882629394531
0.24844415485858917,0.0,50,2018-01-01,R_A4,STANDARD,0,15,300.7151184082031,1641.838134765625,4,35,300.7151184082031
0.23250149190425873,0.0,50,2018-01-01,R_A4,STANDARD,0,16,300.5887756347656,1639.9539794921875,3,35,300.5887756347656
0.24316859245300293,0.0,49,2018-01-01,R_A4,STANDARD,0,17,300.7487487792969,1642.3397216796875,3,35,300.7487487792969
0.18820619583129883,0.0,49,2018-01-01,R_A4,STANDARD,0,18,300.6180114746094,1640.39013671875,2,35,300.6180114746094
0.6481541991233826,0.0,49,2018-01-01,R_A4,STANDARD,0,19,301.06884765625,1647.113037109375,28,36,301.06884765625
0.09728632122278214,0.0,49,2018-01-01,R_A4,STANDARD,0,20,300.6544494628906,1640.93359375,27,36,300.6544494628906
0.6481541991233826,0.0,48,2018-01-01,R_A4,STANDARD,0,21,300.1448669433594,1633.3328857421875,27,36,300.1448669433594
1.0,0.0,48,2018-01-01,R_A4,STANDARD,0,22,300.5474853515625,1639.3380126953125,28,36,300.5474853515625
0.7074894905090332,0.0,48,2018-01-01,R_A4,STANDARD,0,23,301.2565612792969,1649.9122314453125,28,37,301.2565612792969
0.6481541991233826,0.0,48,2018-01-01,R_A4,STANDARD,0,24,300.8656311035156,1644.0828857421875,27,37,300.8656311035156
0.24758276343345642,0.0,48,2018-01-01,R_A4,STANDARD,0,25,301.710693359375,1656.6837158203125,27,38,301.710693359375
0.6481541991233826,0.0,47,2018-01-01,R_A4,STANDARD,0,26,301.71453857421875,1656.7412109375,27,38,301.71453857421875
0.06163423880934715,0.0,47,2018-01-01,R_A4,STANDARD,0,27,301.32452392578125,1650.9259033203125,26,38,301.32452392578125
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,1,303.8221435546875,1684.794921875,1,31,303.8221435546875
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,2,304.0455017089844,1687.152099609375,2,31,304.0455017089844
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,3,304.26885986328125,1689.5091552734375,3,31,304.26885986328125
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,4,304.49224853515625,1691.8663330078125,4,31,304.49224853515625
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,5,304.71563720703125,1694.2235107421875,5,31,304.71563720703125
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,6,304.93902587890625,1696.5806884765625,6,31,304.93902587890625
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,7,305.4681701660156,1698.9378662109375,7,31,305.4681701660156
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,8,305.61590576171875,1703.652099609375,9,31,305.61590576171875
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,9,305.8325500488281,1706.00927734375,10,31,305.8325500488281
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,10,306.0312805175781,1708.1048583984375,11,31,306.0312805175781
1.0,0.0,20,2018-01-01,R_A5,STANDARD,0,11,306.205078125,1709.9388427734375,12,31,306.205078125
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,12,305.369384765625,1701.120849609375,12,31,305.369384765625
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,13,305.5661926269531,1703.071044921875,13,31,305.5661926269531
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,14,305.7510070800781,1705.0213623046875,14,31,305.7510070800781
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,15,305.9358215332031,1706.9715576171875,15,31,305.9358215332031
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,16,306.2656555175781,1708.921875,16,31,306.2656555175781
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,17,306.45050048828125,1710.8720703125,17,31,306.45050048828125
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,18,306.6269226074219,1712.733642578125,18,31,306.6269226074219
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,19,306.75201416015625,1714.0537109375,19,31,306.75201416015625
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,20,306.76165771484375,1715.81298828125,24,31,306.76165771484375
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,21,306.9873962402344,1718.19482421875,25,31,306.9873962402344
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,22,307.5189514160156,1720.5767822265625,26,31,307.5189514160156
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,23,307.74468994140625,1722.9586181640625,27,31,307.74468994140625
1.0,0.0,21,2018-01-01,R_A5,STANDARD,0,24,307.9704284667969,1725.340576171875,28,31,307.9704284667969
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,1,305.1318664550781,1695.3890380859375,1,17,305.1318664550781
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,2,305.2794189453125,1696.9461669921875,2,17,305.2794189453125
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,3,305.427001953125,1698.503173828125,3,17,305.427001953125
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,4,305.5745544433594,1700.060302734375,4,17,305.5745544433594
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,5,305.72210693359375,1701.6173095703125,5,17,305.72210693359375
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,6,305.8696594238281,1703.1744384765625,6,17,305.8696594238281
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,7,305.71820068359375,1704.7314453125,7,17,305.71820068359375
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,8,305.8657531738281,1706.28857421875,8,17,305.8657531738281
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,9,306.3123474121094,1707.8455810546875,9,17,306.3123474121094
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,10,306.1541442871094,1709.402587890625,10,17,306.1541442871094
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,11,306.33306884765625,1711.289306640625,11,17,306.33306884765625
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,12,306.5430908203125,1713.505615234375,12,17,306.5430908203125
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,13,306.7651062011719,1715.7218017578125,13,17,306.7651062011719
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,14,306.97515869140625,1717.93798828125,14,17,306.97515869140625
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,15,307.1852111816406,1720.154296875,15,17,307.1852111816406
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,16,307.5402526855469,1722.3704833984375,16,17,307.5402526855469
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,17,307.75030517578125,1724.5867919921875,17,17,307.75030517578125
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,18,307.9296569824219,1726.47900390625,18,17,307.9296569824219
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,19,307.9291076660156,1728.130859375,24,17,307.9291076660156
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,20,308.3993835449219,1729.8662109375,25,17,308.3993835449219
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,21,308.5638427734375,1731.6015625,26,17,308.5638427734375
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,22,308.72833251953125,1733.3369140625,27,17,308.72833251953125
1.0,0.0,42,2018-01-01,R_A6,STANDARD,0,23,308.5870361328125,1735.072265625,28,17,308.5870361328125
0.15356098115444183,0.0,30,2018-03-01,R_A2,STANDARD,0,1,297.4783935546875,1641.6617431640625,1,22,297.4783935546875
0.15482603013515472,0.0,30,2018-03-01,R_A2,STANDARD,0,2,297.5990295410156,1643.457275390625,2,22,297.5990295410156
0.0628630667924881,0.0,30,2018-03-01,R_A2,STANDARD,0,3,297.71966552734375,1645.2528076171875,3,22,297.71966552734375
0.06889399886131287,0.0,30,2018-03-01,R_A2,STANDARD,0,4,297.840087890625,1647.04833984375,4,22,297.840087890625
0.07202056795358658,0.0,30,2018-03-01,R_A2,STANDARD,0,5,297.9604797363281,1648.8438720703125,5,22,297.9604797363281
0.3184278607368469,0.0,30,2018-03-01,R_A2,STANDARD,0,6,298.2118835449219,1650.639404296875,6,22,298.2118835449219
0.898776650428772,0.0,30,2018-03-01,R_A2,STANDARD,0,7,298.3327331542969,1652.4349365234375,7,22,298.3327331542969
0.8785541653633118,0.0,30,2018-03-01,R_A2,STANDARD,0,8,298.4611511230469,1654.23046875,8,22,298.4611511230469
0.920353889465332,0.0,30,2018-03-01,R_A2,STANDARD,0,9,298.9645080566406,1656.0260009765625,9,22,298.9645080566406
0.9122055768966675,0.0,30,2018-03-01,R_A2,STANDARD,0,10,299.6073303222656,1657.821533203125,10,22,299.6073303222656
0.08369459956884384,0.0,30,2018-03-01,R_A2,STANDARD,0,11,298.6492004394531,1659.7396240234375,11,22,298.6492004394531
0.47690537571907043,0.0,30,2018-03-01,R_A2,STANDARD,0,12,299.73431396484375,1663.8209228515625,13,22,299.73431396484375
0.5170616507530212,0.0,30,2018-03-01,R_A2,STANDARD,0,13,299.8709716796875,1665.861572265625,14,22,299.8709716796875
0.6896713376045227,0.0,30,2018-03-01,R_A2,STANDARD,0,14,300.00592041015625,1667.902099609375,15,22,300.00592041015625
0.9808005690574646,0.0,30,2018-03-01,R_A2,STANDARD,0,15,300.1368103027344,1669.9427490234375,16,22,300.1368103027344
0.9693963527679443,0.0,30,2018-03-01,R_A2,STANDARD,0,16,300.27227783203125,1671.9833984375,17,22,300.27227783203125
0.9935587048530579,0.0,30,2018-03-01,R_A2,STANDARD,0,17,300.4035949707031,1673.951171875,18,22,300.4035949707031
0.9992431998252869,0.0,30,2018-03-01,R_A2,STANDARD,0,18,300.47515869140625,1675.018798828125,19,22,300.47515869140625
0.9925329685211182,0.0,30,2018-03-01,R_A2,STANDARD,0,19,300.4493713378906,1676.062255859375,24,22,300.4493713378906
1.0,-3.019256798703773e-19,30,2018-03-01,R_A2,STANDARD,0,20,301.93603515625,1677.9088134765625,25,22,301.93603515625
1.0,-1.1772521073325067e-19,30,2018-03-01,R_A2,STANDARD,0,21,302.97235107421875,1679.75537109375,26,22,302.97235107421875
1.0,-2.2396729340788706e-19,30,2018-03-01,R_A2,STANDARD,0,22,303.3241271972656,1681.60205078125,27,22,303.3241271972656
1.0,-7.22111138529807e-17,30,2018-03-01,R_A2,STANDARD,0,23,303.3108825683594,1683.44873046875,28,22,303.3108825683594
1.0,-4.845373061113101e-11,20,2018-04-28,R_A5,STANDARD,0,1,279.2405700683594,1684.794921875,1,31,279.2405700683594
1.0,-6.951383219044871e-11,20,2018-04-28,R_A5,STANDARD,0,2,279.46380615234375,1687.152099609375,2,31,279.46380615234375
1.0,-7.752948283368255e-11,20,2018-04-28,R_A5,STANDARD,0,3,279.6870422363281,1689.5091552734375,3,31,279.6870422363281
1.0,-7.46373171600645e-11,20,2018-04-28,R_A5,STANDARD,0,4,279.9102478027344,1691.8663330078125,4,31,279.9102478027344
1.0,-6.650419798193141e-11,20,2018-04-28,R_A5,STANDARD,0,5,280.1333923339844,1694.2235107421875,5,31,280.1333923339844
1.0,-6.497542087702257e-11,20,2018-04-28,R_A5,STANDARD,0,6,280.3565673828125,1696.5806884765625,6,31,280.3565673828125
1.0,-3.8333434191663296e-13,20,2018-04-28,R_A5,STANDARD,0,7,280.89715576171875,1698.9378662109375,7,31,280.89715576171875
1.0,-2.031922095586513e-14,20,2018-04-28,R_A5,STANDARD,0,8,282.1766357421875,1703.652099609375,9,31,282.1766357421875
1.0,9.048921334464666e-12,20,2018-04-28,R_A5,STANDARD,0,9,282.2782897949219,1706.00927734375,10,31,282.2782897949219
1.0,-1.1770898700191879e-09,20,2018-04-28,R_A5,STANDARD,0,10,282.0623474121094,1708.1048583984375,11,31,282.0623474121094
1.0,-8.127349904185621e-10,20,2018-04-28,R_A5,STANDARD,0,11,282.1576843261719,1709.9388427734375,12,31,282.1576843261719
1.0,-4.812473197723932e-10,21,2018-04-28,R_A5,STANDARD,0,12,280.1190185546875,1701.120849609375,12,31,280.1190185546875
1.0,-1.587558036419967e-11,21,2018-04-28,R_A5,STANDARD,0,13,280.3183898925781,1703.071044921875,13,31,280.3183898925781
1.0,-3.7972593819324274e-11,21,2018-04-28,R_A5,STANDARD,0,14,280.5058288574219,1705.0213623046875,14,31,280.5058288574219
1.0,-9.721030404252762e-12,21,2018-04-28,R_A5,STANDARD,0,15,280.69232177734375,1706.9715576171875,15,31,280.69232177734375
1.0,-1.0568368229157965e-11,21,2018-04-28,R_A5,STANDARD,0,16,281.03070068359375,1708.921875,16,31,281.03070068359375
1.0,-1.297457258818413e-12,21,2018-04-28,R_A5,STANDARD,0,17,281.2232666015625,1710.8720703125,17,31,281.2232666015625
1.0,-2.1365242474508106e-12,21,2018-04-28,R_A5,STANDARD,0,18,281.4051513671875,1712.733642578125,18,31,281.4051513671875
1.0,-2.514122807509289e-12,21,2018-04-28,R_A5,STANDARD,0,19,281.5309143066406,1714.0537109375,19,31,281.5309143066406
1.0,-1.6885894809151591e-12,21,2018-04-28,R_A5,STANDARD,0,20,284.5253601074219,1715.81298828125,24,31,284.5253601074219
1.0,-1.3415957797816014e-12,21,2018-04-28,R_A5,STANDARD,0,21,284.7580261230469,1718.19482421875,25,31,284.7580261230469
1.0,-3.604108129966914e-19,21,2018-04-28,R_A5,STANDARD,0,22,287.1815185546875,1720.5767822265625,26,31,287.1815185546875
1.0,-8.75526976755408e-21,21,2018-04-28,R_A5,STANDARD,0,23,299.26824951171875,1722.9586181640625,27,31,299.26824951171875
1.0,-1.1715787297640306e-22,21,2018-04-28,R_A5,STANDARD,0,24,305.1253967285156,1725.340576171875,28,31,305.1253967285156
0.6499531865119934,0.0,41,2018-07-03,R_A3,STANDARD,0,1,278.1210021972656,1610.3612060546875,1,28,278.1210021972656
0.2018255740404129,0.0,41,2018-07-03,R_A3,STANDARD,0,2,278.275146484375,1612.4022216796875,2,28,278.275146484375
0.1590709239244461,0.0,41,2018-07-03,R_A3,STANDARD,0,3,278.4114685058594,1614.4432373046875,3,28,278.4114685058594
0.1999759078025818,0.0,41,2018-07-03,R_A3,STANDARD,0,4,278.54779052734375,1616.484130859375,4,28,278.54779052734375
0.651198148727417,0.0,41,2018-07-03,R_A3,STANDARD,0,5,278.71893310546875,1618.525146484375,5,28,278.71893310546875
0.80425626039505,0.0,41,2018-07-03,R_A3,STANDARD,0,6,278.0340881347656,1606.6546630859375,5,29,278.0340881347656
0.6503017544746399,0.0,41,2018-07-03,R_A3,STANDARD,0,7,278.122314453125,1608.711181640625,6,29,278.122314453125
0.19701458513736725,0.0,41,2018-07-03,R_A3,STANDARD,0,8,278.27862548828125,1610.7677001953125,7,29,278.27862548828125
0.2007613629102707,0.0,41,2018-07-03,R_A3,STANDARD,0,9,278.4158630371094,1612.82421875,8,29,278.4158630371094
0.8006399869918823,0.0,41,2018-07-03,R_A3,STANDARD,0,10,278.6006164550781,1614.880615234375,9,29,278.6006164550781
0.7946070432662964,0.0,41,2018-07-03,R_A3,STANDARD,0,11,279.14996337890625,1616.93701171875,10,29,279.14996337890625
0.0470888614654541,0.0,41,2018-07-03,R_A3,STANDARD,0,12,285.3255615234375,1619.060546875,11,29,285.3255615234375
0.053854621946811676,0.0,41,2018-07-03,R_A3,STANDARD,0,13,285.4718933105469,1621.2509765625,12,29,285.4718933105469
0.3752865493297577,0.0,41,2018-07-03,R_A3,STANDARD,0,14,285.6185607910156,1623.44140625,13,29,285.6185607910156
0.3913480341434479,0.0,41,2018-07-03,R_A3,STANDARD,0,15,285.91839599609375,1625.6318359375,14,29,285.91839599609375
0.35846567153930664,0.0,41,2018-07-03,R_A3,STANDARD,0,16,286.0283203125,1627.822265625,15,29,286.0283203125
0.8090347647666931,0.0,41,2018-07-03,R_A3,STANDARD,0,17,286.20355224609375,1629.9552001953125,16,29,286.20355224609375
0.8108069896697998,0.0,41,2018-07-03,R_A3,STANDARD,0,18,286.2801818847656,1631.0948486328125,17,29,286.2801818847656
1.0,-2.8476518018627495e-12,41,2018-07-03,R_A3,STANDARD,0,19,288.16192626953125,1633.030029296875,24,29,288.16192626953125
0.1256556212902069,0.0,41,2018-07-03,R_A3,STANDARD,0,20,285.4158935546875,1636.6968994140625,25,29,285.4158935546875
0.08553048223257065,0.0,41,2018-07-03,R_A3,STANDARD,0,21,285.65997314453125,1640.36376953125,26,29,285.65997314453125
0.30986487865448,0.0,41,2018-07-03,R_A3,STANDARD,0,22,286.002685546875,1644.0306396484375,27,29,286.002685546875
0.06443693488836288,0.0,41,2018-07-03,R_A3,STANDARD,0,23,286.2049255371094,1647.697509765625,28,29,286.2049255371094
0.049619078636169434,0.0,52,2018-09-12,R_A4,STANDARD,0,1,276.8145751953125,1628.2255859375,1,30,276.8145751953125
0.04892576485872269,0.0,52,2018-09-12,R_A4,STANDARD,0,2,276.9786376953125,1626.4822998046875,1,31,276.9786376953125
0.05155659466981888,0.0,52,2018-09-12,R_A4,STANDARD,0,3,277.1160888671875,1628.5445556640625,2,31,277.1160888671875
0.052761826664209366,0.0,52,2018-09-12,R_A4,STANDARD,0,4,277.2535400390625,1630.60693359375,3,31,277.2535400390625
0.05474511906504631,0.0,52,2018-09-12,R_A4,STANDARD,0,5,277.3909912109375,1632.6693115234375,4,31,277.3909912109375
0.05598089471459389,0.0,52,2018-09-12,R_A4,STANDARD,0,6,277.5279235839844,1630.8162841796875,4,32,277.5279235839844
0.05789818987250328,0.0,51,2018-09-12,R_A4,STANDARD,0,7,277.5390319824219,1635.397216796875,4,32,277.5390319824219
0.055889468640089035,0.0,51,2018-09-12,R_A4,STANDARD,0,8,277.41986083984375,1633.60986328125,3,32,277.41986083984375
0.05904142186045647,0.0,51,2018-09-12,R_A4,STANDARD,0,9,277.84320068359375,1636.0086669921875,3,33,277.84320068359375
0.057748377323150635,0.0,51,2018-09-12,R_A4,STANDARD,0,10,277.7237548828125,1634.216064453125,2,33,277.7237548828125
0.14541523158550262,0.0,50,2018-09-12,R_A4,STANDARD,0,11,277.5969543457031,1639.8291015625,2,33,277.5969543457031
0.20164604485034943,0.0,50,2018-09-12,R_A4,STANDARD,0,12,277.86224365234375,1637.5765380859375,2,34,277.86224365234375
0.11773884296417236,0.0,50,2018-09-12,R_A4,STANDARD,0,13,277.9913635253906,1639.5072021484375,3,34,277.9913635253906
0.25264912843704224,0.0,50,2018-09-12,R_A4,STANDARD,0,14,278.1208801269531,1641.437744140625,4,34,278.1208801269531
0.24647946655750275,0.0,50,2018-09-12,R_A4,STANDARD,0,15,278.63494873046875,1641.838134765625,4,35,278.63494873046875
0.23206831514835358,0.0,50,2018-09-12,R_A4,STANDARD,0,16,278.5043640136719,1639.9539794921875,3,35,278.5043640136719
0.24383002519607544,0.0,49,2018-09-12,R_A4,STANDARD,0,17,278.20574951171875,1642.3397216796875,3,35,278.20574951171875
0.1886581927537918,0.0,49,2018-09-12,R_A4,STANDARD,0,18,278.0770263671875,1640.39013671875,2,35,278.0770263671875
0.6528766751289368,0.0,49,2018-09-12,R_A4,STANDARD,0,19,279.6917419433594,1647.113037109375,28,36,279.6917419433594
0.09765972942113876,0.0,49,2018-09-12,R_A4,STANDARD,0,20,279.279541015625,1640.93359375,27,36,279.279541015625
0.6505039930343628,0.0,48,2018-09-12,R_A4,STANDARD,0,21,278.5871887207031,1633.3328857421875,27,36,278.5871887207031
1.0,4.33448253418095e-13,48,2018-09-12,R_A4,STANDARD,0,22,287.587890625,1639.3380126953125,28,36,287.587890625
0.7093472480773926,0.0,48,2018-09-12,R_A4,STANDARD,0,23,279.95867919921875,1649.9122314453125,28,37,279.95867919921875
0.6530108451843262,0.0,48,2018-09-12,R_A4,STANDARD,0,24,279.4678955078125,1644.0828857421875,27,37,279.4678955078125
0.27580633759498596,0.0,48,2018-09-12,R_A4,STANDARD,0,25,280.4671630859375,1656.6837158203125,27,38,280.4671630859375
