ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,848995,582586,406267,57202327,0,0,0,0,0
Valysar,CentralSouth,67833576,13169021,9878944,6889083,969982867,0,0,0,0,0
Valysar,CentralNorth,36382608,6291830,4384888,3057802,430538572,0,0,0,0,0
Valysar,NorthHorst,4782407,618863,363777,223450,43773936,24619636,2843806,1983121,461190995,70562
Valysar,CentralRamp,13747335,1856105,1162702,810810,114162070,0,0,0,0,0
Valysar,CentralHorst,86367811,13987100,10253707,7150424,1006779686,0,0,0,0,0
Valysar,EastLowland,288978,15869,960,669,94218,0,0,0,0,0
Therys,WestLowland,2193689,377104,170796,119105,16769971,0,0,0,0,0
Therys,CentralSouth,12475726,2750421,1698156,1184209,166736694,0,0,0,0,0
Therys,CentralNorth,20653864,4025338,2384919,1663123,234167772,0,0,0,0,0
Therys,NorthHorst,8150674,1106205,445494,273645,53607036,17247277,2865734,1865804,433907872,66388
Therys,CentralRamp,6771661,1667571,1276931,890468,125377922,0,0,0,0,0
Therys,CentralHorst,29249147,7617804,5882933,4102463,577626873,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,41224,13142,9164,1290326,0,0,0,0,0
Volon,CentralSouth,35001289,6494223,4516842,3149820,443494645,0,0,0,0,0
Volon,CentralNorth,6828593,1037793,594908,414859,58412123,0,0,0,0,0
Volon,NorthHorst,5577924,1112355,887084,544892,106744295,2929122,522039,424845,98801050,15117
Volon,CentralRamp,12644289,2294367,1698979,1184783,166817501,0,0,0,0,0
Volon,CentralHorst,80624036,14752937,11474747,8001916,1126669771,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
