ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,10301629,1782088,1022922,713334,100437497
Valysar,CentralSouth,58847739,11920808,9484274,6613859,931231368
Valysar,CentralNorth,42405710,6826896,4413542,3077784,433351976
Valysar,NorthHorst,5452245,670087,278901,171315,33560619
Valysar,CentralRamp,13488907,2297540,1676990,1169449,164658470
Valysar,CentralHorst,83694603,14805424,11561513,8062422,1135189054
Valysar,EastLowland,9417289,1350544,655224,456920,64334373
Therys,WestLowland,2994121,868888,527431,367804,51786850
Therys,CentralSouth,8747932,1843910,1053498,734657,103439690
Therys,CentralNorth,14767943,2669489,1401901,977615,137648262
Therys,NorthHorst,12715998,2015381,883814,542883,106350819
Therys,CentralRamp,6645969,1415279,1076873,750957,105734792
Therys,CentralHorst,28859324,7134175,5574144,3887130,547307906
Therys,EastLowland,217470,73893,29226,20381,2869601
Volon,WestLowland,0,0,0,0,0
Volon,CentralSouth,30534132,5308349,3648713,2544430,358255815
Volon,CentralNorth,4241099,612761,339503,236752,33334736
Volon,NorthHorst,4125938,777552,553134,339763,66559534
Volon,CentralRamp,10271344,1908107,1382907,964371,135783377
Volon,CentralHorst,76080962,13028201,10062193,7016871,987975527
Volon,EastLowland,7760,1202,0,0,0
