SWAT,CONIDX,DATE,CONKPOS,CONBPRES,SGAS,DEPTH,DRAWDOWN,WELLMODEL,CONJPOS,PRESSURE,CONIPOS,WELL
0.052954163402318954,1,2018-01-01,1,300.7656555175781,0.0,1640.814697265625,0,STANDARD,30,300.7656555175781,22,R_A2
0.05426851660013199,2,2018-01-01,2,300.8854064941406,0.0,1642.6005859375,0,STANDARD,30,300.8854064941406,22,R_A2
0.057503268122673035,3,2018-01-01,3,301.0051574707031,0.0,1644.3865966796875,0,STANDARD,30,301.0051574707031,22,R_A2
0.06329119950532913,4,2018-01-01,4,301.12493896484375,0.0,1646.172607421875,0,STANDARD,30,301.12493896484375,22,R_A2
0.06528307497501373,5,2018-01-01,5,301.2447204589844,0.0,1647.9586181640625,0,STANDARD,30,301.2447204589844,22,R_A2
0.29598960280418396,6,2018-01-01,6,301.3644714355469,0.0,1649.74462890625,0,STANDARD,30,301.3644714355469,22,R_A2
0.8734664916992188,7,2018-01-01,7,301.4842529296875,0.0,1651.5306396484375,0,STANDARD,30,301.4842529296875,22,R_A2
0.8580754995346069,8,2018-01-01,8,301.6040344238281,0.0,1653.316650390625,0,STANDARD,30,301.6040344238281,22,R_A2
0.6481541991233826,9,2018-01-01,9,301.72381591796875,0.0,1655.1026611328125,0,STANDARD,30,301.72381591796875,22,R_A2
0.8827332258224487,10,2018-01-01,10,301.8436279296875,0.0,1656.8885498046875,0,STANDARD,30,301.8436279296875,22,R_A2
0.0683164969086647,11,2018-01-01,11,301.97161865234375,0.0,1658.796875,0,STANDARD,30,301.97161865234375,22,R_A2
0.06545265763998032,12,2018-01-01,12,302.1078186035156,0.0,1660.8277587890625,0,STANDARD,30,302.1078186035156,22,R_A2
0.4283941090106964,13,2018-01-01,13,302.2440490722656,0.0,1662.858642578125,0,STANDARD,30,302.2440490722656,22,R_A2
0.4721895158290863,14,2018-01-01,14,302.3802795410156,0.0,1664.889404296875,0,STANDARD,30,302.3802795410156,22,R_A2
