CONIPOS,DRAWDOWN,PRESSURE,CONBPRES,WELLMODEL,DEPTH,SWAT,CONKPOS,DATE,CONJPOS,CONIDX,WELL,SGAS
29,0,300.00091552734375,300.00091552734375,STANDARD,1629.3389892578125,0.515924334526062,15,2018-01-01,41,16,R_A3,0.0
29,0,300.11370849609375,300.11370849609375,STANDARD,1631.02099609375,0.7958390712738037,16,2018-01-01,41,17,R_A3,0.0
29,0,300.2707824707031,300.2707824707031,STANDARD,1633.364013671875,0.8179159760475159,24,2018-01-01,41,18,R_A3,0.0
29,0,300.50909423828125,300.50909423828125,STANDARD,1636.91845703125,0.04612215608358383,25,2018-01-01,41,19,R_A3,0.0
29,0,300.7474365234375,300.7474365234375,STANDARD,1640.4727783203125,0.04631110653281212,26,2018-01-01,41,20,R_A3,0.0
29,0,300.9857482910156,300.9857482910156,STANDARD,1644.027099609375,0.6481541991233826,27,2018-01-01,41,21,R_A3,0.0
29,0,301.22412109375,301.22412109375,STANDARD,1647.58154296875,0.05907908082008362,28,2018-01-01,41,22,R_A3,0.0
30,0,300.3340759277344,300.3340759277344,STANDARD,1634.3082275390625,0.051129717379808426,1,2018-01-01,52,1,R_A4,0.0
31,0,300.0304870605469,300.0304870605469,STANDARD,1629.7796630859375,0.04907893389463425,1,2018-01-01,52,2,R_A4,0.0
31,0,300.1674499511719,300.1674499511719,STANDARD,1631.822509765625,0.05153151974081993,2,2018-01-01,52,3,R_A4,0.0
31,0,300.3044128417969,300.3044128417969,STANDARD,1633.865478515625,0.053593214601278305,3,2018-01-01,52,4,R_A4,0.0
32,0,300.09613037109375,300.09613037109375,STANDARD,1630.759033203125,0.05285780131816864,3,2018-01-01,52,5,R_A4,0.0
32,0,300.2237854003906,300.2237854003906,STANDARD,1632.662841796875,0.05262209102511406,4,2018-01-01,52,6,R_A4,0.0
32,0,300.57733154296875,300.57733154296875,STANDARD,1637.93603515625,0.05756719410419464,4,2018-01-01,51,7,R_A4,0.0
33,0,300.5391540527344,300.5391540527344,STANDARD,1637.366455078125,0.057669464498758316,4,2018-01-01,51,8,R_A4,0.0
33,0,300.4124755859375,300.4124755859375,STANDARD,1635.4771728515625,0.05427605286240578,3,2018-01-01,51,9,R_A4,0.0
33,0,301.0205078125,301.0205078125,STANDARD,1644.545166015625,0.10096576809883118,4,2018-01-01,50,10,R_A4,0.0
34,0,300.76910400390625,300.76910400390625,STANDARD,1640.796142578125,0.11728746443986893,4,2018-01-01,50,11,R_A4,0.0
35,0,300.4718933105469,300.4718933105469,STANDARD,1636.36376953125,0.1359994262456894,4,2018-01-01,50,12,R_A4,0.0
35,0,300.9216613769531,300.9216613769531,STANDARD,1643.0712890625,0.18918319046497345,4,2018-01-01,49,13,R_A4,0.0
35,0,301.04986572265625,301.04986572265625,STANDARD,1644.983154296875,0.18105614185333252,5,2018-01-01,49,14,R_A4,0.0
36,0,300.7030334472656,300.7030334472656,STANDARD,1639.810791015625,0.05331362783908844,27,2018-01-01,49,15,R_A4,0.0
36,0,301.0521545410156,301.0521545410156,STANDARD,1645.01708984375,0.057972583919763565,27,2018-01-01,48,16,R_A4,0.0
37,0,301.14154052734375,301.14154052734375,STANDARD,1646.35009765625,0.1145327165722847,27,2018-01-01,48,17,R_A4,0.0
38,0,301.26690673828125,301.26690673828125,STANDARD,1648.2197265625,0.060100797563791275,27,2018-01-01,48,18,R_A4,0.0
38,0,301.9164733886719,301.9164733886719,STANDARD,1657.9046630859375,0.06728384643793106,27,2018-01-01,47,19,R_A4,0.0
31,0,303.84600830078125,303.84600830078125,STANDARD,1685.046875,1.0,1,2018-01-01,20,1,R_A5,0.0
31,0,304.0859375,304.0859375,STANDARD,1687.57861328125,1.0,2,2018-01-01,20,2,R_A5,0.0
31,0,304.32586669921875,304.32586669921875,STANDARD,1690.1104736328125,1.0,3,2018-01-01,20,3,R_A5,0.0
31,0,304.5657653808594,304.5657653808594,STANDARD,1692.6422119140625,1.0,4,2018-01-01,20,4,R_A5,0.0
31,0,304.8056945800781,304.8056945800781,STANDARD,1695.1739501953125,1.0,5,2018-01-01,20,5,R_A5,0.0
31,0,305.0456237792969,305.0456237792969,STANDARD,1697.705810546875,1.0,6,2018-01-01,20,6,R_A5,0.0
31,0,305.5913391113281,305.5913391113281,STANDARD,1700.237548828125,1.0,7,2018-01-01,20,7,R_A5,0.0
31,0,305.5322265625,305.5322265625,STANDARD,1702.769287109375,1.0,8,2018-01-01,20,8,R_A5,0.0
31,0,306.2149353027344,306.2149353027344,STANDARD,1710.0428466796875,1.0,11,2018-01-01,20,9,R_A5,0.0
31,0,305.1695861816406,305.1695861816406,STANDARD,1699.0125732421875,1.0,11,2018-01-01,21,10,R_A5,0.0
31,0,305.3641662597656,305.3641662597656,STANDARD,1701.0657958984375,1.0,12,2018-01-01,21,11,R_A5,0.0
31,0,305.57073974609375,305.57073974609375,STANDARD,1703.119140625,1.0,13,2018-01-01,21,12,R_A5,0.0
31,0,305.76531982421875,305.76531982421875,STANDARD,1705.17236328125,1.0,14,2018-01-01,21,13,R_A5,0.0
31,0,305.95989990234375,305.95989990234375,STANDARD,1707.2257080078125,1.0,15,2018-01-01,21,14,R_A5,0.0
31,0,306.2995300292969,306.2995300292969,STANDARD,1709.2789306640625,1.0,16,2018-01-01,21,15,R_A5,0.0
31,0,306.4941101074219,306.4941101074219,STANDARD,1711.332275390625,1.0,17,2018-01-01,21,16,R_A5,0.0
31,0,306.6630554199219,306.6630554199219,STANDARD,1713.114990234375,1.0,18,2018-01-01,21,17,R_A5,0.0
31,0,306.7640380859375,306.7640380859375,STANDARD,1714.180419921875,1.0,19,2018-01-01,21,18,R_A5,0.0
31,0,306.8083190917969,306.8083190917969,STANDARD,1714.6474609375,1.0,20,2018-01-01,21,19,R_A5,0.0
31,0,306.77593994140625,306.77593994140625,STANDARD,1715.9637451171875,1.0,24,2018-01-01,21,20,R_A5,0.0
31,0,306.9955749511719,306.9955749511719,STANDARD,1718.2811279296875,1.0,25,2018-01-01,21,21,R_A5,0.0
31,0,307.52099609375,307.52099609375,STANDARD,1720.5986328125,1.0,26,2018-01-01,21,22,R_A5,0.0
31,0,307.74066162109375,307.74066162109375,STANDARD,1722.916015625,1.0,27,2018-01-01,21,23,R_A5,0.0
31,0,307.9602966308594,307.9602966308594,STANDARD,1725.2335205078125,1.0,28,2018-01-01,21,24,R_A5,0.0
17,0,304.8883972167969,304.8883972167969,STANDARD,1696.0465087890625,1.0,1,2018-01-01,42,1,R_A6,0.0
17,0,305.3420104980469,305.3420104980469,STANDARD,1697.6065673828125,1.0,2,2018-01-01,42,2,R_A6,0.0
17,0,305.4898376464844,305.4898376464844,STANDARD,1699.16650390625,1.0,3,2018-01-01,42,3,R_A6,0.0
17,0,305.6376647949219,305.6376647949219,STANDARD,1700.726318359375,1.0,4,2018-01-01,42,4,R_A6,0.0
17,0,305.7854919433594,305.7854919433594,STANDARD,1702.2862548828125,1.0,5,2018-01-01,42,5,R_A6,0.0
17,0,305.63427734375,305.63427734375,STANDARD,1703.84619140625,1.0,6,2018-01-01,42,6,R_A6,0.0
17,0,305.7821350097656,305.7821350097656,STANDARD,1705.4061279296875,1.0,7,2018-01-01,42,7,R_A6,0.0
17,0,306.22900390625,306.22900390625,STANDARD,1706.966064453125,1.0,8,2018-01-01,42,8,R_A6,0.0
17,0,306.3768615722656,306.3768615722656,STANDARD,1708.5260009765625,1.0,9,2018-01-01,42,9,R_A6,0.0
17,0,306.2189025878906,306.2189025878906,STANDARD,1710.0859375,1.0,10,2018-01-01,42,10,R_A6,0.0
17,0,306.40655517578125,306.40655517578125,STANDARD,1712.0645751953125,1.0,11,2018-01-01,42,11,R_A6,0.0
17,0,306.6337585449219,306.6337585449219,STANDARD,1714.4619140625,1.0,12,2018-01-01,42,12,R_A6,0.0
17,0,306.8729248046875,306.8729248046875,STANDARD,1716.8592529296875,1.0,13,2018-01-01,42,13,R_A6,0.0
17,0,307.1001281738281,307.1001281738281,STANDARD,1719.256591796875,1.0,14,2018-01-01,42,14,R_A6,0.0
17,0,307.32733154296875,307.32733154296875,STANDARD,1721.654052734375,1.0,15,2018-01-01,42,15,R_A6,0.0
17,0,307.6995544433594,307.6995544433594,STANDARD,1724.0513916015625,1.0,16,2018-01-01,42,16,R_A6,0.0
17,0,307.9264831542969,307.9264831542969,STANDARD,1726.4456787109375,1.0,17,2018-01-01,42,17,R_A6,0.0
17,0,308.0550231933594,308.0550231933594,STANDARD,1727.8017578125,1.0,18,2018-01-01,42,18,R_A6,0.0
17,0,307.9954833984375,307.9954833984375,STANDARD,1728.8310546875,1.0,24,2018-01-01,42,19,R_A6,0.0
17,0,308.4659729003906,308.4659729003906,STANDARD,1730.56884765625,1.0,25,2018-01-01,42,20,R_A6,0.0
17,0,308.63067626953125,308.63067626953125,STANDARD,1732.3067626953125,1.0,26,2018-01-01,42,21,R_A6,0.0
17,0,308.79541015625,308.79541015625,STANDARD,1734.0445556640625,1.0,27,2018-01-01,42,22,R_A6,0.0
17,0,308.9601135253906,308.9601135253906,STANDARD,1735.782470703125,1.0,28,2018-01-01,42,23,R_A6,0.0
22,0,300.17584228515625,300.17584228515625,STANDARD,1642.6546630859375,0.055689264088869095,1,2018-03-01,30,1,R_A2,0.0
22,0,300.3008728027344,300.3008728027344,STANDARD,1644.51953125,0.05580546334385872,2,2018-03-01,30,2,R_A2,0.0
22,0,300.42596435546875,300.42596435546875,STANDARD,1646.3843994140625,0.05910175293684006,3,2018-03-01,30,3,R_A2,0.0
22,0,300.5510559082031,300.5510559082031,STANDARD,1648.2491455078125,0.10537950694561005,4,2018-03-01,30,4,R_A2,0.0
22,0,300.6761474609375,300.6761474609375,STANDARD,1650.114013671875,0.06732683628797531,5,2018-03-01,30,5,R_A2,0.0
22,0,300.7972106933594,300.7972106933594,STANDARD,1651.9788818359375,0.32220709323883057,6,2018-03-01,30,6,R_A2,0.0
22,0,300.91839599609375,300.91839599609375,STANDARD,1653.84375,0.8976731300354004,7,2018-03-01,30,7,R_A2,0.0
22,0,301.04443359375,301.04443359375,STANDARD,1655.70849609375,0.8824148178100586,8,2018-03-01,30,8,R_A2,0.0
22,0,301.2574462890625,301.2574462890625,STANDARD,1657.5733642578125,0.8845953345298767,9,2018-03-01,30,9,R_A2,0.0
22,0,301.4588928222656,301.4588928222656,STANDARD,1659.438232421875,0.8947152495384216,10,2018-03-01,30,10,R_A2,0.0
22,0,301.40814208984375,301.40814208984375,STANDARD,1661.4339599609375,0.07275831699371338,11,2018-03-01,30,11,R_A2,0.0
22,0,301.5437316894531,301.5437316894531,STANDARD,1663.5606689453125,0.07928793877363205,12,2018-03-01,30,12,R_A2,0.0
22,0,301.72265625,301.72265625,STANDARD,1665.6873779296875,0.4432399570941925,13,2018-03-01,30,13,R_A2,0.0
22,0,301.8657531738281,301.8657531738281,STANDARD,1667.814208984375,0.5010048151016235,14,2018-03-01,30,14,R_A2,0.0
22,0,302.0083923339844,302.0083923339844,STANDARD,1669.94091796875,0.9319568276405334,15,2018-03-01,30,15,R_A2,0.0
22,0,302.15118408203125,302.15118408203125,STANDARD,1672.0675048828125,0.9577329158782959,16,2018-03-01,30,16,R_A2,0.0
22,0,302.29400634765625,302.29400634765625,STANDARD,1674.1942138671875,0.9386395215988159,17,2018-03-01,30,17,R_A2,0.0
22,0,302.4116516113281,302.4116516113281,STANDARD,1675.947021484375,0.9672878384590149,18,2018-03-01,30,18,R_A2,0.0
22,0,302.2080078125,302.2080078125,STANDARD,1673.2401123046875,0.9465311765670776,18,2018-03-01,29,19,R_A2,0.0
22,0,302.2673645019531,302.2673645019531,STANDARD,1675.035400390625,0.6517070531845093,24,2018-03-01,29,20,R_A2,0.0
22,0,303.08746337890625,303.08746337890625,STANDARD,1676.84619140625,1.0,25,2018-03-01,29,21,R_A2,-4.046868973283692e-14
22,0,303.1099548339844,303.1099548339844,STANDARD,1678.656982421875,1.0,26,2018-03-01,29,22,R_A2,-3.7991653686940755e-14
22,0,302.97454833984375,302.97454833984375,STANDARD,1680.4677734375,1.0,27,2018-03-01,29,23,R_A2,-9.45635791893551e-11
22,0,303.1466064453125,303.1466064453125,STANDARD,1682.278564453125,0.9999987483024597,28,2018-03-01,29,24,R_A2,0.0
31,0,273.292236328125,273.292236328125,STANDARD,1685.046875,1.0,1,2018-04-28,20,1,R_A5,1.3954915239859644e-13
31,0,273.5319519042969,273.5319519042969,STANDARD,1687.57861328125,1.0,2,2018-04-28,20,2,R_A5,6.072256412970045e-13
31,0,273.77166748046875,273.77166748046875,STANDARD,1690.1104736328125,1.0,3,2018-04-28,20,3,R_A5,7.705443271291412e-13
31,0,274.0113830566406,274.0113830566406,STANDARD,1692.6422119140625,1.0,4,2018-04-28,20,4,R_A5,8.334423103918687e-13
31,0,274.2511291503906,274.2511291503906,STANDARD,1695.1739501953125,1.0,5,2018-04-28,20,5,R_A5,7.454572983206509e-13
31,0,274.4908447265625,274.4908447265625,STANDARD,1697.705810546875,1.0,6,2018-04-28,20,6,R_A5,5.822051825019048e-13
31,0,275.0766906738281,275.0766906738281,STANDARD,1700.237548828125,1.0,7,2018-04-28,20,7,R_A5,3.400580327311137e-13
31,0,276.2294616699219,276.2294616699219,STANDARD,1702.769287109375,1.0,8,2018-04-28,20,8,R_A5,3.634578803288907e-13
31,0,272.5102233886719,272.5102233886719,STANDARD,1710.0428466796875,1.0,11,2018-04-28,20,9,R_A5,1.376611932085714e-12
31,0,271.07440185546875,271.07440185546875,STANDARD,1699.0125732421875,1.0,11,2018-04-28,21,10,R_A5,-3.083425181849009e-11
31,0,271.0998840332031,271.0998840332031,STANDARD,1701.0657958984375,1.0,12,2018-04-28,21,11,R_A5,-2.1913377362681175e-11
31,0,271.16485595703125,271.16485595703125,STANDARD,1703.119140625,1.0,13,2018-04-28,21,12,R_A5,-1.464228261208178e-12
31,0,271.3560485839844,271.3560485839844,STANDARD,1705.17236328125,1.0,14,2018-04-28,21,13,R_A5,-4.667924033419091e-12
31,0,271.54986572265625,271.54986572265625,STANDARD,1707.2257080078125,1.0,15,2018-04-28,21,14,R_A5,-9.330964820253307e-13
31,0,271.8934020996094,271.8934020996094,STANDARD,1709.2789306640625,1.0,16,2018-04-28,21,15,R_A5,-1.2822244351354262e-12
31,0,272.1158142089844,272.1158142089844,STANDARD,1711.332275390625,1.0,17,2018-04-28,21,16,R_A5,-2.0120947822385021e-13
31,0,272.33990478515625,272.33990478515625,STANDARD,1713.114990234375,1.0,18,2018-04-28,21,17,R_A5,-5.349991283321032e-13
31,0,272.4760437011719,272.4760437011719,STANDARD,1714.180419921875,1.0,19,2018-04-28,21,18,R_A5,-1.4380579789041031e-13
31,0,272.52374267578125,272.52374267578125,STANDARD,1714.6474609375,1.0,20,2018-04-28,21,19,R_A5,0.0
31,0,279.1348571777344,279.1348571777344,STANDARD,1715.9637451171875,1.0,24,2018-04-28,21,20,R_A5,-1.3116968448911859e-11
31,0,279.3464660644531,279.3464660644531,STANDARD,1718.2811279296875,1.0,25,2018-04-28,21,21,R_A5,-1.1817515715994986e-11
31,0,292.81292724609375,292.81292724609375,STANDARD,1720.5986328125,1.0,26,2018-04-28,21,22,R_A5,1.5875119001195464e-18
31,0,302.8859558105469,302.8859558105469,STANDARD,1722.916015625,1.0,27,2018-04-28,21,23,R_A5,6.766834203727438e-21
31,0,306.408447265625,306.408447265625,STANDARD,1725.2335205078125,1.0,28,2018-04-28,21,24,R_A5,1.904295962598356e-22
28,0,292.50897216796875,292.50897216796875,STANDARD,1608.827880859375,0.648643970489502,1,2018-07-03,41,1,R_A3,0.0
28,0,292.626953125,292.626953125,STANDARD,1610.8504638671875,0.196550190448761,2,2018-07-03,41,2,R_A3,0.0
28,0,292.76190185546875,292.76190185546875,STANDARD,1612.8731689453125,0.1981787085533142,3,2018-07-03,41,3,R_A3,0.0
28,0,293.02496337890625,293.02496337890625,STANDARD,1614.895751953125,0.3749350607395172,4,2018-07-03,41,4,R_A3,0.0
28,0,294.3267822265625,294.3267822265625,STANDARD,1616.91845703125,0.7929304242134094,5,2018-07-03,41,5,R_A3,0.0
28,0,294.6556091308594,294.6556091308594,STANDARD,1618.941162109375,0.6487801671028137,6,2018-07-03,41,6,R_A3,0.0
28,0,294.89208984375,294.89208984375,STANDARD,1620.9637451171875,0.19643601775169373,7,2018-07-03,41,7,R_A3,0.0
29,0,294.2454528808594,294.2454528808594,STANDARD,1611.7952880859375,0.2916531264781952,7,2018-07-03,41,8,R_A3,0.0
29,0,294.3818359375,294.3818359375,STANDARD,1613.8255615234375,0.16927768290042877,8,2018-07-03,41,9,R_A3,0.0
29,0,294.5185546875,294.5185546875,STANDARD,1615.855712890625,0.21802717447280884,9,2018-07-03,41,10,R_A3,0.0
29,0,294.6731872558594,294.6731872558594,STANDARD,1617.8858642578125,0.3089534044265747,10,2018-07-03,41,11,R_A3,0.0
29,0,296.4770202636719,296.4770202636719,STANDARD,1620.0660400390625,0.04831700026988983,11,2018-07-03,41,12,R_A3,0.0
29,0,296.6331481933594,296.6331481933594,STANDARD,1622.396484375,0.053976740688085556,12,2018-07-03,41,13,R_A3,0.0
29,0,296.78973388671875,296.78973388671875,STANDARD,1624.7269287109375,0.36053770780563354,13,2018-07-03,41,14,R_A3,0.0
29,0,297.0596923828125,297.0596923828125,STANDARD,1627.057373046875,0.35461747646331787,14,2018-07-03,41,15,R_A3,0.0
29,0,297.301025390625,297.301025390625,STANDARD,1629.3389892578125,0.5156381726264954,15,2018-07-03,41,16,R_A3,0.0
29,0,297.4133605957031,297.4133605957031,STANDARD,1631.02099609375,0.7956555485725403,16,2018-07-03,41,17,R_A3,0.0
29,0,295.7879333496094,295.7879333496094,STANDARD,1633.364013671875,0.8176705241203308,24,2018-07-03,41,18,R_A3,0.0
29,0,293.4673767089844,293.4673767089844,STANDARD,1636.91845703125,0.0461750403046608,25,2018-07-03,41,19,R_A3,0.0
29,0,293.70526123046875,293.70526123046875,STANDARD,1640.4727783203125,0.046368665993213654,26,2018-07-03,41,20,R_A3,0.0
29,0,293.9420166015625,293.9420166015625,STANDARD,1644.027099609375,0.6486290693283081,27,2018-07-03,41,21,R_A3,0.0
29,0,294.182373046875,294.182373046875,STANDARD,1647.58154296875,0.05911402031779289,28,2018-07-03,41,22,R_A3,0.0
30,0,284.602783203125,284.602783203125,STANDARD,1634.3082275390625,0.05116043612360954,1,2018-09-12,52,1,R_A4,0.0
31,0,284.4085998535156,284.4085998535156,STANDARD,1629.7796630859375,0.049131739884614944,1,2018-09-12,52,2,R_A4,0.0
31,0,284.5450744628906,284.5450744628906,STANDARD,1631.822509765625,0.05158761143684387,2,2018-09-12,52,3,R_A4,0.0
31,0,284.68157958984375,284.68157958984375,STANDARD,1633.865478515625,0.053652022033929825,3,2018-09-12,52,4,R_A4,0.0
32,0,284.5635681152344,284.5635681152344,STANDARD,1630.759033203125,0.05291116237640381,3,2018-09-12,52,5,R_A4,0.0
32,0,284.6907653808594,284.6907653808594,STANDARD,1632.662841796875,0.052679501473903656,4,2018-09-12,52,6,R_A4,0.0
32,0,284.93621826171875,284.93621826171875,STANDARD,1637.93603515625,0.05769423395395279,4,2018-09-12,51,7,R_A4,0.0
33,0,284.9625244140625,284.9625244140625,STANDARD,1637.366455078125,0.05789433792233467,4,2018-09-12,51,8,R_A4,0.0
33,0,284.83624267578125,284.83624267578125,STANDARD,1635.4771728515625,0.05451970174908638,3,2018-09-12,51,9,R_A4,0.0
33,0,285.2550964355469,285.2550964355469,STANDARD,1644.545166015625,0.1009347140789032,4,2018-09-12,50,10,R_A4,0.0
34,0,285.0924377441406,285.0924377441406,STANDARD,1640.796142578125,0.11694146692752838,4,2018-09-12,50,11,R_A4,0.0
35,0,284.9077453613281,284.9077453613281,STANDARD,1636.36376953125,0.13634154200553894,4,2018-09-12,50,12,R_A4,0.0
35,0,285.1878967285156,285.1878967285156,STANDARD,1643.0712890625,0.18959826231002808,4,2018-09-12,49,13,R_A4,0.0
35,0,285.31640625,285.31640625,STANDARD,1644.983154296875,0.18170557916164398,5,2018-09-12,49,14,R_A4,0.0
36,0,289.76373291015625,289.76373291015625,STANDARD,1639.810791015625,0.05639374256134033,27,2018-09-12,49,15,R_A4,0.0
36,0,290.199951171875,290.199951171875,STANDARD,1645.01708984375,0.060216132551431656,27,2018-09-12,48,16,R_A4,0.0
37,0,290.2154235839844,290.2154235839844,STANDARD,1646.35009765625,0.10960427671670914,27,2018-09-12,48,17,R_A4,0.0
38,0,290.30133056640625,290.30133056640625,STANDARD,1648.2197265625,0.06737179309129715,27,2018-09-12,48,18,R_A4,0.0
38,0,290.9746398925781,290.9746398925781,STANDARD,1657.9046630859375,0.0730040967464447,27,2018-09-12,47,19,R_A4,0.0
17,0,272.6356506347656,272.6356506347656,STANDARD,1696.0465087890625,1.0,1,2018-11-07,42,1,R_A6,1.1453686577737182e-13
17,0,273.0907287597656,273.0907287597656,STANDARD,1697.6065673828125,1.0,2,2018-11-07,42,2,R_A6,3.383665278407211e-16
17,0,273.2052307128906,273.2052307128906,STANDARD,1699.16650390625,1.0,3,2018-11-07,42,3,R_A6,2.7601931779930864e-16
17,0,273.26861572265625,273.26861572265625,STANDARD,1700.726318359375,1.0,4,2018-11-07,42,4,R_A6,3.2542757017581963e-16
17,0,273.330810546875,273.330810546875,STANDARD,1702.2862548828125,1.0,5,2018-11-07,42,5,R_A6,4.587510325296793e-16
17,0,273.14349365234375,273.14349365234375,STANDARD,1703.84619140625,1.0,6,2018-11-07,42,6,R_A6,1.842914994329599e-14
17,0,273.2897644042969,273.2897644042969,STANDARD,1705.4061279296875,1.0,7,2018-11-07,42,7,R_A6,2.6178032655542298e-14
17,0,273.7044677734375,273.7044677734375,STANDARD,1706.966064453125,1.0,8,2018-11-07,42,8,R_A6,1.1025210599148916e-15
17,0,273.6914978027344,273.6914978027344,STANDARD,1708.5260009765625,1.0,9,2018-11-07,42,9,R_A6,9.487351344399401e-16
17,0,273.14794921875,273.14794921875,STANDARD,1710.0859375,1.0,10,2018-11-07,42,10,R_A6,1.0228735989725041e-13
17,0,287.08062744140625,287.08062744140625,STANDARD,1712.0645751953125,1.0,11,2018-11-07,42,11,R_A6,1.8287793379289047e-16
17,0,287.30755615234375,287.30755615234375,STANDARD,1714.4619140625,1.0,12,2018-11-07,42,12,R_A6,3.2719347505216724e-16
17,0,287.5465393066406,287.5465393066406,STANDARD,1716.8592529296875,1.0,13,2018-11-07,42,13,R_A6,3.305280386247155e-17
