ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4827320,788894,504352,351710,49520768
Valysar,CentralSouth,69821254,12484116,9368845,6533365,919897814
Valysar,CentralNorth,39652850,6856013,5038202,3513391,494685453
Valysar,NorthHorst,5435896,789526,428876,263437,51607365
Valysar,CentralRamp,13481171,1957023,1331134,928266,130699895
Valysar,CentralHorst,87072718,14629882,11352373,7916578,1114654209
Valysar,EastLowland,1892263,281720,155426,108386,15260782
Therys,WestLowland,1949394,364773,170801,119108,16770421
Therys,CentralSouth,18123200,4281402,2662514,1856704,261423993
Therys,CentralNorth,21432544,3960539,2314120,1613752,227216221
Therys,NorthHorst,8075480,1156802,457479,281007,55049252
Therys,CentralRamp,6606917,1513799,1175367,819642,115405660
Therys,CentralHorst,30876280,7667973,6015283,4194758,590622000
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,189107,33846,19919,13890,1955776
Volon,CentralSouth,34628530,6321198,4776392,3330818,468979138
Volon,CentralNorth,7307602,929668,452851,315796,44464034
Volon,NorthHorst,5710605,957579,689946,423800,83022363
Volon,CentralRamp,12354388,2260347,1827971,1274736,179482792
Volon,CentralHorst,83279377,14886361,11833339,8251980,1161878768
Volon,EastLowland,0,0,0,0,0
