ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,11809421,2406576,1760525,1227702,172860501
Valysar,CentralSouth,61085593,11616374,8913434,6215784,875182384
Valysar,CentralNorth,34731622,5386022,3809914,2656844,374083666
Valysar,NorthHorst,4248569,725888,441839,271400,53167176
Valysar,CentralRamp,14093451,2301684,1586718,1106498,155794897
Valysar,CentralHorst,84992168,11803137,8291895,5782354,814155447
Valysar,EastLowland,647514,92982,36125,25192,3546995
Therys,WestLowland,4258695,662111,329095,229494,32312797
Therys,CentralSouth,12634481,2674635,1692833,1180497,166214029
Therys,CentralNorth,19420248,3728779,2163907,1509000,212467267
Therys,NorthHorst,5187187,790824,339482,208527,40850477
Therys,CentralRamp,6586032,1614776,1203771,839449,118194491
Therys,CentralHorst,26728505,7071954,5463017,3809635,536396667
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,866745,125668,76810,53564,7541771
Volon,CentralSouth,25598686,4393999,3064132,2136773,300857650
Volon,CentralNorth,5898443,848044,476279,332133,46764318
Volon,NorthHorst,2566823,492892,374951,230314,45118546
Volon,CentralRamp,9198985,1580833,1159144,808329,113812762
Volon,CentralHorst,80008204,14002120,10943150,7631207,1074473923
Volon,EastLowland,0,0,0,0,0
