Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:56:12
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       258444013.00         45432318.87         36055786.94         22676595.18
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  258444013.00         45432318.87         36055786.94         22676595.18
MidReek    1                       207834501.66         40328943.36         32622150.43         20517075.40
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  207834501.66         40328943.36         32622150.43         20517075.40
LowerReek  1                       122710165.06         25813721.90         21319439.66         13408452.39
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  122710165.06         25813721.90         21319439.66         13408452.39
Totals     1                       588988679.73        111574984.13         89997377.03         56602122.98
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  588988679.73        111574984.13         89997377.03         56602122.98
