SW,KRW,KROW,PCOW,SATNUM,KEYWORD,SG,KRG,KROG,PCOG
0.0205601,0.0,1.0,9.95715,1,SWOF,,,,
0.0305601,0.0,0.9497181,4.1634181,1,SWOF,,,,
0.0405601,0.0001376,0.9001,2.2334317,1,SWOF,,,,
0.0605601,0.0010263,0.804476,0.9246556,1,SWOF,,,,
0.0805601,0.0026717,0.7149062,0.4935447,1,SWOF,,,,
0.1005601,0.0050821,0.6319987,0.3030079,1,SWOF,,,,
0.1205601,0.0082904,0.5559764,0.2033024,1,SWOF,,,,
0.1405601,0.012341,0.4867973,0.1450421,1,SWOF,,,,
0.1605601,0.0172855,0.4242525,0.10824,1,SWOF,,,,
0.1805601,0.023181,0.3680316,0.0836031,1,SWOF,,,,
0.2005601,0.0300887,0.317768,0.0663518,1,SWOF,,,,
0.2205601,0.0380735,0.273066,0.0538308,1,SWOF,,,,
0.2405601,0.047203,0.2335179,0.0444732,1,SWOF,,,,
0.2605601,0.0575465,0.1987135,0.0373072,1,SWOF,,,,
0.2805601,0.0691747,0.1682469,0.0317054,1,SWOF,,,,
0.3005601,0.0821584,0.1417203,0.0272484,1,SWOF,,,,
0.3205601,0.0965674,0.1187484,0.0236477,1,SWOF,,,,
0.3405601,0.1124694,0.098962,0.0206997,1,SWOF,,,,
0.3605601,0.1299283,0.0820108,0.0182574,1,SWOF,,,,
0.3805601,0.1490027,0.0675668,0.0162129,1,SWOF,,,,
0.4005601,0.169744,0.0553256,0.0144851,1,SWOF,,,,
0.4205601,0.1921943,0.045008,0.0130127,1,SWOF,,,,
0.4405601,0.2163842,0.0363604,0.0117484,1,SWOF,,,,
0.4605601,0.2423306,0.0291546,0.0106552,1,SWOF,,,,
0.4805601,0.2700341,0.0231911,0.0097039,1,SWOF,,,,
0.5005601,0.2994993,0.0183004,0.0088713,1,SWOF,,,,
0.5205601,0.3306685,0.0143019,0.0081387,1,SWOF,,,,
0.5405601,0.3634773,0.0110573,0.0074909,1,SWOF,,,,
0.5605601,0.3978368,0.0084463,0.0069155,1,SWOF,,,,
0.5805601,0.4336302,0.0063645,0.0064022,1,SWOF,,,,
0.6005601,0.4707112,0.0047221,0.0059425,1,SWOF,,,,
0.6205601,0.508903,0.0034417,0.0055293,1,SWOF,,,,
0.6405601,0.5479976,0.0024574,0.0051565,1,SWOF,,,,
0.6605601,0.5877548,0.0017127,0.0048193,1,SWOF,,,,
0.6805601,0.6279029,0.00116,0.0045132,1,SWOF,,,,
0.7005601,0.6681383,0.000759,0.0042346,1,SWOF,,,,
0.7205601,0.7081254,0.0004761,0.0039803,1,SWOF,,,,
0.7405601,0.7474964,0.0002832,0.0037476,1,SWOF,,,,
0.7605601,0.7858492,0.0001574,0.0035343,1,SWOF,,,,
0.7805601,0.8227428,7.99e-05,0.0033381,1,SWOF,,,,
0.8005601,0.8576873,3.57e-05,0.0031574,1,SWOF,,,,
0.8205601,0.89012,1.32e-05,0.0029905,1,SWOF,,,,
0.8405601,0.9193486,3.6e-06,0.0028362,1,SWOF,,,,
0.8605601,0.9443768,5e-07,0.0026932,1,SWOF,,,,
0.8805601,0.9631452,0.0,0.0025605,1,SWOF,,,,
0.8880244,0.9684439,0.0,0.0025144,1,SWOF,,,,
0.9005601,0.9719766,0.0,0.002437,1,SWOF,,,,
0.9205601,0.9776129,0.0,0.0023221,1,SWOF,,,,
0.9405601,0.9832491,0.0,0.0022148,1,SWOF,,,,
0.9605601,0.9888854,0.0,0.0021146,1,SWOF,,,,
0.9805601,0.9945216,0.0,0.0020209,1,SWOF,,,,
1.0,1.0,0.0,0.0019355,1,SWOF,,,,
,,,,1,SGOF,0.0,0.0,1.0,0.0
,,,,1,SGOF,0.05,0.0,0.9035763,0.0
,,,,1,SGOF,0.07,6.27e-05,0.8590824,0.0
,,,,1,SGOF,0.09,0.0003432,0.8119103,0.0
,,,,1,SGOF,0.11,0.0009406,0.762589,0.0
,,,,1,SGOF,0.13,0.0019421,0.7117128,0.0
,,,,1,SGOF,0.15,0.0034332,0.6599223,0.0
,,,,1,SGOF,0.17,0.0055009,0.6078777,0.0
,,,,1,SGOF,0.19,0.0082355,0.5562294,0.0
,,,,1,SGOF,0.21,0.011731,0.5055906,0.0
,,,,1,SGOF,0.23,0.0160856,0.4565138,0.0
,,,,1,SGOF,0.25,0.0214019,0.4094733,0.0
,,,,1,SGOF,0.27,0.0277862,0.3648553,0.0
,,,,1,SGOF,0.29,0.0353487,0.3229536,0.0
,,,,1,SGOF,0.31,0.0442022,0.2839722,0.0
,,,,1,SGOF,0.33,0.0544613,0.2480314,0.0
,,,,1,SGOF,0.35,0.0662408,0.215177,0.0
,,,,1,SGOF,0.37,0.0796543,0.1853911,0.0
,,,,1,SGOF,0.39,0.094812,0.1586027,0.0
,,,,1,SGOF,0.41,0.1118183,0.1346986,0.0
,,,,1,SGOF,0.43,0.1307688,0.1135332,0.0
,,,,1,SGOF,0.45,0.1517479,0.0949373,0.0
,,,,1,SGOF,0.47,0.1748246,0.078726,0.0
,,,,1,SGOF,0.49,0.2000498,0.0647049,0.0
,,,,1,SGOF,0.51,0.2274519,0.0526767,0.0
,,,,1,SGOF,0.53,0.2570342,0.0424448,0.0
,,,,1,SGOF,0.55,0.2887705,0.0338179,0.0
,,,,1,SGOF,0.57,0.3226027,0.0266125,0.0
,,,,1,SGOF,0.59,0.3584383,0.0206552,0.0
,,,,1,SGOF,0.61,0.3961481,0.015784,0.0
,,,,1,SGOF,0.63,0.4355654,0.0118496,0.0
,,,,1,SGOF,0.65,0.4764859,0.0087155,0.0
,,,,1,SGOF,0.67,0.5186688,0.0062581,0.0
,,,,1,SGOF,0.69,0.5618387,0.0043667,0.0
,,,,1,SGOF,0.71,0.6056884,0.0029425,0.0
,,,,1,SGOF,0.73,0.6498831,0.0018986,0.0
,,,,1,SGOF,0.75,0.6940646,0.0011588,0.0
,,,,1,SGOF,0.77,0.737855,0.0006567,0.0
,,,,1,SGOF,0.79,0.7808591,0.0003355,0.0
,,,,1,SGOF,0.81,0.8226617,0.0001466,0.0
,,,,1,SGOF,0.83,0.8628123,4.93e-05,0.0
