DATE,WELL,CONBPRES,SGAS,PRESSURE,SWAT,CONJPOS,DEPTH,WELLMODEL,DRAWDOWN,CONIPOS,CONIDX,CONKPOS
2018-01-01,R_A2,300.8517150878906,0.0,300.8517150878906,0.056100863963365555,30,1642.76611328125,STANDARD,0,22,1,1
2018-01-01,R_A2,300.96832275390625,0.0,300.96832275390625,0.05809808522462845,30,1644.5050048828125,STANDARD,0,22,2,2
2018-01-01,R_A2,301.0849304199219,0.0,301.0849304199219,0.06072546914219856,30,1646.243896484375,STANDARD,0,22,3,3
2018-01-01,R_A2,301.2015380859375,0.0,301.2015380859375,0.06444337218999863,30,1647.982666015625,STANDARD,0,22,4,4
2018-01-01,R_A2,301.3181457519531,0.0,301.3181457519531,0.06918016076087952,30,1649.721435546875,STANDARD,0,22,5,5
2018-01-01,R_A2,301.43475341796875,0.0,301.43475341796875,0.3118347227573395,30,1651.4603271484375,STANDARD,0,22,6,6
2018-01-01,R_A2,301.5513610839844,0.0,301.5513610839844,0.8964719176292419,30,1653.1990966796875,STANDARD,0,22,7,7
2018-01-01,R_A2,301.66796875,0.0,301.66796875,0.8710494637489319,30,1654.9378662109375,STANDARD,0,22,8,8
2018-01-01,R_A2,301.78460693359375,0.0,301.78460693359375,0.8945926427841187,30,1656.6767578125,STANDARD,0,22,9,9
2018-01-01,R_A2,301.9012451171875,0.0,301.9012451171875,0.9009155631065369,30,1658.41552734375,STANDARD,0,22,10,10
2018-01-01,R_A2,302.0267333984375,0.0,302.0267333984375,0.07454263418912888,30,1660.2864990234375,STANDARD,0,22,11,11
2018-01-01,R_A2,302.1611022949219,0.0,302.1611022949219,0.12097412347793579,30,1662.289794921875,STANDARD,0,22,12,12
2018-01-01,R_A2,302.29547119140625,0.0,302.29547119140625,0.4480441212654114,30,1664.29296875,STANDARD,0,22,13,13
2018-01-01,R_A2,302.4298400878906,0.0,302.4298400878906,0.49225303530693054,30,1666.2962646484375,STANDARD,0,22,14,14
2018-01-01,R_A2,302.5642395019531,0.0,302.5642395019531,0.6368889808654785,30,1668.2994384765625,STANDARD,0,22,15,15
2018-01-01,R_A2,302.6986083984375,0.0,302.6986083984375,0.9592663645744324,30,1670.302734375,STANDARD,0,22,16,16
2018-01-01,R_A2,302.8330078125,0.0,302.8330078125,0.9348626136779785,30,1672.305908203125,STANDARD,0,22,17,17
2018-01-01,R_A2,302.9521179199219,0.0,302.9521179199219,0.9802957773208618,30,1674.0811767578125,STANDARD,0,22,18,18
2018-01-01,R_A2,303.06890869140625,0.0,303.06890869140625,0.2456488311290741,30,1675.8221435546875,STANDARD,0,22,19,28
2018-01-01,R_A2,303.18597412109375,0.0,303.18597412109375,0.3019770383834839,29,1677.5670166015625,STANDARD,0,22,20,28
2018-01-01,R_A2,303.306884765625,0.0,303.306884765625,0.8178368806838989,29,1679.3687744140625,STANDARD,0,22,21,29
2018-01-01,R_A2,303.7844543457031,0.0,303.7844543457031,1.0,29,1681.17041015625,STANDARD,0,22,22,30
2018-01-01,R_A2,303.9552001953125,0.0,303.9552001953125,1.0,29,1682.97216796875,STANDARD,0,22,23,31
2018-01-01,R_A2,304.12591552734375,0.0,304.12591552734375,1.0,29,1684.77392578125,STANDARD,0,22,24,32
2018-01-01,R_A3,298.5879821777344,0.0,298.5879821777344,0.6481541991233826,41,1608.9970703125,STANDARD,0,28,1,1
2018-01-01,R_A3,298.7254943847656,0.0,298.7254943847656,0.1508450210094452,41,1611.04931640625,STANDARD,0,28,2,2
2018-01-01,R_A3,298.863037109375,0.0,298.863037109375,0.11823459714651108,41,1613.1014404296875,STANDARD,0,28,3,3
2018-01-01,R_A3,299.0005798339844,0.0,299.0005798339844,0.3191308081150055,41,1615.153564453125,STANDARD,0,28,4,4
2018-01-01,R_A3,299.13812255859375,0.0,299.13812255859375,0.6481541991233826,41,1617.2056884765625,STANDARD,0,28,5,5
2018-01-01,R_A3,298.60870361328125,0.0,298.60870361328125,0.22697927057743073,41,1609.306396484375,STANDARD,0,29,6,6
2018-01-01,R_A3,298.7465515136719,0.0,298.7465515136719,0.19507168233394623,41,1611.36328125,STANDARD,0,29,7,7
2018-01-01,R_A3,298.8843994140625,0.0,298.8843994140625,0.1976093351840973,41,1613.420166015625,STANDARD,0,29,8,8
2018-01-01,R_A3,299.0222473144531,0.0,299.0222473144531,0.6481541991233826,41,1615.47705078125,STANDARD,0,29,9,9
