DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2003-02-01,7528860672.0,0.0,0.0,1388364800.0,1361556352.0,40917712.0,0.0,0.0,7545461.0,7545461.0,7397190.0,0.0,349225184.0,3308434.5,3537734.5,3.003422260284424
