ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,16107609,2452824,1185997,827055,116449345,0,0,0,0,0
Valysar,CentralSouth,74530126,13071966,9526230,6643117,935350938,0,0,0,0,0
Valysar,CentralNorth,38327418,6784828,4967282,3463935,487722001,0,0,0,0,0
Valysar,NorthHorst,3715167,485198,229370,140891,27600530,25098736,2659876,1478623,343865793,52611
Valysar,CentralRamp,13642198,2017016,1331883,928789,130773478,0,0,0,0,0
Valysar,CentralHorst,84510883,13495511,9968618,6951616,978787613,0,0,0,0,0
Valysar,EastLowland,3406414,531553,272123,189765,26718873,0,0,0,0,0
Therys,WestLowland,3560607,590215,275741,192288,27074113,0,0,0,0,0
Therys,CentralSouth,18263497,4296873,2903993,2025100,285134020,0,0,0,0,0
Therys,CentralNorth,23853596,4781786,2896475,2019857,284395887,0,0,0,0,0
Therys,NorthHorst,4803922,729848,299380,183894,36024862,19515315,2927607,1795083,417461222,63872
Therys,CentralRamp,6708890,1541554,1212837,845772,119084659,0,0,0,0,0
Therys,CentralHorst,28298310,7040879,5489140,3827852,538961561,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,631825,98923,68711,47916,6746517,0,0,0,0,0
Volon,CentralSouth,38696960,7061451,5378645,3750799,528112447,0,0,0,0,0
Volon,CentralNorth,9929551,1474824,898625,626656,88233233,0,0,0,0,0
Volon,NorthHorst,2584920,500470,373616,229494,44957786,5841668,1158099,1014664,235968384,36103
Volon,CentralRamp,13460122,2443073,1889387,1317564,185512995,0,0,0,0,0
Volon,CentralHorst,79069691,13488676,10621066,7406601,1042849493,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
