SWAT,CONBPRES,CONKPOS,SGAS,CONIPOS,DEPTH,CONIDX,WELLMODEL,PRESSURE,CONJPOS,DRAWDOWN,DATE,WELL
0.10285691171884537,300.6670837402344,1,0.0,22,1639.6990966796875,1,STANDARD,300.6670837402344,30,0,2018-01-01,R_A2
0.055467892438173294,300.78253173828125,2,0.0,22,1641.421142578125,2,STANDARD,300.78253173828125,30,0,2018-01-01,R_A2
0.05708087608218193,300.89801025390625,3,0.0,22,1643.14306640625,3,STANDARD,300.89801025390625,30,0,2018-01-01,R_A2
0.06281972676515579,301.01348876953125,4,0.0,22,1644.864990234375,4,STANDARD,301.01348876953125,30,0,2018-01-01,R_A2
0.06529941409826279,301.1289367675781,5,0.0,22,1646.5869140625,5,STANDARD,301.1289367675781,30,0,2018-01-01,R_A2
0.309510201215744,301.2444152832031,6,0.0,22,1648.3089599609375,6,STANDARD,301.2444152832031,30,0,2018-01-01,R_A2
0.6619277000427246,301.3598937988281,7,0.0,22,1650.0308837890625,7,STANDARD,301.3598937988281,30,0,2018-01-01,R_A2
0.8524614572525024,301.47540283203125,8,0.0,22,1651.7529296875,8,STANDARD,301.47540283203125,30,0,2018-01-01,R_A2
0.8759671449661255,301.59088134765625,9,0.0,22,1653.474853515625,9,STANDARD,301.59088134765625,30,0,2018-01-01,R_A2
0.8834039568901062,301.70635986328125,10,0.0,22,1655.1968994140625,10,STANDARD,301.70635986328125,30,0,2018-01-01,R_A2
0.06806369125843048,301.8332824707031,11,0.0,22,1657.0892333984375,11,STANDARD,301.8332824707031,30,0,2018-01-01,R_A2
0.06651435792446136,301.9716491699219,12,0.0,22,1659.152099609375,12,STANDARD,301.9716491699219,30,0,2018-01-01,R_A2
0.4355723559856415,302.1100158691406,13,0.0,22,1661.21484375,13,STANDARD,302.1100158691406,30,0,2018-01-01,R_A2
0.4772339165210724,302.2483825683594,14,0.0,22,1663.2777099609375,14,STANDARD,302.2483825683594,30,0,2018-01-01,R_A2
0.9023118019104004,302.3867492675781,15,0.0,22,1665.3404541015625,15,STANDARD,302.3867492675781,30,0,2018-01-01,R_A2
0.9397525787353516,302.6776428222656,15,0.0,22,1669.676513671875,16,STANDARD,302.6776428222656,29,0,2018-01-01,R_A2
0.9596582055091858,302.8184814453125,16,0.0,22,1671.7762451171875,17,STANDARD,302.8184814453125,29,0,2018-01-01,R_A2
0.9442234039306641,302.9593811035156,17,0.0,22,1673.8759765625,18,STANDARD,302.9593811035156,29,0,2018-01-01,R_A2
0.971191942691803,303.0777282714844,18,0.0,22,1675.64013671875,19,STANDARD,303.0777282714844,29,0,2018-01-01,R_A2
1.0,303.1847229003906,26,0.0,22,1677.235107421875,20,STANDARD,303.1847229003906,29,0,2018-01-01,R_A2
1.0,303.30291748046875,27,0.0,22,1678.996337890625,21,STANDARD,303.30291748046875,29,0,2018-01-01,R_A2
1.0,303.7453308105469,28,0.0,22,1680.7574462890625,22,STANDARD,303.7453308105469,29,0,2018-01-01,R_A2
1.0,303.9122314453125,29,0.0,22,1682.5186767578125,23,STANDARD,303.9122314453125,29,0,2018-01-01,R_A2
1.0,304.0791320800781,30,0.0,22,1684.2799072265625,24,STANDARD,304.0791320800781,29,0,2018-01-01,R_A2
0.6481541991233826,298.62603759765625,1,0.0,28,1609.251953125,1,STANDARD,298.62603759765625,41,0,2018-01-01,R_A3
0.14854474365711212,298.7578430175781,2,0.0,28,1611.2186279296875,2,STANDARD,298.7578430175781,41,0,2018-01-01,R_A3
0.16622596979141235,298.1824035644531,2,0.0,29,1602.6318359375,3,STANDARD,298.1824035644531,41,0,2018-01-01,R_A3
0.11823459714651108,298.32080078125,3,0.0,29,1604.697265625,4,STANDARD,298.32080078125,41,0,2018-01-01,R_A3
0.13591597974300385,298.459228515625,4,0.0,29,1606.762939453125,5,STANDARD,298.459228515625,41,0,2018-01-01,R_A3
0.8133702874183655,298.59765625,5,0.0,29,1608.82861328125,6,STANDARD,298.59765625,41,0,2018-01-01,R_A3
0.274970144033432,298.7361145019531,6,0.0,29,1610.8941650390625,7,STANDARD,298.7361145019531,41,0,2018-01-01,R_A3
0.19292885065078735,298.8745422363281,7,0.0,29,1612.959716796875,8,STANDARD,298.8745422363281,41,0,2018-01-01,R_A3
0.19662533700466156,299.0129699707031,8,0.0,29,1615.025390625,9,STANDARD,299.0129699707031,41,0,2018-01-01,R_A3
0.7961448431015015,299.15142822265625,9,0.0,29,1617.0909423828125,10,STANDARD,299.15142822265625,41,0,2018-01-01,R_A3
0.798704206943512,299.2898864746094,10,0.0,29,1619.156494140625,11,STANDARD,299.2898864746094,41,0,2018-01-01,R_A3
0.04658299311995506,299.4375915527344,11,0.0,29,1621.35986328125,12,STANDARD,299.4375915527344,41,0,2018-01-01,R_A3
0.05497961863875389,299.5945129394531,12,0.0,29,1623.7010498046875,13,STANDARD,299.5945129394531,41,0,2018-01-01,R_A3
0.36648112535476685,299.7514343261719,13,0.0,29,1626.0421142578125,14,STANDARD,299.7514343261719,41,0,2018-01-01,R_A3
0.053337208926677704,299.90838623046875,14,0.0,29,1628.38330078125,15,STANDARD,299.90838623046875,41,0,2018-01-01,R_A3
0.601466715335846,300.0653381347656,15,0.0,29,1630.724365234375,16,STANDARD,300.0653381347656,41,0,2018-01-01,R_A3
0.8013671636581421,300.1784362792969,16,0.0,29,1632.4110107421875,17,STANDARD,300.1784362792969,41,0,2018-01-01,R_A3
1.0,300.3304138183594,26,0.0,29,1634.67822265625,18,STANDARD,300.3304138183594,41,0,2018-01-01,R_A3
0.042684510350227356,300.56524658203125,27,0.0,29,1638.1802978515625,19,STANDARD,300.56524658203125,41,0,2018-01-01,R_A3
0.052438169717788696,300.800048828125,28,0.0,29,1641.682373046875,20,STANDARD,300.800048828125,41,0,2018-01-01,R_A3
0.6481541991233826,301.034912109375,29,0.0,29,1645.1845703125,21,STANDARD,301.034912109375,41,0,2018-01-01,R_A3
0.09951844811439514,301.2697448730469,30,0.0,29,1648.6865234375,22,STANDARD,301.2697448730469,41,0,2018-01-01,R_A3
0.0495462603867054,300.07171630859375,1,0.0,30,1630.819580078125,1,STANDARD,300.07171630859375,52,0,2018-01-01,R_A4
0.04677236080169678,299.68646240234375,1,0.0,31,1625.0728759765625,2,STANDARD,299.68646240234375,52,0,2018-01-01,R_A4
0.08018441498279572,299.8248596191406,2,0.0,31,1627.1370849609375,3,STANDARD,299.8248596191406,52,0,2018-01-01,R_A4
0.17350849509239197,299.9632263183594,3,0.0,31,1629.2012939453125,4,STANDARD,299.9632263183594,52,0,2018-01-01,R_A4
0.0515938438475132,300.10162353515625,4,0.0,31,1631.265625,5,STANDARD,300.10162353515625,52,0,2018-01-01,R_A4
0.053531795740127563,300.2400207519531,5,0.0,31,1633.329833984375,6,STANDARD,300.2400207519531,52,0,2018-01-01,R_A4
0.05410277098417282,300.37841796875,6,0.0,31,1635.39404296875,7,STANDARD,300.37841796875,52,0,2018-01-01,R_A4
0.05432106927037239,300.24163818359375,6,0.0,32,1633.353759765625,8,STANDARD,300.24163818359375,52,0,2018-01-01,R_A4
0.10052201896905899,300.3226623535156,6,0.0,32,1634.5625,9,STANDARD,300.3226623535156,51,0,2018-01-01,R_A4
0.16310930252075195,300.5907897949219,6,0.0,33,1638.5614013671875,10,STANDARD,300.5907897949219,51,0,2018-01-01,R_A4
0.05721096321940422,300.4693603515625,5,0.0,33,1636.7503662109375,11,STANDARD,300.4693603515625,51,0,2018-01-01,R_A4
0.1490737795829773,300.6645202636719,5,0.0,33,1639.660888671875,12,STANDARD,300.6645202636719,50,0,2018-01-01,R_A4
0.06337928771972656,300.7949523925781,5,0.0,34,1641.6063232421875,13,STANDARD,300.7949523925781,50,0,2018-01-01,R_A4
0.09895136207342148,300.6692199707031,4,0.0,34,1639.7310791015625,14,STANDARD,300.6692199707031,50,0,2018-01-01,R_A4
0.16671177744865417,300.8587341308594,4,0.0,35,1642.557373046875,15,STANDARD,300.8587341308594,50,0,2018-01-01,R_A4
0.2263920158147812,300.73699951171875,3,0.0,35,1640.7420654296875,16,STANDARD,300.73699951171875,50,0,2018-01-01,R_A4
0.22710077464580536,300.61529541015625,2,0.0,35,1638.9267578125,17,STANDARD,300.61529541015625,50,0,2018-01-01,R_A4
0.23287560045719147,300.8418884277344,2,0.0,35,1642.3062744140625,18,STANDARD,300.8418884277344,49,0,2018-01-01,R_A4
0.22280865907669067,300.7230529785156,1,0.0,35,1640.533935546875,19,STANDARD,300.7230529785156,49,0,2018-01-01,R_A4
0.0543249286711216,300.97955322265625,29,0.0,36,1644.359375,20,STANDARD,300.97955322265625,49,0,2018-01-01,R_A4
0.05343611165881157,300.8804016113281,29,0.0,36,1642.88037109375,21,STANDARD,300.8804016113281,48,0,2018-01-01,R_A4
0.05914481729269028,301.39447021484375,29,0.0,37,1650.5462646484375,22,STANDARD,301.39447021484375,48,0,2018-01-01,R_A4
0.12358831614255905,301.01324462890625,28,0.0,37,1644.86181640625,23,STANDARD,301.01324462890625,48,0,2018-01-01,R_A4
0.6481541991233826,301.23602294921875,28,0.0,38,1648.1837158203125,24,STANDARD,301.23602294921875,48,0,2018-01-01,R_A4
0.3302655518054962,301.77325439453125,28,0.0,38,1656.194091796875,25,STANDARD,301.77325439453125,47,0,2018-01-01,R_A4
0.15913690626621246,302.145263671875,29,0.0,38,1661.740234375,26,STANDARD,302.145263671875,47,0,2018-01-01,R_A4
1.0,303.8489990234375,1,0.0,31,1685.0784912109375,1,STANDARD,303.8489990234375,20,0,2018-01-01,R_A5
1.0,304.047607421875,2,0.0,31,1687.17431640625,2,STANDARD,304.047607421875,20,0,2018-01-01,R_A5
1.0,304.2462158203125,3,0.0,31,1689.27001953125,3,STANDARD,304.2462158203125,20,0,2018-01-01,R_A5
1.0,304.44482421875,4,0.0,31,1691.3658447265625,4,STANDARD,304.44482421875,20,0,2018-01-01,R_A5
1.0,304.6434326171875,5,0.0,31,1693.461669921875,5,STANDARD,304.6434326171875,20,0,2018-01-01,R_A5
1.0,304.842041015625,6,0.0,31,1695.5576171875,6,STANDARD,304.842041015625,20,0,2018-01-01,R_A5
1.0,305.3464660644531,7,0.0,31,1697.6534423828125,7,STANDARD,305.3464660644531,20,0,2018-01-01,R_A5
1.0,305.0267639160156,8,0.0,31,1694.280029296875,8,STANDARD,305.0267639160156,21,0,2018-01-01,R_A5
1.0,305.365478515625,11,0.0,31,1701.0794677734375,9,STANDARD,305.365478515625,21,0,2018-01-01,R_A5
1.0,305.5604248046875,12,0.0,31,1703.1365966796875,10,STANDARD,305.5604248046875,21,0,2018-01-01,R_A5
1.0,305.767333984375,13,0.0,31,1705.1937255859375,11,STANDARD,305.767333984375,21,0,2018-01-01,R_A5
1.0,305.9623107910156,14,0.0,31,1707.2508544921875,12,STANDARD,305.9623107910156,21,0,2018-01-01,R_A5
1.0,306.1572570800781,15,0.0,31,1709.30810546875,13,STANDARD,306.1572570800781,21,0,2018-01-01,R_A5
1.0,306.49725341796875,16,0.0,31,1711.365234375,14,STANDARD,306.49725341796875,21,0,2018-01-01,R_A5
1.0,306.6910095214844,17,0.0,31,1713.409912109375,15,STANDARD,306.6910095214844,21,0,2018-01-01,R_A5
1.0,306.8161315917969,18,0.0,31,1714.72998046875,16,STANDARD,306.8161315917969,21,0,2018-01-01,R_A5
1.0,306.8124084472656,26,0.0,31,1716.3485107421875,17,STANDARD,306.8124084472656,21,0,2018-01-01,R_A5
1.0,307.02532958984375,27,0.0,31,1718.5948486328125,18,STANDARD,307.02532958984375,21,0,2018-01-01,R_A5
1.0,307.54400634765625,28,0.0,31,1720.8411865234375,19,STANDARD,307.54400634765625,21,0,2018-01-01,R_A5
1.0,307.75689697265625,29,0.0,31,1723.0875244140625,20,STANDARD,307.75689697265625,21,0,2018-01-01,R_A5
1.0,307.9698181152344,30,0.0,31,1725.3338623046875,21,STANDARD,307.9698181152344,21,0,2018-01-01,R_A5
1.0,305.0008850097656,1,0.0,17,1694.0068359375,1,STANDARD,305.0008850097656,42,0,2018-01-01,R_A6
1.0,305.14593505859375,2,0.0,17,1695.537353515625,2,STANDARD,305.14593505859375,42,0,2018-01-01,R_A6
1.0,305.29095458984375,3,0.0,17,1697.06787109375,3,STANDARD,305.29095458984375,42,0,2018-01-01,R_A6
1.0,305.4360046386719,4,0.0,17,1698.598388671875,4,STANDARD,305.4360046386719,42,0,2018-01-01,R_A6
