SWAT,CONBPRES,CONKPOS,SGAS,CONIPOS,DEPTH,CONIDX,WELLMODEL,PRESSURE,CONJPOS,DRAWDOWN,DATE,WELL
1.0,305.5810546875,5,0.0,17,1700.12890625,5,STANDARD,305.5810546875,42,0,2018-01-01,R_A6
1.0,305.72607421875,6,0.0,17,1701.6593017578125,6,STANDARD,305.72607421875,42,0,2018-01-01,R_A6
1.0,305.57208251953125,7,0.0,17,1703.1898193359375,7,STANDARD,305.57208251953125,42,0,2018-01-01,R_A6
1.0,305.7171325683594,8,0.0,17,1704.7203369140625,8,STANDARD,305.7171325683594,42,0,2018-01-01,R_A6
1.0,306.1612243652344,9,0.0,17,1706.250732421875,9,STANDARD,306.1612243652344,42,0,2018-01-01,R_A6
1.0,306.00048828125,10,0.0,17,1707.78125,10,STANDARD,306.00048828125,42,0,2018-01-01,R_A6
1.0,306.1825256347656,11,0.0,17,1709.7008056640625,11,STANDARD,306.1825256347656,42,0,2018-01-01,R_A6
1.0,306.40130615234375,12,0.0,17,1712.00927734375,12,STANDARD,306.40130615234375,42,0,2018-01-01,R_A6
1.0,306.6320495605469,13,0.0,17,1714.31787109375,13,STANDARD,306.6320495605469,42,0,2018-01-01,R_A6
1.0,306.8508605957031,14,0.0,17,1716.62646484375,14,STANDARD,306.8508605957031,42,0,2018-01-01,R_A6
1.0,307.06964111328125,15,0.0,17,1718.9349365234375,15,STANDARD,307.06964111328125,42,0,2018-01-01,R_A6
1.0,307.4334411621094,16,0.0,17,1721.243408203125,16,STANDARD,307.4334411621094,42,0,2018-01-01,R_A6
1.0,307.6522216796875,17,0.0,17,1723.552001953125,17,STANDARD,307.6522216796875,42,0,2018-01-01,R_A6
1.0,307.7908935546875,18,0.0,17,1725.014892578125,18,STANDARD,307.7908935546875,42,0,2018-01-01,R_A6
1.0,307.7439270019531,26,0.0,17,1726.1768798828125,19,STANDARD,307.7439270019531,42,0,2018-01-01,R_A6
1.0,308.2115173339844,27,0.0,17,1727.884033203125,20,STANDARD,308.2115173339844,42,0,2018-01-01,R_A6
1.0,308.373291015625,28,0.0,17,1729.591064453125,21,STANDARD,308.373291015625,42,0,2018-01-01,R_A6
1.0,308.53509521484375,29,0.0,17,1731.298095703125,22,STANDARD,308.53509521484375,42,0,2018-01-01,R_A6
1.0,308.39111328125,30,0.0,17,1733.005126953125,23,STANDARD,308.39111328125,42,0,2018-01-01,R_A6
0.1030644103884697,297.2655944824219,1,0.0,22,1639.6990966796875,1,STANDARD,297.2655944824219,30,0,2018-03-01,R_A2
0.05558154731988907,297.380859375,2,0.0,22,1641.421142578125,2,STANDARD,297.380859375,30,0,2018-03-01,R_A2
0.05722735449671745,297.4962463378906,3,0.0,22,1643.14306640625,3,STANDARD,297.4962463378906,30,0,2018-03-01,R_A2
0.06327809393405914,297.6117248535156,4,0.0,22,1644.864990234375,4,STANDARD,297.6117248535156,30,0,2018-03-01,R_A2
0.065941222012043,297.72723388671875,5,0.0,22,1646.5869140625,5,STANDARD,297.72723388671875,30,0,2018-03-01,R_A2
0.30801504850387573,297.9453125,6,0.0,22,1648.3089599609375,6,STANDARD,297.9453125,30,0,2018-03-01,R_A2
0.6627192497253418,298.0732116699219,7,0.0,22,1650.0308837890625,7,STANDARD,298.0732116699219,30,0,2018-03-01,R_A2
0.8522329926490784,298.2078857421875,8,0.0,22,1651.7529296875,8,STANDARD,298.2078857421875,30,0,2018-03-01,R_A2
0.8758581280708313,298.71490478515625,9,0.0,22,1653.474853515625,9,STANDARD,298.71490478515625,30,0,2018-03-01,R_A2
0.8833079934120178,299.2300720214844,10,0.0,22,1655.1968994140625,10,STANDARD,299.2300720214844,30,0,2018-03-01,R_A2
0.0681726485490799,299.6432189941406,11,0.0,22,1657.0892333984375,11,STANDARD,299.6432189941406,30,0,2018-03-01,R_A2
0.06731347739696503,299.7848815917969,12,0.0,22,1659.152099609375,12,STANDARD,299.7848815917969,30,0,2018-03-01,R_A2
0.43566155433654785,299.97906494140625,13,0.0,22,1661.21484375,13,STANDARD,299.97906494140625,30,0,2018-03-01,R_A2
0.47729355096817017,300.1181945800781,14,0.0,22,1663.2777099609375,14,STANDARD,300.1181945800781,30,0,2018-03-01,R_A2
0.902248203754425,300.2576599121094,15,0.0,22,1665.3404541015625,15,STANDARD,300.2576599121094,30,0,2018-03-01,R_A2
0.939710795879364,300.4107666015625,15,0.0,22,1669.676513671875,16,STANDARD,300.4107666015625,29,0,2018-03-01,R_A2
0.9596301913261414,300.55218505859375,16,0.0,22,1671.7762451171875,17,STANDARD,300.55218505859375,29,0,2018-03-01,R_A2
0.9441845417022705,300.6933898925781,17,0.0,22,1673.8759765625,18,STANDARD,300.6933898925781,29,0,2018-03-01,R_A2
0.9711717963218689,300.811767578125,18,0.0,22,1675.64013671875,19,STANDARD,300.811767578125,29,0,2018-03-01,R_A2
1.0,303.163330078125,26,-4.657519186574137e-16,22,1677.235107421875,20,STANDARD,303.163330078125,29,0,2018-03-01,R_A2
1.0,303.2845764160156,27,-1.1000702759611297e-15,22,1678.996337890625,21,STANDARD,303.2845764160156,29,0,2018-03-01,R_A2
1.0,303.7236633300781,28,-1.0214108577758906e-14,22,1680.7574462890625,22,STANDARD,303.7236633300781,29,0,2018-03-01,R_A2
1.0,303.89324951171875,29,-1.3577100640659837e-15,22,1682.5186767578125,23,STANDARD,303.89324951171875,29,0,2018-03-01,R_A2
1.0,304.0618896484375,30,-4.585485916552856e-16,22,1684.2799072265625,24,STANDARD,304.0618896484375,29,0,2018-03-01,R_A2
1.0,276.9020690917969,1,-2.1519626358657007e-10,31,1685.0784912109375,1,STANDARD,276.9020690917969,20,0,2018-04-28,R_A5
1.0,277.1003112792969,2,-1.8208909380312832e-10,31,1687.17431640625,2,STANDARD,277.1003112792969,20,0,2018-04-28,R_A5
1.0,277.29864501953125,3,-1.8225716769126876e-10,31,1689.27001953125,3,STANDARD,277.29864501953125,20,0,2018-04-28,R_A5
1.0,277.4969787597656,4,-2.0318735582947056e-10,31,1691.3658447265625,4,STANDARD,277.4969787597656,20,0,2018-04-28,R_A5
1.0,277.69525146484375,5,-1.7894098702786465e-10,31,1693.461669921875,5,STANDARD,277.69525146484375,20,0,2018-04-28,R_A5
1.0,277.8935852050781,6,-1.8579499050375148e-10,31,1695.5576171875,6,STANDARD,277.8935852050781,20,0,2018-04-28,R_A5
1.0,278.4096374511719,7,-1.2105414327195918e-12,31,1697.6534423828125,7,STANDARD,278.4096374511719,20,0,2018-04-28,R_A5
1.0,277.54669189453125,8,-6.361439153224069e-12,31,1694.280029296875,8,STANDARD,277.54669189453125,21,0,2018-04-28,R_A5
1.0,276.3761901855469,11,-6.553734638314879e-11,31,1701.0794677734375,9,STANDARD,276.3761901855469,21,0,2018-04-28,R_A5
1.0,276.4752502441406,12,-6.951102887731153e-11,31,1703.1365966796875,10,STANDARD,276.4752502441406,21,0,2018-04-28,R_A5
1.0,276.6824035644531,13,-2.433240674920567e-12,31,1705.1937255859375,11,STANDARD,276.6824035644531,21,0,2018-04-28,R_A5
1.0,276.8787536621094,14,-4.2180547249470735e-12,31,1707.2508544921875,12,STANDARD,276.8787536621094,21,0,2018-04-28,R_A5
1.0,277.0751647949219,15,-1.2680311444954184e-12,31,1709.30810546875,13,STANDARD,277.0751647949219,21,0,2018-04-28,R_A5
1.0,277.4222412109375,16,-1.3933682495564231e-13,31,1711.365234375,14,STANDARD,277.4222412109375,21,0,2018-04-28,R_A5
1.0,277.6233825683594,17,-2.389838544072931e-13,31,1713.409912109375,15,STANDARD,277.6233825683594,21,0,2018-04-28,R_A5
1.0,277.7489929199219,18,-1.19221296788867e-13,31,1714.72998046875,16,STANDARD,277.7489929199219,21,0,2018-04-28,R_A5
1.0,288.75469970703125,26,-4.793062563464073e-15,31,1716.3485107421875,17,STANDARD,288.75469970703125,21,0,2018-04-28,R_A5
1.0,289.0107421875,27,-9.268839290380894e-15,31,1718.5948486328125,18,STANDARD,289.0107421875,21,0,2018-04-28,R_A5
1.0,298.9178161621094,28,-3.5105698677528214e-22,31,1720.8411865234375,19,STANDARD,298.9178161621094,21,0,2018-04-28,R_A5
1.0,304.556884765625,29,9.165994161094588e-24,31,1723.0875244140625,20,STANDARD,304.556884765625,21,0,2018-04-28,R_A5
1.0,306.6759033203125,30,1.497178914803732e-24,31,1725.3338623046875,21,STANDARD,306.6759033203125,21,0,2018-04-28,R_A5
0.6494092345237732,280.1421203613281,1,0.0,28,1609.251953125,1,STANDARD,280.1421203613281,41,0,2018-07-03,R_A3
0.14885985851287842,280.2767333984375,2,0.0,28,1611.2186279296875,2,STANDARD,280.2767333984375,41,0,2018-07-03,R_A3
0.16657215356826782,279.69903564453125,2,0.0,29,1602.6318359375,3,STANDARD,279.69903564453125,41,0,2018-07-03,R_A3
0.11903919279575348,279.8368225097656,3,0.0,29,1604.697265625,4,STANDARD,279.8368225097656,41,0,2018-07-03,R_A3
0.13698571920394897,279.97467041015625,4,0.0,29,1606.762939453125,5,STANDARD,279.97467041015625,41,0,2018-07-03,R_A3
0.8116048574447632,280.1925354003906,5,0.0,29,1608.82861328125,6,STANDARD,280.1925354003906,41,0,2018-07-03,R_A3
0.27598223090171814,280.28411865234375,6,0.0,29,1610.8941650390625,7,STANDARD,280.28411865234375,41,0,2018-07-03,R_A3
0.1938159465789795,280.4217834472656,7,0.0,29,1612.959716796875,8,STANDARD,280.4217834472656,41,0,2018-07-03,R_A3
0.19759812951087952,280.5595703125,8,0.0,29,1615.025390625,9,STANDARD,280.5595703125,41,0,2018-07-03,R_A3
0.7952021360397339,280.77191162109375,9,0.0,29,1617.0909423828125,10,STANDARD,280.77191162109375,41,0,2018-07-03,R_A3
0.7964473962783813,283.307861328125,10,0.0,29,1619.156494140625,11,STANDARD,283.307861328125,41,0,2018-07-03,R_A3
0.04659847170114517,297.5809326171875,11,0.0,29,1621.35986328125,12,STANDARD,297.5809326171875,41,0,2018-07-03,R_A3
0.054992374032735825,297.73779296875,12,0.0,29,1623.7010498046875,13,STANDARD,297.73779296875,41,0,2018-07-03,R_A3
0.3665354549884796,297.89483642578125,13,0.0,29,1626.0421142578125,14,STANDARD,297.89483642578125,41,0,2018-07-03,R_A3
0.05334578454494476,298.189208984375,14,0.0,29,1628.38330078125,15,STANDARD,298.189208984375,41,0,2018-07-03,R_A3
0.6017180681228638,297.7683410644531,15,0.0,29,1630.724365234375,16,STANDARD,297.7683410644531,41,0,2018-07-03,R_A3
0.8006537556648254,297.88092041015625,16,0.0,29,1632.4110107421875,17,STANDARD,297.88092041015625,41,0,2018-07-03,R_A3
1.0,288.01025390625,26,-2.4313145247090162e-11,29,1634.67822265625,18,STANDARD,288.01025390625,41,0,2018-07-03,R_A3
0.0429232157766819,286.17724609375,27,0.0,29,1638.1802978515625,19,STANDARD,286.17724609375,41,0,2018-07-03,R_A3
0.05258120968937874,286.4111633300781,28,0.0,29,1641.682373046875,20,STANDARD,286.4111633300781,41,0,2018-07-03,R_A3
0.6588736772537231,286.5306396484375,29,0.0,29,1645.1845703125,21,STANDARD,286.5306396484375,41,0,2018-07-03,R_A3
0.12118975818157196,286.4222717285156,30,0.0,29,1648.6865234375,22,STANDARD,286.4222717285156,41,0,2018-07-03,R_A3
0.04966285824775696,280.82891845703125,1,0.0,30,1630.819580078125,1,STANDARD,280.82891845703125,52,0,2018-09-12,R_A4
0.046826016157865524,280.53094482421875,1,0.0,31,1625.0728759765625,2,STANDARD,280.53094482421875,52,0,2018-09-12,R_A4
0.08023519814014435,280.6685485839844,2,0.0,31,1627.1370849609375,3,STANDARD,280.6685485839844,52,0,2018-09-12,R_A4
0.17368000745773315,280.8059387207031,3,0.0,31,1629.2012939453125,4,STANDARD,280.8059387207031,52,0,2018-09-12,R_A4
0.05167036131024361,280.94293212890625,4,0.0,31,1631.265625,5,STANDARD,280.94293212890625,52,0,2018-09-12,R_A4
0.053614623844623566,281.080322265625,5,0.0,31,1633.329833984375,6,STANDARD,281.080322265625,52,0,2018-09-12,R_A4
0.05419706925749779,281.2177429199219,6,0.0,31,1635.39404296875,7,STANDARD,281.2177429199219,52,0,2018-09-12,R_A4
0.05435251072049141,281.1607360839844,6,0.0,32,1633.353759765625,8,STANDARD,281.1607360839844,52,0,2018-09-12,R_A4
0.10086608678102493,281.1311340332031,6,0.0,32,1634.5625,9,STANDARD,281.1311340332031,51,0,2018-09-12,R_A4
0.1625964641571045,281.46087646484375,6,0.0,33,1638.5614013671875,10,STANDARD,281.46087646484375,51,0,2018-09-12,R_A4
0.05717182159423828,281.3400573730469,5,0.0,33,1636.7503662109375,11,STANDARD,281.3400573730469,51,0,2018-09-12,R_A4
0.1493246704339981,281.43121337890625,5,0.0,33,1639.660888671875,12,STANDARD,281.43121337890625,50,0,2018-09-12,R_A4
0.063782699406147,281.6281433105469,5,0.0,34,1641.6063232421875,13,STANDARD,281.6281433105469,50,0,2018-09-12,R_A4
0.0992530882358551,281.5035400390625,4,0.0,34,1639.7310791015625,14,STANDARD,281.5035400390625,50,0,2018-09-12,R_A4
0.16671356558799744,281.6885681152344,4,0.0,35,1642.557373046875,15,STANDARD,281.6885681152344,50,0,2018-09-12,R_A4
0.22639918327331543,281.5685119628906,3,0.0,35,1640.7420654296875,16,STANDARD,281.5685119628906,50,0,2018-09-12,R_A4
0.22704903781414032,281.4486083984375,2,0.0,35,1638.9267578125,17,STANDARD,281.4486083984375,50,0,2018-09-12,R_A4
0.23249976336956024,281.6158142089844,2,0.0,35,1642.3062744140625,18,STANDARD,281.6158142089844,49,0,2018-09-12,R_A4
0.22239896655082703,281.4974060058594,1,0.0,35,1640.533935546875,19,STANDARD,281.4974060058594,49,0,2018-09-12,R_A4
0.05500867962837219,280.65203857421875,29,0.0,36,1644.359375,20,STANDARD,280.65203857421875,49,0,2018-09-12,R_A4
0.05297064408659935,280.36761474609375,29,0.0,36,1642.88037109375,21,STANDARD,280.36761474609375,48,0,2018-09-12,R_A4
0.059772051870822906,281.04998779296875,29,0.0,37,1650.5462646484375,22,STANDARD,281.04998779296875,48,0,2018-09-12,R_A4
0.12581133842468262,280.6698303222656,28,0.0,37,1644.86181640625,23,STANDARD,280.6698303222656,48,0,2018-09-12,R_A4
0.6587235927581787,281.1450500488281,28,0.0,38,1648.1837158203125,24,STANDARD,281.1450500488281,48,0,2018-09-12,R_A4
0.30468958616256714,281.6238708496094,28,0.0,38,1656.194091796875,25,STANDARD,281.6238708496094,47,0,2018-09-12,R_A4
0.15196682512760162,281.9955139160156,29,0.0,38,1661.740234375,26,STANDARD,281.9955139160156,47,0,2018-09-12,R_A4
1.0,279.1651306152344,1,-2.154509108284481e-14,17,1694.0068359375,1,STANDARD,279.1651306152344,42,0,2018-11-07,R_A6
1.0,279.3040466308594,2,-6.533174863051312e-15,17,1695.537353515625,2,STANDARD,279.3040466308594,42,0,2018-11-07,R_A6
1.0,279.4375305175781,3,-5.622100719270429e-15,17,1697.06787109375,3,STANDARD,279.4375305175781,42,0,2018-11-07,R_A6
1.0,279.5664978027344,4,-4.123407209210769e-15,17,1698.598388671875,4,STANDARD,279.5664978027344,42,0,2018-11-07,R_A6
1.0,279.69476318359375,5,-6.742435623219908e-15,17,1700.12890625,5,STANDARD,279.69476318359375,42,0,2018-11-07,R_A6
1.0,279.8296203613281,6,-3.1016815092883843e-13,17,1701.6593017578125,6,STANDARD,279.8296203613281,42,0,2018-11-07,R_A6
