Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:43:14
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       253950152.72         40601128.67         31120944.17         19572920.54
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  253950152.72         40601128.67         31120944.17         19572920.54
MidReek    1                       217096707.08         38992525.39         29872857.99         18787960.69
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  217096707.08         38992525.39         29872857.99         18787960.69
LowerReek  1                       144677971.44         28869642.28         23152045.83         14561034.87
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  144677971.44         28869642.28         23152045.83         14561034.87
Totals     1                       615724831.24        108463296.34         84145847.99         52921916.10
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  615724831.24        108463296.34         84145847.99         52921916.10
