WELLMODEL,DRAWDOWN,CONIDX,PRESSURE,SGAS,DEPTH,WELL,CONBPRES,CONKPOS,DATE,SWAT,CONJPOS,CONIPOS
STANDARD,0,3,299.92449951171875,0.0,1629.4896240234375,R_A4,299.92449951171875,2,2018-01-01,0.06589901447296143,52,31
STANDARD,0,4,300.0626220703125,0.0,1631.5498046875,R_A4,300.0626220703125,3,2018-01-01,0.05329034477472305,52,31
STANDARD,0,5,300.2007751464844,0.0,1633.610107421875,R_A4,300.2007751464844,4,2018-01-01,0.056890275329351425,52,31
STANDARD,0,6,300.1194152832031,0.0,1632.3968505859375,R_A4,300.1194152832031,4,2018-01-01,0.05590522289276123,52,32
STANDARD,0,7,300.3529968261719,0.0,1635.880615234375,R_A4,300.3529968261719,4,2018-01-01,0.05904848873615265,51,32
STANDARD,0,8,300.4495849609375,0.0,1637.321044921875,R_A4,300.4495849609375,4,2018-01-01,0.05993522331118584,51,33
STANDARD,0,9,300.3257751464844,0.0,1635.474609375,R_A4,300.3257751464844,3,2018-01-01,0.05813271924853325,51,33
STANDARD,0,10,300.77325439453125,0.0,1642.1485595703125,R_A4,300.77325439453125,4,2018-01-01,0.06324905157089233,50,33
STANDARD,0,11,300.7051086425781,0.0,1641.132080078125,R_A4,300.7051086425781,4,2018-01-01,0.06034991517663002,50,34
STANDARD,0,12,300.5760192871094,0.0,1639.20703125,R_A4,300.5760192871094,3,2018-01-01,0.10005956888198853,50,34
STANDARD,0,13,300.68994140625,0.0,1640.9061279296875,R_A4,300.68994140625,3,2018-01-01,0.09694450348615646,50,35
STANDARD,0,14,300.56500244140625,0.0,1639.0426025390625,R_A4,300.56500244140625,2,2018-01-01,0.19887125492095947,50,35
STANDARD,0,15,300.7587585449219,0.0,1641.93212890625,R_A4,300.7587585449219,2,2018-01-01,0.23608751595020294,49,35
STANDARD,0,16,300.7872619628906,0.0,1642.357421875,R_A4,300.7872619628906,30,2018-01-01,0.052856069058179855,49,36
STANDARD,0,17,300.60284423828125,0.0,1639.6068115234375,R_A4,300.60284423828125,30,2018-01-01,0.08811409771442413,48,36
STANDARD,0,18,301.0819091796875,0.0,1646.7513427734375,R_A4,301.0819091796875,30,2018-01-01,0.18120133876800537,48,37
STANDARD,0,19,301.53192138671875,0.0,1653.461669921875,R_A4,301.53192138671875,30,2018-01-01,0.31944888830184937,48,38
STANDARD,0,20,301.8241271972656,0.0,1657.8184814453125,R_A4,301.8241271972656,30,2018-01-01,0.15147346258163452,47,38
STANDARD,0,1,303.8440856933594,0.0,1685.026611328125,R_A5,303.8440856933594,1,2018-01-01,1.0,20,31
STANDARD,0,2,304.0601806640625,0.0,1687.3070068359375,R_A5,304.0601806640625,2,2018-01-01,1.0,20,31
STANDARD,0,3,304.27630615234375,0.0,1689.5875244140625,R_A5,304.27630615234375,3,2018-01-01,1.0,20,31
STANDARD,0,4,304.4924011230469,0.0,1691.8680419921875,R_A5,304.4924011230469,4,2018-01-01,1.0,20,31
STANDARD,0,5,304.7085266113281,0.0,1694.1485595703125,R_A5,304.7085266113281,5,2018-01-01,1.0,20,31
STANDARD,0,6,304.9246520996094,0.0,1696.4290771484375,R_A5,304.9246520996094,6,2018-01-01,1.0,20,31
STANDARD,0,7,305.446533203125,0.0,1698.70947265625,R_A5,305.446533203125,7,2018-01-01,1.0,20,31
STANDARD,0,8,305.988037109375,0.0,1707.6488037109375,R_A5,305.988037109375,11,2018-01-01,1.0,20,31
STANDARD,0,9,306.1695251464844,0.0,1709.5638427734375,R_A5,306.1695251464844,12,2018-01-01,1.0,20,31
STANDARD,0,10,305.4322814941406,0.0,1701.7845458984375,R_A5,305.4322814941406,12,2018-01-01,1.0,21,31
STANDARD,0,11,305.6291198730469,0.0,1703.735107421875,R_A5,305.6291198730469,13,2018-01-01,1.0,21,31
STANDARD,0,12,305.81396484375,0.0,1705.6856689453125,R_A5,305.81396484375,14,2018-01-01,1.0,21,31
STANDARD,0,13,305.9988098144531,0.0,1707.63623046875,R_A5,305.9988098144531,15,2018-01-01,1.0,21,31
STANDARD,0,14,306.3287048339844,0.0,1709.5867919921875,R_A5,306.3287048339844,16,2018-01-01,1.0,21,31
STANDARD,0,15,306.5135498046875,0.0,1711.537353515625,R_A5,306.5135498046875,17,2018-01-01,1.0,21,31
STANDARD,0,16,306.6856994628906,0.0,1713.35400390625,R_A5,306.6856994628906,18,2018-01-01,1.0,21,31
STANDARD,0,17,306.7843933105469,0.0,1714.3951416015625,R_A5,306.7843933105469,19,2018-01-01,1.0,21,31
STANDARD,0,18,306.75689697265625,0.0,1715.7628173828125,R_A5,306.75689697265625,27,2018-01-01,1.0,21,31
STANDARD,0,19,306.978271484375,0.0,1718.098388671875,R_A5,306.978271484375,28,2018-01-01,1.0,21,31
STANDARD,0,20,307.5054016113281,0.0,1720.43408203125,R_A5,307.5054016113281,29,2018-01-01,1.0,21,31
STANDARD,0,21,307.7267761230469,0.0,1722.7696533203125,R_A5,307.7267761230469,30,2018-01-01,1.0,21,31
STANDARD,0,22,307.9481506347656,0.0,1725.105224609375,R_A5,307.9481506347656,31,2018-01-01,1.0,21,31
STANDARD,0,1,305.11419677734375,0.0,1695.20263671875,R_A6,305.11419677734375,1,2018-01-01,1.0,42,17
STANDARD,0,2,305.2609558105469,0.0,1696.7510986328125,R_A6,305.2609558105469,2,2018-01-01,1.0,42,17
STANDARD,0,3,305.4076843261719,0.0,1698.299560546875,R_A6,305.4076843261719,3,2018-01-01,1.0,42,17
STANDARD,0,4,305.554443359375,0.0,1699.84814453125,R_A6,305.554443359375,4,2018-01-01,1.0,42,17
STANDARD,0,5,305.7012023925781,0.0,1701.3966064453125,R_A6,305.7012023925781,5,2018-01-01,1.0,42,17
STANDARD,0,6,305.54888916015625,0.0,1702.9451904296875,R_A6,305.54888916015625,6,2018-01-01,1.0,42,17
STANDARD,0,7,305.6956481933594,0.0,1704.49365234375,R_A6,305.6956481933594,7,2018-01-01,1.0,42,17
STANDARD,0,8,305.8424072265625,0.0,1706.042236328125,R_A6,305.8424072265625,8,2018-01-01,1.0,42,17
STANDARD,0,9,306.2882080078125,0.0,1707.5906982421875,R_A6,306.2882080078125,9,2018-01-01,1.0,42,17
STANDARD,0,10,306.1291809082031,0.0,1709.1392822265625,R_A6,306.1291809082031,10,2018-01-01,1.0,42,17
STANDARD,0,11,306.3109130859375,0.0,1711.055419921875,R_A6,306.3109130859375,11,2018-01-01,1.0,42,17
STANDARD,0,12,306.52734375,0.0,1713.3392333984375,R_A6,306.52734375,12,2018-01-01,1.0,42,17
STANDARD,0,13,306.7557678222656,0.0,1715.623046875,R_A6,306.7557678222656,13,2018-01-01,1.0,42,17
STANDARD,0,14,306.9721984863281,0.0,1717.9068603515625,R_A6,306.9721984863281,14,2018-01-01,1.0,42,17
STANDARD,0,15,307.18865966796875,0.0,1720.190673828125,R_A6,307.18865966796875,15,2018-01-01,1.0,42,17
STANDARD,0,16,307.55010986328125,0.0,1722.474365234375,R_A6,307.55010986328125,16,2018-01-01,1.0,42,17
STANDARD,0,17,307.7665710449219,0.0,1724.7581787109375,R_A6,307.7665710449219,17,2018-01-01,1.0,42,17
STANDARD,0,18,307.921630859375,0.0,1726.394287109375,R_A6,307.921630859375,18,2018-01-01,1.0,42,17
STANDARD,0,19,307.8930969238281,0.0,1727.7508544921875,R_A6,307.8930969238281,27,2018-01-01,1.0,42,17
STANDARD,0,20,308.3623352050781,0.0,1729.4755859375,R_A6,308.3623352050781,28,2018-01-01,1.0,42,17
STANDARD,0,21,308.52581787109375,0.0,1731.2001953125,R_A6,308.52581787109375,29,2018-01-01,1.0,42,17
STANDARD,0,22,308.68927001953125,0.0,1732.9249267578125,R_A6,308.68927001953125,30,2018-01-01,1.0,42,17
STANDARD,0,23,308.5469665527344,0.0,1734.649658203125,R_A6,308.5469665527344,31,2018-01-01,1.0,42,17
STANDARD,0,1,297.9664611816406,0.0,1641.094970703125,R_A2,297.9664611816406,1,2018-03-01,0.1152406856417656,30,22
STANDARD,0,2,298.0867614746094,0.0,1642.8890380859375,R_A2,298.0867614746094,2,2018-03-01,0.058337949216365814,30,22
STANDARD,0,3,298.20733642578125,0.0,1644.68310546875,R_A2,298.20733642578125,3,2018-03-01,0.1253276765346527,30,22
STANDARD,0,4,298.32769775390625,0.0,1646.4771728515625,R_A2,298.32769775390625,4,2018-03-01,0.10725976526737213,30,22
STANDARD,0,5,298.4479064941406,0.0,1648.2713623046875,R_A2,298.4479064941406,5,2018-03-01,0.10967583954334259,30,22
STANDARD,0,6,298.6307373046875,0.0,1650.0654296875,R_A2,298.6307373046875,6,2018-03-01,0.31228187680244446,30,22
STANDARD,0,7,298.75079345703125,0.0,1651.859619140625,R_A2,298.75079345703125,7,2018-03-01,0.891653835773468,30,22
STANDARD,0,8,298.8744201660156,0.0,1653.6536865234375,R_A2,298.8744201660156,8,2018-03-01,0.8677444458007812,30,22
STANDARD,0,9,299.1884460449219,0.0,1655.44775390625,R_A2,299.1884460449219,9,2018-03-01,0.9092468619346619,30,22
STANDARD,0,10,299.7908935546875,0.0,1657.2418212890625,R_A2,299.7908935546875,10,2018-03-01,0.8973419070243835,30,22
STANDARD,0,11,299.90777587890625,0.0,1659.1368408203125,R_A2,299.90777587890625,11,2018-03-01,0.07398789376020432,30,22
STANDARD,0,12,300.0273742675781,0.0,1661.132568359375,R_A2,300.0273742675781,12,2018-03-01,0.07810374349355698,30,22
STANDARD,0,13,300.3133239746094,0.0,1663.12841796875,R_A2,300.3133239746094,13,2018-03-01,0.44712889194488525,30,22
STANDARD,0,14,300.55230712890625,0.0,1665.1241455078125,R_A2,300.55230712890625,14,2018-03-01,0.503629207611084,30,22
STANDARD,0,15,300.6850891113281,0.0,1667.1199951171875,R_A2,300.6850891113281,15,2018-03-01,0.6996253728866577,30,22
STANDARD,0,16,300.8139343261719,0.0,1669.11572265625,R_A2,300.8139343261719,16,2018-03-01,0.9721124768257141,30,22
STANDARD,0,17,300.9458312988281,0.0,1671.111572265625,R_A2,300.9458312988281,17,2018-03-01,0.9314501285552979,30,22
STANDARD,0,18,301.0714111328125,0.0,1672.9881591796875,R_A2,301.0714111328125,18,2018-03-01,0.9713989496231079,30,22
STANDARD,0,19,300.9761047363281,0.0,1674.229736328125,R_A2,300.9761047363281,18,2018-03-01,0.98785400390625,29,22
STANDARD,0,20,302.6686706542969,-8.119603656098207e-09,1676.1676025390625,R_A2,302.6686706542969,27,2018-03-01,0.9999999403953552,29,22
STANDARD,0,21,302.5190734863281,-1.9364426782995242e-15,1677.9368896484375,R_A2,302.5190734863281,28,2018-03-01,1.0,29,22
STANDARD,0,22,302.25274658203125,-3.441525993155034e-15,1679.7061767578125,R_A2,302.25274658203125,29,2018-03-01,1.0,29,22
STANDARD,0,23,301.5098876953125,-1.7214780989593947e-10,1681.4754638671875,R_A2,301.5098876953125,30,2018-03-01,1.0,29,22
STANDARD,0,24,302.23040771484375,-6.680043282204274e-16,1683.2447509765625,R_A2,302.23040771484375,31,2018-03-01,1.0,29,22
STANDARD,0,1,271.6744384765625,-1.609562076042249e-15,1685.026611328125,R_A5,271.6744384765625,1,2018-04-28,1.0,20,31
STANDARD,0,2,271.8902282714844,-1.6284847920839101e-15,1687.3070068359375,R_A5,271.8902282714844,2,2018-04-28,1.0,20,31
STANDARD,0,3,272.1059875488281,-1.403423055800759e-15,1689.5875244140625,R_A5,272.1059875488281,3,2018-04-28,1.0,20,31
STANDARD,0,4,272.3217468261719,-1.4458471244804642e-15,1691.8680419921875,R_A5,272.3217468261719,4,2018-04-28,1.0,20,31
STANDARD,0,5,272.53753662109375,-1.4183535996828921e-15,1694.1485595703125,R_A5,272.53753662109375,5,2018-04-28,1.0,20,31
STANDARD,0,6,272.7533264160156,-1.0391070912857511e-15,1696.4290771484375,R_A5,272.7533264160156,6,2018-04-28,1.0,20,31
STANDARD,0,7,273.2885437011719,-4.094213159892466e-16,1698.70947265625,R_A5,273.2885437011719,7,2018-04-28,1.0,20,31
STANDARD,0,8,275.63165283203125,-1.9327332160916366e-13,1707.6488037109375,R_A5,275.63165283203125,11,2018-04-28,1.0,20,31
STANDARD,0,9,275.8168640136719,-1.7238344269827205e-13,1709.5638427734375,R_A5,275.8168640136719,12,2018-04-28,1.0,20,31
STANDARD,0,10,274.4903564453125,-1.3163514332378834e-12,1701.7845458984375,R_A5,274.4903564453125,12,2018-04-28,1.0,21,31
STANDARD,0,11,274.6893005371094,-2.542816218004118e-13,1703.735107421875,R_A5,274.6893005371094,13,2018-04-28,1.0,21,31
STANDARD,0,12,274.8777770996094,-2.3661021059107057e-13,1705.6856689453125,R_A5,274.8777770996094,14,2018-04-28,1.0,21,31
STANDARD,0,13,275.07012939453125,-9.887388488245136e-14,1707.63623046875,R_A5,275.07012939453125,15,2018-04-28,1.0,21,31
STANDARD,0,14,275.440185546875,-1.287902076652081e-13,1709.5867919921875,R_A5,275.440185546875,16,2018-04-28,1.0,21,31
STANDARD,0,15,275.7254943847656,-1.693878530820668e-14,1711.537353515625,R_A5,275.7254943847656,17,2018-04-28,1.0,21,31
STANDARD,0,16,276.0009460449219,-2.5263486100194146e-14,1713.35400390625,R_A5,276.0009460449219,18,2018-04-28,1.0,21,31
STANDARD,0,17,276.1407165527344,0.0,1714.3951416015625,R_A5,276.1407165527344,19,2018-04-28,1.0,21,31
STANDARD,0,18,276.1385803222656,-1.6158760527545946e-12,1715.7628173828125,R_A5,276.1385803222656,27,2018-04-28,1.0,21,31
STANDARD,0,19,276.3741760253906,-1.2280961837751736e-12,1718.098388671875,R_A5,276.3741760253906,28,2018-04-28,1.0,21,31
STANDARD,0,20,291.52093505859375,1.9438432909796736e-19,1720.43408203125,R_A5,291.52093505859375,29,2018-04-28,1.0,21,31
STANDARD,0,21,302.7482604980469,4.610304068761371e-21,1722.7696533203125,R_A5,302.7482604980469,30,2018-04-28,1.0,21,31
STANDARD,0,22,306.02764892578125,-8.777204190174157e-22,1725.105224609375,R_A5,306.02764892578125,31,2018-04-28,1.0,21,31
STANDARD,0,1,279.8253173828125,0.0,1609.243408203125,R_A3,279.8253173828125,1,2018-07-03,0.6493417024612427,41,28
STANDARD,0,2,279.9676818847656,0.0,1611.3077392578125,R_A3,279.9676818847656,2,2018-07-03,0.11852782219648361,41,28
STANDARD,0,3,280.1054382324219,0.0,1613.3720703125,R_A3,280.1054382324219,3,2018-07-03,0.1750856637954712,41,28
STANDARD,0,4,280.2432861328125,0.0,1615.4365234375,R_A3,280.2432861328125,4,2018-07-03,0.18884676694869995,41,28
STANDARD,0,5,280.3810729980469,0.0,1617.5008544921875,R_A3,280.3810729980469,5,2018-07-03,0.6495662331581116,41,28
STANDARD,0,6,280.5189208984375,0.0,1619.565185546875,R_A3,280.5189208984375,6,2018-07-03,0.2588902413845062,41,28
STANDARD,0,7,279.73394775390625,0.0,1609.3663330078125,R_A3,279.73394775390625,6,2018-07-03,0.23015442490577698,41,29
STANDARD,0,8,279.87078857421875,0.0,1611.4163818359375,R_A3,279.87078857421875,7,2018-07-03,0.1972324401140213,41,29
STANDARD,0,9,280.0078125,0.0,1613.46630859375,R_A3,280.0078125,8,2018-07-03,0.243779256939888,41,29
STANDARD,0,10,280.22796630859375,0.0,1615.516357421875,R_A3,280.22796630859375,9,2018-07-03,0.7956005930900574,41,29
STANDARD,0,11,282.6092224121094,0.0,1617.5662841796875,R_A3,282.6092224121094,10,2018-07-03,0.7948284149169922,41,29
STANDARD,0,12,283.0951232910156,0.0,1619.750732421875,R_A3,283.0951232910156,11,2018-07-03,0.048414744436740875,41,29
STANDARD,0,13,283.24993896484375,0.0,1622.0697021484375,R_A3,283.24993896484375,12,2018-07-03,0.053636156022548676,41,29
STANDARD,0,14,283.4051208496094,0.0,1624.388671875,R_A3,283.4051208496094,13,2018-07-03,0.3686031103134155,41,29
STANDARD,0,15,283.8741455078125,0.0,1626.707763671875,R_A3,283.8741455078125,14,2018-07-03,0.38452666997909546,41,29
STANDARD,0,16,284.4176940917969,0.0,1629.026611328125,R_A3,284.4176940917969,15,2018-07-03,0.5016226768493652,41,29
STANDARD,0,17,284.561279296875,0.0,1630.9468994140625,R_A3,284.561279296875,16,2018-07-03,0.8121153116226196,41,29
STANDARD,0,18,286.0943603515625,5.184014242182178e-12,1633.5262451171875,R_A3,286.0943603515625,27,2018-07-03,1.0,41,29
STANDARD,0,19,284.25726318359375,0.0,1637.1630859375,R_A3,284.25726318359375,28,2018-07-03,0.049910712987184525,41,29
STANDARD,0,20,284.5001525878906,0.0,1640.8001708984375,R_A3,284.5001525878906,29,2018-07-03,0.08553404361009598,41,29
STANDARD,0,21,284.70135498046875,0.0,1644.4371337890625,R_A3,284.70135498046875,30,2018-07-03,0.6899946331977844,41,29
STANDARD,0,22,284.91644287109375,0.0,1648.0740966796875,R_A3,284.91644287109375,31,2018-07-03,0.09385039657354355,41,29
STANDARD,0,1,277.1618957519531,0.0,1631.1873779296875,R_A4,277.1618957519531,1,2018-09-12,0.04948151111602783,52,30
STANDARD,0,2,277.0891418457031,0.0,1627.4293212890625,R_A4,277.0891418457031,1,2018-09-12,0.061966948211193085,52,31
STANDARD,0,3,277.2264099121094,0.0,1629.4896240234375,R_A4,277.2264099121094,2,2018-09-12,0.06606496870517731,52,31
STANDARD,0,4,277.3636169433594,0.0,1631.5498046875,R_A4,277.3636169433594,3,2018-09-12,0.05341359227895737,52,31
STANDARD,0,5,277.5008850097656,0.0,1633.610107421875,R_A4,277.5008850097656,4,2018-09-12,0.05701601877808571,52,31
STANDARD,0,6,277.5890808105469,0.0,1632.3968505859375,R_A4,277.5890808105469,4,2018-09-12,0.05602317303419113,52,32
STANDARD,0,7,277.5433654785156,0.0,1635.880615234375,R_A4,277.5433654785156,4,2018-09-12,0.05919366329908371,51,32
STANDARD,0,8,277.81805419921875,0.0,1637.321044921875,R_A4,277.81805419921875,4,2018-09-12,0.06004099175333977,51,33
STANDARD,0,9,277.6948547363281,0.0,1635.474609375,R_A4,277.6948547363281,3,2018-09-12,0.05824742466211319,51,33
STANDARD,0,10,277.8846435546875,0.0,1642.1485595703125,R_A4,277.8846435546875,4,2018-09-12,0.06341168284416199,50,33
STANDARD,0,11,278.0650634765625,0.0,1641.132080078125,R_A4,278.0650634765625,4,2018-09-12,0.06044764816761017,50,34
STANDARD,0,12,277.9370422363281,0.0,1639.20703125,R_A4,277.9370422363281,3,2018-09-12,0.10025249421596527,50,34
STANDARD,0,13,278.2681884765625,0.0,1640.9061279296875,R_A4,278.2681884765625,3,2018-09-12,0.0971684679389,50,35
STANDARD,0,14,278.1444396972656,0.0,1639.0426025390625,R_A4,278.1444396972656,2,2018-09-12,0.19931261241436005,50,35
STANDARD,0,15,278.1856384277344,0.0,1641.93212890625,R_A4,278.1856384277344,2,2018-09-12,0.23615604639053345,49,35
STANDARD,0,16,279.93084716796875,0.0,1642.357421875,R_A4,279.93084716796875,30,2018-09-12,0.05429363623261452,49,36
STANDARD,0,17,279.6869201660156,0.0,1639.6068115234375,R_A4,279.6869201660156,30,2018-09-12,0.09915691614151001,48,36
STANDARD,0,18,280.26800537109375,0.0,1646.7513427734375,R_A4,280.26800537109375,30,2018-09-12,0.18809859454631805,48,37
STANDARD,0,19,280.8149108886719,0.0,1653.461669921875,R_A4,280.8149108886719,30,2018-09-12,0.32601505517959595,48,38
STANDARD,0,20,281.0500793457031,0.0,1657.8184814453125,R_A4,281.0500793457031,30,2018-09-12,0.17526115477085114,47,38
STANDARD,0,1,276.2452392578125,-1.0459707448411406e-16,1695.20263671875,R_A6,276.2452392578125,1,2018-11-07,1.0,42,17
STANDARD,0,2,276.3905334472656,-6.435258701381662e-17,1696.7510986328125,R_A6,276.3905334472656,2,2018-11-07,1.0,42,17
STANDARD,0,3,276.53314208984375,-4.3419034607708543e-17,1698.299560546875,R_A6,276.53314208984375,3,2018-11-07,1.0,42,17
STANDARD,0,4,276.6725158691406,-5.21476098674906e-17,1699.84814453125,R_A6,276.6725158691406,4,2018-11-07,1.0,42,17
STANDARD,0,5,276.8100280761719,-5.0999595673830307e-17,1701.3966064453125,R_A6,276.8100280761719,5,2018-11-07,1.0,42,17
STANDARD,0,6,276.650634765625,-2.5513119415244197e-15,1702.9451904296875,R_A6,276.650634765625,6,2018-11-07,1.0,42,17
STANDARD,0,7,276.7969055175781,-4.846365499801839e-15,1704.49365234375,R_A6,276.7969055175781,7,2018-11-07,1.0,42,17
STANDARD,0,8,276.9452209472656,-3.320057021595794e-15,1706.042236328125,R_A6,276.9452209472656,8,2018-11-07,1.0,42,17
STANDARD,0,9,277.3983459472656,-3.2793280246622223e-16,1707.5906982421875,R_A6,277.3983459472656,9,2018-11-07,1.0,42,17
STANDARD,0,10,277.25537109375,-3.678723382231734e-14,1709.1392822265625,R_A6,277.25537109375,10,2018-11-07,1.0,42,17
STANDARD,0,11,277.4565734863281,-2.505079612713859e-14,1711.055419921875,R_A6,277.4565734863281,11,2018-11-07,1.0,42,17
STANDARD,0,12,277.6728820800781,-8.237790129401491e-15,1713.3392333984375,R_A6,277.6728820800781,12,2018-11-07,1.0,42,17
STANDARD,0,13,277.9013977050781,-5.253126814699352e-16,1715.623046875,R_A6,277.9013977050781,13,2018-11-07,1.0,42,17
STANDARD,0,14,278.1182556152344,-3.5336433143282216e-16,1717.9068603515625,R_A6,278.1182556152344,14,2018-11-07,1.0,42,17
