order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time,report_step,observed,error
0,460994.9,5933813.29,1697.9,1648.9,Valysar,298.20733642578125,0.1253276765346527,0.0,0.8746723234653473,True,True,21,29,2,R_A2,2018-03-01,1,299.23,3.0
0,462753.44,5932869.64,1673.4,1624.4,Therys,283.24993896484375,0.05363615602254868,0.0,0.9463638439774512,True,True,28,40,11,R_A3,2018-07-03,1,298.52,3.0
1,462753.44,5932869.64,1690.7,1641.7,Volon,284.5001525878906,0.08553404361009598,0.0,0.914465956389904,True,True,28,40,28,R_A3,2018-07-03,1,280.43,3.0
0,464008.82200000004,5931878.919,2578.7,1634.5379999999998,Valysar,277.54336547851557,0.05919366329908371,0.0,0.9408063367009164,True,True,31,50,3,R_A4,2018-09-12,1,288.6,3.0
1,464291.761,5932429.155,3197.5,1643.655,Volon,279.93084716796875,0.05429363623261452,0.0,0.9457063637673856,True,True,35,48,29,R_A4,2018-09-12,1,282.13,3.0
0,461519.21,5935692.65,1737.8,1688.8,Valysar,272.10598754882807,1.0,-1.4034230558007592e-15,1.4034230558007592e-15,True,True,30,19,2,R_A5,2018-04-28,1,278.7,3.0
1,461519.21,5935692.65,1769.1,1720.1,Volon,276.37417602539057,1.0,-1.2280961837751736e-12,1.2280961837751736e-12,True,True,30,20,27,R_A5,2018-04-28,1,286.55,3.0
0,461292.74,5931883.26,1759.9,1710.9,Therys,277.45657348632807,1.0,-2.505079612713859e-14,2.505079612713859e-14,True,True,16,41,10,R_A6,2018-11-07,1,280.85,3.0
1,461292.74,5931883.26,1777.4,1728.4,Volon,279.53964233398443,1.0,-1.4137874568224812e-15,1.4137874568224812e-15,True,True,16,41,27,R_A6,2018-11-07,1,286.41,3.0
