ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,18143252,3208622,2087326,1455597,204948081
Valysar,CentralSouth,65108810,11861923,8720671,6081361,856255588
Valysar,CentralNorth,32606879,5933682,4128571,2879060,405371608
Valysar,NorthHorst,3456844,335983,87151,53533,10487032
Valysar,CentralRamp,13647153,2530639,1905077,1328505,187053566
Valysar,CentralHorst,88816688,15626855,12178387,8492599,1195757981
Valysar,EastLowland,2634903,413549,162916,113610,15996251
Therys,WestLowland,7553599,1251034,645885,450408,63417459
Therys,CentralSouth,9690324,2352524,1436642,1001843,141059450
Therys,CentralNorth,15634216,3308554,1850514,1290456,181696260
Therys,NorthHorst,4933934,816246,330042,202729,39714550
Therys,CentralRamp,6693150,1620279,1166045,813141,114490317
Therys,CentralHorst,30697786,8313986,6309200,4399721,619480797
Therys,EastLowland,192,0,0,0,0
Volon,WestLowland,1733792,346611,261600,182427,25685705
Volon,CentralSouth,27060170,4724463,3241530,2260482,318275809
Volon,CentralNorth,3747243,521790,253649,176882,24904992
Volon,NorthHorst,2357002,405113,244222,150014,29387676
Volon,CentralRamp,9158670,1702479,1221194,851600,119905256
Volon,CentralHorst,81592997,14154506,10852638,7568088,1065586773
Volon,EastLowland,121819,11322,2849,1987,279705
