SW,KRW,KROW,PCOW,SATNUM,KEYWORD,SG,KRG,KROG,PCOG
0.0205601,0.0,1.0,9.95715,1,SWOF,,,,
0.0305601,0.0,0.9770814,4.1634181,1,SWOF,,,,
0.0405601,4.63e-05,0.9511762,2.2334317,1,SWOF,,,,
0.0605601,0.0003739,0.8949435,0.9246556,1,SWOF,,,,
0.0805601,0.0010373,0.8349916,0.4935447,1,SWOF,,,,
0.1005601,0.002078,0.7726845,0.3030079,1,SWOF,,,,
0.1205601,0.0035425,0.7091154,0.2033024,1,SWOF,,,,
0.1405601,0.0054812,0.6452964,0.1450421,1,SWOF,,,,
0.1605601,0.0079482,0.582202,0.10824,1,SWOF,,,,
0.1805601,0.0110019,0.5207549,0.0836031,1,SWOF,,,,
0.2005601,0.0147048,0.4617915,0.0663518,1,SWOF,,,,
0.2205601,0.019124,0.4060242,0.0538308,1,SWOF,,,,
0.2405601,0.0243312,0.3540127,0.0444732,1,SWOF,,,,
0.2605601,0.0304034,0.306148,0.0373072,1,SWOF,,,,
0.2805601,0.0374222,0.2626523,0.0317054,1,SWOF,,,,
0.3005601,0.0454747,0.223592,0.0272484,1,SWOF,,,,
0.3205601,0.0546528,0.1888994,0.0236477,1,SWOF,,,,
0.3405601,0.0650535,0.1584003,0.0206997,1,SWOF,,,,
0.3605601,0.0767781,0.1318422,0.0182574,1,SWOF,,,,
0.3805601,0.0899325,0.1089208,0.0162129,1,SWOF,,,,
0.4005601,0.1046255,0.0893036,0.0144851,1,SWOF,,,,
0.4205601,0.1209688,0.0726482,0.0130127,1,SWOF,,,,
0.4405601,0.139075,0.0586169,0.0117484,1,SWOF,,,,
0.4605601,0.1590665,0.0468928,0.0106552,1,SWOF,,,,
0.4805601,0.1810474,0.0371666,0.0097039,1,SWOF,,,,
0.5005601,0.2051149,0.029161,0.0088713,1,SWOF,,,,
0.5205601,0.2313633,0.0226262,0.0081387,1,SWOF,,,,
0.5405601,0.2598747,0.0173396,0.0074909,1,SWOF,,,,
0.5605601,0.2907131,0.0131045,0.0069155,1,SWOF,,,,
0.5805601,0.3239192,0.0097483,0.0064022,1,SWOF,,,,
0.6005601,0.3595034,0.0071211,0.0059425,1,SWOF,,,,
0.6205601,0.397438,0.0050933,0.0055293,1,SWOF,,,,
0.6405601,0.4376479,0.0035538,0.0051565,1,SWOF,,,,
0.6605601,0.480001,0.0024073,0.0048193,1,SWOF,,,,
0.6805601,0.5242965,0.0015733,0.0045132,1,SWOF,,,,
0.7005601,0.5702533,0.0009838,0.0042346,1,SWOF,,,,
0.7205601,0.6174965,0.0005817,0.0039803,1,SWOF,,,,
0.7405601,0.6655425,0.0003198,0.0037476,1,SWOF,,,,
0.7605601,0.7137804,0.0001594,0.0035343,1,SWOF,,,,
0.7805601,0.7614447,6.91e-05,0.0033381,1,SWOF,,,,
0.8005601,0.8075641,2.43e-05,0.0031574,1,SWOF,,,,
0.8205601,0.8508341,6e-06,0.0029905,1,SWOF,,,,
0.8405601,0.889143,8e-07,0.0028362,1,SWOF,,,,
0.8602671,0.9184807,0.0,0.0026953,1,SWOF,,,,
0.8605601,0.9186517,0.0,0.0026932,1,SWOF,,,,
0.8805601,0.9303195,0.0,0.0025605,1,SWOF,,,,
0.9005601,0.9419874,0.0,0.002437,1,SWOF,,,,
0.9205601,0.9536553,0.0,0.0023221,1,SWOF,,,,
0.9405601,0.9653231,0.0,0.0022148,1,SWOF,,,,
0.9605601,0.976991,0.0,0.0021146,1,SWOF,,,,
