Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:42:33
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       292270624.84         41516438.96         28838524.72         18137436.62
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  292270624.84         41516438.96         28838524.72         18137436.62
MidReek    1                       228490931.57         38091641.42         28731810.14         18070320.53
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  228490931.57         38091641.42         28731810.14         18070320.53
LowerReek  1                       148958649.02         26988403.40         20317593.35         12778360.38
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  148958649.02         26988403.40         20317593.35         12778360.38
Totals     1                       669720205.42        106596483.77         77887928.21         48986117.53
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  669720205.42        106596483.77         77887928.21         48986117.53
