CONJPOS,CONIPOS,SGAS,CONIDX,WELL,WELLMODEL,PRESSURE,DATE,SWAT,DEPTH,CONBPRES,DRAWDOWN,CONKPOS
47,38,0.0,20,R_A4,STANDARD,280.9093017578125,2018-09-12,0.7310569882392883,1657.8184814453125,280.9093017578125,0,30
42,17,-2.847433601093339e-15,1,R_A6,STANDARD,279.9493408203125,2018-11-07,1.0,1695.20263671875,279.9493408203125,0,1
42,17,-3.712616346824931e-16,2,R_A6,STANDARD,280.1001892089844,2018-11-07,1.0,1696.7510986328125,280.1001892089844,0,2
42,17,-7.113396455327007e-16,3,R_A6,STANDARD,280.25177001953125,2018-11-07,1.0,1698.299560546875,280.25177001953125,0,3
42,17,-6.691011300080033e-16,4,R_A6,STANDARD,280.4030456542969,2018-11-07,1.0,1699.84814453125,280.4030456542969,0,4
42,17,-8.578161531288804e-16,5,R_A6,STANDARD,280.55291748046875,2018-11-07,1.0,1701.3966064453125,280.55291748046875,0,5
42,17,-5.2524302995068245e-14,6,R_A6,STANDARD,280.7008361816406,2018-11-07,1.0,1702.9451904296875,280.7008361816406,0,6
42,17,-7.483949441070004e-14,7,R_A6,STANDARD,280.5640869140625,2018-11-07,1.0,1704.49365234375,280.5640869140625,0,7
42,17,-5.231264640220834e-14,8,R_A6,STANDARD,280.7117614746094,2018-11-07,1.0,1706.042236328125,280.7117614746094,0,8
42,17,-3.5728137706388455e-15,9,R_A6,STANDARD,281.22235107421875,2018-11-07,1.0,1707.5906982421875,281.22235107421875,0,9
42,17,0.0,10,R_A6,STANDARD,281.32037353515625,2018-11-07,1.0,1709.1392822265625,281.32037353515625,0,10
42,17,-7.851584779474535e-14,11,R_A6,STANDARD,281.56085205078125,2018-11-07,1.0,1711.055419921875,281.56085205078125,0,11
42,17,0.0,12,R_A6,STANDARD,281.7932434082031,2018-11-07,1.0,1713.3392333984375,281.7932434082031,0,12
