Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:55:29
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       253563376.82         42949784.50         33273740.63         20926880.55
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  253563376.82         42949784.50         33273740.63         20926880.55
MidReek    1                       213179553.01         41791060.89         34244258.44         21537269.11
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  213179553.01         41791060.89         34244258.44         21537269.11
LowerReek  1                       136436851.39         29606444.10         24928714.30         15678436.41
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  136436851.39         29606444.10         24928714.30         15678436.41
Totals     1                       603179781.22        114347289.49         92446713.37         58142586.06
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  603179781.22        114347289.49         92446713.37         58142586.06
