DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,8112775680.0,0.0,0.0,0.0,0.0,44091172.0,0.0,0.0,0.0,0.0,0.0,0.0,340517568.0,0.0,0.0,0.0
2000-02-01,8112771072.0,0.0,0.0,0.0,0.0,44091148.0,0.0,0.0,0.0,0.0,0.0,0.0,340517632.0,0.0,0.0,0.08487337082624435
2000-03-01,8052160512.0,2010823.5,2123621.5,60610356.0,61585024.0,43761740.0,10928.388671875,11540.0,329404.09375,329404.09375,334660.0,0.0,340649440.0,8169.73095703125,0.0,0.1642710417509079
2000-04-01,7996360192.0,1781478.5,1887736.75,116409960.0,120104864.0,43458480.0,9681.9482421875,10257.2578125,632662.8125,632662.8125,652635.0,0.0,340777024.0,35594.7421875,4548.0009765625,0.24914442002773285
2000-05-01,7945842688.0,1676773.875,1695579.625,166927280.0,170972256.0,43183928.0,9112.9013671875,9213.5673828125,907213.4375,907213.4375,929042.0,0.0,340902848.0,59777.27734375,25817.001953125,0.3312799334526062
2000-06-01,7894965760.0,1636796.5,1638625.75,217804544.0,221769648.0,42907416.0,8895.6328125,8903.451171875,1183720.375,1183720.375,1205049.0,0.0,341033472.0,84124.2109375,50901.0,0.41615331172943115
2000-07-01,7849438208.0,1514347.875,1509394.625,263332112.0,267051488.0,42659984.0,8230.1513671875,8201.7001953125,1431152.75,1431152.75,1451100.0,0.0,341305536.0,107051.5859375,75951.0,0.4982888400554657
2000-08-01,7805636608.0,1410217.75,1398302.75,307133568.0,310398880.0,42421932.0,7664.22705078125,7597.41943359375,1669204.25,1669204.25,1686620.0,0.0,341590272.0,132335.375,105138.0,0.5831621885299683
2000-09-01,7763907072.0,1343980.875,1325874.25,348862912.0,351500960.0,42195144.0,7304.244140625,7203.8388671875,1895994.0,1895994.0,1909939.0,0.0,341873984.0,158608.4375,136780.015625,0.6680355668067932
2000-10-01,7725016064.0,1294734.0,1270949.375,387754016.0,389629472.0,41983776.0,7036.59814453125,6905.7666015625,2107358.75,2107358.75,2117112.0,0.0,342148064.0,184525.0625,169202.0,0.7501711249351501
2000-11-01,7686045696.0,1255636.125,1227013.0,426724224.0,427666848.0,41771984.0,6824.109375,6666.935546875,2319153.5,2319153.5,2323787.0,0.0,342430976.0,211615.375,204244.0,0.8350445032119751
2000-12-01,7649268736.0,1224308.5,1191768.75,463501536.0,463419936.0,41572108.0,6653.8505859375,6475.7666015625,2519030.0,2519030.0,2518060.0,0.0,342704416.0,238172.359375,239515.0,0.9171800017356873
2001-01-01,7612081152.0,1197137.625,1163525.625,500688704.0,499489216.0,41370004.0,6506.1826171875,6321.87109375,2721134.25,2721134.25,2714038.0,0.0,342986272.0,266322.8125,277189.0,1.0020533800125122
2001-02-01,7553808896.0,1851519.375,1873729.0,558961024.0,557574848.0,41053304.0,10062.60546875,10180.322265625,3037831.75,3037831.75,3029628.0,0.0,343260736.0,301873.125,314403.0,1.086926817893982
2001-03-01,7515338240.0,1364526.625,1401034.0,597431680.0,596803776.0,40844224.0,7415.90576171875,7610.60693359375,3246911.25,3246911.25,3242725.0,0.0,343504128.0,338478.6875,344655.0,1.1635866165161133
2001-04-01,7475363328.0,1269689.0,1301814.625,637406464.0,637160000.0,40626972.0,6900.4833984375,7072.09716796875,3464165.75,3464165.75,3461960.0,0.0,343890720.0,411851.65625,414866.03125,1.2484599351882935
2001-05-01,7437255680.0,1256529.5,1283700.25,675513792.0,675671040.0,40419864.0,6828.96435546875,6973.00048828125,3671270.75,3671270.75,3671150.0,0.0,344243648.0,508925.625,508601.0,1.3305954933166504
