CONBPRES,DEPTH,CONIDX,PRESSURE,WELL,CONIPOS,WELLMODEL,CONJPOS,SWAT,SGAS,DRAWDOWN,CONKPOS,DATE
300.5956115722656,1641.094970703125,1,300.5956115722656,R_A2,22,STANDARD,30,0.11141937971115112,0.0,0,1,2018-01-01
300.71588134765625,1642.8890380859375,2,300.71588134765625,R_A2,22,STANDARD,30,0.11406953632831573,0.0,0,2,2018-01-01
300.836181640625,1644.68310546875,3,300.836181640625,R_A2,22,STANDARD,30,0.08071040362119675,0.0,0,3,2018-01-01
300.9565124511719,1646.4771728515625,4,300.9565124511719,R_A2,22,STANDARD,30,0.06982171535491943,0.0,0,4,2018-01-01
301.0768127441406,1648.2713623046875,5,301.0768127441406,R_A2,22,STANDARD,30,0.07595613598823547,0.0,0,5,2018-01-01
301.1971130371094,1650.0654296875,6,301.1971130371094,R_A2,22,STANDARD,30,0.12283862382173538,0.0,0,6,2018-01-01
301.31744384765625,1651.859619140625,7,301.31744384765625,R_A2,22,STANDARD,30,0.6481541991233826,0.0,0,7,2018-01-01
301.4377746582031,1653.6536865234375,8,301.4377746582031,R_A2,22,STANDARD,30,0.6481541991233826,0.0,0,8,2018-01-01
301.5580749511719,1655.44775390625,9,301.5580749511719,R_A2,22,STANDARD,30,0.1797397881746292,0.0,0,9,2018-01-01
301.67840576171875,1657.2418212890625,10,301.67840576171875,R_A2,22,STANDARD,30,0.3362103998661041,0.0,0,10,2018-01-01
301.8055114746094,1659.1368408203125,11,301.8055114746094,R_A2,22,STANDARD,30,0.08422073721885681,0.0,0,11,2018-01-01
301.9393615722656,1661.132568359375,12,301.9393615722656,R_A2,22,STANDARD,30,0.08349882066249847,0.0,0,12,2018-01-01
302.0732421875,1663.12841796875,13,302.0732421875,R_A2,22,STANDARD,30,0.4809364676475525,0.0,0,13,2018-01-01
302.20709228515625,1665.1241455078125,14,302.20709228515625,R_A2,22,STANDARD,30,0.5341193079948425,0.0,0,14,2018-01-01
302.3409729003906,1667.1199951171875,15,302.3409729003906,R_A2,22,STANDARD,30,0.7365384101867676,0.0,0,15,2018-01-01
302.474853515625,1669.11572265625,16,302.474853515625,R_A2,22,STANDARD,30,0.9903483986854553,0.0,0,16,2018-01-01
302.6087341308594,1671.111572265625,17,302.6087341308594,R_A2,22,STANDARD,30,0.9844099283218384,0.0,0,17,2018-01-01
302.7346496582031,1672.9881591796875,18,302.7346496582031,R_A2,22,STANDARD,30,0.9986903071403503,0.0,0,18,2018-01-01
302.97808837890625,1674.229736328125,19,302.97808837890625,R_A2,22,STANDARD,29,1.0,0.0,0,18,2018-01-01
303.3103942871094,1676.1676025390625,20,303.3103942871094,R_A2,22,STANDARD,29,1.0,0.0,0,27,2018-01-01
303.47802734375,1677.9368896484375,21,303.47802734375,R_A2,22,STANDARD,29,1.0,0.0,0,28,2018-01-01
303.64569091796875,1679.7061767578125,22,303.64569091796875,R_A2,22,STANDARD,29,1.0,0.0,0,29,2018-01-01
303.8133544921875,1681.4754638671875,23,303.8133544921875,R_A2,22,STANDARD,29,1.0,0.0,0,30,2018-01-01
303.98101806640625,1683.2447509765625,24,303.98101806640625,R_A2,22,STANDARD,29,1.0,0.0,0,31,2018-01-01
298.4604797363281,1609.243408203125,1,298.4604797363281,R_A3,28,STANDARD,41,0.1367659717798233,0.0,0,1,2018-01-01
298.5988464355469,1611.3077392578125,2,298.5988464355469,R_A3,28,STANDARD,41,0.11983822286128998,0.0,0,2,2018-01-01
298.7371826171875,1613.3720703125,3,298.7371826171875,R_A3,28,STANDARD,41,0.1243097111582756,0.0,0,3,2018-01-01
298.87554931640625,1615.4365234375,4,298.87554931640625,R_A3,28,STANDARD,41,0.2510697543621063,0.0,0,4,2018-01-01
299.013916015625,1617.5008544921875,5,299.013916015625,R_A3,28,STANDARD,41,0.6481541991233826,0.0,0,5,2018-01-01
299.15228271484375,1619.565185546875,6,299.15228271484375,R_A3,28,STANDARD,41,0.3441101312637329,0.0,0,6,2018-01-01
298.4687194824219,1609.3663330078125,7,298.4687194824219,R_A3,29,STANDARD,41,0.6481541991233826,0.0,0,6,2018-01-01
298.6061096191406,1611.4163818359375,8,298.6061096191406,R_A3,29,STANDARD,41,0.20098717510700226,0.0,0,7,2018-01-01
298.7434997558594,1613.46630859375,9,298.7434997558594,R_A3,29,STANDARD,41,0.20371289551258087,0.0,0,8,2018-01-01
298.8808898925781,1615.516357421875,10,298.8808898925781,R_A3,29,STANDARD,41,0.6481541991233826,0.0,0,9,2018-01-01
299.0182800292969,1617.5662841796875,11,299.0182800292969,R_A3,29,STANDARD,41,0.8027957081794739,0.0,0,10,2018-01-01
299.1647033691406,1619.750732421875,12,299.1647033691406,R_A3,29,STANDARD,41,0.05198926851153374,0.0,0,11,2018-01-01
299.32012939453125,1622.0697021484375,13,299.32012939453125,R_A3,29,STANDARD,41,0.055875759571790695,0.0,0,12,2018-01-01
299.4755859375,1624.388671875,14,299.4755859375,R_A3,29,STANDARD,41,0.37251827120780945,0.0,0,13,2018-01-01
299.63104248046875,1626.707763671875,15,299.63104248046875,R_A3,29,STANDARD,41,0.3760521709918976,0.0,0,14,2018-01-01
299.7864990234375,1629.026611328125,16,299.7864990234375,R_A3,29,STANDARD,41,0.4960629940032959,0.0,0,15,2018-01-01
299.91522216796875,1630.9468994140625,17,299.91522216796875,R_A3,29,STANDARD,41,0.8153551816940308,0.0,0,16,2018-01-01
300.088134765625,1633.5262451171875,18,300.088134765625,R_A3,29,STANDARD,41,0.3026399314403534,0.0,0,27,2018-01-01
300.33197021484375,1637.1630859375,19,300.33197021484375,R_A3,29,STANDARD,41,0.04554007574915886,0.0,0,28,2018-01-01
300.5758361816406,1640.8001708984375,20,300.5758361816406,R_A3,29,STANDARD,41,0.0904056653380394,0.0,0,29,2018-01-01
300.8197021484375,1644.4371337890625,21,300.8197021484375,R_A3,29,STANDARD,41,1.0,0.0,0,30,2018-01-01
301.0635681152344,1648.0740966796875,22,301.0635681152344,R_A3,29,STANDARD,41,0.06625060737133026,0.0,0,31,2018-01-01
299.93133544921875,1631.1873779296875,1,299.93133544921875,R_A4,30,STANDARD,52,0.05298817157745361,0.0,0,1,2018-01-01
299.6794128417969,1627.4293212890625,2,299.6794128417969,R_A4,31,STANDARD,52,0.050749484449625015,0.0,0,1,2018-01-01
299.8175354003906,1629.4896240234375,3,299.8175354003906,R_A4,31,STANDARD,52,0.0523722842335701,0.0,0,2,2018-01-01
299.95562744140625,1631.5498046875,4,299.95562744140625,R_A4,31,STANDARD,52,0.05438218265771866,0.0,0,3,2018-01-01
300.09375,1633.610107421875,5,300.09375,R_A4,31,STANDARD,52,0.06083898991346359,0.0,0,4,2018-01-01
300.0124206542969,1632.3968505859375,6,300.0124206542969,R_A4,32,STANDARD,52,0.05813061445951462,0.0,0,4,2018-01-01
300.2460021972656,1635.880615234375,7,300.2460021972656,R_A4,32,STANDARD,51,0.0597817599773407,0.0,0,4,2018-01-01
300.3425598144531,1637.321044921875,8,300.3425598144531,R_A4,33,STANDARD,51,0.06063024327158928,0.0,0,4,2018-01-01
300.21875,1635.474609375,9,300.21875,R_A4,33,STANDARD,51,0.06098160892724991,0.0,0,3,2018-01-01
300.666259765625,1642.1485595703125,10,300.666259765625,R_A4,33,STANDARD,50,0.1426372081041336,0.0,0,4,2018-01-01
300.59808349609375,1641.132080078125,11,300.59808349609375,R_A4,34,STANDARD,50,0.13801153004169464,0.0,0,4,2018-01-01
300.4690246582031,1639.20703125,12,300.4690246582031,R_A4,34,STANDARD,50,0.14381077885627747,0.0,0,3,2018-01-01
300.58294677734375,1640.9061279296875,13,300.58294677734375,R_A4,35,STANDARD,50,0.23976153135299683,0.0,0,3,2018-01-01
300.4579772949219,1639.0426025390625,14,300.4579772949219,R_A4,35,STANDARD,50,0.23464058339595795,0.0,0,2,2018-01-01
300.6517333984375,1641.93212890625,15,300.6517333984375,R_A4,35,STANDARD,49,0.2421405017375946,0.0,0,2,2018-01-01
300.68023681640625,1642.357421875,16,300.68023681640625,R_A4,36,STANDARD,49,0.6481541991233826,0.0,0,30,2018-01-01
300.4958190917969,1639.6068115234375,17,300.4958190917969,R_A4,36,STANDARD,48,0.32116782665252686,0.0,0,30,2018-01-01
300.9748840332031,1646.7513427734375,18,300.9748840332031,R_A4,37,STANDARD,48,0.6481541991233826,0.0,0,30,2018-01-01
301.4248962402344,1653.461669921875,19,301.4248962402344,R_A4,38,STANDARD,48,0.6481541991233826,0.0,0,30,2018-01-01
301.7170715332031,1657.8184814453125,20,301.7170715332031,R_A4,38,STANDARD,47,0.2445700615644455,0.0,0,30,2018-01-01
303.8440856933594,1685.026611328125,1,303.8440856933594,R_A5,31,STANDARD,20,1.0,0.0,0,1,2018-01-01
304.0601806640625,1687.3070068359375,2,304.0601806640625,R_A5,31,STANDARD,20,1.0,0.0,0,2,2018-01-01
304.27630615234375,1689.5875244140625,3,304.27630615234375,R_A5,31,STANDARD,20,1.0,0.0,0,3,2018-01-01
304.4924011230469,1691.8680419921875,4,304.4924011230469,R_A5,31,STANDARD,20,1.0,0.0,0,4,2018-01-01
304.7085266113281,1694.1485595703125,5,304.7085266113281,R_A5,31,STANDARD,20,1.0,0.0,0,5,2018-01-01
304.9246520996094,1696.4290771484375,6,304.9246520996094,R_A5,31,STANDARD,20,1.0,0.0,0,6,2018-01-01
305.446533203125,1698.70947265625,7,305.446533203125,R_A5,31,STANDARD,20,1.0,0.0,0,7,2018-01-01
305.988037109375,1707.6488037109375,8,305.988037109375,R_A5,31,STANDARD,20,1.0,0.0,0,11,2018-01-01
306.1695251464844,1709.5638427734375,9,306.1695251464844,R_A5,31,STANDARD,20,1.0,0.0,0,12,2018-01-01
305.4322814941406,1701.7845458984375,10,305.4322814941406,R_A5,31,STANDARD,21,1.0,0.0,0,12,2018-01-01
305.6291198730469,1703.735107421875,11,305.6291198730469,R_A5,31,STANDARD,21,1.0,0.0,0,13,2018-01-01
305.81396484375,1705.6856689453125,12,305.81396484375,R_A5,31,STANDARD,21,1.0,0.0,0,14,2018-01-01
305.9988098144531,1707.63623046875,13,305.9988098144531,R_A5,31,STANDARD,21,1.0,0.0,0,15,2018-01-01
306.1836853027344,1709.5867919921875,14,306.1836853027344,R_A5,31,STANDARD,21,1.0,0.0,0,16,2018-01-01
306.5135498046875,1711.537353515625,15,306.5135498046875,R_A5,31,STANDARD,21,1.0,0.0,0,17,2018-01-01
306.6856994628906,1713.35400390625,16,306.6856994628906,R_A5,31,STANDARD,21,1.0,0.0,0,18,2018-01-01
306.7843933105469,1714.3951416015625,17,306.7843933105469,R_A5,31,STANDARD,21,1.0,0.0,0,19,2018-01-01
306.75689697265625,1715.7628173828125,18,306.75689697265625,R_A5,31,STANDARD,21,1.0,0.0,0,27,2018-01-01
306.978271484375,1718.098388671875,19,306.978271484375,R_A5,31,STANDARD,21,1.0,0.0,0,28,2018-01-01
307.5054016113281,1720.43408203125,20,307.5054016113281,R_A5,31,STANDARD,21,1.0,0.0,0,29,2018-01-01
307.7267761230469,1722.7696533203125,21,307.7267761230469,R_A5,31,STANDARD,21,1.0,0.0,0,30,2018-01-01
307.9481506347656,1725.105224609375,22,307.9481506347656,R_A5,31,STANDARD,21,1.0,0.0,0,31,2018-01-01
305.11419677734375,1695.20263671875,1,305.11419677734375,R_A6,17,STANDARD,42,1.0,0.0,0,1,2018-01-01
305.2609558105469,1696.7510986328125,2,305.2609558105469,R_A6,17,STANDARD,42,1.0,0.0,0,2,2018-01-01
305.4076843261719,1698.299560546875,3,305.4076843261719,R_A6,17,STANDARD,42,1.0,0.0,0,3,2018-01-01
305.554443359375,1699.84814453125,4,305.554443359375,R_A6,17,STANDARD,42,1.0,0.0,0,4,2018-01-01
305.7012023925781,1701.3966064453125,5,305.7012023925781,R_A6,17,STANDARD,42,1.0,0.0,0,5,2018-01-01
305.84796142578125,1702.9451904296875,6,305.84796142578125,R_A6,17,STANDARD,42,1.0,0.0,0,6,2018-01-01
305.6956481933594,1704.49365234375,7,305.6956481933594,R_A6,17,STANDARD,42,1.0,0.0,0,7,2018-01-01
305.8424072265625,1706.042236328125,8,305.8424072265625,R_A6,17,STANDARD,42,1.0,0.0,0,8,2018-01-01
306.2882080078125,1707.5906982421875,9,306.2882080078125,R_A6,17,STANDARD,42,1.0,0.0,0,9,2018-01-01
306.1291809082031,1709.1392822265625,10,306.1291809082031,R_A6,17,STANDARD,42,1.0,0.0,0,10,2018-01-01
306.3109130859375,1711.055419921875,11,306.3109130859375,R_A6,17,STANDARD,42,1.0,0.0,0,11,2018-01-01
306.52734375,1713.3392333984375,12,306.52734375,R_A6,17,STANDARD,42,1.0,0.0,0,12,2018-01-01
306.7557678222656,1715.623046875,13,306.7557678222656,R_A6,17,STANDARD,42,1.0,0.0,0,13,2018-01-01
306.9721984863281,1717.9068603515625,14,306.9721984863281,R_A6,17,STANDARD,42,1.0,0.0,0,14,2018-01-01
307.18865966796875,1720.190673828125,15,307.18865966796875,R_A6,17,STANDARD,42,1.0,0.0,0,15,2018-01-01
307.55010986328125,1722.474365234375,16,307.55010986328125,R_A6,17,STANDARD,42,1.0,0.0,0,16,2018-01-01
307.7665710449219,1724.7581787109375,17,307.7665710449219,R_A6,17,STANDARD,42,1.0,0.0,0,17,2018-01-01
307.921630859375,1726.394287109375,18,307.921630859375,R_A6,17,STANDARD,42,1.0,0.0,0,18,2018-01-01
307.8930969238281,1727.7508544921875,19,307.8930969238281,R_A6,17,STANDARD,42,1.0,0.0,0,27,2018-01-01
308.3623352050781,1729.4755859375,20,308.3623352050781,R_A6,17,STANDARD,42,1.0,0.0,0,28,2018-01-01
308.52581787109375,1731.2001953125,21,308.52581787109375,R_A6,17,STANDARD,42,1.0,0.0,0,29,2018-01-01
308.68927001953125,1732.9249267578125,22,308.68927001953125,R_A6,17,STANDARD,42,1.0,0.0,0,30,2018-01-01
308.8527526855469,1734.649658203125,23,308.8527526855469,R_A6,17,STANDARD,42,1.0,0.0,0,31,2018-01-01
298.58917236328125,1641.094970703125,1,298.58917236328125,R_A2,22,STANDARD,30,0.1114286482334137,0.0,0,1,2018-03-01
298.7094421386719,1642.8890380859375,2,298.7094421386719,R_A2,22,STANDARD,30,0.11407780647277832,0.0,0,2,2018-03-01
298.8297119140625,1644.68310546875,3,298.8297119140625,R_A2,22,STANDARD,30,0.08072353899478912,0.0,0,3,2018-03-01
298.949951171875,1646.4771728515625,4,298.949951171875,R_A2,22,STANDARD,30,0.06983502209186554,0.0,0,4,2018-03-01
299.0702209472656,1648.2713623046875,5,299.0702209472656,R_A2,22,STANDARD,30,0.07596876472234726,0.0,0,5,2018-03-01
299.19049072265625,1650.0654296875,6,299.19049072265625,R_A2,22,STANDARD,30,0.12286373227834702,0.0,0,6,2018-03-01
299.310791015625,1651.859619140625,7,299.310791015625,R_A2,22,STANDARD,30,0.6482813358306885,0.0,0,7,2018-03-01
299.44830322265625,1653.6536865234375,8,299.44830322265625,R_A2,22,STANDARD,30,0.6483773589134216,0.0,0,8,2018-03-01
299.5999450683594,1655.44775390625,9,299.5999450683594,R_A2,22,STANDARD,30,0.17963942885398865,0.0,0,9,2018-03-01
299.64581298828125,1657.2418212890625,10,299.64581298828125,R_A2,22,STANDARD,30,0.33536162972450256,0.0,0,10,2018-03-01
299.74359130859375,1659.1368408203125,11,299.74359130859375,R_A2,22,STANDARD,30,0.0844215676188469,0.0,0,11,2018-03-01
299.8747253417969,1661.132568359375,12,299.8747253417969,R_A2,22,STANDARD,30,0.08451304584741592,0.0,0,12,2018-03-01
300.0435791015625,1663.12841796875,13,300.0435791015625,R_A2,22,STANDARD,30,0.48153156042099,0.0,0,13,2018-03-01
300.1805419921875,1665.1241455078125,14,300.1805419921875,R_A2,22,STANDARD,30,0.5346819758415222,0.0,0,14,2018-03-01
300.3171081542969,1667.1199951171875,15,300.3171081542969,R_A2,22,STANDARD,30,0.7363784313201904,0.0,0,15,2018-03-01
300.451171875,1669.11572265625,16,300.451171875,R_A2,22,STANDARD,30,0.990342378616333,0.0,0,16,2018-03-01
300.5852355957031,1671.111572265625,17,300.5852355957031,R_A2,22,STANDARD,30,0.9844000935554504,0.0,0,17,2018-03-01
300.7112121582031,1672.9881591796875,18,300.7112121582031,R_A2,22,STANDARD,30,0.9986893534660339,0.0,0,18,2018-03-01
300.80303955078125,1674.229736328125,19,300.80303955078125,R_A2,22,STANDARD,29,0.9999998807907104,-8.958664921010495e-09,0,18,2018-03-01
300.9417724609375,1676.1676025390625,20,300.9417724609375,R_A2,22,STANDARD,29,0.9999985694885254,0.0,0,27,2018-03-01
303.4577941894531,1677.9368896484375,21,303.4577941894531,R_A2,22,STANDARD,29,1.0,-5.327149023959905e-16,0,28,2018-03-01
303.62725830078125,1679.7061767578125,22,303.62725830078125,R_A2,22,STANDARD,29,1.0,-2.224657391184943e-16,0,29,2018-03-01
303.7939147949219,1681.4754638671875,23,303.7939147949219,R_A2,22,STANDARD,29,1.0,-5.3861504935643324e-17,0,30,2018-03-01
303.9678649902344,1683.2447509765625,24,303.9678649902344,R_A2,22,STANDARD,29,1.0,-7.848874468596202e-18,0,31,2018-03-01
271.8127136230469,1685.026611328125,1,271.8127136230469,R_A5,31,STANDARD,20,1.0,-1.0320748839972096e-13,0,1,2018-04-28
272.02880859375,1687.3070068359375,2,272.02880859375,R_A5,31,STANDARD,20,1.0,-1.8086999454582087e-13,0,2,2018-04-28
