FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,20984833.0,0,20984833.0,47516856.0,0.0,3861209330.0,3861209330.0,82447798.0,33476533.0,48971265.0,0.0,33476533.0
2,0.0,0,0.0,77087628.0,0.0,0.0,0.0,79456776.0,0.0,79456776.0,0.0,0.0
3,20214158.0,0,20214158.0,44382734.0,0.0,3719405033.0,3719405033.0,77980089.0,32240015.0,45740074.0,0.0,32240015.0
4,0.0,0,0.0,69935227.0,0.0,0.0,0.0,72079885.0,0.0,72079885.0,0.0,0.0
5,13539606.0,0,13539606.0,34558586.0,0.0,2491287482.0,2491287482.0,57206585.0,21592293.0,35614292.0,0.0,21592293.0
6,0.0,0,0.0,50582995.0,0.0,0.0,0.0,52131651.0,0.0,52131651.0,0.0,0.0
