ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,857845,608605,424411,59757069
Valysar,CentralSouth,62858568,11060750,7862478,5482900,771992289
Valysar,CentralNorth,34342002,5924741,4247276,2961838,417026808
Valysar,NorthHorst,3756263,541076,337912,207563,40661563
Valysar,CentralRamp,13746446,2166680,1467897,1023638,144128270
Valysar,CentralHorst,84702900,14667980,10918419,7613961,1072045697
Valysar,EastLowland,291997,50216,19482,13586,1912888
Therys,WestLowland,2204974,427423,221805,154676,21778313
Therys,CentralSouth,9179996,1997492,1228876,856957,120659562
Therys,CentralNorth,18552936,3750960,2231348,1556031,219089151
Therys,NorthHorst,6417232,984407,403580,247899,48563440
Therys,CentralRamp,6770890,1532956,1143646,797522,112291085
Therys,CentralHorst,27938373,6931187,5348895,3730053,525191417
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,41581,22110,15418,2170887
Volon,CentralSouth,28906001,5160121,3792691,2644833,372392505
Volon,CentralNorth,4750500,658174,370432,258321,36371552
Volon,NorthHorst,4770033,935422,747868,459378,89992227
Volon,CentralRamp,11995959,2160776,1618395,1128588,158905186
Volon,CentralHorst,78649812,14240602,11299232,7879521,1109436542
Volon,EastLowland,0,0,0,0,0
