order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time,inactive_info
0,460994.9,5933813.29,1697.9,1648.9,Valysar,298.5810241699219,0.0580851249396801,0.0,0.9419148750603199,True,True,21,29,2,R_A2,2018-03-01,
0,462753.44,5932869.64,1673.4,1624.4,Therys,294.37713623046875,0.05312563106417656,0.0,0.9468743689358234,True,True,28,40,11,R_A3,2018-07-03,
1,462753.44,5932869.64,1690.7,1641.7,Volon,285.4095153808594,0.04922232776880264,0.0,0.9507776722311974,True,True,28,40,26,R_A3,2018-07-03,
0,464008.822,5931878.919,2578.7,1634.538,Valysar,,,,,True,False,31,50,3,R_A4,2018-09-12,"TRAJECTORY_POINT_NOT_IN_RFT (utm_x=464008.822, utm_y=5931878.919, measured_depth=2578.7)"
1,464291.761,5932429.155,3197.5,1643.655,Volon,275.7232666015625,0.3183039128780365,0.0,0.6816960871219635,True,True,35,48,27,R_A4,2018-09-12,
0,461519.21,5935692.65,1737.8,1688.8,Valysar,284.5312194824219,1.0,-2.530252118937426e-10,2.530252118937426e-10,True,True,30,19,3,R_A5,2018-04-28,
1,461519.21,5935692.65,1769.1,1720.1,Volon,283.86688232421875,1.0,-5.122220464622018e-13,5.122220464622018e-13,True,True,30,20,25,R_A5,2018-04-28,
0,461292.74,5931883.26,1759.9,1710.9,Therys,280.7952575683594,0.9999999403953552,-2.0699066904938945e-09,6.167455146588452e-08,True,True,16,41,10,R_A6,2018-11-07,
1,461292.74,5931883.26,1777.4,1728.4,Volon,282.36785888671875,1.0,1.1787360367290778e-12,-1.1787360367290778e-12,True,True,16,41,25,R_A6,2018-11-07,
