SWAT,DRAWDOWN,CONIPOS,CONJPOS,CONIDX,DEPTH,WELLMODEL,DATE,PRESSURE,SGAS,CONBPRES,WELL,CONKPOS
0.051302701234817505,0,22,30,1,1639.8154296875,STANDARD,2018-01-01,300.7027893066406,0.0,300.7027893066406,R_A2,1
0.053830213844776154,0,22,30,2,1641.548095703125,STANDARD,2018-01-01,300.8189697265625,0.0,300.8189697265625,R_A2,2
0.05805866792798042,0,22,30,3,1643.2806396484375,STANDARD,2018-01-01,300.9351501464844,0.0,300.9351501464844,R_A2,3
0.06117765232920647,0,22,30,4,1645.0133056640625,STANDARD,2018-01-01,301.05133056640625,0.0,301.05133056640625,R_A2,4
0.064488485455513,0,22,30,5,1646.7459716796875,STANDARD,2018-01-01,301.16754150390625,0.0,301.16754150390625,R_A2,5
0.3065362870693207,0,22,30,6,1648.4786376953125,STANDARD,2018-01-01,301.2837219238281,0.0,301.2837219238281,R_A2,6
0.8685895204544067,0,22,30,7,1650.211181640625,STANDARD,2018-01-01,301.3999328613281,0.0,301.3999328613281,R_A2,7
0.8533167243003845,0,22,30,8,1651.94384765625,STANDARD,2018-01-01,301.51611328125,0.0,301.51611328125,R_A2,8
0.8743153214454651,0,22,30,9,1653.676513671875,STANDARD,2018-01-01,301.63232421875,0.0,301.63232421875,R_A2,9
0.8735599517822266,0,22,30,10,1655.4091796875,STANDARD,2018-01-01,301.74853515625,0.0,301.74853515625,R_A2,10
0.06799744069576263,0,22,30,11,1657.286376953125,STANDARD,2018-01-01,301.87445068359375,0.0,301.87445068359375,R_A2,11
0.07493597269058228,0,22,30,12,1659.30810546875,STANDARD,2018-01-01,302.0100402832031,0.0,302.0100402832031,R_A2,12
0.417928546667099,0,22,30,13,1661.329833984375,STANDARD,2018-01-01,302.1456604003906,0.0,302.1456604003906,R_A2,13
0.46478942036628723,0,22,30,14,1663.3516845703125,STANDARD,2018-01-01,302.2812805175781,0.0,302.2812805175781,R_A2,14
0.9026305675506592,0,22,30,15,1665.37353515625,STANDARD,2018-01-01,302.4169006347656,0.0,302.4169006347656,R_A2,15
0.9035193920135498,0,22,30,16,1667.395263671875,STANDARD,2018-01-01,302.5525207519531,0.0,302.5525207519531,R_A2,16
0.8648722171783447,0,22,30,17,1669.4169921875,STANDARD,2018-01-01,302.6881408691406,0.0,302.6881408691406,R_A2,17
0.9523293972015381,0,22,29,18,1674.841064453125,STANDARD,2018-01-01,303.05206298828125,0.0,303.05206298828125,R_A2,17
0.9865331649780273,0,22,29,19,1676.567138671875,STANDARD,2018-01-01,303.1678466796875,0.0,303.1678466796875,R_A2,18
1.0,0,22,29,20,1678.10595703125,STANDARD,2018-01-01,303.2711181640625,0.0,303.2711181640625,R_A2,25
1.0,0,22,29,21,1679.8397216796875,STANDARD,2018-01-01,303.3874206542969,0.0,303.3874206542969,R_A2,26
1.0,0,22,29,22,1681.573486328125,STANDARD,2018-01-01,303.8226623535156,0.0,303.8226623535156,R_A2,27
1.0,0,22,29,23,1683.3072509765625,STANDARD,2018-01-01,303.9869384765625,0.0,303.9869384765625,R_A2,28
1.0,0,22,29,24,1685.0408935546875,STANDARD,2018-01-01,304.1512451171875,0.0,304.1512451171875,R_A2,29
0.32747313380241394,0,28,41,1,1608.3292236328125,STANDARD,2018-01-01,298.59210205078125,0.0,298.59210205078125,R_A3,1
0.14891238510608673,0,28,41,2,1610.309814453125,STANDARD,2018-01-01,298.724853515625,0.0,298.724853515625,R_A3,2
0.1645326167345047,0,29,41,3,1602.127197265625,STANDARD,2018-01-01,298.1764831542969,0.0,298.1764831542969,R_A3,2
0.11823459714651108,0,29,41,4,1604.2431640625,STANDARD,2018-01-01,298.3182678222656,0.0,298.3182678222656,R_A3,3
0.11619531363248825,0,29,41,5,1606.359130859375,STANDARD,2018-01-01,298.4600830078125,0.0,298.4600830078125,R_A3,4
0.6577110886573792,0,29,41,6,1608.47509765625,STANDARD,2018-01-01,298.6018981933594,0.0,298.6018981933594,R_A3,5
0.6481541991233826,0,29,41,7,1610.591064453125,STANDARD,2018-01-01,298.7436828613281,0.0,298.7436828613281,R_A3,6
0.19561134278774261,0,29,41,8,1612.70703125,STANDARD,2018-01-01,298.885498046875,0.0,298.885498046875,R_A3,7
0.19619496166706085,0,29,41,9,1614.822998046875,STANDARD,2018-01-01,299.0273132324219,0.0,299.0273132324219,R_A3,8
0.7964707612991333,0,29,41,10,1616.9388427734375,STANDARD,2018-01-01,299.1691589355469,0.0,299.1691589355469,R_A3,9
0.8044840693473816,0,29,41,11,1619.0548095703125,STANDARD,2018-01-01,299.31097412109375,0.0,299.31097412109375,R_A3,10
0.04739399999380112,0,29,41,12,1621.2518310546875,STANDARD,2018-01-01,299.458251953125,0.0,299.458251953125,R_A3,11
0.053088780492544174,0,29,41,13,1623.530029296875,STANDARD,2018-01-01,299.6109619140625,0.0,299.6109619140625,R_A3,12
0.36593353748321533,0,29,41,14,1625.8082275390625,STANDARD,2018-01-01,299.763671875,0.0,299.763671875,R_A3,13
0.36451876163482666,0,29,41,15,1628.0863037109375,STANDARD,2018-01-01,299.9164123535156,0.0,299.9164123535156,R_A3,14
0.5037841200828552,0,29,41,16,1630.364501953125,STANDARD,2018-01-01,300.0691223144531,0.0,300.0691223144531,R_A3,15
0.7992221713066101,0,29,41,17,1632.290771484375,STANDARD,2018-01-01,300.1982727050781,0.0,300.1982727050781,R_A3,16
0.36442574858665466,0,29,41,18,1634.840576171875,STANDARD,2018-01-01,300.3692321777344,0.0,300.3692321777344,R_A3,25
0.04292355850338936,0,29,41,19,1638.360107421875,STANDARD,2018-01-01,300.605224609375,0.0,300.605224609375,R_A3,26
0.049108389765024185,0,29,41,20,1641.8795166015625,STANDARD,2018-01-01,300.8411865234375,0.0,300.8411865234375,R_A3,27
0.6481541991233826,0,29,41,21,1645.39892578125,STANDARD,2018-01-01,301.07720947265625,0.0,301.07720947265625,R_A3,28
0.06085488572716713,0,29,41,22,1648.91845703125,STANDARD,2018-01-01,301.313232421875,0.0,301.313232421875,R_A3,29
0.04924744740128517,0,30,52,1,1632.476318359375,STANDARD,2018-01-01,300.2107238769531,0.0,300.2107238769531,R_A4,1
0.12045124173164368,0,31,52,2,1626.8626708984375,STANDARD,2018-01-01,299.8343811035156,0.0,299.8343811035156,R_A4,1
0.13101334869861603,0,31,52,3,1628.916748046875,STANDARD,2018-01-01,299.9720764160156,0.0,299.9720764160156,R_A4,2
0.051022063940763474,0,31,52,4,1630.9708251953125,STANDARD,2018-01-01,300.1097717285156,0.0,300.1097717285156,R_A4,3
0.05417218059301376,0,31,52,5,1633.02490234375,STANDARD,2018-01-01,300.24749755859375,0.0,300.24749755859375,R_A4,4
0.05361016094684601,0,32,52,6,1631.3128662109375,STANDARD,2018-01-01,300.1327209472656,0.0,300.1327209472656,R_A4,4
0.05392554774880409,0,32,52,7,1633.1695556640625,STANDARD,2018-01-01,300.2572021484375,0.0,300.2572021484375,R_A4,5
0.05458793044090271,0,32,51,8,1636.6385498046875,STANDARD,2018-01-01,300.4897766113281,0.0,300.4897766113281,R_A4,5
0.05579552426934242,0,33,51,9,1637.92138671875,STANDARD,2018-01-01,300.5758056640625,0.0,300.5758056640625,R_A4,5
0.05675940215587616,0,33,51,10,1636.0811767578125,STANDARD,2018-01-01,300.4524230957031,0.0,300.4524230957031,R_A4,4
0.0626441240310669,0,33,50,11,1640.822998046875,STANDARD,2018-01-01,300.7703552246094,0.0,300.7703552246094,R_A4,4
0.059233542531728745,0,34,50,12,1639.7257080078125,STANDARD,2018-01-01,300.69677734375,0.0,300.69677734375,R_A4,4
0.09179935604333878,0,35,50,13,1640.539794921875,STANDARD,2018-01-01,300.7513732910156,0.0,300.7513732910156,R_A4,4
0.21914395689964294,0,35,50,14,1638.728759765625,STANDARD,2018-01-01,300.62994384765625,0.0,300.62994384765625,R_A4,3
0.22870667278766632,0,35,49,15,1642.9232177734375,STANDARD,2018-01-01,300.91119384765625,0.0,300.91119384765625,R_A4,3
0.22955572605133057,0,35,49,16,1641.14599609375,STANDARD,2018-01-01,300.7920227050781,0.0,300.7920227050781,R_A4,2
0.33322495222091675,0,36,49,17,1642.7449951171875,STANDARD,2018-01-01,300.89923095703125,0.0,300.89923095703125,R_A4,28
