ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,646145,357541,249331,35105850,0,0,0,0,0
Valysar,CentralSouth,60358268,10884657,7745343,5401216,760491206,0,0,0,0,0
Valysar,CentralNorth,33496707,6180774,4423690,3084861,434348412,0,0,0,0,0
Valysar,NorthHorst,2756996,405872,195818,120281,23563118,25888248,3674869,2465851,573453676,87738
Valysar,CentralRamp,13747335,2107476,1387545,967604,136238689,0,0,0,0,0
Valysar,CentralHorst,83965845,14371149,10992636,7665716,1079332789,0,0,0,0,0
Valysar,EastLowland,288978,73184,32485,22653,3189595,0,0,0,0,0
Therys,WestLowland,2193689,407994,196130,136771,19257370,0,0,0,0,0
Therys,CentralSouth,8219316,1722901,995835,694445,97777897,0,0,0,0,0
Therys,CentralNorth,17576284,3198244,1831204,1276990,179800194,0,0,0,0,0
Therys,NorthHorst,4776451,717125,272955,167663,32845177,19381057,3169402,2001361,465432862,71211
Therys,CentralRamp,6771661,1463693,1130298,788213,110980422,0,0,0,0,0
Therys,CentralHorst,27416911,6974745,5374439,3747865,527699466,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,41026,14734,10275,1446722,0,0,0,0,0
Volon,CentralSouth,26486060,4672522,3133979,2185481,307715700,0,0,0,0,0
Volon,CentralNorth,4038314,610288,351779,245313,34540098,0,0,0,0,0
Volon,NorthHorst,3010848,542983,384967,236466,46323681,4901241,837103,681739,158543855,24257
Volon,CentralRamp,11700895,2240270,1623682,1132275,159424341,0,0,0,0,0
Volon,CentralHorst,77883766,13617083,9853149,6871094,967450096,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
