SWAT,PRESSURE,DRAWDOWN,WELL,DEPTH,CONIPOS,CONIDX,CONBPRES,DATE,SGAS,CONJPOS,WELLMODEL,CONKPOS
0.35371673107147217,300.0030212402344,0,R_A3,1629.4404296875,29,15,300.0030212402344,2018-01-01,0.0,41,STANDARD,15
0.7992433905601501,300.1501159667969,0,R_A3,1631.63427734375,29,16,300.1501159667969,2018-01-01,0.0,41,STANDARD,16
0.7671682238578796,300.2332458496094,0,R_A3,1632.8741455078125,29,17,300.2332458496094,2018-01-01,0.0,41,STANDARD,17
0.17019537091255188,300.36968994140625,0,R_A3,1634.9091796875,29,18,300.36968994140625,2018-01-01,0.0,41,STANDARD,31
0.04430603235960007,300.61859130859375,0,R_A3,1638.62158203125,29,19,300.61859130859375,2018-01-01,0.0,41,STANDARD,32
0.04697771742939949,300.8675231933594,0,R_A3,1642.3338623046875,29,20,300.8675231933594,2018-01-01,0.0,41,STANDARD,33
0.6481541991233826,301.116455078125,0,R_A3,1646.0462646484375,29,21,301.116455078125,2018-01-01,0.0,41,STANDARD,34
0.06214509904384613,301.36541748046875,0,R_A3,1649.7586669921875,29,22,301.36541748046875,2018-01-01,0.0,41,STANDARD,35
0.051356177777051926,300.21514892578125,0,R_A4,1632.604248046875,30,1,300.21514892578125,2018-01-01,0.0,52,STANDARD,1
0.09043800830841064,299.8183898925781,0,R_A4,1626.6864013671875,31,2,299.8183898925781,2018-01-01,0.0,52,STANDARD,1
0.04953482002019882,299.9576721191406,0,R_A4,1628.763916015625,31,3,299.9576721191406,2018-01-01,0.0,52,STANDARD,2
0.0505230538547039,300.0969543457031,0,R_A4,1630.841552734375,31,4,300.0969543457031,2018-01-01,0.0,52,STANDARD,3
0.05421830341219902,300.23626708984375,0,R_A4,1632.9190673828125,31,5,300.23626708984375,2018-01-01,0.0,52,STANDARD,4
0.054030951112508774,300.23248291015625,0,R_A4,1632.8626708984375,32,6,300.23248291015625,2018-01-01,0.0,52,STANDARD,4
0.22511868178844452,300.35687255859375,0,R_A4,1634.71826171875,32,7,300.35687255859375,2018-01-01,0.0,52,STANDARD,5
0.10299956053495407,300.43536376953125,0,R_A4,1635.8890380859375,32,8,300.43536376953125,2018-01-01,0.0,51,STANDARD,5
0.05460904911160469,300.3144226074219,0,R_A4,1634.085205078125,32,9,300.3144226074219,2018-01-01,0.0,51,STANDARD,4
0.05741337314248085,300.5498352050781,0,R_A4,1637.59619140625,33,10,300.5498352050781,2018-01-01,0.0,51,STANDARD,4
0.05998697504401207,300.64276123046875,0,R_A4,1638.982177734375,33,11,300.64276123046875,2018-01-01,0.0,50,STANDARD,4
0.07793619483709335,300.6086730957031,0,R_A4,1638.4735107421875,34,12,300.6086730957031,2018-01-01,0.0,50,STANDARD,4
0.060597095638513565,300.73907470703125,0,R_A4,1640.4185791015625,34,13,300.73907470703125,2018-01-01,0.0,50,STANDARD,5
0.06022036075592041,300.86419677734375,0,R_A4,1642.284423828125,35,14,300.86419677734375,2018-01-01,0.0,50,STANDARD,5
0.09791720658540726,300.7413330078125,0,R_A4,1640.4520263671875,35,15,300.7413330078125,2018-01-01,0.0,50,STANDARD,4
0.07925501465797424,300.8681640625,0,R_A4,1642.34326171875,35,16,300.8681640625,2018-01-01,0.0,49,STANDARD,4
0.15762260556221008,300.74212646484375,0,R_A4,1640.4638671875,35,17,300.74212646484375,2018-01-01,0.0,49,STANDARD,3
0.05728895962238312,300.9693298339844,0,R_A4,1643.8521728515625,36,18,300.9693298339844,2018-01-01,0.0,49,STANDARD,34
0.05621258541941643,300.9901123046875,0,R_A4,1644.1619873046875,36,19,300.9901123046875,2018-01-01,0.0,48,STANDARD,34
0.1325569748878479,300.6124572753906,0,R_A4,1638.5299072265625,36,20,300.6124572753906,2018-01-01,0.0,48,STANDARD,33
0.25434574484825134,301.2257080078125,0,R_A4,1647.6754150390625,37,21,301.2257080078125,2018-01-01,0.0,48,STANDARD,33
0.6481541991233826,301.4954528808594,0,R_A4,1651.6976318359375,38,22,301.4954528808594,2018-01-01,0.0,48,STANDARD,33
0.21968111395835876,302.15380859375,0,R_A4,1661.5133056640625,38,23,302.15380859375,2018-01-01,0.0,47,STANDARD,33
1.0,303.9498291015625,0,R_A5,1682.9156494140625,31,1,303.9498291015625,2018-01-01,0.0,20,STANDARD,1
1.0,303.8778381347656,0,R_A5,1685.3828125,31,2,303.8778381347656,2018-01-01,0.0,20,STANDARD,2
1.0,304.1116638183594,0,R_A5,1687.85009765625,31,3,304.1116638183594,2018-01-01,0.0,20,STANDARD,3
1.0,304.345458984375,0,R_A5,1690.3175048828125,31,4,304.345458984375,2018-01-01,0.0,20,STANDARD,4
1.0,304.57928466796875,0,R_A5,1692.7847900390625,31,5,304.57928466796875,2018-01-01,0.0,20,STANDARD,5
1.0,304.8131103515625,0,R_A5,1695.2520751953125,31,6,304.8131103515625,2018-01-01,0.0,20,STANDARD,6
1.0,305.3526916503906,0,R_A5,1697.71923828125,31,7,305.3526916503906,2018-01-01,0.0,20,STANDARD,7
1.0,305.7483825683594,0,R_A5,1705.12109375,31,8,305.7483825683594,2018-01-01,0.0,20,STANDARD,10
1.0,305.95111083984375,0,R_A5,1707.259033203125,31,9,305.95111083984375,2018-01-01,0.0,20,STANDARD,11
1.0,306.12249755859375,0,R_A5,1709.067626953125,31,10,306.12249755859375,2018-01-01,0.0,20,STANDARD,12
1.0,305.3705139160156,0,R_A5,1701.132568359375,31,11,305.3705139160156,2018-01-01,0.0,21,STANDARD,12
1.0,305.5511779785156,0,R_A5,1703.0389404296875,31,12,305.5511779785156,2018-01-01,0.0,21,STANDARD,13
1.0,305.7438049316406,0,R_A5,1704.9451904296875,31,13,305.7438049316406,2018-01-01,0.0,21,STANDARD,14
1.0,305.9244689941406,0,R_A5,1706.8515625,31,14,305.9244689941406,2018-01-01,0.0,21,STANDARD,15
1.0,306.1051025390625,0,R_A5,1708.7578125,31,15,306.1051025390625,2018-01-01,0.0,21,STANDARD,16
1.0,306.4307861328125,0,R_A5,1710.6640625,31,16,306.4307861328125,2018-01-01,0.0,21,STANDARD,17
1.0,306.6114501953125,0,R_A5,1712.5704345703125,31,17,306.6114501953125,2018-01-01,0.0,21,STANDARD,18
1.0,306.7715148925781,0,R_A5,1714.2593994140625,31,18,306.7715148925781,2018-01-01,0.0,21,STANDARD,19
1.0,306.86102294921875,0,R_A5,1715.2037353515625,31,19,306.86102294921875,2018-01-01,0.0,21,STANDARD,20
1.0,306.84246826171875,0,R_A5,1716.66552734375,31,20,306.84246826171875,2018-01-01,0.0,21,STANDARD,31
1.0,307.08001708984375,0,R_A5,1719.1719970703125,31,21,307.08001708984375,2018-01-01,0.0,21,STANDARD,32
1.0,307.62335205078125,0,R_A5,1721.678466796875,31,22,307.62335205078125,2018-01-01,0.0,21,STANDARD,33
1.0,307.8609313964844,0,R_A5,1724.1849365234375,31,23,307.8609313964844,2018-01-01,0.0,21,STANDARD,34
1.0,308.0984802246094,0,R_A5,1726.69140625,31,24,308.0984802246094,2018-01-01,0.0,21,STANDARD,35
1.0,305.13031005859375,0,R_A6,1695.37255859375,17,1,305.13031005859375,2018-01-01,0.0,42,STANDARD,1
1.0,305.2774658203125,0,R_A6,1696.92529296875,17,2,305.2774658203125,2018-01-01,0.0,42,STANDARD,2
1.0,305.4245910644531,0,R_A6,1698.4779052734375,17,3,305.4245910644531,2018-01-01,0.0,42,STANDARD,3
1.0,305.5717468261719,0,R_A6,1700.030517578125,17,4,305.5717468261719,2018-01-01,0.0,42,STANDARD,4
1.0,305.7188720703125,0,R_A6,1701.583251953125,17,5,305.7188720703125,2018-01-01,0.0,42,STANDARD,5
1.0,305.86602783203125,0,R_A6,1703.1358642578125,17,6,305.86602783203125,2018-01-01,0.0,42,STANDARD,6
1.0,305.714111328125,0,R_A6,1704.6885986328125,17,7,305.714111328125,2018-01-01,0.0,42,STANDARD,7
1.0,305.86126708984375,0,R_A6,1706.2412109375,17,8,305.86126708984375,2018-01-01,0.0,42,STANDARD,8
1.0,306.3074645996094,0,R_A6,1707.7938232421875,17,9,306.3074645996094,2018-01-01,0.0,42,STANDARD,9
1.0,306.1488342285156,0,R_A6,1709.3465576171875,17,10,306.1488342285156,2018-01-01,0.0,42,STANDARD,10
1.0,306.33221435546875,0,R_A6,1711.2802734375,17,11,306.33221435546875,2018-01-01,0.0,42,STANDARD,11
1.0,306.5516052246094,0,R_A6,1713.59521484375,17,12,306.5516052246094,2018-01-01,0.0,42,STANDARD,12
1.0,306.782958984375,0,R_A6,1715.9100341796875,17,13,306.782958984375,2018-01-01,0.0,42,STANDARD,13
1.0,307.0023498535156,0,R_A6,1718.224853515625,17,14,307.0023498535156,2018-01-01,0.0,42,STANDARD,14
1.0,307.22174072265625,0,R_A6,1720.539794921875,17,15,307.22174072265625,2018-01-01,0.0,42,STANDARD,15
1.0,307.5861511230469,0,R_A6,1722.8546142578125,17,16,307.5861511230469,2018-01-01,0.0,42,STANDARD,16
1.0,307.8055419921875,0,R_A6,1725.1695556640625,17,17,307.8055419921875,2018-01-01,0.0,42,STANDARD,17
1.0,307.9530334472656,0,R_A6,1726.7257080078125,17,18,307.9530334472656,2018-01-01,0.0,42,STANDARD,18
1.0,307.9156188964844,0,R_A6,1727.988525390625,17,19,307.9156188964844,2018-01-01,0.0,42,STANDARD,31
1.0,308.3851623535156,0,R_A6,1729.71630859375,17,20,308.3851623535156,2018-01-01,0.0,42,STANDARD,32
1.0,308.5489196777344,0,R_A6,1731.444091796875,17,21,308.5489196777344,2018-01-01,0.0,42,STANDARD,33
1.0,308.7126770019531,0,R_A6,1733.171875,17,22,308.7126770019531,2018-01-01,0.0,42,STANDARD,34
1.0,308.5706787109375,0,R_A6,1734.8997802734375,17,23,308.5706787109375,2018-01-01,0.0,42,STANDARD,35
0.053828682750463486,298.3293762207031,0,R_A2,1642.8861083984375,22,1,298.3293762207031,2018-03-01,0.0,30,STANDARD,1
0.056399449706077576,298.4562683105469,0,R_A2,1644.7799072265625,22,2,298.4562683105469,2018-03-01,0.0,30,STANDARD,2
0.0599106028676033,298.5832214355469,0,R_A2,1646.6737060546875,22,3,298.5832214355469,2018-03-01,0.0,30,STANDARD,3
0.178733691573143,298.7101745605469,0,R_A2,1648.567626953125,22,4,298.7101745605469,2018-03-01,0.0,30,STANDARD,4
0.17565402388572693,298.8370056152344,0,R_A2,1650.46142578125,22,5,298.8370056152344,2018-03-01,0.0,30,STANDARD,5
0.3080836534500122,298.97882080078125,0,R_A2,1652.355224609375,22,6,298.97882080078125,2018-03-01,0.0,30,STANDARD,6
0.8863640427589417,299.1043701171875,0,R_A2,1654.2491455078125,22,7,299.1043701171875,2018-03-01,0.0,30,STANDARD,7
0.8759238719940186,299.2379150390625,0,R_A2,1656.1429443359375,22,8,299.2379150390625,2018-03-01,0.0,30,STANDARD,8
0.6484053730964661,299.3627014160156,0,R_A2,1658.036865234375,22,9,299.3627014160156,2018-03-01,0.0,30,STANDARD,9
0.6483114957809448,299.57373046875,0,R_A2,1659.9306640625,22,10,299.57373046875,2018-03-01,0.0,30,STANDARD,10
0.07448525726795197,299.9114074707031,0,R_A2,1661.9080810546875,22,11,299.9114074707031,2018-03-01,0.0,30,STANDARD,11
0.07754086703062057,300.0395812988281,0,R_A2,1663.9688720703125,22,12,300.0395812988281,2018-03-01,0.0,30,STANDARD,12
0.4531711935997009,300.3533630371094,0,R_A2,1666.02978515625,22,13,300.3533630371094,2018-03-01,0.0,30,STANDARD,13
0.4936622083187103,300.5439147949219,0,R_A2,1668.090576171875,22,14,300.5439147949219,2018-03-01,0.0,30,STANDARD,14
0.6752106547355652,300.6814880371094,0,R_A2,1670.1514892578125,22,15,300.6814880371094,2018-03-01,0.0,30,STANDARD,15
0.9608249068260193,300.81756591796875,0,R_A2,1672.21240234375,22,16,300.81756591796875,2018-03-01,0.0,30,STANDARD,16
0.9609323143959045,300.955078125,0,R_A2,1674.2733154296875,22,17,300.955078125,2018-03-01,0.0,30,STANDARD,17
0.9778301119804382,301.09051513671875,0,R_A2,1676.3017578125,22,18,301.09051513671875,2018-03-01,0.0,30,STANDARD,18
0.9896879196166992,301.1891784667969,0,R_A2,1677.77490234375,22,19,301.1891784667969,2018-03-01,0.0,30,STANDARD,19
1.0,303.3140563964844,0,R_A2,1679.2305908203125,22,20,303.3140563964844,2018-03-01,-8.233458032332318e-17,30,STANDARD,31
1.0,303.7586669921875,0,R_A2,1681.1390380859375,22,21,303.7586669921875,2018-03-01,-6.444121842383494e-16,30,STANDARD,32
1.0,303.9332275390625,0,R_A2,1683.04736328125,22,22,303.9332275390625,2018-03-01,8.12421559755489e-18,30,STANDARD,33
1.0,302.5942077636719,0,R_A2,1677.7347412109375,22,23,302.5942077636719,2018-03-01,-1.221931555939193e-09,29,STANDARD,33
0.8388380408287048,303.2688903808594,0,R_A2,1679.6221923828125,22,24,303.2688903808594,2018-03-01,0.0,29,STANDARD,34
1.0,303.7702941894531,0,R_A2,1681.509765625,22,25,303.7702941894531,2018-03-01,-3.870029346789364e-17,29,STANDARD,35
1.0,279.5784606933594,0,R_A5,1682.9156494140625,31,1,279.5784606933594,2018-04-28,1.4225141316348057e-19,20,STANDARD,1
1.0,279.5064697265625,0,R_A5,1685.3828125,31,2,279.5064697265625,2018-04-28,5.674616683418038e-19,20,STANDARD,2
1.0,279.7400207519531,0,R_A5,1687.85009765625,31,3,279.7400207519531,2018-04-28,5.478598659685581e-19,20,STANDARD,3
1.0,279.9735107421875,0,R_A5,1690.3175048828125,31,4,279.9735107421875,2018-04-28,5.133119439022449e-19,20,STANDARD,4
1.0,280.2069091796875,0,R_A5,1692.7847900390625,31,5,280.2069091796875,2018-04-28,3.004975525428045e-19,20,STANDARD,5
1.0,280.44036865234375,0,R_A5,1695.2520751953125,31,6,280.44036865234375,2018-04-28,3.1435037211062418e-19,20,STANDARD,6
1.0,280.992431640625,0,R_A5,1697.71923828125,31,7,280.992431640625,2018-04-28,1.7703793644683696e-21,20,STANDARD,7
1.0,284.2401123046875,0,R_A5,1705.12109375,31,8,284.2401123046875,2018-04-28,3.26820362829166e-18,20,STANDARD,10
1.0,282.6004638671875,0,R_A5,1707.259033203125,31,9,282.6004638671875,2018-04-28,5.508730017961651e-15,20,STANDARD,11
1.0,282.77227783203125,0,R_A5,1709.067626953125,31,10,282.77227783203125,2018-04-28,4.66309933375153e-15,20,STANDARD,12
1.0,281.06622314453125,0,R_A5,1701.132568359375,31,11,281.06622314453125,2018-04-28,-1.8029094588241888e-14,21,STANDARD,12
1.0,281.2525329589844,0,R_A5,1703.0389404296875,31,12,281.2525329589844,2018-04-28,-2.2942292258131512e-14,21,STANDARD,13
1.0,281.4541015625,0,R_A5,1704.9451904296875,31,13,281.4541015625,2018-04-28,3.475032498966046e-15,21,STANDARD,14
1.0,281.6441345214844,0,R_A5,1706.8515625,31,14,281.6441345214844,2018-04-28,5.552484775401493e-15,21,STANDARD,15
1.0,281.835205078125,0,R_A5,1708.7578125,31,15,281.835205078125,2018-04-28,2.5686699759542653e-15,21,STANDARD,16
1.0,282.28375244140625,0,R_A5,1710.6640625,31,16,282.28375244140625,2018-04-28,2.6801268592582816e-16,21,STANDARD,17
1.0,282.8295593261719,0,R_A5,1712.5704345703125,31,17,282.8295593261719,2018-04-28,3.452083835326085e-16,21,STANDARD,18
1.0,283.2991638183594,0,R_A5,1714.2593994140625,31,18,283.2991638183594,2018-04-28,4.2140384110779994e-16,21,STANDARD,19
1.0,283.47528076171875,0,R_A5,1715.2037353515625,31,19,283.47528076171875,2018-04-28,1.0259023770336486e-15,21,STANDARD,20
1.0,284.2210998535156,0,R_A5,1716.66552734375,31,20,284.2210998535156,2018-04-28,1.589166623815197e-14,21,STANDARD,31
1.0,284.5018005371094,0,R_A5,1719.1719970703125,31,21,284.5018005371094,2018-04-28,1.653630235672575e-14,21,STANDARD,32
1.0,296.2337341308594,0,R_A5,1721.678466796875,31,22,296.2337341308594,2018-04-28,2.216756951398178e-22,21,STANDARD,33
1.0,304.1759948730469,0,R_A5,1724.1849365234375,31,23,304.1759948730469,2018-04-28,4.3019854990153915e-24,21,STANDARD,34
1.0,306.443115234375,0,R_A5,1726.69140625,31,24,306.443115234375,2018-04-28,3.1250032041847985e-25,21,STANDARD,35
0.22503934800624847,276.0496826171875,0,R_A3,1608.36279296875,28,1,276.0496826171875,2018-07-03,0.0,41,STANDARD,1
0.12782293558120728,275.4508361816406,0,R_A3,1600.059814453125,29,2,275.4508361816406,2018-07-03,0.0,41,STANDARD,2
0.14888623356819153,275.6011657714844,0,R_A3,1602.3167724609375,29,3,275.6011657714844,2018-07-03,0.0,41,STANDARD,3
0.3623870015144348,275.7794494628906,0,R_A3,1604.57373046875,29,4,275.7794494628906,2018-07-03,0.0,41,STANDARD,4
0.7991774082183838,276.08251953125,0,R_A3,1606.83056640625,29,5,276.08251953125,2018-07-03,0.0,41,STANDARD,5
0.6510299444198608,276.2527770996094,0,R_A3,1609.0875244140625,29,6,276.2527770996094,2018-07-03,0.0,41,STANDARD,6
0.1920715570449829,276.4187316894531,0,R_A3,1611.344482421875,29,7,276.4187316894531,2018-07-03,0.0,41,STANDARD,7
0.19637644290924072,276.5691833496094,0,R_A3,1613.601318359375,29,8,276.5691833496094,2018-07-03,0.0,41,STANDARD,8
0.6516315937042236,276.7089538574219,0,R_A3,1615.8582763671875,29,9,276.7089538574219,2018-07-03,0.0,41,STANDARD,9
0.7924023866653442,278.370849609375,0,R_A3,1618.115234375,29,10,278.370849609375,2018-07-03,0.0,41,STANDARD,10
0.04645394906401634,282.925048828125,0,R_A3,1620.376708984375,29,11,282.925048828125,2018-07-03,0.0,41,STANDARD,11
0.05136002600193024,283.07635498046875,0,R_A3,1622.642578125,29,12,283.07635498046875,2018-07-03,0.0,41,STANDARD,12
0.3661964237689972,283.22955322265625,0,R_A3,1624.908447265625,29,13,283.22955322265625,2018-07-03,0.0,41,STANDARD,13
0.37363991141319275,283.3868713378906,0,R_A3,1627.1744384765625,29,14,283.3868713378906,2018-07-03,0.0,41,STANDARD,14
0.3549802005290985,283.5415344238281,0,R_A3,1629.4404296875,29,15,283.5415344238281,2018-07-03,0.0,41,STANDARD,15
0.7983125448226929,283.72802734375,0,R_A3,1631.63427734375,29,16,283.72802734375,2018-07-03,0.0,41,STANDARD,16
0.7660403847694397,283.8126220703125,0,R_A3,1632.8741455078125,29,17,283.8126220703125,2018-07-03,0.0,41,STANDARD,17
0.1688999980688095,284.90289306640625,0,R_A3,1634.9091796875,29,18,284.90289306640625,2018-07-03,0.0,41,STANDARD,31
0.044686589390039444,285.1287536621094,0,R_A3,1638.62158203125,29,19,285.1287536621094,2018-07-03,0.0,41,STANDARD,32
0.047331586480140686,285.376708984375,0,R_A3,1642.3338623046875,29,20,285.376708984375,2018-07-03,0.0,41,STANDARD,33
0.6491507291793823,285.6278991699219,0,R_A3,1646.0462646484375,29,21,285.6278991699219,2018-07-03,0.0,41,STANDARD,34
0.06226562708616257,285.8799743652344,0,R_A3,1649.7586669921875,29,22,285.8799743652344,2018-07-03,0.0,41,STANDARD,35
0.051449231803417206,277.080322265625,0,R_A4,1632.604248046875,30,1,277.080322265625,2018-09-12,0.0,52,STANDARD,1
0.09058766812086105,276.7924499511719,0,R_A4,1626.6864013671875,31,2,276.7924499511719,2018-09-12,0.0,52,STANDARD,1
0.049637265503406525,276.9309387207031,0,R_A4,1628.763916015625,31,3,276.9309387207031,2018-09-12,0.0,52,STANDARD,2
0.05063279718160629,277.06939697265625,0,R_A4,1630.841552734375,31,4,277.06939697265625,2018-09-12,0.0,52,STANDARD,3
0.054324984550476074,277.2078552246094,0,R_A4,1632.9190673828125,31,5,277.2078552246094,2018-09-12,0.0,52,STANDARD,4
0.05401588976383209,277.3235778808594,0,R_A4,1632.8626708984375,32,6,277.3235778808594,2018-09-12,0.0,52,STANDARD,4
0.2250867784023285,277.447265625,0,R_A4,1634.71826171875,32,7,277.447265625,2018-09-12,0.0,52,STANDARD,5
0.10389212518930435,277.4057312011719,0,R_A4,1635.8890380859375,32,8,277.4057312011719,2018-09-12,0.0,51,STANDARD,5
0.05489025264978409,277.2855224609375,0,R_A4,1634.085205078125,32,9,277.2855224609375,2018-09-12,0.0,51,STANDARD,4
0.057687219232320786,277.64447021484375,0,R_A4,1637.59619140625,33,10,277.64447021484375,2018-09-12,0.0,51,STANDARD,4
0.06038898974657059,277.6155700683594,0,R_A4,1638.982177734375,33,11,277.6155700683594,2018-09-12,0.0,50,STANDARD,4
0.07803582400083542,277.7138671875,0,R_A4,1638.4735107421875,34,12,277.7138671875,2018-09-12,0.0,50,STANDARD,4
0.06079299375414848,277.843505859375,0,R_A4,1640.4185791015625,34,13,277.843505859375,2018-09-12,0.0,50,STANDARD,5
0.06032170355319977,278.06805419921875,0,R_A4,1642.284423828125,35,14,278.06805419921875,2018-09-12,0.0,50,STANDARD,5
0.09812320023775101,277.9459533691406,0,R_A4,1640.4520263671875,35,15,277.9459533691406,2018-09-12,0.0,50,STANDARD,4
0.07913129031658173,277.9651794433594,0,R_A4,1642.34326171875,35,16,277.9651794433594,2018-09-12,0.0,49,STANDARD,4
0.15766608715057373,277.8399353027344,0,R_A4,1640.4638671875,35,17,277.8399353027344,2018-09-12,0.0,49,STANDARD,3
0.05938095599412918,277.0588684082031,0,R_A4,1643.8521728515625,36,18,277.0588684082031,2018-09-12,0.0,49,STANDARD,34
0.05983110889792442,276.8398742675781,0,R_A4,1644.1619873046875,36,19,276.8398742675781,2018-09-12,0.0,48,STANDARD,34
0.14234444499015808,276.4633483886719,0,R_A4,1638.5299072265625,36,20,276.4633483886719,2018-09-12,0.0,48,STANDARD,33
0.23991039395332336,277.46234130859375,0,R_A4,1647.6754150390625,37,21,277.46234130859375,2018-09-12,0.0,48,STANDARD,33
0.652045488357544,278.0630798339844,0,R_A4,1651.6976318359375,38,22,278.0630798339844,2018-09-12,0.0,48,STANDARD,33
0.21760745346546173,278.5069274902344,0,R_A4,1661.5133056640625,38,23,278.5069274902344,2018-09-12,0.0,47,STANDARD,33
1.0,274.69195556640625,0,R_A6,1695.37255859375,17,1,274.69195556640625,2018-11-07,-4.862521806237767e-15,42,STANDARD,1
1.0,274.832763671875,0,R_A6,1696.92529296875,17,2,274.832763671875,2018-11-07,-1.4670967459073513e-15,42,STANDARD,2
1.0,274.96575927734375,0,R_A6,1698.4779052734375,17,3,274.96575927734375,2018-11-07,-1.6094258096168595e-15,42,STANDARD,3
1.0,275.0904846191406,0,R_A6,1700.030517578125,17,4,275.0904846191406,2018-11-07,-1.7053462557836598e-15,42,STANDARD,4
