CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1610.63671875,303.60443115234375,0.0411161333322525,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.60443115234375
27,30,6,1613.427978515625,303.7803649902344,0.03430581092834473,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.7803649902344
27,30,7,1616.3251953125,303.9651794433594,0.035929325968027115,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.9651794433594
27,30,8,1619.22265625,304.1500244140625,0.031199881806969643,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.1500244140625
27,30,9,1622.1197509765625,304.3348388671875,0.0334327407181263,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.3348388671875
27,30,10,1625.0169677734375,304.5196228027344,0.059290725737810135,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.5196228027344
20,13,6,1654.0638427734375,305.8868408203125,0.13199163973331451,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.8868408203125
20,13,7,1657.0333251953125,306.07647705078125,0.046478819102048874,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.07647705078125
20,13,8,1660.0028076171875,306.2659606933594,0.055534716695547104,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.2659606933594
20,13,9,1662.972412109375,306.45538330078125,0.04948177933692932,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.45538330078125
20,13,10,1665.94189453125,306.6448669433594,0.28821897506713867,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.6448669433594
28,47,9,1658.37158203125,306.65380859375,0.1156243085861206,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.65380859375
28,47,10,1661.3096923828125,306.84136962890625,0.1137758195400238,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.84136962890625
28,47,11,1664.2855224609375,307.0313415527344,0.061024464666843414,0.0,3,0,2000-02-01,OP_3,MULTISEG,307.0313415527344
28,47,12,1667.298828125,307.2237548828125,0.05236487090587616,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.2237548828125
28,47,13,1670.3121337890625,307.4161376953125,0.06750992685556412,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.4161376953125
28,47,14,1673.32568359375,307.60858154296875,0.07566344738006592,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.60858154296875
14,38,2,1701.35888671875,309.4783935546875,1.0000020265579224,4.341240185112838e-07,1,0,2000-02-01,WI_1,MULTISEG,309.4783935546875
14,38,3,1703.6475830078125,309.6994934082031,1.0000048875808716,1.0517615010030568e-06,2,0,2000-02-01,WI_1,MULTISEG,309.6994934082031
14,38,4,1705.9364013671875,309.920166015625,1.000000238418579,4.8501210159201946e-08,3,0,2000-02-01,WI_1,MULTISEG,309.920166015625
14,38,5,1708.22509765625,310.1405029296875,1.0000022649765015,4.961270292369591e-07,4,0,2000-02-01,WI_1,MULTISEG,310.1405029296875
28,20,7,1689.8736572265625,278.3301696777344,0.5914003252983093,0.0,1,0,2000-06-01,WI_2,MULTISEG,278.3301696777344
28,20,8,1693.0218505859375,278.4314880371094,0.25941845774650574,0.0,2,0,2000-06-01,WI_2,MULTISEG,278.4314880371094
28,20,9,1696.170166015625,278.7840576171875,0.639556884765625,0.0,3,0,2000-06-01,WI_2,MULTISEG,278.7840576171875
28,20,10,1699.318359375,278.9696960449219,0.7900443077087402,0.0,4,0,2000-06-01,WI_2,MULTISEG,278.9696960449219
18,29,2,1651.591796875,284.371337890625,0.1086060106754303,0.0,1,0,2001-01-01,OP_4,MULTISEG,284.371337890625
18,29,3,1654.00537109375,284.5249328613281,0.1469600647687912,0.0,2,0,2001-01-01,OP_4,MULTISEG,284.5249328613281
18,29,4,1656.418701171875,284.681640625,0.2502717673778534,0.0,3,0,2001-01-01,OP_4,MULTISEG,284.681640625
18,29,5,1658.832275390625,284.8773193359375,0.5128508806228638,0.0,4,0,2001-01-01,OP_4,MULTISEG,284.8773193359375
18,29,6,1661.2666015625,273.9505920410156,0.4730561673641205,0.0,5,0,2001-01-01,OP_4,MULTISEG,273.9505920410156
18,29,11,1673.7296142578125,274.6751708984375,0.13125482201576233,0.0,6,0,2001-01-01,OP_4,MULTISEG,274.6751708984375
18,29,12,1676.556884765625,274.8539123535156,0.07338070124387741,0.0,7,0,2001-01-01,OP_4,MULTISEG,274.8539123535156
18,29,13,1679.3843994140625,275.0328369140625,0.10652203112840652,0.0,8,0,2001-01-01,OP_4,MULTISEG,275.0328369140625
18,29,14,1682.2119140625,275.21173095703125,0.13789059221744537,0.0,9,0,2001-01-01,OP_4,MULTISEG,275.21173095703125
24,37,1,1612.0733642578125,269.53912353515625,0.06354587525129318,0.0,1,0,2001-01-01,OP_5,MULTISEG,269.53912353515625
