ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,16746514,2905941,1688787,1177675,165816707,0,0,0,0,0
Valysar,CentralSouth,73564372,14451423,11206804,7815066,1100361274,0,0,0,0,0
Valysar,CentralNorth,23545723,4110680,2853510,1989896,280177292,0,0,0,0,0
Valysar,NorthHorst,3138673,345626,161731,99344,19461392,25753788,3104453,2190578,509436629,77944
Valysar,CentralRamp,14043620,1962421,1254003,874479,123126686,0,0,0,0,0
Valysar,CentralHorst,91340135,15119724,11112336,7749189,1091085803,0,0,0,0,0
Valysar,EastLowland,2045205,213855,57176,39872,5613972,0,0,0,0,0
Therys,WestLowland,5474731,910907,449283,313307,44113673,0,0,0,0,0
Therys,CentralSouth,21904398,4663382,3000209,2092196,294581227,0,0,0,0,0
Therys,CentralNorth,11473926,2327674,1385501,966179,136038067,0,0,0,0,0
Therys,NorthHorst,9134453,1206529,465854,286151,56057040,15491510,2740807,1767472,411040097,62889
Therys,CentralRamp,6727586,1652413,1250929,872336,122824862,0,0,0,0,0
Therys,CentralHorst,29628999,7500191,5693110,3970091,558988830,0,0,0,0,0
Therys,EastLowland,1159,178,120,83,11740,0,0,0,0,0
Volon,WestLowland,1247755,211933,123150,85878,12091691,0,0,0,0,0
Volon,CentralSouth,44044766,8015307,5541879,3864630,544139921,0,0,0,0,0
Volon,CentralNorth,4224088,674076,443009,308932,43497686,0,0,0,0,0
Volon,NorthHorst,4915383,974202,694095,426349,83521675,3042536,532714,424443,98707741,15102
Volon,CentralRamp,11163211,1993962,1476937,1029942,145015875,0,0,0,0,0
Volon,CentralHorst,80017204,14505614,10941625,7630143,1074324186,0,0,0,0,0
Volon,EastLowland,511261,78544,21754,15170,2135919,0,0,0,0,0
