CONJPOS,DRAWDOWN,DEPTH,SGAS,SWAT,WELL,DATE,CONIDX,CONIPOS,PRESSURE,CONBPRES,WELLMODEL,CONKPOS
41,0,1632.280517578125,0.0,0.7694452404975891,R_A3,2018-07-03,17,29,292.5083923339844,292.5083923339844,STANDARD,17
41,0,1634.1356201171875,-1.937221050241078e-08,0.9999997615814209,R_A3,2018-07-03,18,29,292.6093444824219,292.6093444824219,STANDARD,27
41,0,1637.603515625,0.0,0.08116106688976288,R_A3,2018-07-03,19,29,288.5246276855469,288.5246276855469,STANDARD,28
41,0,1641.071533203125,0.0,0.0819045752286911,R_A3,2018-07-03,20,29,288.7563781738281,288.7563781738281,STANDARD,29
41,0,1644.53955078125,0.0,0.6491976380348206,R_A3,2018-07-03,21,29,288.9847106933594,288.9847106933594,STANDARD,30
41,0,1648.0074462890625,0.0,0.06193145737051964,R_A3,2018-07-03,22,29,289.2185363769531,289.2185363769531,STANDARD,31
52,0,1625.2891845703125,0.0,0.046229589730501175,R_A4,2018-09-12,1,30,275.7973937988281,275.7973937988281,STANDARD,1
52,0,1622.84326171875,0.0,0.04566235840320587,R_A4,2018-09-12,2,31,275.84686279296875,275.84686279296875,STANDARD,1
52,0,1624.9423828125,0.0,0.048023682087659836,R_A4,2018-09-12,3,31,275.98675537109375,275.98675537109375,STANDARD,2
52,0,1627.0413818359375,0.0,0.048622339963912964,R_A4,2018-09-12,4,31,276.1266784667969,276.1266784667969,STANDARD,3
52,0,1629.1405029296875,0.0,0.050285737961530685,R_A4,2018-09-12,5,31,276.2664794921875,276.2664794921875,STANDARD,4
52,0,1631.239501953125,0.0,0.0519011914730072,R_A4,2018-09-12,6,31,276.40618896484375,276.40618896484375,STANDARD,5
52,0,1633.338623046875,0.0,0.05443381518125534,R_A4,2018-09-12,7,31,276.5458068847656,276.5458068847656,STANDARD,6
52,0,1632.048095703125,0.0,0.10637805610895157,R_A4,2018-09-12,8,32,276.6519470214844,276.6519470214844,STANDARD,6
52,0,1633.9495849609375,0.0,0.055447325110435486,R_A4,2018-09-12,9,32,276.77813720703125,276.77813720703125,STANDARD,7
51,0,1633.5660400390625,0.0,0.055628154426813126,R_A4,2018-09-12,10,32,276.38287353515625,276.38287353515625,STANDARD,7
51,0,1635.910400390625,0.0,0.1494503915309906,R_A4,2018-09-12,11,33,276.7178649902344,276.7178649902344,STANDARD,7
51,0,1637.79833984375,0.0,0.058789484202861786,R_A4,2018-09-12,12,33,276.8431091308594,276.8431091308594,STANDARD,8
50,0,1640.8099365234375,0.0,0.0599496103823185,R_A4,2018-09-12,13,33,276.6021728515625,276.6021728515625,STANDARD,8
50,0,1641.4837646484375,0.0,0.06102060154080391,R_A4,2018-09-12,14,34,276.9713439941406,276.9713439941406,STANDARD,8
50,0,1639.6695556640625,0.0,0.06097593158483505,R_A4,2018-09-12,15,34,276.8504638671875,276.8504638671875,STANDARD,7
50,0,1637.855224609375,0.0,0.13163265585899353,R_A4,2018-09-12,16,34,276.7287292480469,276.7287292480469,STANDARD,6
50,0,1641.02978515625,0.0,0.13638150691986084,R_A4,2018-09-12,17,35,277.5309753417969,277.5309753417969,STANDARD,6
50,0,1639.3179931640625,0.0,0.22431470453739166,R_A4,2018-09-12,18,35,277.4278564453125,277.4278564453125,STANDARD,5
49,0,1639.1646728515625,0.0,0.13571466505527496,R_A4,2018-09-12,19,35,288.80462646484375,288.80462646484375,STANDARD,30
49,0,1645.424560546875,0.0,0.13046833872795105,R_A4,2018-09-12,20,36,289.1275634765625,289.1275634765625,STANDARD,30
49,0,1639.58837890625,0.0,0.715458869934082,R_A4,2018-09-12,21,36,288.754638671875,288.754638671875,STANDARD,29
48,0,1641.6143798828125,0.0,0.6680838465690613,R_A4,2018-09-12,22,36,289.08331298828125,289.08331298828125,STANDARD,29
48,0,1646.87353515625,0.0,0.8469688296318054,R_A4,2018-09-12,23,37,289.3562316894531,289.3562316894531,STANDARD,29
