SW,KRW,KROW,PCOW,SATNUM,KEYWORD,SG,KRG,KROG,PCOG
0.0205601,0.0,1.0,9.95715,1,SWOF,,,,
0.0305601,0.0,0.9876854,4.1634181,1,SWOF,,,,
0.0405601,7.3e-06,0.970893,2.2334317,1,SWOF,,,,
0.0605601,0.0001046,0.9297463,0.9246556,1,SWOF,,,,
0.0805601,0.0003676,0.8809332,0.4935447,1,SWOF,,,,
0.1005601,0.0008502,0.8261642,0.3030079,1,SWOF,,,,
0.1205601,0.0016041,0.7669052,0.2033024,1,SWOF,,,,
0.1405601,0.0026815,0.7046194,0.1450421,1,SWOF,,,,
0.1605601,0.0041373,0.6407835,0.10824,1,SWOF,,,,
0.1805601,0.0060299,0.576837,0.0836031,1,SWOF,,,,
0.2005601,0.0084224,0.5141132,0.0663518,1,SWOF,,,,
0.2205601,0.0113826,0.4537736,0.0538308,1,SWOF,,,,
0.2405601,0.0149845,0.3967613,0.0444732,1,SWOF,,,,
0.2605601,0.0193081,0.3437758,0.0373072,1,SWOF,,,,
0.2805601,0.0244408,0.2952731,0.0317054,1,SWOF,,,,
0.3005601,0.0304771,0.2514839,0.0272484,1,SWOF,,,,
0.3205601,0.0375196,0.2124454,0.0236477,1,SWOF,,,,
0.3405601,0.0456794,0.1780404,0.0206997,1,SWOF,,,,
0.3605601,0.0550759,0.1480368,0.0182574,1,SWOF,,,,
0.3805601,0.0658374,0.122125,0.0162129,1,SWOF,,,,
0.4005601,0.0781006,0.0999482,0.0144851,1,SWOF,,,,
0.4205601,0.09201,0.0811297,0.0130127,1,SWOF,,,,
0.4405601,0.1077176,0.0652921,0.0117484,1,SWOF,,,,
0.4605601,0.1253807,0.0520705,0.0106552,1,SWOF,,,,
0.4805601,0.1451601,0.0411221,0.0097039,1,SWOF,,,,
0.5005601,0.1672176,0.0321315,0.0088713,1,SWOF,,,,
0.5205601,0.1917109,0.0248131,0.0081387,1,SWOF,,,,
0.5405601,0.2187896,0.0189118,0.0074909,1,SWOF,,,,
0.5605601,0.2485879,0.014202,0.0069155,1,SWOF,,,,
0.5805601,0.2812166,0.0104862,0.0064022,1,SWOF,,,,
0.6005601,0.3167532,0.0075928,0.0059425,1,SWOF,,,,
0.6205601,0.3552305,0.0053736,0.0055293,1,SWOF,,,,
0.6405601,0.3966228,0.0037013,0.0051565,1,SWOF,,,,
0.6605601,0.4408311,0.0024676,0.0048193,1,SWOF,,,,
0.6805601,0.487666,0.0015805,0.0045132,1,SWOF,,,,
0.7005601,0.5368312,0.0009629,0.0042346,1,SWOF,,,,
0.7205601,0.5879026,0.00055,0.0039803,1,SWOF,,,,
0.7405601,0.6403069,0.0002881,0.0037476,1,SWOF,,,,
0.7605601,0.6932972,0.0001338,0.0035343,1,SWOF,,,,
0.7805601,0.7459135,5.18e-05,0.0033381,1,SWOF,,,,
0.8005601,0.7969056,1.49e-05,0.0031574,1,SWOF,,,,
0.8205601,0.8445264,2.4e-06,0.0029905,1,SWOF,,,,
0.8405601,0.8857521,1e-07,0.0028362,1,SWOF,,,,
0.8497643,0.8995286,0.0,0.0027691,1,SWOF,,,,
0.8605601,0.9067484,0.0,0.0026932,1,SWOF,,,,
0.8805601,0.9201235,0.0,0.0025605,1,SWOF,,,,
0.9005601,0.9334987,0.0,0.002437,1,SWOF,,,,
0.9205601,0.9468739,0.0,0.0023221,1,SWOF,,,,
0.9405601,0.9602491,0.0,0.0022148,1,SWOF,,,,
0.9605601,0.9736242,0.0,0.0021146,1,SWOF,,,,
0.9805601,0.9869994,0.0,0.0020209,1,SWOF,,,,
1.0,1.0,0.0,0.0019355,1,SWOF,,,,
,,,,1,SGOF,0.0,0.0,1.0,0.0
,,,,1,SGOF,0.05,0.0,0.7881921,0.0
,,,,1,SGOF,0.07,0.0101784,0.7177934,0.0
,,,,1,SGOF,0.09,0.020734,0.6504966,0.0
,,,,1,SGOF,0.11,0.0317204,0.586228,0.0
,,,,1,SGOF,0.13,0.0431832,0.525166,0.0
,,,,1,SGOF,0.15,0.0551659,0.4675582,0.0
,,,,1,SGOF,0.17,0.0677117,0.4136404,0.0
,,,,1,SGOF,0.19,0.0808639,0.3635984,0.0
,,,,1,SGOF,0.21,0.0946666,0.3175498,0.0
,,,,1,SGOF,0.23,0.1091644,0.2755376,0.0
