ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,2522707,379826,168666,117619,16560778
Valysar,CentralSouth,52700978,10948761,8342571,5817692,819131102
Valysar,CentralNorth,32253447,5582451,4098777,2858283,402446207
Valysar,NorthHorst,5881491,730559,361458,222026,43494814
Valysar,CentralRamp,13593488,2534952,1946996,1357738,191169452
Valysar,CentralHorst,83125299,15437366,12249400,8542120,1202730493
Valysar,EastLowland,0,0,0,0,0
Therys,WestLowland,502752,113274,52836,36845,5187793
Therys,CentralSouth,5913005,1286533,827725,577214,81271742
Therys,CentralNorth,18300002,3738141,2272425,1584675,223122311
Therys,NorthHorst,13610866,1951663,897738,551436,108026349
Therys,CentralRamp,6570933,1417336,1107568,772363,108748702
Therys,CentralHorst,26110564,6625249,5103745,3559097,501120827
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,0,0,0,0,0
Volon,CentralSouth,36753621,6445257,4583901,3196584,450079031
Volon,CentralNorth,6912393,910039,434679,303123,42679756
Volon,NorthHorst,6090435,1209065,914302,561611,110019548
Volon,CentralRamp,12712608,2244582,1687790,1176981,165718895
Volon,CentralHorst,78975054,13783980,10766625,7508107,1057141504
Volon,EastLowland,0,0,0,0,0
