DATE,BLOCK,BPR
2000-01-01,1095,309.2703552246094
2000-01-01,"15,28,1",309.2703552246094
2000-01-01,"15,28,10",310.47467041015625
2000-01-01,"15,28,13",311.1461486816406
2000-01-01,24135,310.47467041015625
2000-01-01,31815,311.1461486816406
2000-02-01,1095,309.38519287109375
2000-02-01,"15,28,1",309.38519287109375
2000-02-01,"15,28,10",310.58001708984375
2000-02-01,"15,28,13",311.25146484375
2000-02-01,24135,310.58001708984375
2000-02-01,31815,311.25146484375
2000-03-01,1095,304.0145568847656
2000-03-01,"15,28,1",304.0145568847656
2000-03-01,"15,28,10",305.0731201171875
2000-03-01,"15,28,13",305.74517822265625
2000-03-01,24135,305.0731201171875
2000-03-01,31815,305.74517822265625
2000-04-01,1095,297.55682373046875
2000-04-01,"15,28,1",297.55682373046875
2000-04-01,"15,28,10",298.59429931640625
2000-04-01,"15,28,13",299.2660827636719
2000-04-01,24135,298.59429931640625
2000-04-01,31815,299.2660827636719
2000-05-01,1095,292.08612060546875
2000-05-01,"15,28,1",292.08612060546875
2000-05-01,"15,28,10",293.1206970214844
2000-05-01,"15,28,13",293.7920837402344
2000-05-01,24135,293.1206970214844
2000-05-01,31815,293.7920837402344
2000-06-01,1095,286.78131103515625
2000-06-01,"15,28,1",286.78131103515625
2000-06-01,"15,28,10",287.818115234375
2000-06-01,"15,28,13",288.48919677734375
2000-06-01,24135,287.818115234375
2000-06-01,31815,288.48919677734375
2000-07-01,1095,284.8851013183594
2000-07-01,"15,28,1",284.8851013183594
2000-07-01,"15,28,10",285.9615783691406
2000-07-01,"15,28,13",286.6316223144531
2000-07-01,24135,285.9615783691406
2000-07-01,31815,286.6316223144531
2000-08-01,1095,283.3799743652344
2000-08-01,"15,28,1",283.3799743652344
2000-08-01,"15,28,10",284.4601745605469
2000-08-01,"15,28,13",285.1300354003906
2000-08-01,24135,284.4601745605469
2000-08-01,31815,285.1300354003906
2000-09-01,1095,282.1654052734375
2000-09-01,"15,28,1",282.1654052734375
2000-09-01,"15,28,10",283.2466125488281
2000-09-01,"15,28,13",283.9164123535156
2000-09-01,24135,283.2466125488281
2000-09-01,31815,283.9164123535156
2000-10-01,1095,281.20281982421875
2000-10-01,"15,28,1",281.20281982421875
2000-10-01,"15,28,10",282.2828674316406
2000-10-01,"15,28,13",282.95257568359375
2000-10-01,24135,282.2828674316406
2000-10-01,31815,282.95257568359375
2000-11-01,1095,280.38519287109375
2000-11-01,"15,28,1",280.38519287109375
2000-11-01,"15,28,10",281.4640197753906
2000-11-01,"15,28,13",282.1336669921875
2000-11-01,24135,281.4640197753906
2000-11-01,31815,282.1336669921875
2000-12-01,1095,279.7264709472656
2000-12-01,"15,28,1",279.7264709472656
2000-12-01,"15,28,10",280.8037414550781
2000-12-01,"15,28,13",281.4733581542969
2000-12-01,24135,280.8037414550781
2000-12-01,31815,281.4733581542969
2001-01-01,1095,279.1573486328125
2001-01-01,"15,28,1",279.1573486328125
2001-01-01,"15,28,10",280.2333068847656
2001-01-01,"15,28,13",280.9029235839844
2001-01-01,24135,280.2333068847656
2001-01-01,31815,280.9029235839844
2001-02-01,1095,273.1031494140625
2001-02-01,"15,28,1",273.1031494140625
2001-02-01,"15,28,10",274.1414794921875
2001-02-01,"15,28,13",274.810302734375
2001-02-01,24135,274.1414794921875
2001-02-01,31815,274.810302734375
2001-03-01,1095,272.1566162109375
2001-03-01,"15,28,1",272.1566162109375
2001-03-01,"15,28,10",273.2146911621094
2001-03-01,"15,28,13",273.883544921875
2001-03-01,24135,273.2146911621094
2001-03-01,31815,273.883544921875
2001-04-01,1095,273.282958984375
2001-04-01,"15,28,1",273.282958984375
2001-04-01,"15,28,10",274.32464599609375
2001-04-01,"15,28,13",274.9931640625
2001-04-01,24135,274.32464599609375
