DEPTH,PRESSURE,WELL,SWAT,DATE,WELLMODEL,CONIDX,DRAWDOWN,CONBPRES,CONIPOS,SGAS,CONKPOS,CONJPOS
1639.992919921875,300.7304382324219,R_A2,0.05405380576848984,2018-01-01,STANDARD,1,0,300.7304382324219,22,0.0,1,30
1641.76513671875,300.8492736816406,R_A2,0.055027998983860016,2018-01-01,STANDARD,2,0,300.8492736816406,22,0.0,2,30
1643.537353515625,300.9681091308594,R_A2,0.0574885755777359,2018-01-01,STANDARD,3,0,300.9681091308594,22,0.0,3,30
1645.3095703125,301.08697509765625,R_A2,0.062057945877313614,2018-01-01,STANDARD,4,0,301.08697509765625,22,0.0,4,30
1647.0816650390625,301.205810546875,R_A2,0.06470628082752228,2018-01-01,STANDARD,5,0,301.205810546875,22,0.0,5,30
1648.85400390625,301.32464599609375,R_A2,0.3180060088634491,2018-01-01,STANDARD,6,0,301.32464599609375,22,0.0,6,30
1650.626220703125,301.4435119628906,R_A2,0.872831404209137,2018-01-01,STANDARD,7,0,301.4435119628906,22,0.0,7,30
1652.3983154296875,301.5623779296875,R_A2,0.8515834808349609,2018-01-01,STANDARD,8,0,301.5623779296875,22,0.0,8,30
1654.1705322265625,301.68121337890625,R_A2,0.8732929825782776,2018-01-01,STANDARD,9,0,301.68121337890625,22,0.0,9,30
1655.9427490234375,301.8000793457031,R_A2,0.8828492760658264,2018-01-01,STANDARD,10,0,301.8000793457031,22,0.0,10,30
1657.878662109375,301.929931640625,R_A2,0.0679585188627243,2018-01-01,STANDARD,11,0,301.929931640625,22,0.0,11,30
1659.978271484375,302.0707702636719,R_A2,0.0730573832988739,2018-01-01,STANDARD,12,0,302.0707702636719,22,0.0,12,30
1662.077880859375,302.2115783691406,R_A2,0.4306654930114746,2018-01-01,STANDARD,13,0,302.2115783691406,22,0.0,13,30
1664.1773681640625,302.3524169921875,R_A2,0.4600472152233124,2018-01-01,STANDARD,14,0,302.3524169921875,22,0.0,14,30
1666.2769775390625,302.4932556152344,R_A2,0.8886646628379822,2018-01-01,STANDARD,15,0,302.4932556152344,22,0.0,15,30
1668.37646484375,302.6341247558594,R_A2,0.9082450866699219,2018-01-01,STANDARD,16,0,302.6341247558594,22,0.0,16,30
1670.47607421875,302.77496337890625,R_A2,0.8628408908843994,2018-01-01,STANDARD,17,0,302.77496337890625,22,0.0,17,30
1672.186767578125,302.8897399902344,R_A2,0.9337232708930969,2018-01-01,STANDARD,18,0,302.8897399902344,22,0.0,18,30
1673.75146484375,302.9947204589844,R_A2,1.0,2018-01-01,STANDARD,19,0,302.9947204589844,22,0.0,25,30
1675.55859375,303.115966796875,R_A2,1.0,2018-01-01,STANDARD,20,0,303.115966796875,22,0.0,26,30
1678.53564453125,303.3157043457031,R_A2,1.0,2018-01-01,STANDARD,21,0,303.3157043457031,22,0.0,26,29
1680.27099609375,303.43212890625,R_A2,1.0,2018-01-01,STANDARD,22,0,303.43212890625,22,0.0,27,29
1682.0064697265625,303.8636779785156,R_A2,1.0,2018-01-01,STANDARD,23,0,303.8636779785156,22,0.0,28,29
1683.7418212890625,304.02813720703125,R_A2,1.0,2018-01-01,STANDARD,24,0,304.02813720703125,22,0.0,29,29
1610.5853271484375,298.7590637207031,R_A3,0.20335805416107178,2018-01-01,STANDARD,1,0,298.7590637207031,28,0.0,1,41
1600.13037109375,298.0584411621094,R_A3,0.6481541991233826,2018-01-01,STANDARD,2,0,298.0584411621094,29,0.0,1,41
1602.2191162109375,298.1983947753906,R_A3,0.11823459714651108,2018-01-01,STANDARD,3,0,298.1983947753906,29,0.0,2,41
1604.3079833984375,298.33837890625,R_A3,0.11823459714651108,2018-01-01,STANDARD,4,0,298.33837890625,29,0.0,3,41
1606.396728515625,298.4783630371094,R_A3,0.15048271417617798,2018-01-01,STANDARD,5,0,298.4783630371094,29,0.0,4,41
1608.485595703125,298.61834716796875,R_A3,0.8045287728309631,2018-01-01,STANDARD,6,0,298.61834716796875,29,0.0,5,41
1610.574462890625,298.7583312988281,R_A3,0.6481541991233826,2018-01-01,STANDARD,7,0,298.7583312988281,29,0.0,6,41
1612.663330078125,298.8983154296875,R_A3,0.19356845319271088,2018-01-01,STANDARD,8,0,298.8983154296875,29,0.0,7,41
1614.7520751953125,299.038330078125,R_A3,0.19624526798725128,2018-01-01,STANDARD,9,0,299.038330078125,29,0.0,8,41
1616.8409423828125,299.1783447265625,R_A3,0.7916886806488037,2018-01-01,STANDARD,10,0,299.1783447265625,29,0.0,9,41
1618.9296875,299.3183288574219,R_A3,0.7996578216552734,2018-01-01,STANDARD,11,0,299.3183288574219,29,0.0,10,41
1621.091064453125,299.4632263183594,R_A3,0.048705410212278366,2018-01-01,STANDARD,12,0,299.4632263183594,29,0.0,11,41
1623.3248291015625,299.6129455566406,R_A3,0.05297929793596268,2018-01-01,STANDARD,13,0,299.6129455566406,29,0.0,12,41
1625.5587158203125,299.7626953125,R_A3,0.36184990406036377,2018-01-01,STANDARD,14,0,299.7626953125,29,0.0,13,41
1627.7926025390625,299.9124755859375,R_A3,0.19305674731731415,2018-01-01,STANDARD,15,0,299.9124755859375,29,0.0,14,41
1630.0264892578125,300.0622253417969,R_A3,0.601466715335846,2018-01-01,STANDARD,16,0,300.0622253417969,29,0.0,15,41
1631.9146728515625,300.1888122558594,R_A3,0.8030622601509094,2018-01-01,STANDARD,17,0,300.1888122558594,29,0.0,16,41
1632.7879638671875,300.24737548828125,R_A3,0.7759857177734375,2018-01-01,STANDARD,18,0,300.24737548828125,29,0.0,17,41
1634.69140625,300.3749694824219,R_A3,1.0,2018-01-01,STANDARD,19,0,300.3749694824219,29,0.0,25,41
1638.2943115234375,300.6165466308594,R_A3,0.04331031069159508,2018-01-01,STANDARD,20,0,300.6165466308594,29,0.0,26,41
