ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,3175223,472395,197218,137530,19364231,0,0,0,0,0
Valysar,CentralSouth,57269346,11114523,8599266,5996699,844335184,0,0,0,0,0
Valysar,CentralNorth,49896495,7805571,5524870,3852768,542469802,0,0,0,0,0
Valysar,NorthHorst,4182774,612433,308495,189493,37121676,27595704,3192434,1881597,437580779,66950
Valysar,CentralRamp,13967053,2381820,1777261,1239373,174503719,0,0,0,0,0
Valysar,CentralHorst,88238555,14647548,11184430,7799463,1098164459,0,0,0,0,0
Valysar,EastLowland,0,0,0,0,0,0,0,0,0,0
Therys,WestLowland,678064,113118,36114,25184,3545874,0,0,0,0,0
Therys,CentralSouth,7897717,2110620,1309082,912888,128534701,0,0,0,0,0
Therys,CentralNorth,26188293,5043050,3011484,2100059,295688257,0,0,0,0,0
Therys,NorthHorst,5418430,835496,353212,216961,42502602,19462871,3193764,2109150,490499964,75046
Therys,CentralRamp,6272231,1479311,1135921,792135,111532583,0,0,0,0,0
Therys,CentralHorst,30006995,7616451,5854127,4082376,574798588,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,0,0,0,0,0,0,0,0,0,0
Volon,CentralSouth,32885244,5847568,3796569,2647537,372773279,0,0,0,0,0
Volon,CentralNorth,9598566,1448532,852870,594749,83740639,0,0,0,0,0
Volon,NorthHorst,2751082,503994,334712,205597,40276482,6466754,1121695,887495,206394189,31578
Volon,CentralRamp,11970645,2004795,1540371,1074178,151244286,0,0,0,0,0
Volon,CentralHorst,81508147,14180919,10860472,7573551,1066356063,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
