ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,241382049.26,33434511.94,20899277.4,13144199.41
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,175847540.38,26490389.19,17101202.48,10755473.08
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,97800116.59,15090695.92,10420235.58,6553607.17
LowerReek,2,0.0,0.0,0.0,0.0
