ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,790461,487057,339649,47822606
Valysar,CentralSouth,67824469,12919122,9925116,6921281,974516341
Valysar,CentralNorth,36376771,5770860,3811939,2658256,374282406
Valysar,NorthHorst,4782341,529170,272535,167405,32794588
Valysar,CentralRamp,13746446,2398854,1804060,1258061,177135013
Valysar,CentralHorst,86371295,15525705,12338169,8604023,1211446511
Valysar,EastLowland,291997,57188,17844,12443,1752033
Therys,WestLowland,2204974,406690,215420,150223,21151458
Therys,CentralSouth,12476404,2988053,1918734,1338029,188394509
Therys,CentralNorth,20648668,3849045,2306413,1608377,226459503
Therys,NorthHorst,8151091,1134246,473887,291085,57023564
Therys,CentralRamp,6770890,1540752,1159986,808916,113895374
Therys,CentralHorst,29243345,7808074,5985284,4173839,587676486
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,41456,24605,17158,2415842
Volon,CentralSouth,35017667,6738674,5133431,3579798,504035612
Volon,CentralNorth,6832817,981042,573475,399913,56307713
Volon,NorthHorst,5572991,1002256,787423,483675,94751933
Volon,CentralRamp,12639541,2294569,1749436,1219970,171771717
Volon,CentralHorst,80611071,14542498,11557983,8059960,1134842460
Volon,EastLowland,0,0,0,0,0
