Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:52:32
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       265652421.70         43599724.87         32939404.11         20716606.02
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  265652421.70         43599724.87         32939404.11         20716606.02
MidReek    1                       195757902.26         35694321.40         28304774.40         17801744.61
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  195757902.26         35694321.40         28304774.40         17801744.61
LowerReek  1                       129521031.37         27222232.96         22620036.60         14226437.87
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  129521031.37         27222232.96         22620036.60         14226437.87
Totals     1                       590931355.33        106516279.23         83864215.11         52744788.50
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  590931355.33        106516279.23         83864215.11         52744788.50
